,title_id,cluster,acquiring_power,title_name
342,GXdu2RQKDmpuAuwEAADZ2,5,3033087.0,The Conjuring
343,GYIGQrwwl3SfCawEAAAAS,5,1520732.0,Doctor Sleep
344,GYkMhfQ2aisPCIAEAAAAC,2,1150922.0,Bill Maher: #Adulting
345,GXOQx2we-1sLDwgEAAATJ,5,2310161.0,"I, Robot"
346,GYS_EugxEAJOwcAEAAAAi,7,1028905.0,Family Matters
347,GYnl_JQsLosPCwgEAAACs,3,786040.0,Gordita Chronicles
348,GXrHxGQ3L2YmBSgEAAADC,5,4285615.0,Tim Burton's Corpse Bride (2005)
349,GYcy7egTKXZrCFgEAAAKc,1,620337.0,Chuck
350,GYPHVAASCko08owEAAAAC,5,1921972.0,Scary Movie
351,GYRrnlQE76jdFwwEAAAK5,3,1532930.0,She's All That
352,GWDS5CQGSl7DDwgEAAABv,4,1707311.0,My Cousin Vinny
353,GVU2b2A6ZF47DwvwIAT34,1,1689428.0,Deadwood
354,GVdunGAD5D0-PpJIIAALF,7,1650826.0,Bee Movie
355,GYF4g7gugBW6-wgEAAAK7,5,1622675.0,The Legend of Hercules
356,GWAFNfQfXV4m1egEAAAAi,3,1062273.0,My Big Fat Greek Wedding 2
357,GX9jvbwzUa3idqQEAAABQ,5,2805805.0,Charlie and the Chocolate Factory
358,GX9q5dgDUK8ILwgEAAAFs,5,1807590.0,Jack the Giant Slayer
359,GXbDskgCPD3epwwEAAAPe,6,1406644.0,Tacoma FD
360,GX-EBkAX3JSfCSwEAAAAC,6,2319010.0,Pulp Fiction
361,GVU2c9QptjVFvjSoJAT2f,2,1706744.0,Boardwalk Empire
362,GYabavQgP_q3DwwEAAAAl,5,1193145.0,Real Steel
363,GYQFw9wxoGa60hQEAAAF0,4,1042397.0,The Da Vinci Code
364,GXji44gbd1I7CZgEAAAjR,7,1232960.0,We Bare Bears
365,GXdhgdgNOH5uAuwEAADWA,5,2941003.0,The Wizard of Oz
366,GXYUhuQ6aq6nCVgEAAAlR,1,6099813.0,His Dark Materials
367,GYMjs-wY9X7CIhgEAAAAU,2,1314601.0,Wellington Paranormal
368,GXaUfiAsLdZ3DGQEAAACj,7,681147.0,Ben 10
369,GXmmNFAzEJyLCHAEAACDB,7,983689.0,Ben 10
370,GYGbnVgFkgrfCwwEAAAAG,5,2021338.0,Gravity
371,GXnzVfgFjtICgwwEAAA7L,7,2055767.0,Dexter's Laboratory
372,GVU2wmQq7Go7DwvwIAVa7,4,1882544.0,The Pacific
373,GYsYsdg6UUXmangEAAAPk,3,758606.0,Belle
374,GYVuAUw2idWqunAEAAABA,5,2330545.0,The Wolverine
375,GYJ5XTwMdtZ6uswEAAAJz,5,3021399.0,Journey 2: The Mysterious Island
376,GYGX9YAcVV4i0wgEAAACH,3,1162059.0,17 Again
377,GYA9XHQopEqmlqwEAAAAC,7,1229351.0,Justice League
378,GYgVbBgTKRVpXwgEAAADS,1,849819.0,Theodosia
379,GYd5QxgVW0Km7iQEAAAEu,4,1116013.0,3:10 to Yuma
380,GXoTA1gtnCyWbjQEAAACl,4,1275868.0,Good Will Hunting
381,GYA8XCAVNTLrDwgEAAAHU,7,1576676.0,Teen Titans Go! vs. Teen Titans
382,GX_yGHgt75MLDQQEAAAAC,7,1205680.0,The Wayans Bros.
383,GXrHTGwYHRnUYOAEAAABC,6,2173597.0,Kiki's Delivery Service
384,GXBkRLQHnzoa1vAEAAAOq,4,2453934.0,The Bourne Identity
385,GYGazlgjokamulwEAAAEA,4,1298713.0,Easy A
386,GYA80NAFd4LrDwgEAAAID,7,1248221.0,Justice League Unlimited
387,GYG8_bgHgxWvDIwEAAACA,7,2022780.0,That Damn Michael Che
388,GXd_Yewi2pZuAuwEAADwE,4,2206625.0,Ocean's Eleven (2001)
389,GWiGW8wLVo66BwgEAAAAt,1,1757209.0,Gunpowder
390,GYXEIsATvvIJQuwEAAAFB,4,1836300.0,No Country for Old Men
391,GYN49YwBnAGWVwwEAAAKK,5,1555250.0,Scary Movie 2
392,GYVegjQFzllwDoAEAAAC3,7,765455.0,The Jamie Foxx Show
393,GYhUt6QBi47fDDQEAAAIs,2,810228.0,Phoenix Rising
394,GYfxGWwwFjRnCwwEAAAAM,3,800203.0,Dirty Dancing
395,GXuf61QBFTpuSkwEAAA1t,7,1255664.0,Steven Universe Future
396,GYRrl0wWfeobCNAEAAALg,4,2357824.0,The Internship
397,GWbgztg3fzYRYRwEAAAE1,4,3648545.0,2 Fast 2 Furious
398,GYQk8pgy-hsPDHAEAAAIi,6,1398659.0,The Grand Budapest Hotel
399,GYGX9SgLKDsLCXwEAAAAa,7,1915108.0,Daddy Day Care
400,GYLfEVwJyoMIJwgEAAAPl,7,1488248.0,Tyler Perry's Madea Goes to Jail
401,GYGP7bQmbDIC6twEAAAEV,5,2050826.0,Annabelle
402,GXaUfiAsnjJy3wwEAAAC3,2,1629024.0,Miracle Workers
403,GW09wmAYieMPDDgEAAADg,5,2345541.0,"Mummy Returns, The (Movie)"
404,GYBllVQbyTkOLlAEAAAAC,1,5668703.0,THE NEVERS
405,GYjTxLwCPgSiOTwEAAACn,7,997300.0,Jerrod Carmichael: Rothaniel
406,GYQlElwxfew-mWQEAAAPr,4,1116757.0,What to Expect When You're Expecting
407,GYSaKIQwrHruinAEAAABN,5,6289434.0,Malignant
408,GX9jvZQ7mx1y8eAEAAABk,7,2468492.0,Justice League Dark: Apokolips War
409,GYfhfmgz-CoGSwgEAAABl,5,1060226.0,Deep Impact
410,GYf1V5wGHpmHCwwEAAABS,1,1179698.0,Ex Machina
411,GYh5pqwC3YbQkKQEAAACu,1,1244294.0,The Survivor
412,GYkHNUQwYonjDZAEAAAJs,4,1319066.0,Miami Vice
413,GYijk0Qxbh5mGSwEAAAHI,3,1205340.0,Dear Evan Hansen
414,GYOfc7g4t88I7vAEAAAUe,5,1107430.0,Red (2010)
415,GX3ydzQGf0IVepgEAAAFR,6,1814802.0,Key & Peele
416,GXrnLcQzKrR8GwgEAAAAW,5,2413216.0,A Nightmare on Elm Street
417,GXehMOwXZKkytlAEAAARE,5,1900224.0,A Nightmare on Elm Street
418,GYLE5fgQVVcPCOAEAAAAF,3,3643123.0,The Great Gatsby
419,GXa5NxQI8g5GYoAEAAAAm,6,1533849.0,Samurai Jack
420,GYGP7fwpWoYC6twEAAAEX,4,1301119.0,He's Just Not That Into You
421,GYM-IuwM5lKmPwgEAAABs,3,,Euphoria Special Episode Part 2: Jules
422,GXebCtwq1msPCwwEAAD8D,7,1552177.0,The Looney Tunes Show
423,GYJASowV6ksNZqAEAAABT,4,2110205.0,Blades of Glory
424,GYBNiCgZ6D33DwwEAAADE,3,4387532.0,Pitch Perfect
425,GXjtSkAk4KY-njwEAAA83,4,1917473.0,Sherlock Holmes
426,GYq58LwucDkqSLgEAAAAC,2,749322.0,Edge of the Earth
427,GXd2-sQCRRsPCwwEAADce,7,1096963.0,The Scooby-Doo Show
428,GYCiC1Q8picLCfAEAAAAC,2,7800794.0,Mare of Easttown
429,GYDkv6g2_Nq-NwgEAAABV,3,1355001.0,Pride & Prejudice
430,GYkHOEASrHsLCwgEAAAAd,5,1090917.0,Conan the Barbarian
431,GYpn_qwcoS53DZgEAAAAZ,2,1286178.0,Chernobyl: The Lost Tapes
432,GXjhaNQRXiMPDwwEAAABQ,7,1247729.0,Chowder
433,GXmZ1WQgtCSLCHAEAABkh,5,2450878.0,The Shining
434,GYBg7cwYTj8LCZAEAAAAC,7,1032152.0,Are We There Yet?
435,GYnRw_gtlJojCwwEAAAMK,6,531925.0,Tuca & Bertie
436,GYgL2dA6VTaTDwwEAAAAC,7,558158.0,Lucas the Spider
437,GYnErmwCjJmDCEAEAAAAG,6,807752.0,Chef
438,GYEZrWAL807CgYgEAAAAg,4,3751343.0,Norbit
439,GYYv2WQgb5cJirAEAAAAo,1,665176.0,Blade Runner: Black Lotus
440,GYvJrjw1bJncpuQEAAAJF,1,1171046.0,Killer Elite
441,GYpACNA8WdMJTrgEAAADO,4,972537.0,Rambo
442,GXBkQ_gMtBVa1lwEAAAPl,4,1891429.0,The Bourne Supremacy
443,GVU2d_A0NVFFvjSoJAT65,2,1427182.0,Girls
444,GX5chNQ8K2Y6KYQEAAAHj,3,1217867.0,Sex and the City 2
445,GYgYXoQjs2FpXwgEAAAEl,5,973368.0,Hellboy
446,GX-I8owB7gYuxvgEAAAC6,7,1183472.0,Batman Beyond
447,GYbOK1Quvt2uWPQEAAAGG,4,863217.0,Unbroken
448,GYkXc2gRuEbCWIgEAAAAC,7,613216.0,Sesame Street Mecha Builders
449,GXyINwwb5IMJ6pQEAAAAU,3,2324299.0,The Wedding Singer
450,GYYCgIQThE8JvwwEAAAAR,5,995115.0,Ouija
451,GWi7maw3N52G9vAEAAADR,7,981063.0,Johnson Family Vacation
452,GXdu2SQwEIKXCPQEAADeo,5,1880113.0,Austin Powers: International Man of Mystery
453,GYgqAigH6ygPDwgEAAABO,7,838404.0,Tyler Perry's Why Did I Get Married
454,GXrHUCwY3E6u9KwEAAAAO,6,2091684.0,Princess Mononoke
455,GXEIDEwdoeW2-gAEAAAGy,7,921325.0,Teen Titans Go! to the Movies
456,GYME4cgyGt6EnCgEAAAAv,3,4953647.0,Gossip Girl
457,GYdWHXwBh2xnDwwEAAAAF,1,786751.0,Naomi
458,GVrw40gca3MPDwskIAAAN,1,1288714.0,Banshee
459,GYY1DJwPhVTWpwgEAAAAM,1,895913.0,The Counselor
460,GXdu2SghWaZuAuwEAADaD,5,1849795.0,Jonah Hex
461,GX8W5GwzKncLCNwEAAAYf,7,1539573.0,Codename: Kids Next Door
462,GXn6NpwVG7IBKRwEAAAOo,1,2226833.0,Batwoman
463,GXvTTlQwJdcLDGQEAAAMj,3,1142416.0,House of Ho
464,GYkHOsA0Pn5_CwwEAAAAV,4,1111329.0,Terminator 2: Judgement Day
465,GX-N6ygNbA6qdwwEAAAAi,4,3132861.0,Ocean's Eight
466,GYJLPwAnMvbSdwwEAAAD8,3,958843.0,Cold Case
467,GXuu7ygQ61cI9DgEAAAAY,7,2090890.0,Adventure Time: Distant Lands
468,GXbos4w0lSLavMAEAAAwJ,6,983425.0,Squidbillies
469,GYYrPZglAcomBwwEAAAAC,7,1358273.0,Justice Society: World War II
470,GYWxDuQ0M08PDwwEAAADr,6,934331.0,The Truman Show
471,GYhfHhAh4-XVowwEAAAAG,2,669282.0,Undercurrent: The Disappearance of Kim Wall
472,GYcUG1AcpBryLwwEAAADU,5,898756.0,Annabelle: Creation
473,GXt53sgEhS5uSkwEAAAjI,7,5110713.0,Space Jam
474,GYkWyigApiMPCFwEAAAAE,7,870245.0,Marlon Wayans Presents: The Headliners
475,GYPH-TQRrvryIHAEAAABc,5,,Oblivion
476,GYKbsUwLEKIiVwgEAAAAD,5,3018964.0,Oblivion
477,GYEZm7AHZecJjVQEAAAAS,3,1910613.0,Monster-In-Law
478,GW6K_ZQKTARjDwgEAAABA,2,633992.0,My Brilliant Friend
479,GYLfUFgTI8bGLCwEAAAY8,7,1427530.0,Tyler Perry's Madea's Family Reunion
480,GYHd8vAN7YMLCwgEAAABB,4,3029435.0,The 40-Year-Old Virgin
481,GXrH2uwMqh8PCwwEAAAEJ,3,1210628.0,A Cinderella Story
482,GWDWzfA4ZVMLCGAEAAACV,5,1020403.0,The Happening
483,GXORIewS6wMLDwgEAAATw,4,1017149.0,Wild Hogs
484,GYK0oaAva360gRgEAAAAC,7,1215120.0,Tyler Perry’s Diary of a Mad Black Woman
485,GYOiZfAJVGQyytQEAAAAG,4,1104999.0,Snitch
486,GYKabNgFp3cLDwgEAAAA3,4,4498552.0,Freaky
487,GYFEQwAfWoJZmqQEAAAAX,4,1781735.0,Anger Management
488,GYf3L7QQzqsIebgEAAAAK,2,679825.0,Gaming Wall St
489,GYh64XAXve5WzZgEAAAKx,2,,Gaming Wall Street
490,GYSaUdwnk64jCwwEAAADQ,4,887693.0,Little Man
491,GYfilUAJA7sPCBQEAAADe,7,681673.0,The Best Man Holiday
492,GXa-mxg4SNINiYAEAAAF3,2,2079956.0,Search Party
493,GXsUz2gVOs76_CQEAAAB5,3,1095493.0,Another Cinderella Story
494,GVx_dhQi4kmilwgEAAAC9,6,1097947.0,Vice Principals
495,GYnGEUgjJjbnCMAEAAACc,5,952851.0,Daybreakers
496,GX7hXuQrRf4IDjgEAAADt,6,1285988.0,Kill Bill: Vol. 2
497,GX_9fWg3w8KJrugEAAAA2,7,1238819.0,Love & Basketball
498,GYivWaAXEZMLDwwEAAACz,2,669263.0,Brené Brown: Atlas of the Heart
499,GYjIXcQ65xwHCwwEAAAAC,1,595934.0,Please Hold
500,GYGQHzQ0m1ZsJwgEAAAAz,4,1202468.0,Sherlock Holmes: A Game of Shadows
501,GYJARTwDr3Y2KCgEAAAAD,5,1263855.0,Warm Bodies
502,GYrtbnwOx9MLCUgEAAAJl,2,1098815.0,Nikki Glaser: Good Clean Filth
503,GVU2sBQYRs1FvjSoJAU-b,2,1634414.0,Ballers
504,GXeOMyQhfX5uAuwEAADwH,7,1854305.0,Justice League: The Flashpoint Paradox
505,GYJxoQQXAXZqpgQEAAAA3,5,3002668.0,The Nun
506,GX9J2BQiwulmjRAEAAACX,5,2018970.0,The Conjuring 2
507,GYA79hQZbUsI3gQEAAAB0,1,11785707.0,The Little Things
508,GWbg00gQpGp2vpAEAAACR,5,925407.0,The Day the Earth Stood Still
509,GXdhYaQo_YpuAuwEAADV_,7,2308410.0,Batman
510,GYBGuRQslYUaqkwEAAACf,5,1870358.0,Willy Wonka and the Chocolate Factory
511,GYDbevA1fbpvCwgEAAAAN,5,2692163.0,I Am Legend
512,GWNF4aQhF-cMWnQEAAACw,5,831482.0,Babylon A.D.
513,GYfBqiQ1BIKTDAQEAAAAd,6,995160.0,Donnie Darko
514,GWPUluQzwFphdqgEAAAA7,5,1162237.0,The League of Extraordinary Gentlemen
515,GXrHplwuS-sPCwwEAAAAb,7,1171532.0,The Iron Giant
516,GYQFr3g87FMLCwwEAAAA7,4,676737.0,Angels & Demons
517,GXdzQYQCaQ6XCPQEAADiW,7,1703524.0,Justice League vs. Teen Titans
518,GXuOr5Qwi1ZuSkwEAAAxJ,4,925406.0,Get Smart
519,GVU39lQn5347DwvwIAasV,2,102765.0,Into the Storm
520,GYIjcigqlHoeedgEAAABM,2,1373815.0,Into the Storm
521,GYkyoIgLM7IWEpgEAAAAC,5,832597.0,Transporter 3
522,GYEq4eApHYpA4cwEAAAAC,5,7056177.0,Tenet
523,GXtlhCgtvX5uSkwEAAATC,4,2144831.0,Dumb & Dumber
524,GYdYj2gcRB8JjwgEAAAAO,4,745917.0,21 & Over
525,GYLEWLwPOebyJwwEAAAHB,7,559816.0,Total DramaRama
526,GXyINwwT6v46vcwEAAAFv,3,1085770.0,Miss Congeniality 2: Armed and Fabulous
527,GYUAwewus5pWewgEAAAAT,3,671941.0,The Perks of Being a Wallflower
528,GYabfFQHGro1fjQEAAAAC,7,839263.0,Harlem Nights
529,GXctMPAkMMcPCwwEAAAKf,2,1470528.0,Anthony Bourdain: Parts Unknown
530,GYEJ89wviKqiAZgEAAAAe,6,5603596.0,South ParQ Vaccination Special
531,GXxm3BgonKDFAlwEAAAJw,7,1019649.0,Steven Universe the Movie
532,GXdcPuwAQoMPCwwEAACou,2,2356324.0,The Outsider
533,GYLfMkAKh7LyJwwEAAAXU,7,877080.0,Tyler Perry's Madea's Big Happy Family
534,GXrHxIweO4a2brQEAAAC7,3,857210.0,The Time Traveler's Wife
535,GXtlhUA0zrsJHjQEAAAfz,4,1674007.0,The Departed
536,GYRweKAEDH7HDCAEAAAZ7,4,1082990.0,Black Hawk Down
537,GYJH8YgsKHQaSsQEAAAH_,5,703987.0,Source Code
538,GXJvJnAOSVIG6gAEAAAFn,4,1005204.0,12 Strong
539,GX5NuhwXHx52ywgEAAAEP,4,1602743.0,The Shawshank Redemption
540,GYLf7WQi7T8IJwgEAAAP8,3,1546067.0,Maid In Manhattan
541,GXdu2SghwZZuAuwEAADaE,5,1331016.0,Austin Powers In Goldmember
542,GYeB2VgatlMLCdgEAAAAt,2,619973.0,About Last Night
543,GXGWJ8wyZ-K2uAwEAAAAK,2,1394695.0,The Inventor: Out for Blood in Silicon Valley
544,GYi9rkwoX0GiHXgEAAACg,4,967128.0,Limitless
545,GYN4-IQS-58I-wgEAAAH-,7,695306.0,A Different World
546,GYbuuZAZKub68wwEAAANG,7,874655.0,The Adventures of Elmo in Grouchland
547,GYtUdUQtVN3mangEAAAox,5,1927909.0,Eraser: Reborn
548,GYBrk8w7eqcNxrgEAAAAC,7,826043.0,The Batman
549,GXd7gCQH2RLPDfgEAAAV4,5,1483366.0,Final Destination
550,GXdu2TwYW3puAuwEAADaL,7,1291374.0,Batman: Under the Red Hood
551,GXdu2UAPdk6XCPQEAADfC,7,1507556.0,Justice League: War
552,GYQhipAGXQsPCwwEAAAAj,1,1636966.0,Walker
553,GYJ2vqQgGcLm6rwEAAAFo,5,788072.0,SAFE
554,GXJvG1AuLWagjKgEAAADY,4,809175.0,Lottery Ticket
555,GXjtShgoHJ8PDwwEAAAhe,3,805599.0,Two Weeks Notice
556,GYj5ROwWF4MPDwgEAAAAE,5,767965.0,Fantastic Beasts: A Natural History
557,GYDQGeQnT5qajwwEAAAAr,4,4540942.0,Ted
558,GYBNigwS8d4YUkAEAAADi,3,1835611.0,27 Dresses
559,GYUDeywJ3IW-dwgEAAAGd,7,2039675.0,"Batman: The Long Halloween, Part One"
560,GYgfNIQAdYqLDMgEAAAAV,1,812286.0,Blade Runner 2049
561,GX1pL-A4sIcMslAEAAAAy,2,1467907.0,How to With John Wilson
562,GXvzmUAYRyqpNwgEAAAAC,7,1602501.0,Justice League Dark
563,GXmbHWwnoaSLCHAEAABob,3,1202856.0,Sisterhood of the Traveling Pants
564,GYGQJNwOcH4W2XgEAAABg,5,999124.0,Sweeney Todd: The Demon Barber of Fleet Street
565,GYpn_UA8YyZ3DZgEAAAAW,2,853365.0,Belfast
566,GXajjjg560MMcQQEAAAxU,7,630200.0,Clarence
567,GXqxXjAFASIC9JwEAAALh,7,4336523.0,Lovecraft Country
568,GWNFI8w3GYGCGAQEAAACh,2,633973.0,Magic & Bird: A Courtship of Rivals
569,GYHd8Bwor7cPDwwEAAAAD,4,2217538.0,This is 40
570,GYdXloAoyY5C2hwEAAABO,6,488955.0,Backyard Bar Wars
571,GYEaaAgS0AV9_ZwEAAAAC,7,1768462.0,South Side
572,GYGJEsgigDiVQwwEAAACB,4,567775.0,Focus
573,GYaqMmQQ6oMNHsAEAAABg,7,1868782.0,Ron's Gone Wrong
574,GYEabGA1pi19_ZwEAAAAK,2,2181034.0,The Other Two
575,GX3UldQgWghmDbAEAAAKw,4,1647552.0,Menace II Society
576,GWGwjvAwIc2uRmwEAAAAL,4,510060.0,Airheads
577,GXd24ggvmxLPDfgEAAACM,3,1184595.0,The O.C.
578,GXSySgQ5Pe06olAEAAAJr,1,2487022.0,Warrior
579,GYSUuJAZV121AigEAAACE,7,776348.0,12 Years a Slave
580,GX9jvgwxuzglRwgEAAAB2,7,1455612.0,Batman: Hush
581,GYdXhBwCvyG2kEAEAAAAd,2,468582.0,Shaq Life
582,GYPH-2Q7QoLPCQAEAAACI,5,1636626.0,Taken 2
583,GXn0p4gCmPYBKRwEAAAG8,7,1178397.0,The Flintstones (Cartoon)
584,GYiJjSwtAkHG7pQEAAAAH,5,514409.0,Salt (2010)
585,GYGX9Uw0f6Ze6wgEAAABz,5,3214822.0,300: Rise of an Empire
586,GYJxCDACcN8PDewEAAAAG,3,10492024.0,Friends: The Reunion
587,GYfiVfQ6usabDwgEAAABo,7,614484.0,Vlad & Niki
588,GXeldRgFaYLPDfgEAAA8M,4,1196855.0,Lethal Weapon
589,GYhg6wA4drY6lQwEAAAC5,2,579549.0,Traffickers: Inside the Golden Triangle
590,GXrxUzQ5VqrGGtAEAAAAd,2,3722857.0,Love Life
591,GYhfHbgII0qKnnQEAAACz,7,832161.0,Catwoman: Hunted
592,GXcLwaQzxnaNFKwEAAABG,2,722276.0,Real Sports with Bryant Gumbel
593,GXbooCQpETaOqkAEAAArQ,6,898161.0,Loiter Squad
594,GXd7GFQ7zK7PDfgEAAAKE,3,653180.0,The Closer
595,GX5ncFA4n856aoQEAAACb,7,747741.0,My Sesame Street Friends
596,GX07gVQAuw3OVpQEAAAGc,4,1470362.0,Semi-Pro
597,GYdc_pwoCtW6rwgEAAABl,5,818635.0,Escape Plan
598,GYEZmpQPTw8M8sgEAAAAQ,4,1536869.0,The Benchwarmers
599,GYGIiugVrw8MUuAEAAABi,3,429729.0,ER
600,GYPcMIgawIsLCwgEAAACm,7,1031242.0,Sweet Life: Los Angeles
601,GYfnrfQjGNgDDwwEAAAHl,6,506796.0,Whiplash
602,GX07YeQv6q7CttQEAAAF_,5,2008221.0,Green Lantern
603,GYXOcFgpv18JneQEAAAC1,5,859341.0,The Last Airbender
604,GWDWybQibwJ-6wwEAAACR,7,843034.0,Jimmy Neutron Boy Genius
605,GYPrhpAPc62CutQEAAAAT,1,2407998.0,Promising Young Woman
606,GYN49YgzZf8I-wgEAAAH6,5,988707.0,Scary Movie 3
607,GYk4rzA7MeqaxwgEAAAAZ,5,541419.0,Underworld
608,GYGc_BAsC4RemnwEAAAI4,5,835671.0,Transporter 2
609,GXTBqww75Y06olAEAACdn,2,1034540.0,Catherine the Great
610,GYUJo5gGZXiq9hAEAAAAK,2,3742206.0,"What Happened, Brittany Murphy?"
611,GYK0x7gXCza4OwwEAAADl,3,6174285.0,In the Heights
612,GYuBSzwVlQsLDwgEAAAAF,5,829758.0,The Host
613,GXsQHeQ8fdMJrsQEAAABM,7,769755.0,Scooby-Doo and Scrappy-Doo
614,GYKQAkQBpTMNQvAEAAAGF,2,423075.0,Your Pretty Face is Going to Hell
615,GXmBdzQpf3J4_wwEAACjb,7,1549320.0,Teen Titans: The Judas Contract
616,GYbTrRASqjGDCwgEAAAYz,7,590311.0,Zookeeper
617,GYQTzHgM3_4yhwgEAAAAD,3,713603.0,Bridget Jones's Diary
618,GYOia2go061OLNgEAAAW3,3,582708.0,Leap Year
619,GXt_r5AwEa8PCwgEAAAsi,5,2472549.0,Blade
620,GYN9BTgjlCquiBgEAAALt,6,724722.0,The Venture Bros.
621,GYiwASwDqpbqgwwEAAAAD,7,637562.0,The Last Dragon
622,GYm0w6AY16rM7wgEAAADM,1,599690.0,Blue Bayou
623,GXffvkACh_rPDfgEAABRq,5,4739581.0,The Matrix Reloaded
624,GX6A4-QarfMPDUAEAAAAo,1,1470339.0,DC's Stargirl
625,GXaUfiAsG2Z3DGQEAAACi,1,1251126.0,Falling Skies
626,GYK0tTge1WFbCCQEAAAAp,5,516839.0,Battle: Los Angeles
627,GX9q8ZQSTsMIwlQEAAAAF,4,1037100.0,Ocean's Thirteen
628,GX9kxdAcPiglRwgEAAAGW,7,1318393.0,The Death of Superman
629,GX4SJngi5ACeIlgEAAAAS,6,2276613.0,Chappelle's Show
630,GXdu2RA5fw8PCwwEAADWS,5,1311014.0,Catwoman
631,GYDbfcQGssU-dEAEAAAAI,5,1794908.0,Inception
632,GYjS1cwBIWZ5RwwEAAAAP,4,703590.0,Rambo First Blood Part II
633,GXmF6WQi3Vp4_wwEAAClz,5,639467.0,Deep Blue Sea
634,GWv7yvAGvXCm-lwEAAAE-,2,1724421.0,Sharp Objects
635,GYv63ZA80nMPCDwEAAAAD,6,604742.0,Planet Earth
636,GXdu2UAKgxMPCwwEAADWh,5,2335075.0,Freddy vs. Jason
637,GYS5j3Ay2W59TwgEAAABj,6,920542.0,Tokyo Revengers
638,GX9q59w5WuK3DYQEAAAEX,4,1142901.0,Ocean's Twelve
639,GYGYDfAMZDYi0wgEAAACk,6,2051641.0,The Prince
640,GXvyhuwpA7JpiwwEAAAEY,7,1262094.0,Batman: Bad Blood
641,GXfGGmgzDUsJ_LwEAAAIz,2,2605336.0,Avenue 5
642,GXmbFDQB8YTC3wwEAACzH,6,609574.0,The Butterfly Effect
643,GXeleNwKW27PDfgEAAA8Q,5,2142344.0,Watchmen
644,GXSybgAKqor29bAEAAAT3,1,1082078.0,Dragged Across Concrete
645,GYSU-3gGn1YO0wgEAAAAY,5,820212.0,Insidious
646,GYgOAsQt98a_CwwEAAAAF,1,851540.0,The Captive
647,GYGtWoAJ3FbPDUQEAAAGO,5,714504.0,King Kong
648,GXdho3QhnzpuAuwEAADWX,5,281970.0,King Kong
649,GYXsJoACzdwRjowEAAAAI,4,611027.0,Man of the House
650,GX5NuQA00BJ2ywgEAAAEA,5,730290.0,Outbreak
651,GWSL-dAiEsBqGggEAAABs,3,989059.0,Thirteen
652,GYscldgW690qupQEAAAJN,1,1098651.0,Under the Skin
653,GYf3w_AbveMMNwgEAAAGG,1,,Under the Skin
654,GYR0EgA4Fi4jDwgEAAAZ9,5,476212.0,Resident Evil
655,GXcnZJAT1q6XCPQEAAALH,6,818132.0,Metalocalypse
656,GXeOM0wnXOrPDfgEAAAWb,7,1112208.0,Son of Batman
657,GX8mEpQ2hJay7FgEAAACL,7,689870.0,Purple Rain
658,GYJGZuA3kp7HCwwEAAAA1,3,553433.0,Rizzoli & Isles
659,GYjS1JgUjMqyYvgEAAAAE,6,881754.0,Borat: Cultural Learnings of America
660,GYKwvSgjDcZfDwwEAAACO,7,496592.0,Scooby-Doo and Guess Who?
661,GYfrOBgwJAcJ8wwEAAAAC,2,573134.0,Icahn: The Restless Billionaire
662,GXehGXQ6XvUytlAEAAARB,5,1039926.0,Final Destination 2
663,GWIecCwfttbeZjQEAAACp,4,484984.0,Down Periscope
664,GWd-FgQj0mMNcawEAAAAb,5,712238.0,Daredevil
665,GYWphSgA3KEW4GAEAAACZ,7,820577.0,Batman: Soul of the Dragon
666,GYTvIWAGesQdewgEAAALF,5,425818.0,Evolution
667,GYsiSJwmObcLCwgEAAAWk,5,,Evolution
668,GVU2miAY8nlFvjSoJAUor,2,921474.0,John Adams
669,GYAcfKQrV88IyQgEAAAHt,1,590699.0,Person of Interest
670,GYbkACAXzIpyTwwEAAAHS,3,,Music Box: Juice WRLD: Into the Abyss
671,GYY6rcgVUxcLDwgEAAAAI,3,1570124.0,Music Box: Juice WRLD: Into the Abyss
672,GYnv4ygWtS1itRwEAAANQ,3,527049.0,Menudo: Forever Young
673,GYINi5guXcp2TjQEAAAVI,1,1021682.0,Kung Fu
674,GVU2cPwY101FvjSoJATyo,2,959149.0,Oz
675,GYgQ3fg5VacMiZgEAAAAF,2,706204.0,Drive My Car
676,GXv4JcgUpMZpiwwEAAALd,3,697683.0,The First Wives Club
677,GXnJ9_wWT34CgwwEAAADK,7,959475.0,Foster's Home for Imaginary Friends
678,GXehLSwSYf7PDfgEAAAuQ,4,1278503.0,National Lampoon's Vacation
679,GYGQHcghdiIjDXAEAAAHA,4,1142611.0,Project X
680,GXdu2RA5_AaXCPQEAADeb,7,1223035.0,Justice League: Doom
681,GYUDeywQdBm-dwgEAAAGe,7,1383285.0,"Batman: The Long Halloween, Part Two"
682,GXXAcxwJukqnCVgEAAAEG,5,2514368.0,Watchmen
683,GXdu2RQGWOMPCwwEAADWU,7,1305636.0,Justice League: Throne of Atlantis
684,GXrGR8gCbgSZGXgEAAABM,1,882839.0,Nancy Drew
685,GYbI_uAQBXoajwwEAAAA7,5,766205.0,The Book of Eli
686,GYPH_AgJ2JcMloQEAAACd,5,1129064.0,Cloverfield
687,GYfhB8wTbxsPCBQEAAACO,4,454386.0,Boyz n the Hood
688,GYK0ohgaQ93XCMAEAAAAR,7,728295.0,Tyler Perry’s Why Did I Get Married Too?
689,GXrGPIQzIqSZGXgEAAAAh,6,1115174.0,The Secret World of Arrietty
690,GYn2nuAwrHUumXQEAAARC,4,751793.0,Gridiron Gang
