,TITLE_ID,HOURS_VIEWED,TOTAL_CANCEL,TOTAL_VIEWER
149,GYOKCug0IxLbCDgEAAAAC,7,0,4
150,GYdXd4AKw_FOmOwEAAAAd,416620,16270,328752
151,GV6szpA6I-7KCwgEAAAAL,74516,828,21161
152,GXc2xwwUhsqXCPQEAAAk4,9429,225,4767
153,GX1pL-A4sIcMslAEAAAAy,58738,994,38849
154,GXxcl3QMfSLnDHQEAAAtQ,10580,200,3336
155,GXrGR8gCbgSZGXgEAAABM,474812,2369,54447
156,GX2odqQUHJx6fnAEAAALU,33444,434,9760
157,GYVegjQFzllwDoAEAAAC3,383725,2932,35913
158,GYS-iCga1O8MkOQEAAAAv,5608,202,4674
159,GYdN9VQZruMMbwwEAAAAY,17693,514,16671
160,GXqdBgAwowb2_wwEAAAqu,1789,66,1374
161,GYVd9sQ3XhzStpwEAAAAC,94584,433,8976
162,GX0_nXgMMpIaMwgEAAAJU,11155,193,3230
163,GV9joXAnCrL6FAAEAAAAC,3256,132,2712
164,GX6MzzwZycJYSwwEAAALF,4086,68,1242
165,GXpCuVQjpScLDwwEAAAIp,6883,52,1773
166,GX00gZA5z4rCttQEAAAA2,795,24,504
167,GVfvUMQlxeLKLw_QIAAH9,773,33,632
168,GVU2qSwqPi4NJjhsJAU0O,75,3,80
169,GX2TP6wL1lmk7UwEAAAHy,7676,209,4403
170,GYYudfw1o8ZApJwEAAAAJ,6598,529,11996
171,GYDlU2w2clZ7CwwEAAAAX,1,0,3
172,GYVVJDQi2jafDwgEAAAAM,1,0,1
173,GYaoStQGy-5gssQEAAAA9,0,0,2
174,GYipNngMl1sLDwgEAAAAR,1,0,1
175,GYVeCIAJuVLfCIgEAAABV,1851758,14863,169744
176,GXyL-rA27qcJ6pQEAAADP,1809985,9267,175248
177,GX8g0wQepMMLDwgEAAAEp,7071,442,7814
178,GXpdTXgeESrEswgEAAAMy,41703,636,16154
179,GXnvh5wHKZBtjhQEAAARV,84065,1388,19657
180,GYB2ypgJUb8LDAgEAAAA5,9972,684,10823
181,GXoyeNA7-2rLCwgEAAAyA,66752,553,13080
182,GX4h8rwVrhsPCwwEAAAIl,13607,258,5177
183,GYfl7pQ2HhcPCBQEAAAFr,4379,288,7797
184,GXqchIQ44DRqYwgEAAAkt,9399,380,7919
185,GVU2fhwcQZY7DwvwIAUJl,6200,59,961
186,GVU2fqAM7SY7DwvwIAUKL,11231,160,4023
187,GXoKMFg6Kg4BKRwEAAAZa,4019,107,2406
188,GVU2d2Qm5QY7DwvwIAUCK,15412,220,4633
189,GXqckaghtk8LDwgEAAAqY,14745,334,6689
190,GYFD91Qfwqa53mwEAAAA1,15655,376,7187
191,GXs2pDQXuf8NMvwEAAAJ-,10048,119,2393
192,GXp8xjAXsQLq4SAEAAASp,1310,50,752
193,GX0_NLQ1RG3OVpQEAAAIl,62,2,69
194,GXi8kRwC0347CZgEAAAAd,276,13,247
195,GXbD3AQ1DT5GYoAEAAATQ,27104,200,5706
196,GYQs-fQyGFC_DPAEAAAAw,7947,190,4861
197,GV22CjAE90q2QwgEAAAAI,33285,712,12460
198,GXs2jZgMLscNMvwEAAAIw,2555,88,2041
199,GXnTGcQWYDaFYqQEAAARN,26427,603,9744
200,GWIvJmgnwlRemQQEAAAAH,839,188,2709
201,GYBMl_A5n6r1QoQEAAAAv,216,9,311
202,GYTEOfAqLFlCrtgEAAADL,11,1,3
203,GYV06bwsIflCgwwEAAAAC,0,0,1
204,GYinpVgtG_awNIQEAAAIc,0,0,1
205,GYK-wjA1-acLDwgEAAAB6,1,0,1
206,GX5MHsQzwwIuLwgEAAACp,488093,6308,149508
207,GYhUt6QBi47fDDQEAAAIs,636225,10754,294447
208,GXtviwAI5ZJuSkwEAAAa4,108764,2197,37006
209,GXmmNFAzEJyLCHAEAACDB,125752,1758,26308
210,GXweI1wO3iZpiwwEAAAUf,38744,394,7626
211,GXaUfiAsnjJy3wwEAAAC3,230827,2519,72670
212,GXzPzfwbR3IiCwgEAAAAS,96671,835,21004
213,GXnPCXw10BaFYqQEAAAKk,24768,525,13485
214,GYL_Zcwr3UMNHqAEAAAA1,3929,195,4439
215,GYcy7egTKXZrCFgEAAAKc,1390984,3051,82828
216,GYB3SAQKmr698pQEAAABL,19738,297,6384
217,GXouIQgMy4rDCYwEAAAfr,9300,253,4954
218,GYJGZuA3kp7HCwwEAAAA1,485424,854,22681
219,GX8WnjgF274LCwgEAAAX-,2693,81,1617
220,GYNDICwRUa8JaswEAAAAo,1582,35,1213
221,GWfONFwdRwKPDwgEAAAAx,1569,32,678
222,GX5Bt_Qg4qJO1kAEAAABW,175,12,154
223,GVnBx2gNuosJak7gIAAFb,14652,504,8221
224,GXw35cQHtSrnDHQEAAAfA,11621,145,3059
225,GYGYDaAU4qZe6wgEAAACq,4720,77,1592
226,GXlZ4Aw0_hp4_wwEAABQu,1623,74,1414
227,GWvSqUQ43P0CQwwEAAAAC,1504,19,537
228,GX_yuiQkvzcLCLwEAAAAQ,46527,462,5228
229,GYO0jLwtY_8PDwgEAAAgA,3,0,5
230,GYUGHoQ5Q3cLDwgEAAAAt,11,0,12
231,GYR9plgnQIIjDwgEAABDS,0,0,1
232,GYGJFKgFg-8MUuAEAAAFD,0,0,1
233,GYOjLgwbZNcPDwgEAAAaw,0,0,1
234,GXkRjxwjR68PDwwEAABKJ,5645797,56015,981983
235,GXbJCBwcZGnepwwEAAAhh,132372,1585,26066
236,GYJwJXgD8sZqpgQEAAAAE,306946,4508,155324
237,GYLAIrgJoPrlNiAEAAADg,3593243,15644,289298
238,GYJlNiAoy5bahUgEAAAAg,358172,2890,54211
239,GXnJ9_wWT34CgwwEAAADK,130483,1729,25777
240,GVU2sBQYRs1FvjSoJAU-b,284478,2420,39982
241,GXmmNlAJRF8NVoAEAAAVy,77037,791,11849
242,GXp4QXgYL6bq4SAEAAAOL,46737,1108,20104
243,GYR-8XgqncLiVuQEAABZL,416,25,492
244,GYXg7swqpxsPDwgEAAAJq,17389,579,10153
245,GXajjjg4SOMMcQQEAAAxT,30504,274,5616
246,GYPbt9g14p6uLKAEAAAFI,5006,106,2202
247,GYcy6-Qol0hrDwwEAAAJQ,8533,167,3048
248,GXup1kAY0vAq_tgEAAAFN,6823,279,5294
249,GVU2fTQeHeo7DwvwIAUH5,8323,172,3475
250,GYFE2MQJfrJZmqQEAAABJ,4527,157,3226
251,GXyMFtgmtiY6vcwEAAAOH,2473,137,2023
252,GYdXjIAFbT5C2hwEAAABE,405,34,500
253,GVnB1dgVgYsJak7gIAAST,74,11,133
254,GXYO3vwu7XsIAIwEAAAMj,601,18,237
255,GYFuzuwmKpY-KwgEAAABO,2536,46,970
256,GXC-QHATlFIa1vAEAAAYV,4221,185,3000
257,GYfGr0Qs8jW5CwwEAAAAb,0,0,1
258,GYQW7lQICkqpJlQEAAAAH,1,0,1
259,GYGTOwAo14Q2xlgEAAAAR,5,0,2
260,GXozhGwOz77DCYwEAABBA,565579,6555,136899
261,GXcnTGwGNYSRMwgEAAAGK,503858,7686,126527
262,GX2o3CgfnfB6fnAEAAAMG,4825,153,2771
263,GXaUfiAsLdZ3DGQEAAACj,108449,1302,21132
264,GXx9sDwE-Ta0MlAEAAACQ,16572,336,6763
265,GYIcyiwdcmUaQwwEAAAAE,5030,304,4101
266,GYBNQtQFalIcyvgEAAAAs,21981,373,8097
267,GXYpPIADnhsPCwgEAAArH,1607,100,1609
268,GVpXO5guRI8IytYQIAAAG,3807,130,2974
269,GVr1CogQgvpSVYM4IAAAa,1131,16,490
270,GYAIowgmoIJ64hgEAAAA_,76727,195,4987
271,GVU2dDg65dI7DwvwIAT-W,4928,50,997
272,GXrBDuAniEYC9JwEAAAWV,485765,3957,113486
273,GYRgNmgvSBTdFwwEAAAFW,7,0,3
274,GYWpi0QZL0ZsnnQEAAABb,4,0,1
275,GXn0p4gCmPYBKRwEAAAG8,218768,1875,34057
276,GYbC_nQrGE8PCwgEAAALz,10670,836,12656
277,GXXAcxwJukqnCVgEAAAEG,159291,2006,39910
278,GVU2miAY8nlFvjSoJAUor,123059,1320,34157
279,GYME4cgyGt6EnCgEAAAAv,210166,3319,55003
280,GWEWBwwtU5KzCwgEAAAAn,21928,297,6920
281,GYcI6cAUIBI-qwgEAAAAb,16820,535,11630
282,GVU2wmQq7Go7DwvwIAVa7,190620,1947,46090
283,GYPWlwAC-jquLKAEAAADZ,10928,380,5717
284,GYFuzsAQIP73CUAEAAAAd,68119,919,24281
285,GYKv-mQEFd4V-wwEAAAA6,327,20,456
286,GYUJo5gGZXiq9hAEAAAAK,55482,1803,35011
287,GXboXTwerO6OqkAEAAAhq,113444,1397,20681
288,GX6A4-QarfMPDUAEAAAAo,193738,2066,36753
289,GVyD7qQNv6oKWYQEAAAHj,41719,233,6649
290,GX9OyWwqoo8PCIAEAAAAd,10513,245,4879
291,GVU2ooAea5FFvjSoJAUxA,11328,211,4734
292,GYG8_bgHgxWvDIwEAAACA,4646,195,4229
293,GXdcidgRlxMPCwwEAACv9,11957,231,4108
294,GXqc_HQCMqxqYwgEAAAme,928,29,484
295,GX_TWBgQpQK6_lAEAAAAC,5597,82,2469
296,GYRWHJgu-qpYaWQEAAAAD,5209,193,2892
297,GX_SeTwZnEsM3kQEAAAAC,1010,35,844
298,GXvNyewzy18LDGQEAAAIX,985,27,712
299,GX8fcEgfs6Z-0fQEAAABO,3716,87,1825
300,GXdglLgCV-JuAuwEAADS7,720,29,508
301,GXd6_ewE5CLPDfgEAAAJS,520,22,360
302,GXqcnQQG9RBqYwgEAAAlY,510,31,486
303,GYVMyMwnajxWLggEAAAAp,193,11,179
304,GYBllVQbyTkOLlAEAAAAC,164624,2919,60909
305,GYDk9Ig48c5i6hgEAAAA7,28817,451,10103
306,GXqCUcggQFGcOiwEAAACb,11306,246,4050
307,GXpdXjA3bx6CYMQEAAAR6,3697,110,1826
308,GYiKBXwDqh16BigEAAAAD,686,84,1460
309,GX_PTRwU9Nra8wwEAAAAU,310,15,246
310,GX2TVswiNO6Q8ggEAAADy,4656,57,1825
311,GYVXMEQyWIWgzwwEAAAA7,535,15,531
312,GXa5NxQH_E5GYoAEAAAAl,401,55,698
313,GYUTUfw1XB7KymwEAAAAE,31,0,15
314,GYgHSfAEWYsLDZQEAAAE3,1,0,2
315,GYQU4HwiGn6nCwgEAAAAf,3,0,1
316,,104978612,521320,9344518
317,GV6izGAqA5rvCwgEAAAAF,46627,219,7711
318,GYip0jQfJ7MPDDQEAAAAD,204441,3238,126778
319,GXRt2ogky7r29bAEAAAGe,35586,982,16549
320,GV7xdwg1cosPDWwEAAABT,843544,9532,141427
321,GX9u5CAyhBcLDLQEAAAAC,26024,379,8150
322,GXxis0w4EP8N_vAEAAACO,425509,5279,99257
323,GXcLwaQzxnaNFKwEAAABG,38295,806,31128
324,GYN5EGgqu6mWVwwEAAALf,62816,1545,28209
325,GX8bTew30Dj-BbgEAAAA3,11039,240,5206
326,GXufwFQjcx8PCwgEAAA95,18156,540,11970
327,GYJGWzgkZHQahBAEAAAAC,246573,606,14299
328,GYV-LqA1cWKyPvAEAAAAQ,28652,863,12042
329,GYSoBvgt30o7CNAEAAAES,55780,1117,16341
330,GXpiITwscZ7AdWQEAAAcC,8077,291,3916
331,GXbC2_QGyS5GYoAEAAAOZ,100156,1082,16206
332,GX8f_0gA1JC3CCAEAAAAK,3744,123,1901
333,GX5hGtgLeFTccUwEAAAAC,8058,349,5320
334,GYW2cUApi4IyghQEAAAFp,14830,416,6030
335,GVnB0UwD-EMJak7gIAALV,11629,270,3803
336,GYIcyqQsPL6ywowEAAAAH,7163,198,2532
337,GXdceOAKcWMPCwwEAACt_,4532,73,1330
338,GXotzgAnfS8PDIgEAAAR1,3114,82,1475
339,GVaRKLwdVuJHCDxYJAAER,336,13,212
340,GYKabSgen4S0TmQEAAABV,1295,38,1086
341,GYipH8grola2ztwEAAAKO,152,14,274
342,GYVJA0Quzb4mZggEAAAAD,530,41,407
343,GXqc9uwvlbb2_wwEAAApO,1431,26,587
344,GXtqz7QCD4MPCwgEAAAan,52975,867,14612
345,GXqSGFAjcHb2_wwEAAATk,7723,108,2565
346,GYdXnMQNdKmKZUQEAAAA9,114,22,711
347,GX-TWEAVKPwexgwEAAABN,140,5,102
348,GYR-hgwUyjiS6wgEAAACv,2,0,1
349,GYTjWTQDry1iJYAEAAAAK,1,0,1
350,GYSAr8wiBN8IqpAEAAAAE,8,0,6
351,GYSZBwwminApfpQEAAAL6,0,0,1
352,GYH7r3w3ZpMNslgEAAAAD,2,0,1
353,GXJvkMAU0JIG6gAEAAAIo,644378,7846,178408
354,GYiSBwQfVTLurwgEAAAAX,991631,17894,571946
355,GXflGcQEvOZWdkQEAAAE3,54387,671,14850
356,GWiGW8wLVo66BwgEAAAAt,47810,1298,28485
357,GXnTIzgtEpZI9wwEAAARZ,13377,261,5069
358,GYCKqoQ8aI8NCwgEAAAAE,9927,567,10628
359,GXcnlfwDlGZuAuwEAAAOM,238,17,254
360,GYgL2dA6VTaTDwwEAAAAC,151325,4669,102256
361,GX_yGHgt75MLDQQEAAAAC,457138,3299,37086
362,GYBnKTACwtaiDDgEAAAAN,4017,135,2867
363,GYBCRdASrK663twEAAABG,2846,82,1447
364,GYVeZRwRVqMPDQwEAAACy,39906,427,5609
365,GV60DXghH04_CBAEAAAAO,540,30,612
366,GW7-KDQxAO7qukAEAAAEI,3286,146,2816
367,GYeB2iAckTcMlcwEAAAA5,1251,41,881
368,GXqchmQx8sb2_wwEAAAnp,965,65,1227
369,GXg4SgQrW36XDAgEAAAAR,443,21,274
370,GXGWMpwEZF62uAwEAAAAM,46123,676,15713
371,GYZ1sOQOynpFErQEAAAAC,52951,1051,25244
372,GXdXnowtVHaXCPQEAACIq,429325,637,16120
373,GX9JZeQLPVbeJlgEAAAAK,424,47,912
374,GXbNGrQbOEoNiYAEAAAou,480,18,459
375,GXl2V6wulpzC3wwEAABya,2313,65,1454
376,GYGSfjQeO-Ke3wgEAAAA4,1,0,1
377,GYW2fPAcQBIyghQEAAAGU,3,0,7
378,GYaewxwVS4sLCTQEAAAAF,0,0,1
379,GVU2b5gYV_1FvjSoJATwi,21064,253,6884
380,GYZ9MrgqYWBq0wwEAAAAF,39950,1556,34846
381,GXxiTeAijaTFAlwEAAADX,98653,1873,37740
382,GXr7SEgRi2sLCAAEAAAQu,18081889,82427,1656090
383,GYIBToQrPdotpNQEAAAEa,145198,1500,48506
384,GYEaaAgS0AV9_ZwEAAAAC,107648,1710,32506
385,GYYxBtQFFnmbDBwEAAAAE,939383,15521,352445
386,GXxYYzwyJmrnDHQEAAAsm,55575,1616,24477
387,GXbuBJQiG5IY4KgEAAACs,7626,129,3115
388,GX8W5GwzKncLCNwEAAAYf,190941,3301,44086
389,GXyR2nALiF528vgEAAAjq,37859,996,15902
390,GYK6A0wdFMsMdJgEAAAAJ,37441,696,16284
391,GXqSOFgzr5xqYwgEAAAWO,14735,122,3001
392,GYJLPwAnMvbSdwwEAAAD8,621692,1926,37631
393,GWA5qFwXJt5SvwwEAAAAY,16255,551,6479
394,GVo8CVQYInTvCwqIIAAAC,13347,156,3838
395,GXdb3hQWWXcPCwwEAACng,10227,283,4563
396,GXN7h3A1UBMIpYAEAAAPE,9408,146,3655
397,GYMDm0AJXAH0LrgEAAAAF,22337,823,12319
398,GYJrszwESEhGQwgEAAAC3,471,13,282
399,GX3HsnA0FlSjDDgEAAAAC,674,31,500
400,GXbnVRQH3EravMAEAAAhD,459,13,221
401,GYczmRACrLcJUngEAAAJS,35733,883,13925
402,GX2ETYQ4ijmk7UwEAAAAR,8039,349,6444
403,GXmbTFgma-54_wwEAACwG,300,11,281
404,GX2khHA34mcNYwwEAAAC-,1071,41,673
405,GYT4Euwsme8NtwgEAAABI,1,0,1
406,GYeIGRgs-hpuFSgEAAACC,2771094,31847,803249
407,GX-Tu4ge5qAexgwEAAABd,458808,6345,83497
408,GYGhpSwCFYsISvQEAAAAH,1356229,3052,84813
409,GXqxXjAFASIC9JwEAAALh,128859,2128,32099
410,GVU2buQZYqY7DwvwIAT3Y,86241,1123,21361
411,GX4SJngi5ACeIlgEAAAAS,56800,1625,27992
412,GVU22vArU1FFvjSoJAVxO,7662,104,2946
413,GYdXjNALYuWKZUQEAAAAt,4328,153,3173
414,GWh2xKghJI8PDwwEAAAAC,19232,601,10394
415,GVU2dhg3oaY7DwvwIAUAR,21681,293,6375
416,GYC2qagJKmSs5wwEAAAAK,845,263,4729
417,GXqHkgA292k1yqgEAAADA,21785,593,8619
418,GXsRXGAJrtsPDFwEAAAAC,47890,637,10130
419,GYbogvQdNbz6NIQEAAAK2,1578,78,1693
420,GXwy9BAERb7nDHQEAAAcv,5866,250,4598
421,GXmkmawuwAsNVoAEAAAGN,18976,292,6332
422,GVU2dPQ1mH47DwvwIAT-6,546,11,239
423,GVU2n5QnkVY7DwvwIAU2p,5829,122,3658
424,GVnBxUw7qDqJeisAIAAE5,1069,68,1114
425,GXbn7pgURY7avMAEAAAiG,2242,66,1379
426,GWh2_yQVx1a8XjgEAAAB2,562,11,225
427,GYGT8zAx-rsLDcwEAAAAs,17,3,31
428,GXYUhuQ6aq6nCVgEAAAlR,226407,2526,49122
429,GXemaOQZBAbPDfgEAAA-L,13162,161,3432
430,GXqR2eQCZkb2_wwEAAAI-,8990,73,2605
431,GYIrcGwCEe6esYgEAAAAI,1342,59,1340
432,GYOh_IAFoyafCNgEAAAX6,978,27,1110
433,GYSeWJgiWxqW8mwEAAAA6,29,0,11
434,GYR5QhgHJdpk6wgEAAAAp,5,0,2
435,GYGiQUguOS6qQvAEAAAA-,1,0,1
436,GYNUd2AdaH5TCJwEAAAAK,12599,190,3969
437,GXoZVkwh6YrLCwgEAAACJ,250044,4299,72483
438,GXd7GFQ7zK7PDfgEAAAKE,596627,904,25683
439,GYCVhjQCBs6KfnwEAAAAL,2109239,3222,87944
440,GXs18CgSeTcNMvwEAAAG3,5519,211,3700
441,GXlRywwNdhzC3wwEAABOx,76767,1118,20802
442,GYOykUABM3sPDwgEAAAe6,4217,130,4096
443,GXqeTcAxHtBqYwgEAAApf,3092,127,2429
444,GXd24ggvmxLPDfgEAAACM,355256,1281,28722
445,GXyNWyw2lzZ28vgEAAAeC,21873,364,10165
446,GXbGBEw3y6pGYoAEAAAVc,679585,4919,82143
447,GXbC2xQZv6oNiYAEAAAPX,34269,457,8397
448,GXyNQsgM8-Y6vcwEAAATR,22865,378,9103
449,GYR6uuQL1d7iVuQEAAA2Z,18429,845,12322
450,GX3ydzQGf0IVepgEAAAFR,157839,2630,46503
451,GYRLKMAyW-LSswwEAAADB,3759,66,1553
452,GXsax-wsXsMJSwgEAAAEQ,4212,151,2584
453,GXqSORgHWPhqYwgEAAAZY,3019,64,1236
454,GYXxsjQhvlsPDDgEAAAAC,1195866,3063,63997
455,GYfRA0w3J5cI-mQEAAAAE,2105,310,5973
456,GXioU8Qz9EICnrwEAAAAY,8597,113,3168
457,GV8A3fgFNJsMRrwEAAAAG,4336,109,2729
458,GXqc_ng0ITr2_wwEAAAqU,560,17,546
459,GYXGKiAVaUpQYswEAAAAP,117,26,310
460,GYKv9YQO9tJPDwgEAAAEU,32360,507,10652
461,GXyyeHwPQU1RWwgEAAAOp,6632,242,4424
462,GYA8lqAJMFcLDcgEAAAIG,18321,145,3341
463,GXqSOUgR0zBqYwgEAAAaf,12297,88,2593
464,GWhXh-AkwW5C_pgEAAABg,1465,39,853
465,GXc72Xwmf65uAuwEAAAuc,95,3,84
466,GXcnkmArSriRMwgEAAAOE,246,16,228
467,GX6mCNg7C5b4mwgEAAAAf,47,0,54
468,GX6IIdAxwK8LDdgEAAACs,20,0,17
469,GYJWmoAFMlMJRhwEAAACy,68,0,18
470,GYQugjwF75IwWgQEAAACu,5,0,5
471,GYTs1FARrkwdewgEAAAFy,2,0,2
472,GYgueEQIQgKlJlAEAAAAC,1,0,1
473,GXqSOPA71XcLDwgEAAAdN,58194,279,9981
474,GYgVbBgTKRVpXwgEAAADS,672704,17967,361824
475,GYGIiugVrw8MUuAEAAABi,1210504,1322,35825
476,GX3Uw2AN9CaHCwwEAAALT,994190,9987,162764
477,GYA71HAN3U7OnXQEAAAAC,41563,1585,21931
478,GYN4-IQS-58I-wgEAAAH-,228479,1518,21891
479,GXqxXYwlxdEKuqwEAAASS,63621,931,21280
480,GYbt0IgNUNaTDVQEAAANh,23307,616,15082
481,GYCQJPgrJf8LCwgEAAAAH,1822,142,3445
482,GVzn8KwEon8N1swEAAAAO,99133,896,19818
483,GYJBZjA7MkIucwwEAAABU,16062,354,9400
484,GWTbFJQqY4aO2nAEAAAAt,14801,328,5706
485,GYEo27wV1b5O1wwEAAAAC,8730,195,4922
486,GX2zS-wKwg41IugEAAAHe,9498,607,8669
487,GX0_18wy2RrCttQEAAARx,3364,81,1711
488,GXqSGFAt7cL2_wwEAAATm,5236,75,1856
489,GVU2oOwVB-o7DwvwIAU4R,25222,339,7697
490,GXuqhmQVncQq_tgEAAAJc,15992,180,4005
491,GX_dN9wiXba3CwwEAAABS,346,16,276
492,GXO6ZlQ4ph7ZzlAEAAAAa,667,21,411
493,GWT7L-QiJlsPDwgEAAAAQ,2526,20,600
494,GYAdnDgr8tMJFwgEAAACE,324,18,263
495,GXLotgQNKy7SHgAEAAAJw,5137,158,4701
496,GYW-orArEQblUwwEAAAAG,2218,112,2296
497,GVU2iZQFYjo7DwvwIAUa4,9889,110,3133
498,GYS-m1QuTl5WLgQEAAABX,1,0,2
499,GVU2bygQ1go7DwvwIAT3r,2148008,10514,321015
500,GYICZAQTd4qopsQEAAAEi,335857,4253,71540
501,GVU2b9AHpHo7DwvwIAT4i,5997675,16102,401858
502,GXl2YzQCV8J4_wwEAABwH,30147,386,9495
503,GVU2fQQUZWo7DwvwIAUHo,430388,3723,85699
504,GYAcfKQrV88IyQgEAAAHt,393920,1069,23835
505,GYjOSVQGJhLGlqwEAAACO,853,70,1778
506,GXSySgQ5Pe06olAEAAAJr,171630,1587,31211
507,GXuFMfQuwD5uSkwEAAAth,36859,590,8700
508,GXajjjwAqKqCkmwEAAApG,10132,149,4986
509,GVU2ffg0OXVFvjSoJAUBn,8428,214,3748
510,GXqr66gM4EkKuqwEAAAKj,1470,53,875
511,GVvk8Gw1uUYE0m2IJAAAn,673,25,468
512,GYeisdQZzucNIwgEAAAHK,13269,1088,20016
513,GYSnOngoeqjaWwgEAAAAG,1,0,1
514,GYaWOQwmrtZOvowEAAAAD,1,0,2
515,GYKb_dw6VMRi_uQEAAABX,0,1,2
516,GYXBzKw3n5aJmOwEAAAAE,494412,8511,166313
517,GXnAu5AZC5MNVoAEAABvO,618658,4996,103297
518,GYf3L7QQzqsIebgEAAAAK,390019,9779,259116
519,GXvDheQNuba6lvAEAAAQX,21303,425,7196
520,GXebCtwq1msPCwwEAAD8D,253551,2572,40293
521,GYV3u-gHh-C9FwgEAAACd,1357024,12595,177035
522,GX5ncFA4n856aoQEAAACb,101659,1175,26077
523,GVU2WugfAylFvjSoJATvA,623822,2325,64574
524,GXqRuGgaOypOetAEAAAAJ,18886,756,11349
525,GYCiC1Q8picLCfAEAAAAC,302383,2699,65874
526,GYVd_GgjcATStpwEAAAAe,35171,284,4252
527,GXyx26Q55RFRWwgEAAAJY,10437,298,5959
528,GXbNISgPteoNiYAEAAAo3,3150,238,4627
529,GXyGa5Q0Nm8PCKAEAAAL7,930,32,692
530,GXRuApwrBe729bAEAAAG9,2280,38,954
531,GYfphBgMyXMNUjQEAAAAs,8727,167,5278
532,GYK1yAwNwn5wITQEAAAAI,385,24,594
533,GYbiL3gvqXgqEhgEAAAHG,7,0,13
534,GVU2kmwQd94NJjhsJAUa_,6357,112,3002
535,GYS0KtQDQyYSltgEAAAAN,20,17,288
536,GX9j4sw88eFy8eAEAAACn,4,0,8
537,GYbDO6QFHOsPCwgEAAAMR,4130890,55350,1359187
538,GX-I8owB7gYuxvgEAAAC6,241621,2667,59342
539,GVU2u7gvLrY7DwvwIAVS1,9136,134,3080
540,GXrxUzQ5VqrGGtAEAAAAd,132635,1468,36894
541,GV7xwpQNK8MJfPwEAAAG_,901539,6383,140617
542,GVnKqEA8bFaJeisAIAAg1,1638,104,1528
543,GYBMydQXlsRCVgQEAAAAz,13841,311,5531
544,GXv0MTwGYxMPDwgEAAAK-,14974,298,7788
545,GYUyYEAyY8qzCVQEAAAB_,4755,235,4504
546,GVU2g4AhF347DwvwIAURT,165006,913,23062
547,GYBxXgQhiVZOnngEAAABj,79112,1429,20405
548,GXsglJQS-CIsfsAEAAABI,48340,769,13779
549,GX_NAWQtssKHDwwEAAAAL,29626,476,12054
550,GYAsplgfQvpLDwwEAAAGy,53940,431,12394
551,GXs2pgAD4Q76jiAEAAAJP,2053,109,2394
552,GXnt7fw7qNVSpjQEAAAJx,18333,596,8148
553,GX_YUow0lvrS2TgEAAAEY,4171,148,2976
554,GX90T6QT8fJyYWQEAAANl,1483,56,1225
555,GXKIi_wJVwpaZlwEAAAAm,1916,62,1120
556,GXo4mKgTcs8PDVAEAAATO,76506,478,11029
557,GWdQOggBM26qkwwEAAAAT,1088,65,1259
558,GYdWHXwBh2xnDwwEAAAAF,3,0,4
559,GYfpnmAQ0yMNUjQEAAABA,0,0,1
560,GX2TSFQceQ6Q8ggEAAADg,89600,1986,46716
561,GX8VMAAjj5cLDbAEAAABL,8382,647,11433
562,GYCb8twFvgMNNUAEAAAA1,49749,1139,14940
563,GX-oSggYgPbpfoAEAAAAH,430634,3744,80279
564,GXdcPuwAQoMPCwwEAACou,197329,1992,38526
565,GXaUfiAsG2Z3DGQEAAACi,175586,1107,20243
566,GXkNXsArG_o7CZgEAABfH,54196,793,16232
567,GYdXhBwCvyG2kEAEAAAAd,93642,2217,43028
568,GXyMkLAvVQo6vcwEAAAO6,57639,1362,18057
569,GYBrk8w7eqcNxrgEAAAAC,189470,1859,40327
570,GYivWaAXEZMLDwwEAAACz,57276,1297,48286
571,GX6BA9wumwpbDwgEAAAA4,19468,144,4490
572,GYKaOxA4KeJ7DwwEAAAAR,55294,587,14806
573,GYhg6ZAWSGa2HhgEAAADG,42396,1581,59696
574,GXp8s5gOImqQ8iwEAAAOk,9369,363,5326
575,GXkbcJQWAII-njwEAABwy,8936,160,2030
576,GYYrnxQPPSVtVZAEAAABY,17497,1244,23471
577,GXp4JywRy7qQ8iwEAAAGu,8470,303,4166
578,GYNHTDQuvpMLCewEAAAAG,6678,73,2138
579,GYBNNbABUnb1QoQEAAABA,11209,228,4719
580,GYK6IzQR-usMdJgEAAAAY,355,24,533
581,GW2taGQCwVMPDDgEAAAYr,14096,105,2888
582,GX-4gTQfE9LelQgEAAAAV,11195,232,4989
583,GYd-CHQG7zke_IgEAAA-b,232,47,762
584,GYXBzZw5-GY53wwEAAAAG,8144,111,4308
585,GWjK2XQozdIrDwgEAAAGc,5938,80,1431
586,GXqSOOAZ5VhqYwgEAAAYK,6339,151,3189
587,GW0ZZ-wC2MalHwwEAAAB3,1627,44,1034
588,GXqm8kQKBo8PDJQEAAAAC,150,4,143
589,GYEe1fQZyAJaQpwEAAAAR,115,6,114
590,GXbn59wxfQ3epwwEAABZv,700,26,596
591,GV7xdTgGw6MPDWwEAAABG,102676,1155,23019
592,GXvJ8jAbJfMLDGQEAAAEU,29534,410,7217
593,GWhWrJws0OZC_pgEAAABR,5820,132,2679
594,GXc3h0QHpp5uAuwEAAApC,358,10,331
595,GXp38LwEdOqQ8iwEAAAFp,7492,170,3222
596,GYVr-Fw8B-IOswwEAAAAC,4,1,5
597,GYfHj3gz7Zr20TQEAAAA_,0,0,1
598,GYaD5WA9BXcPDfQEAAAAc,1,0,2
599,GXr2qigEnPpGXWQEAAAJu,232450,5187,82719
