,title_series,legacy_series_id,ckg_series_id,imdb_id,primary_genre,latam_home_medal,first_release_date,theatrical_date,area_gross,budget,genre_Action,genre_Comedy,genre_Drama,medal_number,days_from_theatrical,pred,kpi,base,multiplier
47,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,195,1604.3165584796006,first_views,5313.96388384198,0.3019058077074631
48,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,210,1271.1717458844068,first_views,5313.96388384198,0.23921347108692684
49,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,225,945.0287096663014,first_views,5313.96388384198,0.17783875282627035
50,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,240,625.8848590468333,first_views,5313.96388384198,0.11778116538389427
51,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,255,313.7284855439975,first_views,5313.96388384198,0.05903850541738586
52,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,270,8.616191384900958,first_views,5313.96388384198,0.0016214245285143861
53,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,285,-288.03876117303116,first_views,5313.96388384198,-0.054204124730478975
54,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,300,-575.9008737224813,first_views,5313.96388384198,-0.10837500711542411
55,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,315,-855.2307656623325,first_views,5313.96388384198,-0.16094026688115223
56,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,330,-1126.2813316437405,first_views,5313.96388384198,-0.2119474946128995
57,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,345,-1389.297970531301,first_views,5313.96388384198,-0.2614428703130069
58,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,360,-1644.5188075778024,first_views,5313.96388384198,-0.3094712052105293
59,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,375,-1892.1749100138395,first_views,5313.96388384198,-0.3560759823316305
60,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,390,-2132.4904962472483,first_views,5313.96388384198,-0.40129939586745256
61,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,405,-2365.683138861902,first_views,5313.96388384198,-0.44518238937512694
62,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,420,-2591.963961599663,first_views,5313.96388384198,-0.4877646928465161
63,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,435,-2811.537830503804,first_views,5313.96388384198,-0.5290848586782397
64,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,450,-3024.603539396904,first_views,5313.96388384198,-0.5691802965755434
65,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,465,-3231.3539898611907,first_views,5313.96388384198,-0.6080873074216175
66,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,480,-3431.9763658843076,first_views,5313.96388384198,-0.64584111614304
67,Armageddon Time,GZK1nDg0nFaXCwgEAABAp,1e047963-2433-4a1a-8095-830022a0ce57,tt10343028,Drama,Bronze,2023-08-10,2023-03-16,3967.0,15000000.0,0,0,1,3,495,-3626.652303328591,first_views,5313.96388384198,-0.6824759036010859
68,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,0,6233.1408220861085,first_views,5005.1882778216805,1.2453359346551591
69,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,15,5813.3822031825075,first_views,5005.1882778216805,1.1614712335481938
70,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,30,5404.477756005415,first_views,5005.1882778216805,1.0797751165431704
71,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,45,5005.1882778216805,first_views,5005.1882778216805,1.0
72,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,60,4612.312556995677,first_views,5005.1882778216805,0.921506305253918
73,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,75,4225.729414213658,first_views,5005.1882778216805,0.8442698215645841
74,Belfast,GYpn_UA8YyZ3DZgEAAAAW,0b926c5b-b8e4-401c-ba69-783ce07ad098,tt12789558,Drama,Bronze,2022-10-27,2022-03-10,109066.0,11000000.0,0,0,1,3,90,3845.551074296105,first_views,5005.1882778216805,0.7683129706300951
