title_number,title_name,offering_start_date,genre,medal,pred_type,M1,M2,M3,M4,M5
247.0,REALITY,2023-05-01,drama,Bronze,future,0.0,0.0,0.0,0.0,0.0
248.0,CONSUMERISM DOCUMENTARY,2026-12-01,other,Platinum,future,-0.004958242533284901,-0.0007497848455733336,-0.00045990048182359617,-0.00043993284745912076,-0.00043855744929360396
249.0,THOUGHTS AND PRAYERS,2025-10-01,other,Silver,future,-0.0010840681552599886,-0.00016393265737327226,-0.0001005524565583082,-9.618674100383693e-05,-9.58860245015621e-05
250.0,WHEN A WITNESS RECANTS,2026-07-01,other,Gold,future,-0.0034380751243438135,-0.000519905310978769,-0.0003188977537135306,-0.0003050520762300991,-0.0003040983668891003
251.0,MARISKA HARGITAY - JAYNE MANSFIELD PROJECT,2026-07-01,other,Platinum,future,-0.004958242533284901,-0.0007497848455733336,-0.00045990048182359617,-0.00043993284745912076,-0.00043855744929360396
252.0,2026 TBD SPECIALS,2026-05-01,other,Platinum,future,-0.08263737555474832,-0.012496414092888895,-0.007665008030393271,-0.00733221412431868,-0.007309290821560066
253.0,REAL TIME WITH BILL MAHER S24,2026-01-01,other,Gold,future,-0.01599079888236256,-0.006831684235367261,-0.0035188261973049225,-0.002320563176986177,-0.001887150622217242
254.0,LEO REICH SPECIAL,2023-12-01,other,Silver,future,-0.0010840681552599886,-0.00016393265737327226,-0.0001005524565583082,-9.618674100383693e-05,-9.58860245015621e-05
255.0,THE LIONHEART,2024-03-01,other,Gold,future,-0.0045841001657917525,-0.0006932070813050253,-0.0004251970049513742,-0.0004067361016401321,-0.00040546448918546695
256.0,THE DARK WIZARD,2026-11-01,other,Platinum,future,-0.013221980088759733,-0.001999426254862223,-0.0012264012848629228,-0.0011731542598909885,-0.0011694865314496108
257.0,US SOCCER 2025,2025-06-01,other,Gold,future,-0.0034380751243438135,-0.000519905310978769,-0.0003188977537135306,-0.0003050520762300991,-0.0003040983668891003
258.0,US SOCCER 2026,2026-05-01,other,Platinum,future,-0.01652747511094967,-0.0024992828185777787,-0.0015330016060786538,-0.0014664428248637358,-0.0014618581643120138
259.0,2025 TBD HALF HOUR A S2,2026-10-01,action,Gold,future,-0.005184364701698994,-0.002214895132103537,-0.0011408359559097931,-0.0007523480165896596,-0.000611831662982361
260.0,2025 TBD HALF HOUR B S2,2026-09-01,action,Silver,future,-0.0005345302624665904,-0.00022836519890494702,-0.00011762508581696443,-7.757031110139648e-05,-6.308247166565177e-05
261.0,2026 TBD HOUR A S1,2026-01-01,comedy,Platinum,future,-0.007722932875851648,-0.003299437330610723,-0.0016994559636134433,-0.0011207416078382621,-0.0009114202291719493
