,genre,medal,category,is_pay_1,hit_series,program_type,days_on_hbo_max,asset_run_time_hours,churn_per_hr_person,change_in_churn_prediction
89,other,Bronze,movies,0,0,acquired,89,1.6302582698197332,-0.03393613147499226,-2.8661599723603725e-06
90,other,Bronze,movies,0,0,acquired,90,1.6302582698197332,-0.03393613147499226,-2.8637089223916356e-06
91,other,Bronze,movies,0,0,acquired,91,1.6302582698197332,-0.03393613147499226,-2.8614669914750905e-06
92,other,Bronze,movies,0,0,acquired,92,1.6302582698197332,-0.03393613147499226,-2.8594163379597925e-06
93,other,Bronze,movies,0,0,acquired,93,1.6302582698197332,-0.03393613147499226,-2.8575406424114738e-06
94,other,Bronze,movies,0,0,acquired,94,1.6302582698197332,-0.03393613147499226,-2.8558249777398275e-06
95,other,Bronze,movies,0,0,acquired,95,1.6302582698197332,-0.03393613147499226,-2.854255690406298e-06
96,other,Bronze,movies,0,0,acquired,96,1.6302582698197332,-0.03393613147499226,-2.8528202917669973e-06
97,other,Bronze,movies,0,0,acquired,97,1.6302582698197332,-0.03393613147499226,-2.851507358686048e-06
98,other,Bronze,movies,0,0,acquired,98,1.6302582698197332,-0.03393613147499226,-2.850306442628408e-06
99,other,Bronze,movies,0,0,acquired,99,1.6302582698197332,-0.03393613147499226,-2.849207986508729e-06
100,other,Bronze,movies,0,0,acquired,100,1.6302582698197332,-0.03393613147499226,-2.8482032486345166e-06
101,other,Bronze,movies,0,0,acquired,101,1.6302582698197332,-0.03393613147499226,-2.84728423313832e-06
102,other,Bronze,movies,0,0,acquired,102,1.6302582698197332,-0.03393613147499226,-2.846443626345319e-06
103,other,Bronze,movies,0,0,acquired,103,1.6302582698197332,-0.03393613147499226,-2.845674738569907e-06
104,other,Bronze,movies,0,0,acquired,104,1.6302582698197332,-0.03393613147499226,-2.8449714508780863e-06
105,other,Bronze,movies,0,0,acquired,105,1.6302582698197332,-0.03393613147499226,-2.8443281663919966e-06
106,other,Bronze,movies,0,0,acquired,106,1.6302582698197332,-0.03393613147499226,-2.8437397657490504e-06
107,other,Bronze,movies,0,0,acquired,107,1.6302582698197332,-0.03393613147499226,-2.8432015663612122e-06
108,other,Bronze,movies,0,0,acquired,108,1.6302582698197332,-0.03393613147499226,-2.8427092851502e-06
109,other,Bronze,movies,0,0,acquired,109,1.6302582698197332,-0.03393613147499226,-2.8422590044620546e-06
110,other,Bronze,movies,0,0,acquired,110,1.6302582698197332,-0.03393613147499226,-2.841847140889809e-06
111,other,Bronze,movies,0,0,acquired,111,1.6302582698197332,-0.03393613147499226,-2.841470416756155e-06
112,other,Bronze,movies,0,0,acquired,112,1.6302582698197332,-0.03393613147499226,-2.8411258340291516e-06
113,other,Bronze,movies,0,0,acquired,113,1.6302582698197332,-0.03393613147499226,-2.8408106504634023e-06
114,other,Bronze,movies,0,0,acquired,114,1.6302582698197332,-0.03393613147499226,-2.840522357776818e-06
115,other,Bronze,movies,0,0,acquired,115,1.6302582698197332,-0.03393613147499226,-2.8402586616893e-06
116,other,Bronze,movies,0,0,acquired,116,1.6302582698197332,-0.03393613147499226,-2.8400174636644866e-06
117,other,Bronze,movies,0,0,acquired,117,1.6302582698197332,-0.03393613147499226,-2.839796844209259e-06
118,other,Bronze,movies,0,0,acquired,118,1.6302582698197332,-0.03393613147499226,-2.839595047598102e-06
119,other,Bronze,movies,0,0,acquired,119,1.6302582698197332,-0.03393613147499226,-2.8394104679007575e-06
120,other,Bronze,movies,0,0,acquired,120,1.6302582698197332,-0.03393613147499226,-2.8392416362019662e-06
121,other,Bronze,movies,0,0,acquired,121,1.6302582698197332,-0.03393613147499226,-2.839087208911605e-06
122,other,Bronze,movies,0,0,acquired,122,1.6302582698197332,-0.03393613147499226,-2.838945957072175e-06
123,other,Bronze,movies,0,0,acquired,123,1.6302582698197332,-0.03393613147499226,-2.8388167565785595e-06
124,other,Bronze,movies,0,0,acquired,124,1.6302582698197332,-0.03393613147499226,-2.838698579232212e-06
125,other,Bronze,movies,0,0,acquired,125,1.6302582698197332,-0.03393613147499226,-2.8385904845585865e-06
126,other,Bronze,movies,0,0,acquired,126,1.6302582698197332,-0.03393613147499226,-2.838491612322685e-06
127,other,Bronze,movies,0,0,acquired,127,1.6302582698197332,-0.03393613147499226,-2.83840117568317e-06
128,other,Bronze,movies,0,0,acquired,128,1.6302582698197332,-0.03393613147499226,-2.8383184549305527e-06
129,other,Bronze,movies,0,0,acquired,129,1.6302582698197332,-0.03393613147499226,-2.838242791759627e-06
130,other,Bronze,movies,0,0,acquired,130,1.6302582698197332,-0.03393613147499226,-2.838173584030569e-06
131,other,Bronze,movies,0,0,acquired,131,1.6302582698197332,-0.03393613147499226,-2.838110280977014e-06
132,other,Bronze,movies,0,0,acquired,132,1.6302582698197332,-0.03393613147499226,-2.8380523788229626e-06
133,other,Bronze,movies,0,0,acquired,133,1.6302582698197332,-0.03393613147499226,-2.837999416773654e-06
134,other,Bronze,movies,0,0,acquired,134,1.6302582698197332,-0.03393613147499226,-2.8379509733484834e-06
135,other,Bronze,movies,0,0,acquired,135,1.6302582698197332,-0.03393613147499226,-2.837906663026794e-06
136,other,Bronze,movies,0,0,acquired,136,1.6302582698197332,-0.03393613147499226,-2.8378661331798364e-06
137,other,Bronze,movies,0,0,acquired,137,1.6302582698197332,-0.03393613147499226,-2.8378290612644954e-06
