,genre,medal,category,is_pay_1,hit_series,program_type,days_on_hbo_max,asset_run_time_hours,churn_per_hr_person,change_in_churn_prediction
1665,action,Bronze,movies,0,0,original,15,1.6302582698197332,-0.0216117330338219,-1.364807573918313e-05
1666,action,Bronze,movies,0,0,original,16,1.6302582698197332,-0.0216117330338219,-1.2621660826121507e-05
1667,action,Bronze,movies,0,0,original,17,1.6302582698197332,-0.0216117330338219,-1.1682817735957428e-05
1668,action,Bronze,movies,0,0,original,18,1.6302582698197332,-0.0216117330338219,-1.0824075002651181e-05
1669,action,Bronze,movies,0,0,original,19,1.6302582698197332,-0.0216117330338219,-1.0038598611833413e-05
1670,action,Bronze,movies,0,0,original,20,1.6302582698197332,-0.0216117330338219,-9.320137614607034e-06
1671,action,Bronze,movies,0,0,original,21,1.6302582698197332,-0.0216117330338219,-8.662974381479029e-06
1672,action,Bronze,movies,0,0,original,22,1.6302582698197332,-0.0216117330338219,-8.061879100534814e-06
1673,action,Bronze,movies,0,0,original,23,1.6302582698197332,-0.0216117330338219,-7.512068157744245e-06
1674,action,Bronze,movies,0,0,original,24,1.6302582698197332,-0.0216117330338219,-7.009166068182996e-06
1675,action,Bronze,movies,0,0,original,25,1.6302582698197332,-0.0216117330338219,-6.549170655211722e-06
1676,action,Bronze,movies,0,0,original,26,1.6302582698197332,-0.0216117330338219,-6.12842120050332e-06
1677,action,Bronze,movies,0,0,original,27,1.6302582698197332,-0.0216117330338219,-5.743569311450955e-06
1678,action,Bronze,movies,0,0,original,28,1.6302582698197332,-0.0216117330338219,-5.39155227411499e-06
1679,action,Bronze,movies,0,0,original,29,1.6302582698197332,-0.0216117330338219,-5.0695686796472265e-06
1680,action,Bronze,movies,0,0,original,30,1.6302582698197332,-0.0216117330338219,-4.775056130223557e-06
1681,action,Bronze,movies,0,0,original,31,1.6302582698197332,-0.0216117330338219,-4.5056708470652475e-06
1682,action,Bronze,movies,0,0,original,32,1.6302582698197332,-0.0216117330338219,-4.259269018266131e-06
1683,action,Bronze,movies,0,0,original,33,1.6302582698197332,-0.0216117330338219,-4.033889737988708e-06
1684,action,Bronze,movies,0,0,original,34,1.6302582698197332,-0.0216117330338219,-3.827739401256501e-06
1685,action,Bronze,movies,0,0,original,35,1.6302582698197332,-0.0216117330338219,-3.639177430153877e-06
1686,action,Bronze,movies,0,0,original,36,1.6302582698197332,-0.0216117330338219,-3.4667032178401007e-06
1687,action,Bronze,movies,0,0,original,37,1.6302582698197332,-0.0216117330338219,-3.3089441864759895e-06
1688,action,Bronze,movies,0,0,original,38,1.6302582698197332,-0.0216117330338219,-3.1646448640261783e-06
1689,action,Bronze,movies,0,0,original,39,1.6302582698197332,-0.0216117330338219,-3.032656893008429e-06
1690,action,Bronze,movies,0,0,original,40,1.6302582698197332,-0.0216117330338219,-2.9119298916779746e-06
1691,action,Bronze,movies,0,0,original,41,1.6302582698197332,-0.0216117330338219,-2.801503094918717e-06
1692,action,Bronze,movies,0,0,original,42,1.6302582698197332,-0.0216117330338219,-2.7004977083181455e-06
1693,action,Bronze,movies,0,0,original,43,1.6302582698197332,-0.0216117330338219,-2.6081099145784373e-06
1694,action,Bronze,movies,0,0,original,44,1.6302582698197332,-0.0216117330338219,-2.523604476607641e-06
1695,action,Bronze,movies,0,0,original,45,1.6302582698197332,-0.0216117330338219,-2.4463088863832947e-06
1696,action,Bronze,movies,0,0,original,46,1.6302582698197332,-0.0216117330338219,-2.3756080130241742e-06
1697,action,Bronze,movies,0,0,original,47,1.6302582698197332,-0.0216117330338219,-2.3109392074786814e-06
1698,action,Bronze,movies,0,0,original,48,1.6302582698197332,-0.0216117330338219,-2.2517878248721586e-06
1699,action,Bronze,movies,0,0,original,49,1.6302582698197332,-0.0216117330338219,-2.19768312887925e-06
1700,action,Bronze,movies,0,0,original,50,1.6302582698197332,-0.0216117330338219,-2.148194545527657e-06
1701,action,Bronze,movies,0,0,original,51,1.6302582698197332,-0.0216117330338219,-2.1029282366204094e-06
1702,action,Bronze,movies,0,0,original,52,1.6302582698197332,-0.0216117330338219,-2.0615239655074368e-06
1703,action,Bronze,movies,0,0,original,53,1.6302582698197332,-0.0216117330338219,-2.0236522302636986e-06
1704,action,Bronze,movies,0,0,original,54,1.6302582698197332,-0.0216117330338219,-1.989011641459264e-06
1705,action,Bronze,movies,0,0,original,55,1.6302582698197332,-0.0216117330338219,-1.957326523653201e-06
1706,action,Bronze,movies,0,0,original,56,1.6302582698197332,-0.0216117330338219,-1.9283447215235665e-06
1707,action,Bronze,movies,0,0,original,57,1.6302582698197332,-0.0216117330338219,-1.9018355931743414e-06
1708,action,Bronze,movies,0,0,original,58,1.6302582698197332,-0.0216117330338219,-1.8775881746496962e-06
1709,action,Bronze,movies,0,0,original,59,1.6302582698197332,-0.0216117330338219,-1.855409501048514e-06
1710,action,Bronze,movies,0,0,original,60,1.6302582698197332,-0.0216117330338219,-1.8351230708783158e-06
1711,action,Bronze,movies,0,0,original,61,1.6302582698197332,-0.0216117330338219,-1.8165674414276723e-06
1712,action,Bronze,movies,0,0,original,62,1.6302582698197332,-0.0216117330338219,-1.7995949439788394e-06
1713,action,Bronze,movies,0,0,original,63,1.6302582698197332,-0.0216117330338219,-1.7840705086360857e-06
1714,action,Bronze,movies,0,0,original,64,1.6302582698197332,-0.0216117330338219,-1.7698705894174832e-06
1715,action,Bronze,movies,0,0,original,65,1.6302582698197332,-0.0216117330338219,-1.756882181055891e-06
1716,action,Bronze,movies,0,0,original,66,1.6302582698197332,-0.0216117330338219,-1.7450019196846513e-06
1717,action,Bronze,movies,0,0,original,67,1.6302582698197332,-0.0216117330338219,-1.7341352602511267e-06
1718,action,Bronze,movies,0,0,original,68,1.6302582698197332,-0.0216117330338219,-1.7241957241117894e-06
1719,action,Bronze,movies,0,0,original,69,1.6302582698197332,-0.0216117330338219,-1.7151042108211082e-06
1720,action,Bronze,movies,0,0,original,70,1.6302582698197332,-0.0216117330338219,-1.7067883686373356e-06
1721,action,Bronze,movies,0,0,original,71,1.6302582698197332,-0.0216117330338219,-1.6991820187355773e-06
1722,action,Bronze,movies,0,0,original,72,1.6302582698197332,-0.0216117330338219,-1.6922246285459367e-06
1723,action,Bronze,movies,0,0,original,73,1.6302582698197332,-0.0216117330338219,-1.6858608300254767e-06
1724,action,Bronze,movies,0,0,original,74,1.6302582698197332,-0.0216117330338219,-1.6800399790303279e-06
1725,action,Bronze,movies,0,0,original,75,1.6302582698197332,-0.0216117330338219,-1.6747157522813524e-06
1726,action,Bronze,movies,0,0,original,76,1.6302582698197332,-0.0216117330338219,-1.6698457787159528e-06
1727,action,Bronze,movies,0,0,original,77,1.6302582698197332,-0.0216117330338219,-1.665391302292262e-06
1728,action,Bronze,movies,0,0,original,78,1.6302582698197332,-0.0216117330338219,-1.6613168735622602e-06
1729,action,Bronze,movies,0,0,original,79,1.6302582698197332,-0.0216117330338219,-1.6575900675592976e-06
1730,action,Bronze,movies,0,0,original,80,1.6302582698197332,-0.0216117330338219,-1.6541812257549373e-06
1731,action,Bronze,movies,0,0,original,81,1.6302582698197332,-0.0216117330338219,-1.65106322003156e-06
1732,action,Bronze,movies,0,0,original,82,1.6302582698197332,-0.0216117330338219,-1.648211236792391e-06
1733,action,Bronze,movies,0,0,original,83,1.6302582698197332,-0.0216117330338219,-1.6456025794908606e-06
1734,action,Bronze,movies,0,0,original,84,1.6302582698197332,-0.0216117330338219,-1.6432164880077953e-06
1735,action,Bronze,movies,0,0,original,85,1.6302582698197332,-0.0216117330338219,-1.6410339734390101e-06
1736,action,Bronze,movies,0,0,original,86,1.6302582698197332,-0.0216117330338219,-1.639037666978522e-06
1737,action,Bronze,movies,0,0,original,87,1.6302582698197332,-0.0216117330338219,-1.6372116816947651e-06
1738,action,Bronze,movies,0,0,original,88,1.6302582698197332,-0.0216117330338219,-1.6355414860998052e-06
1739,action,Bronze,movies,0,0,original,89,1.6302582698197332,-0.0216117330338219,-1.6340137885053955e-06
1740,action,Bronze,movies,0,0,original,90,1.6302582698197332,-0.0216117330338219,-1.6326164312455583e-06
1741,action,Bronze,movies,0,0,original,91,1.6302582698197332,-0.0216117330338219,-1.631338293923902e-06
1742,action,Bronze,movies,0,0,original,92,1.6302582698197332,-0.0216117330338219,-1.630169204915697e-06
1743,action,Bronze,movies,0,0,original,93,1.6302582698197332,-0.0216117330338219,-1.6290998604204326e-06
1744,action,Bronze,movies,0,0,original,94,1.6302582698197332,-0.0216117330338219,-1.6281217504206571e-06
1745,action,Bronze,movies,0,0,original,95,1.6302582698197332,-0.0216117330338219,-1.6272270909578768e-06
1746,action,Bronze,movies,0,0,original,96,1.6302582698197332,-0.0216117330338219,-1.6264087621865461e-06
1747,action,Bronze,movies,0,0,original,97,1.6302582698197332,-0.0216117330338219,-1.6256602517131796e-06
1748,action,Bronze,movies,0,0,original,98,1.6302582698197332,-0.0216117330338219,-1.6249756027696644e-06
1749,action,Bronze,movies,0,0,original,99,1.6302582698197332,-0.0216117330338219,-1.624349366808332e-06
1750,action,Bronze,movies,0,0,original,100,1.6302582698197332,-0.0216117330338219,-1.6237765601415273e-06
1751,action,Bronze,movies,0,0,original,101,1.6302582698197332,-0.0216117330338219,-1.6232526242806136e-06
1752,action,Bronze,movies,0,0,original,102,1.6302582698197332,-0.0216117330338219,-1.6227733896587778e-06
1753,action,Bronze,movies,0,0,original,103,1.6302582698197332,-0.0216117330338219,-1.6223350424489387e-06
1754,action,Bronze,movies,0,0,original,104,1.6302582698197332,-0.0216117330338219,-1.6219340942126911e-06
1755,action,Bronze,movies,0,0,original,105,1.6302582698197332,-0.0216117330338219,-1.6215673541387461e-06
1756,action,Bronze,movies,0,0,original,106,1.6302582698197332,-0.0216117330338219,-1.621231903649935e-06
1757,action,Bronze,movies,0,0,original,107,1.6302582698197332,-0.0216117330338219,-1.6209250731766977e-06
1758,action,Bronze,movies,0,0,original,108,1.6302582698197332,-0.0216117330338219,-1.6206444209122138e-06
1759,action,Bronze,movies,0,0,original,109,1.6302582698197332,-0.0216117330338219,-1.6203877133801073e-06
1760,action,Bronze,movies,0,0,original,110,1.6302582698197332,-0.0216117330338219,-1.6201529076600768e-06
1761,action,Bronze,movies,0,0,original,111,1.6302582698197332,-0.0216117330338219,-1.6199381351300053e-06
1762,action,Bronze,movies,0,0,original,112,1.6302582698197332,-0.0216117330338219,-1.6197416865951592e-06
1763,action,Bronze,movies,0,0,original,113,1.6302582698197332,-0.0216117330338219,-1.6195619986861415e-06
1764,action,Bronze,movies,0,0,original,114,1.6302582698197332,-0.0216117330338219,-1.6193976414173405e-06
1765,action,Bronze,movies,0,0,original,115,1.6302582698197332,-0.0216117330338219,-1.619247306806874e-06
1766,action,Bronze,movies,0,0,original,116,1.6302582698197332,-0.0216117330338219,-1.6191097984674562e-06
1767,action,Bronze,movies,0,0,original,117,1.6302582698197332,-0.0216117330338219,-1.6189840220853523e-06
1768,action,Bronze,movies,0,0,original,118,1.6302582698197332,-0.0216117330338219,-1.618868976711652e-06
1769,action,Bronze,movies,0,0,original,119,1.6302582698197332,-0.0216117330338219,-1.6187637467965573e-06
1770,action,Bronze,movies,0,0,original,120,1.6302582698197332,-0.0216117330338219,-1.618667494903285e-06
1771,action,Bronze,movies,0,0,original,121,1.6302582698197332,-0.0216117330338219,-1.6185794550436103e-06
1772,action,Bronze,movies,0,0,original,122,1.6302582698197332,-0.0216117330338219,-1.618498926582008e-06
1773,action,Bronze,movies,0,0,original,123,1.6302582698197332,-0.0216117330338219,-1.6184252686598804e-06
1774,action,Bronze,movies,0,0,original,124,1.6302582698197332,-0.0216117330338219,-1.6183578950955007e-06
1775,action,Bronze,movies,0,0,original,125,1.6302582698197332,-0.0216117330338219,-1.6182962697190833e-06
1776,action,Bronze,movies,0,0,original,126,1.6302582698197332,-0.0216117330338219,-1.618239902105858e-06
1777,action,Bronze,movies,0,0,original,127,1.6302582698197332,-0.0216117330338219,-1.6181883436731894e-06
1778,action,Bronze,movies,0,0,original,128,1.6302582698197332,-0.0216117330338219,-1.6181411841106821e-06
1779,action,Bronze,movies,0,0,original,129,1.6302582698197332,-0.0216117330338219,-1.618098048114866e-06
1780,action,Bronze,movies,0,0,original,130,1.6302582698197332,-0.0216117330338219,-1.61805859240247e-06
1781,action,Bronze,movies,0,0,original,131,1.6302582698197332,-0.0216117330338219,-1.6180225029785154e-06
1782,action,Bronze,movies,0,0,original,132,1.6302582698197332,-0.0216117330338219,-1.6179894926374959e-06
1783,action,Bronze,movies,0,0,original,133,1.6302582698197332,-0.0216117330338219,-1.6179592986777477e-06
1784,action,Bronze,movies,0,0,original,134,1.6302582698197332,-0.0216117330338219,-1.6179316808108267e-06
1785,action,Bronze,movies,0,0,original,135,1.6302582698197332,-0.0216117330338219,-1.6179064192492556e-06
1786,action,Bronze,movies,0,0,original,136,1.6302582698197332,-0.0216117330338219,-1.617883312957418e-06
1787,action,Bronze,movies,0,0,original,137,1.6302582698197332,-0.0216117330338219,-1.6178621780516843e-06
1788,action,Bronze,movies,0,0,original,138,1.6302582698197332,-0.0216117330338219,-1.617842846337037e-06
1789,action,Bronze,movies,0,0,original,139,1.6302582698197332,-0.0216117330338219,-1.6178251639685457e-06
1790,action,Bronze,movies,0,0,original,140,1.6302582698197332,-0.0216117330338219,-1.6178089902270453e-06
1791,action,Bronze,movies,0,0,original,141,1.6302582698197332,-0.0216117330338219,-1.6177941963992703e-06
1792,action,Bronze,movies,0,0,original,142,1.6302582698197332,-0.0216117330338219,-1.6177806647535325e-06
1793,action,Bronze,movies,0,0,original,143,1.6302582698197332,-0.0216117330338219,-1.6177682876027934e-06
1794,action,Bronze,movies,0,0,original,144,1.6302582698197332,-0.0216117330338219,-1.6177569664476744e-06
1795,action,Bronze,movies,0,0,original,145,1.6302582698197332,-0.0216117330338219,-1.6177466111925816e-06
1796,action,Bronze,movies,0,0,original,146,1.6302582698197332,-0.0216117330338219,-1.6177371394287096e-06
1797,action,Bronze,movies,0,0,original,147,1.6302582698197332,-0.0216117330338219,-1.6177284757782213e-06
1798,action,Bronze,movies,0,0,original,148,1.6302582698197332,-0.0216117330338219,-1.6177205512943769e-06
1799,action,Bronze,movies,0,0,original,149,1.6302582698197332,-0.0216117330338219,-1.617713302912844e-06
1800,action,Bronze,movies,0,0,acquired,0,1.6302582698197332,-0.0216117330338219,-6.955200039216753e-05
1801,action,Bronze,movies,0,0,acquired,1,1.6302582698197332,-0.0216117330338219,-6.382022588818054e-05
1802,action,Bronze,movies,0,0,acquired,2,1.6302582698197332,-0.0216117330338219,-5.8577475788812345e-05
1803,action,Bronze,movies,0,0,acquired,3,1.6302582698197332,-0.0216117330338219,-5.378202743589726e-05
1804,action,Bronze,movies,0,0,acquired,4,1.6302582698197332,-0.0216117330338219,-4.939571787133356e-05
1805,action,Bronze,movies,0,0,acquired,5,1.6302582698197332,-0.0216117330338219,-4.53836401300547e-05
1806,action,Bronze,movies,0,0,acquired,6,1.6302582698197332,-0.0216117330338219,-4.1713865444722734e-05
1807,action,Bronze,movies,0,0,acquired,7,1.6302582698197332,-0.0216117330338219,-3.835718915140382e-05
1808,action,Bronze,movies,0,0,acquired,8,1.6302582698197332,-0.0216117330338219,-3.528689827410163e-05
1809,action,Bronze,movies,0,0,acquired,9,1.6302582698197332,-0.0216117330338219,-3.247855893854883e-05
1810,action,Bronze,movies,0,0,acquired,10,1.6302582698197332,-0.0216117330338219,-2.9909821923460842e-05
1811,action,Bronze,movies,0,0,acquired,11,1.6302582698197332,-0.0216117330338219,-2.7560244801797127e-05
1812,action,Bronze,movies,0,0,acquired,12,1.6302582698197332,-0.0216117330338219,-2.541112925660128e-05
1813,action,Bronze,movies,0,0,acquired,13,1.6302582698197332,-0.0216117330338219,-2.3445372276752932e-05
1814,action,Bronze,movies,0,0,acquired,14,1.6302582698197332,-0.0216117330338219,-2.164733004842298e-05
1815,action,Bronze,movies,0,0,acquired,15,1.6302582698197332,-0.0216117330338219,-2.0002693459058225e-05
1816,action,Bronze,movies,0,0,acquired,16,1.6302582698197332,-0.0216117330338219,-1.8498374223135927e-05
1817,action,Bronze,movies,0,0,acquired,17,1.6302582698197332,-0.0216117330338219,-1.7122400723458457e-05
1818,action,Bronze,movies,0,0,acquired,18,1.6302582698197332,-0.0216117330338219,-1.5863822739076117e-05
1819,action,Bronze,movies,0,0,acquired,19,1.6302582698197332,-0.0216117330338219,-1.4712624301647485e-05
1820,action,Bronze,movies,0,0,acquired,20,1.6302582698197332,-0.0216117330338219,-1.3659643986733969e-05
1821,action,Bronze,movies,0,0,acquired,21,1.6302582698197332,-0.0216117330338219,-1.2696502005693803e-05
1822,action,Bronze,movies,0,0,acquired,22,1.6302582698197332,-0.0216117330338219,-1.18155335179608e-05
1823,action,Bronze,movies,0,0,acquired,23,1.6302582698197332,-0.0216117330338219,-1.100972763299626e-05
1824,action,Bronze,movies,0,0,acquired,24,1.6302582698197332,-0.0216117330338219,-1.0272671616481541e-05
1825,action,Bronze,movies,0,0,acquired,25,1.6302582698197332,-0.0216117330338219,-9.598499856735137e-06
1826,action,Bronze,movies,0,0,acquired,26,1.6302582698197332,-0.0216117330338219,-8.981847185220742e-06
1827,action,Bronze,movies,0,0,acquired,27,1.6302582698197332,-0.0216117330338219,-8.41780617966323e-06
1828,action,Bronze,movies,0,0,acquired,28,1.6302582698197332,-0.0216117330338219,-7.901888109983864e-06
1829,action,Bronze,movies,0,0,acquired,29,1.6302582698197332,-0.0216117330338219,-7.429987216256124e-06
1830,action,Bronze,movies,0,0,acquired,30,1.6302582698197332,-0.0216117330338219,-6.998348034400295e-06
1831,action,Bronze,movies,0,0,acquired,31,1.6302582698197332,-0.0216117330338219,-6.603535509589397e-06
1832,action,Bronze,movies,0,0,acquired,32,1.6302582698197332,-0.0216117330338219,-6.24240765952406e-06
1833,action,Bronze,movies,0,0,acquired,33,1.6302582698197332,-0.0216117330338219,-5.912090570026263e-06
1834,action,Bronze,movies,0,0,acquired,34,1.6302582698197332,-0.0216117330338219,-5.609955523962784e-06
1835,action,Bronze,movies,0,0,acquired,35,1.6302582698197332,-0.0216117330338219,-5.333598081486622e-06
1836,action,Bronze,movies,0,0,acquired,36,1.6302582698197332,-0.0216117330338219,-5.080818945113551e-06
1837,action,Bronze,movies,0,0,acquired,37,1.6302582698197332,-0.0216117330338219,-4.849606457354954e-06
1838,action,Bronze,movies,0,0,acquired,38,1.6302582698197332,-0.0216117330338219,-4.6381205916202945e-06
1839,action,Bronze,movies,0,0,acquired,39,1.6302582698197332,-0.0216117330338219,-4.444678308986162e-06
1840,action,Bronze,movies,0,0,acquired,40,1.6302582698197332,-0.0216117330338219,-4.267740164298745e-06
1841,action,Bronze,movies,0,0,acquired,41,1.6302582698197332,-0.0216117330338219,-4.105898055018852e-06
1842,action,Bronze,movies,0,0,acquired,42,1.6302582698197332,-0.0216117330338219,-3.95786401531284e-06
1843,action,Bronze,movies,0,0,acquired,43,1.6302582698197332,-0.0216117330338219,-3.822459966210993e-06
1844,action,Bronze,movies,0,0,acquired,44,1.6302582698197332,-0.0216117330338219,-3.6986083402634313e-06
1845,action,Bronze,movies,0,0,acquired,45,1.6302582698197332,-0.0216117330338219,-3.585323506083054e-06
1846,action,Bronze,movies,0,0,acquired,46,1.6302582698197332,-0.0216117330338219,-3.481703924530613e-06
1847,action,Bronze,movies,0,0,acquired,47,1.6302582698197332,-0.0216117330338219,-3.386924974119589e-06
1848,action,Bronze,movies,0,0,acquired,48,1.6302582698197332,-0.0216117330338219,-3.300232388544257e-06
1849,action,Bronze,movies,0,0,acquired,49,1.6302582698197332,-0.0216117330338219,-3.2209362541057147e-06
1850,action,Bronze,movies,0,0,acquired,50,1.6302582698197332,-0.0216117330338219,-3.1484055192664444e-06
1851,action,Bronze,movies,0,0,acquired,51,1.6302582698197332,-0.0216117330338219,-3.082062972639508e-06
1852,action,Bronze,movies,0,0,acquired,52,1.6302582698197332,-0.0216117330338219,-3.0213806494464435e-06
1853,action,Bronze,movies,0,0,acquired,53,1.6302582698197332,-0.0216117330338219,-2.965875629887661e-06
1854,action,Bronze,movies,0,0,acquired,54,1.6302582698197332,-0.0216117330338219,-2.9151061959881202e-06
1855,action,Bronze,movies,0,0,acquired,55,1.6302582698197332,-0.0216117330338219,-2.868668316333829e-06
1856,action,Bronze,movies,0,0,acquired,56,1.6302582698197332,-0.0216117330338219,-2.826192430724123e-06
1857,action,Bronze,movies,0,0,acquired,57,1.6302582698197332,-0.0216117330338219,-2.787340509151469e-06
1858,action,Bronze,movies,0,0,acquired,58,1.6302582698197332,-0.0216117330338219,-2.7518033617036776e-06
1859,action,Bronze,movies,0,0,acquired,59,1.6302582698197332,-0.0216117330338219,-2.719298177980283e-06
1860,action,Bronze,movies,0,0,acquired,60,1.6302582698197332,-0.0216117330338219,-2.689566276441367e-06
1861,action,Bronze,movies,0,0,acquired,61,1.6302582698197332,-0.0216117330338219,-2.6623710457777867e-06
1862,action,Bronze,movies,0,0,acquired,62,1.6302582698197332,-0.0216117330338219,-2.6374960619198818e-06
1863,action,Bronze,movies,0,0,acquired,63,1.6302582698197332,-0.0216117330338219,-2.6147433656995232e-06
1864,action,Bronze,movies,0,0,acquired,64,1.6302582698197332,-0.0216117330338219,-2.5939318874588488e-06
1865,action,Bronze,movies,0,0,acquired,65,1.6302582698197332,-0.0216117330338219,-2.5748960060684693e-06
1866,action,Bronze,movies,0,0,acquired,66,1.6302582698197332,-0.0216117330338219,-2.5574842308875807e-06
1867,action,Bronze,movies,0,0,acquired,67,1.6302582698197332,-0.0216117330338219,-2.5415579961767974e-06
1868,action,Bronze,movies,0,0,acquired,68,1.6302582698197332,-0.0216117330338219,-2.526990558369459e-06
1869,action,Bronze,movies,0,0,acquired,69,1.6302582698197332,-0.0216117330338219,-2.5136659874257066e-06
1870,action,Bronze,movies,0,0,acquired,70,1.6302582698197332,-0.0216117330338219,-2.5014782442423695e-06
1871,action,Bronze,movies,0,0,acquired,71,1.6302582698197332,-0.0216117330338219,-2.4903303367765277e-06
1872,action,Bronze,movies,0,0,acquired,72,1.6302582698197332,-0.0216117330338219,-2.4801335481670606e-06
1873,action,Bronze,movies,0,0,acquired,73,1.6302582698197332,-0.0216117330338219,-2.470806730711431e-06
1874,action,Bronze,movies,0,0,acquired,74,1.6302582698197332,-0.0216117330338219,-2.4622756600790683e-06
1875,action,Bronze,movies,0,0,acquired,75,1.6302582698197332,-0.0216117330338219,-2.45447244462207e-06
1876,action,Bronze,movies,0,0,acquired,76,1.6302582698197332,-0.0216117330338219,-2.4473349850824265e-06
1877,action,Bronze,movies,0,0,acquired,77,1.6302582698197332,-0.0216117330338219,-2.44080648039602e-06
1878,action,Bronze,movies,0,0,acquired,78,1.6302582698197332,-0.0216117330338219,-2.434834975660519e-06
1879,action,Bronze,movies,0,0,acquired,79,1.6302582698197332,-0.0216117330338219,-2.4293729486698117e-06
1880,action,Bronze,movies,0,0,acquired,80,1.6302582698197332,-0.0216117330338219,-2.42437693172456e-06
1881,action,Bronze,movies,0,0,acquired,81,1.6302582698197332,-0.0216117330338219,-2.4198071657091755e-06
1882,action,Bronze,movies,0,0,acquired,82,1.6302582698197332,-0.0216117330338219,-2.415627283682313e-06
1883,action,Bronze,movies,0,0,acquired,83,1.6302582698197332,-0.0216117330338219,-2.411804021462831e-06
1884,action,Bronze,movies,0,0,acquired,84,1.6302582698197332,-0.0216117330338219,-2.4083069529080313e-06
1885,action,Bronze,movies,0,0,acquired,85,1.6302582698197332,-0.0216117330338219,-2.405108247777461e-06
1886,action,Bronze,movies,0,0,acquired,86,1.6302582698197332,-0.0216117330338219,-2.4021824502553357e-06
1887,action,Bronze,movies,0,0,acquired,87,1.6302582698197332,-0.0216117330338219,-2.3995062763690137e-06
1888,action,Bronze,movies,0,0,acquired,88,1.6302582698197332,-0.0216117330338219,-2.3970584286913566e-06
1889,action,Bronze,movies,0,0,acquired,89,1.6302582698197332,-0.0216117330338219,-2.3948194268523365e-06
1890,action,Bronze,movies,0,0,acquired,90,1.6302582698197332,-0.0216117330338219,-2.3927714525110844e-06
1891,action,Bronze,movies,0,0,acquired,91,1.6302582698197332,-0.0216117330338219,-2.3908982075546344e-06
1892,action,Bronze,movies,0,0,acquired,92,1.6302582698197332,-0.0216117330338219,-2.3891847843948887e-06
1893,action,Bronze,movies,0,0,acquired,93,1.6302582698197332,-0.0216117330338219,-2.3876175473316084e-06
1894,action,Bronze,movies,0,0,acquired,94,1.6302582698197332,-0.0216117330338219,-2.386184024037289e-06
1895,action,Bronze,movies,0,0,acquired,95,1.6302582698197332,-0.0216117330338219,-2.3848728063003554e-06
1896,action,Bronze,movies,0,0,acquired,96,1.6302582698197332,-0.0216117330338219,-2.3836734592367492e-06
1897,action,Bronze,movies,0,0,acquired,97,1.6302582698197332,-0.0216117330338219,-2.382576438247434e-06
1898,action,Bronze,movies,0,0,acquired,98,1.6302582698197332,-0.0216117330338219,-2.3815730130609165e-06
1899,action,Bronze,movies,0,0,acquired,99,1.6302582698197332,-0.0216117330338219,-2.3806551982563277e-06
1900,action,Bronze,movies,0,0,acquired,100,1.6302582698197332,-0.0216117330338219,-2.379815689714145e-06
1901,action,Bronze,movies,0,0,acquired,101,1.6302582698197332,-0.0216117330338219,-2.3790478064888214e-06
1902,action,Bronze,movies,0,0,acquired,102,1.6302582698197332,-0.0216117330338219,-2.3783454376407335e-06
1903,action,Bronze,movies,0,0,acquired,103,1.6302582698197332,-0.0216117330338219,-2.377702993604328e-06
1904,action,Bronze,movies,0,0,acquired,104,1.6302582698197332,-0.0216117330338219,-2.377115361705453e-06
1905,action,Bronze,movies,0,0,acquired,105,1.6302582698197332,-0.0216117330338219,-2.376577865473862e-06
1906,action,Bronze,movies,0,0,acquired,106,1.6302582698197332,-0.0216117330338219,-2.3760862274271067e-06
1907,action,Bronze,movies,0,0,acquired,107,1.6302582698197332,-0.0216117330338219,-2.3756365350296324e-06
1908,action,Bronze,movies,0,0,acquired,108,1.6302582698197332,-0.0216117330338219,-2.3752252095561856e-06
1909,action,Bronze,movies,0,0,acquired,109,1.6302582698197332,-0.0216117330338219,-2.3748489776117355e-06
1910,action,Bronze,movies,0,0,acquired,110,1.6302582698197332,-0.0216117330338219,-2.3745048450812626e-06
1911,action,Bronze,movies,0,0,acquired,111,1.6302582698197332,-0.0216117330338219,-2.374190073302109e-06
1912,action,Bronze,movies,0,0,acquired,112,1.6302582698197332,-0.0216117330338219,-2.373902157269249e-06
1913,action,Bronze,movies,0,0,acquired,113,1.6302582698197332,-0.0216117330338219,-2.373638805700055e-06
1914,action,Bronze,movies,0,0,acquired,114,1.6302582698197332,-0.0216117330338219,-2.3733979227998997e-06
1915,action,Bronze,movies,0,0,acquired,115,1.6302582698197332,-0.0216117330338219,-2.373177591583477e-06
1916,action,Bronze,movies,0,0,acquired,116,1.6302582698197332,-0.0216117330338219,-2.3729760586191232e-06
1917,action,Bronze,movies,0,0,acquired,117,1.6302582698197332,-0.0216117330338219,-2.3727917200747236e-06
1918,action,Bronze,movies,0,0,acquired,118,1.6302582698197332,-0.0216117330338219,-2.372623108954154e-06
1919,action,Bronze,movies,0,0,acquired,119,1.6302582698197332,-0.0216117330338219,-2.3724688834226885e-06
1920,action,Bronze,movies,0,0,acquired,120,1.6302582698197332,-0.0216117330338219,-2.3723278161284575e-06
1921,action,Bronze,movies,0,0,acquired,121,1.6302582698197332,-0.0216117330338219,-2.3721987844349863e-06
1922,action,Bronze,movies,0,0,acquired,122,1.6302582698197332,-0.0216117330338219,-2.372080761487067e-06
1923,action,Bronze,movies,0,0,acquired,123,1.6302582698197332,-0.0216117330338219,-2.371972808038881e-06
1924,action,Bronze,movies,0,0,acquired,124,1.6302582698197332,-0.0216117330338219,-2.3718740649793256e-06
