,Type,Channel,Title,Year,Genre,Runtime,Bucket,MPM from Prior List,Tentpole,Additional Titles to Pull,PRODUCT ID,Product ID,Co-Fi?,Unnamed: 13,UPDATED PRODUCT ID,Different than Original?,imdb_id,MPM_NUMBER
405,Movie,Crime/Noir,Brothers in the Saddle,1949.0,DRAMA ,1.0,CLASSIC,not in prior list,No,,2003881.0,1003001.0,No,,2003881.0,No,,
406,Movie,Crime/Noir,They Live by Night,1949.0,DRAMA ,1.6,CLASSIC,2012761,No,,2012761.0,1010321.0,No,,2012761.0,No,tt0040872,2012761.0
407,Movie,Crime/Noir,"Threat, The",1949.0,DRAMA ,1.08,CLASSIC,not in prior list,No,,2000647.0,1000626.0,No,,,,,
408,Movie,Crime/Noir,"Velvet Touch, The",1949.0,DRAMA ,1.61,CLASSIC,not in prior list,No,,2013782.0,1011156.0,No,,,,,
409,Movie,Crime/Noir,White Heat,1949.0,DRAMA ,1.9,CLASSIC,2014183,No,,2023805.0,1018134.0,No,,2014183.0,Yes,,
410,Movie,Crime/Noir,"Woman's Secret, A",1949.0,DRAMA ,1.41,CLASSIC,not in prior list,No,,2014246.0,1011584.0,No,,2014246.0,No,,
411,Movie,Crime/Noir,"Hunted, The",1948.0,DRAMA ,1.1,CLASSIC,not in prior list,No,,2000967.0,1000706.0,No,,2000967.0,No,,
412,Movie,Crime/Noir,Bodyguard (1949),1948.0,DRAMA ,1.03,CLASSIC,not in prior list,No,,2002224.0,1001568.0,No,,2002224.0,No,,
413,Movie,Crime/Noir,Key Largo,1948.0,DRAMA ,1.68,CLASSIC,not in prior list,No,,2007879.0,1005916.0,No,,2007879.0,No,tt0040506,2007879.0
414,Movie,Crime/Noir,Mystery in Mexico,1948.0,DRAMA ,1.1,CLASSIC,not in prior list,No,,2009184.0,1007110.0,No,,2009184.0,No,,
415,Movie,Crime/Noir,Race Street,1948.0,DRAMA ,1.31,CLASSIC,not in prior list,No,,2010290.0,1008147.0,No,,2010290.0,No,,
416,Movie,Crime/Noir,Smart Girls Don't Talk,1948.0,DRAMA ,1.35,CLASSIC,not in prior list,No,,2011431.0,1009131.0,No,,2011431.0,No,,
417,Movie,Crime/Noir,"Gangster, The",1947.0,DRAMA ,1.4,CLASSIC,not in prior list,No,,2000929.0,1000706.0,No,,2000929.0,No,,
418,Movie,Crime/Noir,Crossfire (1947),1947.0,DRAMA ,1.43,CLASSIC,not in prior list,No,,2004425.0,1003525.0,No,,2004425.0,No,,
419,Movie,Crime/Noir,Violence,1947.0,DRAMA ,1.2,CLASSIC,not in prior list,No,,2001216.0,1000706.0,No,,2001216.0,No,,
420,Movie,Crime/Noir,Cry Wolf (1947),1947.0,DRAMA ,1.38,CLASSIC,not in prior list,No,,2004507.0,1003603.0,No,,2004507.0,No,,
421,Movie,Crime/Noir,Dark Passage,1947.0,DRAMA ,1.76,CLASSIC,not in prior list,No,,2004542.0,1003638.0,No,,2004542.0,No,tt0039302,2004542.0
422,Movie,Crime/Noir,Desperate,1947.0,DRAMA ,1.21,CLASSIC,not in prior list,No,,2004508.0,1003604.0,No,,2004508.0,No,,
423,Movie,Crime/Noir,High Wall,1947.0,DRAMA ,1.65,CLASSIC,not in prior list,No,,2008021.0,1006041.0,No,,2008021.0,No,,
424,Movie,Crime/Noir,Los Que Volvieron,1947.0,DRAMA ,1.31,CLASSIC,not in prior list,No,,2008115.0,1006125.0,No,,2008115.0,No,,
425,Movie,Crime/Noir,Out of the Past,1947.0,DRAMA ,1.61,CLASSIC,2009590,No,,2009590.0,1007496.0,No,,2009590.0,No,tt0039689,2009590.0
426,Movie,Crime/Noir,Possessed (1947),1947.0,DRAMA ,1.8,CLASSIC,not in prior list,No,,2010074.0,1007960.0,No,,2010074.0,No,,
427,Movie,Crime/Noir,They Won't Believe Me,1947.0,DRAMA ,1.58,CLASSIC,not in prior list,No,,2012823.0,1010366.0,No,,2012823.0,No,,
428,Movie,Crime/Noir,"Two Mrs. Carrolls, The",1947.0,DRAMA ,1.65,CLASSIC,not in prior list,No,,2013753.0,1011128.0,No,,2013753.0,No,tt0039926,2013753.0
429,Movie,Crime/Noir,"Unfaithful, The",1947.0,DRAMA ,1.81,CLASSIC,not in prior list,No,,2012880.0,1010421.0,No,,2012880.0,No,,
430,Movie,Crime/Noir,"Unsuspected, The",1947.0,DRAMA ,1.71,CLASSIC,not in prior list,No,,2013786.0,1011160.0,No,,2013786.0,No,,
431,Movie,Crime/Noir,"Woman on the Beach, The",1947.0,DRAMA ,1.18,CLASSIC,not in prior list,No,,2014238.0,1011579.0,No,,2014238.0,No,,
432,Movie,Crime/Noir,"Falcon's Adventure, The",1946.0,DRAMA ,1.03,CLASSIC,not in prior list,No,,2005673.0,1004445.0,No,,2005673.0,No,,
433,Movie,Crime/Noir,Decoy,1946.0,DRAMA ,1.26,CLASSIC,not in prior list,No,,2013919.0,1011271.0,No,,,,,
434,Movie,Crime/Noir,Below The Deadline (1946),1946.0,DRAMA ,1.08,CLASSIC,not in prior list,No,,2000820.0,1000706.0,No,,2000820.0,No,,
435,Movie,Crime/Noir,Crack-Up,1946.0,DRAMA ,1.55,CLASSIC,not in prior list,No,,2004320.0,1003422.0,No,,2004320.0,No,,
436,Movie,Crime/Noir,Criminal Court,1946.0,DRAMA ,1.05,CLASSIC,not in prior list,No,,2004345.0,1003446.0,No,,2004345.0,No,,
437,Movie,Crime/Noir,Deadline at Dawn,1946.0,DRAMA ,1.38,CLASSIC,not in prior list,No,,2004502.0,1003598.0,No,,2004502.0,No,,
438,Movie,Crime/Noir,Deception,1946.0,DRAMA ,1.86,CLASSIC,not in prior list,No,,2004567.0,1003661.0,No,,2004567.0,No,,
439,Movie,Crime/Noir,"Falcon's Alibi, The",1946.0,DRAMA ,1.03,CLASSIC,not in prior list,No,,2005675.0,1004447.0,No,,2005675.0,No,,
440,Movie,Crime/Noir,Her Kind of Man,1946.0,DRAMA ,1.3,CLASSIC,not in prior list,No,,2006764.0,1005505.0,No,,2006764.0,No,,
441,Movie,Crime/Noir,"Hoodlum Saint, The",1946.0,DRAMA ,1.51,CLASSIC,not in prior list,No,,2007904.0,1005937.0,No,,2007904.0,No,,
442,Movie,Crime/Noir,Hotel Reserve,1946.0,DRAMA ,1.31,CLASSIC,not in prior list,No,,2006781.0,1005520.0,No,,2006781.0,No,,
443,Movie,Crime/Noir,Johnny Angel,1946.0,DRAMA ,1.31,CLASSIC,not in prior list,No,,2007704.0,1005767.0,No,,,,,
444,Movie,Crime/Noir,Lady in the Lake,1946.0,DRAMA ,1.71,CLASSIC,2007961,No,,2007961.0,1005990.0,No,,,,,
445,Movie,Crime/Noir,"Locket, The",1946.0,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008101.0,1006113.0,No,,2008101.0,No,,
446,Movie,Crime/Noir,"Mighty McGurk, The",1946.0,DRAMA ,1.41,CLASSIC,not in prior list,No,,2007960.0,1005989.0,No,,,,,
447,Movie,Crime/Noir,Nobody Lives Forever,1946.0,DRAMA ,1.66,CLASSIC,not in prior list,No,,2009430.0,1007346.0,No,,2009430.0,No,,
448,Movie,Crime/Noir,Shadow of a Woman,1946.0,DRAMA ,1.3,CLASSIC,not in prior list,No,,2011127.0,1008867.0,No,,2011127.0,No,,
449,Movie,Crime/Noir,Step by Step,1946.0,DRAMA ,1.03,CLASSIC,not in prior list,No,,2011980.0,1009635.0,No,,2011980.0,No,,
450,Movie,Romance (drama),"STAR IS BORN, A (2018)",2018.0,DRAMA ,2.26,A,not in prior list,Yes,,2024779.0,1018949.0,Yes,,2024779.0,No,tt1517451,2024779.0
451,Movie,Romance (drama),"Notebook, The",2004.0,DRAMA ,2.02,A,not in prior list,Yes,,2016856.0,1013181.0,No,,2016856.0,No,tt0332280,2016856.0
452,Movie,Romance (drama),"Lucky One, The",2012.0,DRAMA ,1.68,A,not in prior list,Yes,,2051484.0,1031174.0,Yes,,2051484.0,No,tt1327194,2051484.0
453,Movie,Romance (drama),P.S. I Love You,2007.0,DRAMA ,2.12,A,not in prior list,Yes,,2026267.0,1020317.0,No,,2026267.0,No,tt0431308,2026267.0
454,Movie,Romance (drama),"Bridges of Madison County, The",1995.0,DRAMA ,2.25,A,not in prior list,Yes,,2003320.0,1002443.0,No,,2003320.0,No,tt0112579,2003320.0
455,Movie,Romance (drama),Love & Basketball,2000.0,DRAMA ,2.08,A,not in prior list,Yes,,2016840.0,1013165.0,No,,2016840.0,No,tt0199725,2016840.0
456,Movie,Romance (drama),"Time Traveler's Wife, The",2009.0,DRAMA ,1.75,A,not in prior list,Yes,,2047070.0,1028736.0,No,,2047070.0,No,tt0452694,2047070.0
457,Movie,Romance (drama),"American President, The",1995.0,DRAMA ,1.92,A,not in prior list,Yes,,2015319.0,1011872.0,No,,2015319.0,No,tt0112346,2015319.0
458,Movie,Romance (drama),Practical Magic,1998.0,DRAMA ,1.75,A,not in prior list,Yes,,2003662.0,1002785.0,Yes,,2003662.0,No,tt0120791,2003662.0
459,Movie,Romance (drama),"Lake House, The",2006.0,DRAMA ,1.63,A,not in prior list,Yes,,2025472.0,1019662.0,Yes,,2025472.0,No,tt0410297,2025472.0
460,Movie,Romance (drama),Message in a Bottle,1999.0,DRAMA ,2.1,A,not in prior list,Yes,,2003668.0,1002791.0,No,,2003668.0,No,tt0139462,2003668.0
461,Movie,Romance (drama),Tin Cup,1996.0,DRAMA ,2.25,A,not in prior list,Yes,,2003423.0,1002546.0,Yes,,2003423.0,No,tt0117918,2003423.0
462,Movie,Romance (drama),City of Angels,1998.0,FANTASY ,1.93,A,not in prior list,Yes,,2003647.0,1002770.0,Yes,,2003647.0,No,tt0120632,2003647.0
463,Movie,Romance (drama),Me Before You,2016.0,DRAMA ,1.83,B,not in prior list,Yes,,2068798.0,1038618.0,Yes,,2068798.0,No,tt2674426,2068798.0
464,Movie,Romance (drama),"Great Gatsby, The",2013.0,DRAMA ,2.36,A,not in prior list,Yes,,2064057.0,1036487.0,No,,2056944.0,Yes,tt1343092,2056944.0
465,Movie,Romance (drama),Winter's Tale,2014.0,DRAMA ,1.96,B,not in prior list,No,x,2039295.0,1025244.0,No,,2039295.0,No,tt1837709,2039295.0
466,Movie,Romance (drama),Snow Angels,2008.0,DRAMA ,1.8,C,not in prior list,No,x,2045497.0,1027873.0,No,,,,,
467,Movie,Romance (drama),Love in the Time of Cholera,2007.0,DRAMA ,2.3,C,not in prior list,No,x,2046390.0,1028326.0,No,,2046390.0,No,tt0484740,2046390.0
468,Movie,Romance (drama),"Fountain, The",2006.0,DRAMA ,1.61,C,not in prior list,No,x,2005781.0,1004547.0,No,,2034811.0,Yes,tt0414993,2034811.0
469,Movie,Romance (drama),Little Children,2006.0,DRAMA ,2.3,C,not in prior list,No,x,2040155.0,1025504.0,No,,2040155.0,No,tt0404203,2040155.0
470,Movie,Romance (drama),"Science of Sleep, The",2006.0,DRAMA ,1.78,C,not in prior list,No,x,2041944.0,1026217.0,No,,2041944.0,No,tt0354899,2041944.0
471,Movie,Romance (drama),Eros,2005.0,DRAMA ,1.8,C,not in prior list,No,x,2025658.0,1019838.0,No,,,,,
472,Movie,Romance (drama),MAR ADENTRO AKA THE SEA INSIDE,2004.0,DRAMA ,2.11,C,not in prior list,No,x,2035950.0,1024275.0,No,,2035950.0,No,tt0369702,2035950.0
473,Movie,Romance (drama),A Very Long Engagement,2004.0,DRAMA ,2.23,C,not in prior list,No,x,2026535.0,1020535.0,No,,,,,
474,Movie,Romance (drama),We Don't Live Here Anymore,2004.0,DRAMA ,1.65,C,not in prior list,No,x,2027316.0,1021222.0,No,,2027316.0,No,,
475,Movie,Romance (drama),"Home at the End of the World, A",2004.0,DRAMA ,1.61,C,not in prior list,No,x,2026744.0,1020663.0,No,,2026744.0,No,tt0359423,2026744.0
476,Movie,Romance (drama),"Majestic, The",2001.0,DRAMA ,2.5,C,not in prior list,No,,2004656.0,1003747.0,Yes,,2004656.0,No,tt0268995,2004656.0
477,Movie,Romance (drama),Sweet November,2001.0,DRAMA ,1.9,B,not in prior list,No,,2004605.0,1003696.0,No,,,,,
478,Movie,Romance (drama),Proof of Life,2000.0,DRAMA ,2.26,C,not in prior list,No,,2004603.0,1003694.0,No,,,,,
479,Movie,Romance (drama),Liberty Heights,1999.0,DRAMA ,2.03,C,not in prior list,No,,2003714.0,1002837.0,No,,2003714.0,No,,
480,Movie,Romance (drama),One Night Stand,1997.0,DRAMA ,1.71,C,not in prior list,No,,2017088.0,1013397.0,No,,2017088.0,No,,
481,Movie,Romance (drama),Julian Po,1997.0,DRAMA ,1.5,C,not in prior list,No,,2017066.0,1013375.0,No,,2017066.0,No,,
482,Movie,Romance (drama),For Roseanna,1997.0,DRAMA ,1.66,C,not in prior list,No,,2017091.0,1013400.0,No,,2017091.0,No,,
483,Movie,Romance (drama),Addicted to Love,1997.0,DRAMA ,1.6,C,not in prior list,No,,2003561.0,1002684.0,No,,,,,
484,Movie,Romance (drama),Carried Away,1996.0,DRAMA ,1.78,C,not in prior list,No,,2017025.0,1013335.0,No,,2017025.0,No,,
485,Movie,Romance (drama),Bed Of Roses (1996),1996.0,DRAMA ,1.46,C,not in prior list,No,,2016669.0,1012995.0,No,,2016669.0,No,,
486,Movie,Romance (drama),Othello (1995),1995.0,DRAMA ,2.06,C,2015320,No,,2015320.0,1011873.0,No,,2015320.0,No,,
487,Movie,Romance (drama),Frankie Starlight,1995.0,DRAMA ,1.66,C,not in prior list,No,,2017018.0,1013328.0,No,,2017018.0,No,,
488,Movie,Romance (drama),"Run of the Country, The",1995.0,DRAMA ,1.81,C,not in prior list,No,,2015317.0,1011870.0,No,,2015317.0,No,,
489,Movie,Romance (drama),Something to Talk About,1995.0,DRAMA ,1.7,C,not in prior list,No,,2003382.0,1002505.0,No,,2003382.0,No,tt0114496,2003382.0
490,Movie,Romance (drama),Don Juan Demarco,1995.0,DRAMA ,1.5,C,not in prior list,No,,2016992.0,1013302.0,No,,2016992.0,No,tt0112883,2016992.0
491,Movie,Romance (drama),"Last Ride, The",1995.0,DRAMA ,1.63,C,not in prior list,No,,2008047.0,1006065.0,No,,,,,
492,Movie,Romance (drama),Love Affair (1994),1994.0,DRAMA ,1.8,C,2003269,No,,2003269.0,1002392.0,No,,2003269.0,No,,
493,Movie,Romance (drama),Arizona Dream,1994.0,DRAMA ,1.98,C,not in prior list,No,,2003328.0,1002451.0,No,,,,,
494,Movie,Romance (drama),Fearless,1993.0,DRAMA ,2.03,C,not in prior list,No,,2063070.0,1036075.0,No,,,,,
495,Movie,Romance (drama),M. Butterfly,1993.0,DRAMA ,1.66,C,not in prior list,No,,2003264.0,1002387.0,No,,2003264.0,No,tt0107468,2003264.0
496,Movie,Romance (drama),Damage,1992.0,DRAMA ,1.85,C,not in prior list,No,,2016694.0,1013020.0,No,,2016694.0,No,,
497,Movie,Romance (drama),Pure Country,1992.0,DRAMA ,1.86,C,not in prior list,No,,2003084.0,1002226.0,No,,2003084.0,No,tt0105191,2003084.0
498,Movie,Romance (drama),Simple Men,1992.0,DRAMA ,1.75,C,not in prior list,No,,2016791.0,1013117.0,No,,2016791.0,No,,
499,Movie,Romance (drama),Where Angels Fear To Tread,1992.0,DRAMA ,1.86,C,not in prior list,No,,2016819.0,1013144.0,No,,2016819.0,No,,
500,Movie,Romance (drama),Meeting Venus,1991.0,DRAMA ,1.96,C,not in prior list,No,,2002539.0,1001877.0,No,,2002539.0,No,,
501,Movie,Romance (drama),My Own Private Idaho,1991.0,DRAMA ,1.7,C,2016762,No,,2016762.0,1013088.0,No,,2016762.0,No,tt0102494,2016762.0
502,Movie,Romance (drama),Dogfight,1991.0,DRAMA ,1.56,C,not in prior list,No,,2002532.0,1001870.0,No,,2002532.0,No,tt0101748,2002532.0
503,Movie,Romance (drama),Defending Your Life,1991.0,DRAMA ,1.85,C,not in prior list,No,,2002480.0,1001818.0,No,,2002480.0,No,tt0101698,2002480.0
504,Movie,Romance (drama),Men Don't Leave,1990.0,DRAMA ,1.91,C,not in prior list,No,,2002422.0,1001760.0,No,,2002422.0,No,,
505,Movie,Romance (drama),See You in the Morning,1989.0,DRAMA ,1.98,C,not in prior list,No,,2002407.0,1001745.0,No,,2002407.0,No,,
506,Movie,Romance (drama),"Accidental Tourist, The",1988.0,DRAMA ,2.08,C,not in prior list,No,,2002321.0,1001662.0,No,,2002321.0,No,tt0094606,2002321.0
507,Movie,Romance (drama),Dangerous Liaisons,1988.0,DRAMA ,2.0,C,not in prior list,No,,2002335.0,1001676.0,No,,2002335.0,No,tt0094947,2002335.0
508,Movie,Romance (drama),Made in Heaven,1987.0,DRAMA ,1.71,CLASSIC,not in prior list,No,,2058850.0,1034635.0,No,,2002294.0,Yes,,
509,Movie,Romance (drama),"MAN AND A WOMAN, A: 20 YEARS LATER",1986.0,DRAMA ,1.88,CLASSIC,not in prior list,No,,2002208.0,1001553.0,No,,2002208.0,No,,
510,Movie,Romance (drama),Seven Minutes in Heaven,1986.0,DRAMA ,1.48,C,2002155,No,,2002155.0,1001500.0,No,,2002155.0,No,,
511,Movie,Romance (drama),Revolution,1985.0,DRAMA ,2.11,C,not in prior list,No,,2002157.0,1001502.0,No,,2002157.0,No,,
512,Movie,Romance (drama),Twice In a Lifetime,1985.0,DRAMA ,1.95,CLASSIC,not in prior list,No,,2026852.0,1020782.0,No,,2026852.0,No,,
513,Movie,Romance (drama),Love and Money,1982.0,DRAMA ,1.5,CLASSIC,not in prior list,No,,2011635.0,1009327.0,No,,2011635.0,No,,
514,Movie,Romance (drama),Rich and Famous,1981.0,DRAMA ,1.95,CLASSIC,not in prior list,No,,2011948.0,1009603.0,No,,2011948.0,No,tt0082992,2011948.0
515,Movie,Romance (drama),"Postman Always Rings Twice, The",1981.0,DRAMA ,2.05,C,not in prior list,No,,2007906.0,1005939.0,No,,2032885.0,Yes,tt0082934,2032885.0
516,Movie,Romance (drama),Honeysuckle Rose,1980.0,DRAMA ,2.0,CLASSIC,not in prior list,No,,2001959.0,1001309.0,No,,2001959.0,No,,
517,Movie,Romance (drama),McCabe and Mrs. Miller,1971.0,DRAMA ,1.78,CLASSIC,2001599,No,,2001599.0,1000964.0,No,,2001599.0,No,tt0067411,2001599.0
518,Movie,Romance (drama),Death in Venice,1971.0,DRAMA ,2.18,CLASSIC,not in prior list,No,,2001597.0,1000962.0,No,,2001597.0,No,,
519,Movie,Romance (drama),House of Dark Shadows,1970.0,DRAMA ,1.6,CLASSIC,not in prior list,No,,2010590.0,1008357.0,No,,2010590.0,No,,
520,Movie,Romance (drama),Double Trouble,1967.0,DRAMA ,1.5,CLASSIC,not in prior list,No,,2008547.0,1006516.0,No,,2009929.0,Yes,tt0061595,2009929.0
521,Movie,Romance (drama),More Than a Miracle,1967.0,DRAMA ,1.75,CLASSIC,not in prior list,No,,2009925.0,1007814.0,No,,2009925.0,No,,
522,Movie,Romance (drama),Gentle Rain,1966.0,DRAMA ,1.63,CLASSIC,not in prior list,No,,2000752.0,1000706.0,No,,2000752.0,No,,
523,Movie,Romance (drama),"Young Lovers, The",1964.0,DRAMA ,1.81,CLASSIC,not in prior list,No,,2009727.0,1007624.0,No,,2009727.0,No,,
524,Movie,Romance (drama),In the Cool of the Day,1963.0,DRAMA ,1.48,CLASSIC,2009544,No,,2009544.0,1007455.0,No,,2009544.0,No,,
525,Movie,Romance (drama),Sweet Bird of Youth,1962.0,DRAMA ,2.0,CLASSIC,2009412,No,,2009412.0,1007328.0,No,,2009412.0,No,tt0056541,2009412.0
526,Movie,Romance (drama),Two Weeks in Another Town,1962.0,DRAMA ,1.78,CLASSIC,not in prior list,No,,2009422.0,1007338.0,No,,2009422.0,No,,
527,Movie,Romance (drama),"Roman Spring of Mrs. Stone, The",1961.0,DRAMA ,1.73,CLASSIC,not in prior list,No,,2000700.0,1000678.0,No,,2000700.0,No,,
528,Movie,Romance (drama),Splendor in the Grass,1961.0,DRAMA ,2.06,CLASSIC,not in prior list,No,,2000695.0,1000673.0,No,,2000695.0,No,tt0055471,2000695.0
529,Movie,Romance (drama),Angel Baby,1961.0,DRAMA ,1.61,CLASSIC,not in prior list,No,,2066372.0,1037308.0,No,,2000737.0,Yes,,
530,Movie,Romance (drama),Parrish,1961.0,DRAMA ,2.3,CLASSIC,not in prior list,No,,2000677.0,1000655.0,No,,2000677.0,No,,
531,Movie,Romance (drama),"Sins of Rachel Cade, The",1961.0,DRAMA ,2.06,CLASSIC,not in prior list,No,,2000664.0,1000643.0,No,,2000664.0,No,,
532,Movie,Romance (drama),Butterfield 8,1960.0,DRAMA ,1.81,CLASSIC,not in prior list,No,,2009298.0,1007220.0,No,,2009298.0,No,tt0053622,2009298.0
533,Movie,Romance (drama),"Miracle, The (1959)",1960.0,DRAMA ,2.01,CLASSIC,not in prior list,No,,2000642.0,1000621.0,No,,2000642.0,No,,
534,Movie,Romance (drama),For the First Time,1959.0,DRAMA ,1.61,CLASSIC,not in prior list,No,,2009188.0,1007114.0,No,,2009188.0,No,,
535,Movie,Romance (drama),"American in Paris, An",1951.0,DRAMA ,1.91,B,not in prior list,No,,2008299.0,1006284.0,No,,2008299.0,No,tt0043278,2008299.0
536,Movie,Romance (drama),"Company She Keeps, The",1951.0,DRAMA ,1.36,CLASSIC,not in prior list,No,,2004189.0,1003296.0,No,,2004189.0,No,,
537,Movie,Romance (drama),"Life of Her Own, A",1950.0,DRAMA ,1.8,CLASSIC,not in prior list,No,,2008202.0,1006200.0,No,,2008202.0,No,,
538,Movie,Romance (drama),"Miniver Story, The",1950.0,DRAMA ,1.73,CLASSIC,not in prior list,No,,2008213.0,1006210.0,No,,2008213.0,No,,
539,Movie,Romance (drama),Little Women (1949),1949.0,DRAMA ,2.03,CLASSIC,not in prior list,No,,2008083.0,1006100.0,No,,2008083.0,No,tt0041594,2008083.0
540,Movie,Westerns,Unforgiven,1992.0,WESTERN,2.18,A,not in prior list,Yes,,2003070.0,1002212.0,No,,2003070.0,No,tt0105695,2003070.0
541,Movie,Westerns,"Outlaw Josey Wales, The",1976.0,WESTERN,2.25,A,not in prior list,Yes,,2001792.0,1001149.0,No,,2001792.0,No,tt0075029,2001792.0
542,Movie,Westerns,Wild Wild West,1999.0,ADVENTURE ,1.78,A,not in prior list,Yes,,2003709.0,1002832.0,No,,,,,
543,Movie,Westerns,City Slickers,1991.0,COMEDY ,1.9,B,not in prior list,Yes,,2015288.0,1011841.0,No,,2015288.0,No,tt0101587,2015288.0
544,Movie,Westerns,Maverick (1994),1994.0,COMEDY ,2.15,B,not in prior list,Yes,,2003311.0,1002434.0,No,,2003311.0,No,tt0110478,2003311.0
545,Movie,Westerns,City Slickers II: The Legend of Curly's Gold,1994.0,COMEDY ,1.98,B,not in prior list,Yes,,2015302.0,1011855.0,No,,2015302.0,No,tt0109439,2015302.0
546,Movie,Westerns,Appaloosa,2008.0,DRAMA ,1.93,C,not in prior list,Yes,,2047827.0,1029085.0,No,,2047827.0,No,tt0800308,2047827.0
547,Movie,Westerns,Flashpoint,1984.0,ACTION ,1.58,C,not in prior list,Yes,,2018073.0,1014091.0,Yes,,2018073.0,No,tt0087268,2018073.0
548,Movie,Westerns,"Silent Stranger, The",1975.0,WESTERN ,1.53,CLASSIC,not in prior list,No,x,2011028.0,1008774.0,No,,,,,
549,Movie,Westerns,Pocket Money,1974.0,WESTERN,1.7,CLASSIC,not in prior list,No,x,2003511.0,1002634.0,No,,,,,
550,Movie,Westerns,Red Sun,1974.0,WESTERN,1.86,CLASSIC,not in prior list,No,x,2003517.0,1002640.0,No,,2003517.0,No,,
551,Movie,Westerns,"Deadly Trackers, The",1973.0,WESTERN ,1.83,CLASSIC,not in prior list,No,x,2001656.0,1001019.0,No,,2001656.0,No,,
552,Movie,Westerns,"Train Robbers, The",1973.0,WESTERN,1.53,C,2001638,No,x,2001638.0,1001002.0,No,,2001638.0,No,,
553,Movie,Westerns,Pat Garrett & Billy The Kid,1973.0,WESTERN,1.75,CLASSIC,not in prior list,No,x,2010839.0,1008595.0,No,,2010839.0,No,,
554,Movie,Westerns,"Life and Times of Judge Roy Bean, The",1972.0,WESTERN,2.0,CLASSIC,not in prior list,No,x,2003528.0,1002651.0,No,,2003528.0,No,tt0068853,2003528.0
555,Movie,Westerns,There Was a Crooked Man,1971.0,WESTERN,2.06,CLASSIC,not in prior list,No,x,2001589.0,1000954.0,No,,,,,
556,Movie,Westerns,El Condor,1970.0,WESTERN ,1.63,CLASSIC,not in prior list,No,x,2003488.0,1002611.0,No,,2003488.0,No,,
557,Movie,Westerns,"Good Guys and the Bad Guys, The",1969.0,WESTERN,1.51,CLASSIC,not in prior list,No,x,2001560.0,1000925.0,No,,2001560.0,No,,
558,Movie,Westerns,"Five Man Army, The",1969.0,WESTERN ,1.78,CLASSIC,not in prior list,No,x,2010478.0,1008245.0,No,,2010478.0,No,,
559,Movie,Westerns,Charro,1969.0,WESTERN ,1.63,C,not in prior list,No,x,2003474.0,1002597.0,No,,2003474.0,No,,
560,Movie,Westerns,Guns for San Sebastian,1968.0,WESTERN,1.85,CLASSIC,not in prior list,No,x,2010013.0,1007900.0,No,,2010013.0,No,,
561,Movie,Westerns,White Comanche,1968.0,WESTERN,1.5,CLASSIC,not in prior list,No,x,2009994.0,1007881.0,No,,2009994.0,No,,
562,Movie,Westerns,Hate for Hate,1967.0,WESTERN,1.31,CLASSIC,not in prior list,No,x,2010043.0,1007929.0,No,,,,,
563,Movie,Westerns,"Last Challenge, The",1967.0,WESTERN ,1.75,CLASSIC,not in prior list,No,x,2010000.0,1007887.0,No,,2010000.0,No,,
564,Movie,Westerns,Return of the Gunfighter,1967.0,WESTERN,1.66,CLASSIC,not in prior list,No,,2012025.0,1009679.0,No,,2009945.0,Yes,,
565,Movie,Westerns,Ringo and his Golden Pistol,1966.0,WESTERN,1.46,CLASSIC,not in prior list,No,,2009861.0,1007751.0,No,,2009861.0,No,tt0060563,2009861.0
566,Movie,Westerns,Son of a Gunfighter,1966.0,WESTERN,1.53,CLASSIC,not in prior list,No,,2009839.0,1007729.0,No,,,,,
567,Movie,Westerns,"Distant Trumpet, A",1964.0,WESTERN ,1.91,CLASSIC,not in prior list,No,,2001367.0,1000735.0,No,,2001367.0,No,,
568,Movie,Westerns,"Outrage, The",1964.0,WESTERN,1.61,CLASSIC,not in prior list,No,,2009731.0,1007628.0,No,,2009731.0,No,,
569,Movie,Westerns,"Gunfight at Comanche Creek, The",1963.0,WESTERN,1.5,CLASSIC,not in prior list,No,,2002372.0,1001713.0,No,,2002372.0,No,,
570,Movie,Westerns,"Gun Hawk, The",1963.0,WESTERN,1.53,CLASSIC,not in prior list,No,,2000754.0,1000706.0,No,,2000754.0,No,,
571,Movie,Westerns,Cattle King,1963.0,WESTERN,1.46,CLASSIC,not in prior list,No,,2009550.0,1007461.0,No,,2009550.0,No,,
572,Movie,Westerns,Rider on a Dead Horse,1962.0,WESTERN,1.2,CLASSIC,not in prior list,No,,2001106.0,1000706.0,No,,2001106.0,No,,
573,Movie,Westerns,Ride the High Country,1962.0,WESTERN ,1.56,CLASSIC,not in prior list,No,,2009417.0,1007333.0,No,,2009417.0,No,tt0056412,2009417.0
574,Movie,Westerns,"Plunderers, The",1960.0,WESTERN,1.56,CLASSIC,not in prior list,No,,2001081.0,1000706.0,No,,2001081.0,No,,
575,Movie,Westerns,Yellowstone Kelly,1960.0,WESTERN ,1.51,CLASSIC,not in prior list,No,,2000637.0,1000616.0,No,,2000637.0,No,,
576,Movie,Westerns,Rio Bravo,1959.0,WESTERN,2.36,C,2000620,No,,2000620.0,1000599.0,No,,2000620.0,No,tt0053221,2000620.0
577,Movie,Westerns,Born Reckless,1959.0,WESTERN ,1.31,CLASSIC,not in prior list,No,,2000623.0,1000602.0,No,,,,,
