Type,Channel,Title,Year,Genre,Runtime,Bucket,MPM from Prior List,Tentpole,Additional Titles to Pull,PRODUCT ID,Product ID,Co-Fi?,,UPDATED PRODUCT ID,Different than Original?
Movie,Crime/Noir,Criminal Court,1946,DRAMA ,1.05,CLASSIC,not in prior list,No,,2004345,1003446,No,,2004345,No
Movie,Crime/Noir,Deadline at Dawn,1946,DRAMA ,1.38,CLASSIC,not in prior list,No,,2004502,1003598,No,,2004502,No
Movie,Crime/Noir,Deception,1946,DRAMA ,1.86,CLASSIC,not in prior list,No,,2004567,1003661,No,,2004567,No
Movie,Crime/Noir,"Falcon's Alibi, The",1946,DRAMA ,1.03,CLASSIC,not in prior list,No,,2005675,1004447,No,,2005675,No
Movie,Crime/Noir,Her Kind of Man,1946,DRAMA ,1.3,CLASSIC,not in prior list,No,,2006764,1005505,No,,2006764,No
Movie,Crime/Noir,"Hoodlum Saint, The",1946,DRAMA ,1.51,CLASSIC,not in prior list,No,,2007904,1005937,No,,2007904,No
Movie,Crime/Noir,Hotel Reserve,1946,DRAMA ,1.31,CLASSIC,not in prior list,No,,2006781,1005520,No,,2006781,No
Movie,Crime/Noir,Johnny Angel,1946,DRAMA ,1.31,CLASSIC,not in prior list,No,,2007704,1005767,No,,#N/A,#N/A
Movie,Crime/Noir,Lady in the Lake,1946,DRAMA ,1.71,CLASSIC,2007961,No,,2007961,1005990,No,,#N/A,#N/A
Movie,Crime/Noir,"Locket, The",1946,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008101,1006113,No,,2008101,No
Movie,Crime/Noir,"Mighty McGurk, The",1946,DRAMA ,1.41,CLASSIC,not in prior list,No,,2007960,1005989,No,,#N/A,#N/A
Movie,Crime/Noir,Nobody Lives Forever,1946,DRAMA ,1.66,CLASSIC,not in prior list,No,,2009430,1007346,No,,2009430,No
Movie,Crime/Noir,Shadow of a Woman,1946,DRAMA ,1.3,CLASSIC,not in prior list,No,,2011127,1008867,No,,2011127,No
Movie,Crime/Noir,Step by Step,1946,DRAMA ,1.03,CLASSIC,not in prior list,No,,2011980,1009635,No,,2011980,No
Movie,Romance (drama),"STAR IS BORN, A (2018)",2018,DRAMA ,2.26,A,not in prior list,Yes,,2024779,1018949,Yes,,2024779,No
Movie,Romance (drama),"Notebook, The",2004,DRAMA ,2.02,A,not in prior list,Yes,,2016856,1013181,No,,2016856,No
Movie,Romance (drama),"Lucky One, The",2012,DRAMA ,1.68,A,not in prior list,Yes,,2051484,1031174,Yes,,2051484,No
Movie,Romance (drama),P.S. I Love You,2007,DRAMA ,2.12,A,not in prior list,Yes,,2026267,1020317,No,,2026267,No
Movie,Romance (drama),"Bridges of Madison County, The",1995,DRAMA ,2.25,A,not in prior list,Yes,,2003320,1002443,No,,2003320,No
Movie,Romance (drama),Love & Basketball,2000,DRAMA ,2.08,A,not in prior list,Yes,,2016840,1013165,No,,2016840,No
Movie,Romance (drama),"Time Traveler's Wife, The",2009,DRAMA ,1.75,A,not in prior list,Yes,,2047070,1028736,No,,2047070,No
Movie,Romance (drama),"American President, The",1995,DRAMA ,1.92,A,not in prior list,Yes,,2015319,1011872,No,,2015319,No
Movie,Romance (drama),Practical Magic,1998,DRAMA ,1.75,A,not in prior list,Yes,,2003662,1002785,Yes,,2003662,No
Movie,Romance (drama),"Lake House, The",2006,DRAMA ,1.63,A,not in prior list,Yes,,2025472,1019662,Yes,,2025472,No
Movie,Romance (drama),Message in a Bottle,1999,DRAMA ,2.10,A,not in prior list,Yes,,2003668,1002791,No,,2003668,No
Movie,Romance (drama),Tin Cup,1996,DRAMA ,2.25,A,not in prior list,Yes,,2003423,1002546,Yes,,2003423,No
Movie,Romance (drama),City of Angels,1998,FANTASY ,1.93,A,not in prior list,Yes,,2003647,1002770,Yes,,2003647,No
Movie,Romance (drama),Me Before You,2016,DRAMA ,1.83,B,not in prior list,Yes,,2068798,1038618,Yes,,2068798,No
Movie,Romance (drama),"Great Gatsby, The",2013,DRAMA ,2.36,A,not in prior list,Yes,,2064057,1036487,No,,2056944,Yes
Movie,Romance (drama),Winter's Tale,2014,DRAMA ,1.96,B,not in prior list,No,x,2039295,1025244,No,,2039295,No
Movie,Romance (drama),Snow Angels,2008,DRAMA ,1.8,C,not in prior list,No,x,2045497,1027873,No,,#N/A,#N/A
Movie,Romance (drama),Love in the Time of Cholera,2007,DRAMA ,2.3,C,not in prior list,No,x,2046390,1028326,No,,2046390,No
Movie,Romance (drama),"Fountain, The",2006,DRAMA ,1.61,C,not in prior list,No,x,2005781,1004547,No,,2034811,Yes
Movie,Romance (drama),Little Children,2006,DRAMA ,2.3,C,not in prior list,No,x,2040155,1025504,No,,2040155,No
Movie,Romance (drama),"Science of Sleep, The",2006,DRAMA ,1.78,C,not in prior list,No,x,2041944,1026217,No,,2041944,No
Movie,Romance (drama),Eros,2005,DRAMA ,1.8,C,not in prior list,No,x,2025658,1019838,No,,#N/A,#N/A
Movie,Romance (drama),MAR ADENTRO AKA THE SEA INSIDE,2004,DRAMA ,2.11,C,not in prior list,No,x,2035950,1024275,No,,2035950,No
Movie,Romance (drama),A Very Long Engagement,2004,DRAMA ,2.23,C,not in prior list,No,x,2026535,1020535,No,,#N/A,#N/A
Movie,Romance (drama),We Don't Live Here Anymore,2004,DRAMA ,1.65,C,not in prior list,No,x,2027316,1021222,No,,2027316,No
Movie,Romance (drama),"Home at the End of the World, A",2004,DRAMA ,1.61,C,not in prior list,No,x,2026744,1020663,No,,2026744,No
Movie,Romance (drama),"Majestic, The",2001,DRAMA ,2.5,C,not in prior list,No,,2004656,1003747,Yes,,2004656,No
Movie,Romance (drama),Sweet November,2001,DRAMA ,1.9,B,not in prior list,No,,2004605,1003696,No,,#N/A,#N/A
Movie,Romance (drama),Proof of Life,2000,DRAMA ,2.26,C,not in prior list,No,,2004603,1003694,No,,#N/A,#N/A
Movie,Romance (drama),Liberty Heights,1999,DRAMA ,2.03,C,not in prior list,No,,2003714,1002837,No,,2003714,No
Movie,Romance (drama),One Night Stand,1997,DRAMA ,1.71,C,not in prior list,No,,2017088,1013397,No,,2017088,No
Movie,Romance (drama),Julian Po,1997,DRAMA ,1.5,C,not in prior list,No,,2017066,1013375,No,,2017066,No
Movie,Romance (drama),For Roseanna,1997,DRAMA ,1.66,C,not in prior list,No,,2017091,1013400,No,,2017091,No
Movie,Romance (drama),Addicted to Love,1997,DRAMA ,1.6,C,not in prior list,No,,2003561,1002684,No,,#N/A,#N/A
Movie,Romance (drama),Carried Away,1996,DRAMA ,1.78,C,not in prior list,No,,2017025,1013335,No,,2017025,No
Movie,Romance (drama),Bed Of Roses (1996),1996,DRAMA ,1.46,C,not in prior list,No,,2016669,1012995,No,,2016669,No
Movie,Romance (drama),Othello (1995),1995,DRAMA ,2.06,C,2015320,No,,2015320,1011873,No,,2015320,No
Movie,Romance (drama),Frankie Starlight,1995,DRAMA ,1.66,C,not in prior list,No,,2017018,1013328,No,,2017018,No
Movie,Romance (drama),"Run of the Country, The",1995,DRAMA ,1.81,C,not in prior list,No,,2015317,1011870,No,,2015317,No
Movie,Romance (drama),Something to Talk About,1995,DRAMA ,1.7,C,not in prior list,No,,2003382,1002505,No,,2003382,No
Movie,Romance (drama),Don Juan Demarco,1995,DRAMA ,1.5,C,not in prior list,No,,2016992,1013302,No,,2016992,No
Movie,Romance (drama),"Last Ride, The",1995,DRAMA ,1.63,C,not in prior list,No,,2008047,1006065,No,,#N/A,#N/A
Movie,Romance (drama),Love Affair (1994),1994,DRAMA ,1.8,C,2003269,No,,2003269,1002392,No,,2003269,No
Movie,Romance (drama),Arizona Dream,1994,DRAMA ,1.98,C,not in prior list,No,,2003328,1002451,No,,#N/A,#N/A
Movie,Romance (drama),Fearless,1993,DRAMA ,2.03,C,not in prior list,No,,2063070,1036075,No,,#N/A,#N/A
Movie,Romance (drama),M. Butterfly,1993,DRAMA ,1.66,C,not in prior list,No,,2003264,1002387,No,,2003264,No
Movie,Romance (drama),Damage,1992,DRAMA ,1.85,C,not in prior list,No,,2016694,1013020,No,,2016694,No
Movie,Romance (drama),Pure Country,1992,DRAMA ,1.86,C,not in prior list,No,,2003084,1002226,No,,2003084,No
Movie,Romance (drama),Simple Men,1992,DRAMA ,1.75,C,not in prior list,No,,2016791,1013117,No,,2016791,No
Movie,Romance (drama),Where Angels Fear To Tread,1992,DRAMA ,1.86,C,not in prior list,No,,2016819,1013144,No,,2016819,No
Movie,Romance (drama),Meeting Venus,1991,DRAMA ,1.96,C,not in prior list,No,,2002539,1001877,No,,2002539,No
Movie,Romance (drama),My Own Private Idaho,1991,DRAMA ,1.7,C,2016762,No,,2016762,1013088,No,,2016762,No
Movie,Romance (drama),Dogfight,1991,DRAMA ,1.56,C,not in prior list,No,,2002532,1001870,No,,2002532,No
Movie,Romance (drama),Defending Your Life,1991,DRAMA ,1.85,C,not in prior list,No,,2002480,1001818,No,,2002480,No
Movie,Romance (drama),Men Don't Leave,1990,DRAMA ,1.91,C,not in prior list,No,,2002422,1001760,No,,2002422,No
Movie,Romance (drama),See You in the Morning,1989,DRAMA ,1.98,C,not in prior list,No,,2002407,1001745,No,,2002407,No
Movie,Romance (drama),"Accidental Tourist, The",1988,DRAMA ,2.08,C,not in prior list,No,,2002321,1001662,No,,2002321,No
Movie,Romance (drama),Dangerous Liaisons,1988,DRAMA ,2,C,not in prior list,No,,2002335,1001676,No,,2002335,No
Movie,Romance (drama),Made in Heaven,1987,DRAMA ,1.71,CLASSIC,not in prior list,No,,2058850,1034635,No,,2002294,Yes
Movie,Romance (drama),"MAN AND A WOMAN, A: 20 YEARS LATER",1986,DRAMA ,1.88,CLASSIC,not in prior list,No,,2002208,1001553,No,,2002208,No
Movie,Romance (drama),Seven Minutes in Heaven,1986,DRAMA ,1.48,C,2002155,No,,2002155,1001500,No,,2002155,No
Movie,Romance (drama),Revolution,1985,DRAMA ,2.11,C,not in prior list,No,,2002157,1001502,No,,2002157,No
Movie,Romance (drama),Twice In a Lifetime,1985,DRAMA ,1.95,CLASSIC,not in prior list,No,,2026852,1020782,No,,2026852,No
Movie,Romance (drama),Love and Money,1982,DRAMA ,1.5,CLASSIC,not in prior list,No,,2011635,1009327,No,,2011635,No
Movie,Romance (drama),Rich and Famous,1981,DRAMA ,1.95,CLASSIC,not in prior list,No,,2011948,1009603,No,,2011948,No
Movie,Romance (drama),"Postman Always Rings Twice, The",1981,DRAMA ,2.05,C,not in prior list,No,,2007906,1005939,No,,2032885,Yes
Movie,Romance (drama),Honeysuckle Rose,1980,DRAMA ,2,CLASSIC,not in prior list,No,,2001959,1001309,No,,2001959,No
Movie,Romance (drama),McCabe and Mrs. Miller,1971,DRAMA ,1.78,CLASSIC,2001599,No,,2001599,1000964,No,,2001599,No
Movie,Romance (drama),Death in Venice,1971,DRAMA ,2.18,CLASSIC,not in prior list,No,,2001597,1000962,No,,2001597,No
Movie,Romance (drama),House of Dark Shadows,1970,DRAMA ,1.6,CLASSIC,not in prior list,No,,2010590,1008357,No,,2010590,No
Movie,Romance (drama),Double Trouble,1967,DRAMA ,1.5,CLASSIC,not in prior list,No,,2008547,1006516,No,,2009929,Yes
Movie,Romance (drama),More Than a Miracle,1967,DRAMA ,1.75,CLASSIC,not in prior list,No,,2009925,1007814,No,,2009925,No
Movie,Romance (drama),Gentle Rain,1966,DRAMA ,1.63,CLASSIC,not in prior list,No,,2000752,1000706,No,,2000752,No
Movie,Romance (drama),"Young Lovers, The",1964,DRAMA ,1.81,CLASSIC,not in prior list,No,,2009727,1007624,No,,2009727,No
Movie,Romance (drama),In the Cool of the Day,1963,DRAMA ,1.48,CLASSIC,2009544,No,,2009544,1007455,No,,2009544,No
Movie,Romance (drama),Sweet Bird of Youth,1962,DRAMA ,2,CLASSIC,2009412,No,,2009412,1007328,No,,2009412,No
Movie,Romance (drama),Two Weeks in Another Town,1962,DRAMA ,1.78,CLASSIC,not in prior list,No,,2009422,1007338,No,,2009422,No
Movie,Romance (drama),"Roman Spring of Mrs. Stone, The",1961,DRAMA ,1.73,CLASSIC,not in prior list,No,,2000700,1000678,No,,2000700,No
Movie,Romance (drama),Splendor in the Grass,1961,DRAMA ,2.06,CLASSIC,not in prior list,No,,2000695,1000673,No,,2000695,No
Movie,Romance (drama),Angel Baby,1961,DRAMA ,1.61,CLASSIC,not in prior list,No,,2066372,1037308,No,,2000737,Yes
Movie,Romance (drama),Parrish,1961,DRAMA ,2.3,CLASSIC,not in prior list,No,,2000677,1000655,No,,2000677,No
Movie,Romance (drama),"Sins of Rachel Cade, The",1961,DRAMA ,2.06,CLASSIC,not in prior list,No,,2000664,1000643,No,,2000664,No
Movie,Romance (drama),Butterfield 8,1960,DRAMA ,1.81,CLASSIC,not in prior list,No,,2009298,1007220,No,,2009298,No
Movie,Romance (drama),"Miracle, The (1959)",1960,DRAMA ,2.01,CLASSIC,not in prior list,No,,2000642,1000621,No,,2000642,No
Movie,Romance (drama),For the First Time,1959,DRAMA ,1.61,CLASSIC,not in prior list,No,,2009188,1007114,No,,2009188,No
Movie,Romance (drama),"American in Paris, An",1951,DRAMA ,1.91,B,not in prior list,No,,2008299,1006284,No,,2008299,No
Movie,Romance (drama),"Company She Keeps, The",1951,DRAMA ,1.36,CLASSIC,not in prior list,No,,2004189,1003296,No,,2004189,No
Movie,Romance (drama),"Life of Her Own, A",1950,DRAMA ,1.8,CLASSIC,not in prior list,No,,2008202,1006200,No,,2008202,No
Movie,Romance (drama),"Miniver Story, The",1950,DRAMA ,1.73,CLASSIC,not in prior list,No,,2008213,1006210,No,,2008213,No
Movie,Romance (drama),Little Women (1949),1949,DRAMA ,2.03,CLASSIC,not in prior list,No,,2008083,1006100,No,,2008083,No
Movie,Westerns,Unforgiven,1992,WESTERN,2.18,A,not in prior list,Yes,,2003070,1002212,No,,2003070,No
Movie,Westerns,"Outlaw Josey Wales, The",1976,WESTERN,2.25,A,not in prior list,Yes,,2001792,1001149,No,,2001792,No
Movie,Westerns,Wild Wild West,1999,ADVENTURE ,1.78,A,not in prior list,Yes,,2003709,1002832,No,,#N/A,#N/A
Movie,Westerns,City Slickers,1991,COMEDY ,1.90,B,not in prior list,Yes,,2015288,1011841,No,,2015288,No
Movie,Westerns,Maverick (1994),1994,COMEDY ,2.15,B,not in prior list,Yes,,2003311,1002434,No,,2003311,No
Movie,Westerns,City Slickers II: The Legend of Curly's Gold,1994,COMEDY ,1.98,B,not in prior list,Yes,,2015302,1011855,No,,2015302,No
Movie,Westerns,Appaloosa,2008,DRAMA ,1.93,C,not in prior list,Yes,,2047827,1029085,No,,2047827,No
Movie,Westerns,Flashpoint,1984,ACTION ,1.58,C,not in prior list,Yes,,2018073,1014091,Yes,,2018073,No
Movie,Westerns,"Silent Stranger, The",1975,WESTERN ,1.53,CLASSIC,not in prior list,No,x,2011028,1008774,No,,#N/A,#N/A
Movie,Westerns,Pocket Money,1974,WESTERN,1.7,CLASSIC,not in prior list,No,x,2003511,1002634,No,,#N/A,#N/A
Movie,Westerns,Red Sun,1974,WESTERN,1.86,CLASSIC,not in prior list,No,x,2003517,1002640,No,,2003517,No
Movie,Westerns,"Deadly Trackers, The",1973,WESTERN ,1.83,CLASSIC,not in prior list,No,x,2001656,1001019,No,,2001656,No
Movie,Westerns,"Train Robbers, The",1973,WESTERN,1.53,C,2001638,No,x,2001638,1001002,No,,2001638,No
Movie,Westerns,Pat Garrett & Billy The Kid,1973,WESTERN,1.75,CLASSIC,not in prior list,No,x,2010839,1008595,No,,2010839,No
Movie,Westerns,"Life and Times of Judge Roy Bean, The",1972,WESTERN,2,CLASSIC,not in prior list,No,x,2003528,1002651,No,,2003528,No
Movie,Westerns,There Was a Crooked Man,1971,WESTERN,2.06,CLASSIC,not in prior list,No,x,2001589,1000954,No,,#N/A,#N/A
Movie,Westerns,El Condor,1970,WESTERN ,1.63,CLASSIC,not in prior list,No,x,2003488,1002611,No,,2003488,No
Movie,Westerns,"Good Guys and the Bad Guys, The",1969,WESTERN,1.51,CLASSIC,not in prior list,No,x,2001560,1000925,No,,2001560,No
Movie,Westerns,"Five Man Army, The",1969,WESTERN ,1.78,CLASSIC,not in prior list,No,x,2010478,1008245,No,,2010478,No
Movie,Westerns,Charro,1969,WESTERN ,1.63,C,not in prior list,No,x,2003474,1002597,No,,2003474,No
Movie,Westerns,Guns for San Sebastian,1968,WESTERN,1.85,CLASSIC,not in prior list,No,x,2010013,1007900,No,,2010013,No
Movie,Westerns,White Comanche,1968,WESTERN,1.5,CLASSIC,not in prior list,No,x,2009994,1007881,No,,2009994,No
Movie,Westerns,Hate for Hate,1967,WESTERN,1.31,CLASSIC,not in prior list,No,x,2010043,1007929,No,,#N/A,#N/A
Movie,Westerns,"Last Challenge, The",1967,WESTERN ,1.75,CLASSIC,not in prior list,No,x,2010000,1007887,No,,2010000,No
Movie,Westerns,Return of the Gunfighter,1967,WESTERN,1.66,CLASSIC,not in prior list,No,,2012025,1009679,No,,2009945,Yes
Movie,Westerns,Ringo and his Golden Pistol,1966,WESTERN,1.46,CLASSIC,not in prior list,No,,2009861,1007751,No,,2009861,No
Movie,Westerns,Son of a Gunfighter,1966,WESTERN,1.53,CLASSIC,not in prior list,No,,2009839,1007729,No,,#N/A,#N/A
Movie,Westerns,"Distant Trumpet, A",1964,WESTERN ,1.91,CLASSIC,not in prior list,No,,2001367,1000735,No,,2001367,No
Movie,Westerns,"Outrage, The",1964,WESTERN,1.61,CLASSIC,not in prior list,No,,2009731,1007628,No,,2009731,No
Movie,Westerns,"Gunfight at Comanche Creek, The",1963,WESTERN,1.5,CLASSIC,not in prior list,No,,2002372,1001713,No,,2002372,No
Movie,Westerns,"Gun Hawk, The",1963,WESTERN,1.53,CLASSIC,not in prior list,No,,2000754,1000706,No,,2000754,No
Movie,Westerns,Cattle King,1963,WESTERN,1.46,CLASSIC,not in prior list,No,,2009550,1007461,No,,2009550,No
Movie,Westerns,Rider on a Dead Horse,1962,WESTERN,1.2,CLASSIC,not in prior list,No,,2001106,1000706,No,,2001106,No
Movie,Westerns,Ride the High Country,1962,WESTERN ,1.56,CLASSIC,not in prior list,No,,2009417,1007333,No,,2009417,No
Movie,Westerns,"Plunderers, The",1960,WESTERN,1.56,CLASSIC,not in prior list,No,,2001081,1000706,No,,2001081,No
Movie,Westerns,Yellowstone Kelly,1960,WESTERN ,1.51,CLASSIC,not in prior list,No,,2000637,1000616,No,,2000637,No
Movie,Westerns,Rio Bravo,1959,WESTERN,2.36,C,2000620,No,,2000620,1000599,No,,2000620,No
Movie,Westerns,Born Reckless,1959,WESTERN ,1.31,CLASSIC,not in prior list,No,,2000623,1000602,No,,#N/A,#N/A
Movie,Westerns,Westbound,1959,WESTERN ,1.15,CLASSIC,not in prior list,No,,2000622,1000601,No,,2000622,No
Movie,Westerns,Gunsmoke in Tucson,1958,WESTERN,1.31,CLASSIC,not in prior list,No,,2000953,1000706,No,,2000953,No
Movie,Westerns,Snowfire,1958,WESTERN ,1.21,CLASSIC,not in prior list,No,,2004246,1003350,No,,2004246,No
Movie,Westerns,Quantrill's Raiders,1958,WESTERN ,1.2,CLASSIC,not in prior list,No,,2001083,1000706,No,,2001083,No
Movie,Westerns,"Cole Younger, Gunfighter",1958,WESTERN,1.3,CLASSIC,not in prior list,No,,2000865,1000706,No,,2000865,No
Movie,Westerns,"Left Handed Gun, The",1958,WESTERN ,1.7,CLASSIC,not in prior list,No,,2000596,1000575,No,,2000596,No
Movie,Westerns,Badman's Country,1958,WESTERN,1.2,CLASSIC,not in prior list,No,,2000602,1000581,No,,2000602,No
Movie,Westerns,Black Patch,1958,WESTERN,1.38,CLASSIC,not in prior list,No,,2000583,1000562,No,,#N/A,#N/A
Movie,Westerns,Fort Dobbs,1958,WESTERN ,1.5,CLASSIC,not in prior list,No,,2000590,1000569,No,,2000590,No
Movie,Westerns,Saddle the Wind,1958,WESTERN,1.4,CLASSIC,not in prior list,No,,2008991,1006927,No,,2008991,No
Movie,Westerns,Oregon Passage,1957,WESTERN ,1.36,CLASSIC,not in prior list,No,,2000765,1000706,No,,2000765,No
Movie,Westerns,"Oklahoman, The",1957,WESTERN,1.33,CLASSIC,not in prior list,No,,2001057,1000706,No,,2001057,No
Movie,Westerns,"Burning Hills, The",1957,WESTERN ,1.56,CLASSIC,not in prior list,No,,2000530,1000509,No,,#N/A,#N/A
Movie,Westerns,"Hired Gun, The",1957,WESTERN ,1.05,CLASSIC,not in prior list,No,,2008969,1006910,No,,2008969,No
Movie,Westerns,Run of the Arrow,1957,WESTERN ,1.43,CLASSIC,not in prior list,No,,2008844,1006796,No,,2008844,No
Movie,Westerns,Shoot Out at Medicine Bend,1957,WESTERN,1.45,CLASSIC,not in prior list,No,,2000540,1000519,No,,2000540,No
Movie,Westerns,Young Guns,1956,WESTERN,1.4,CLASSIC,not in prior list,No,,2003045,1002187,No,,#N/A,#N/A
Movie,Westerns,Canyon River,1956,WESTERN,1.33,CLASSIC,not in prior list,No,,2000744,1000706,No,,2000744,No
Movie,Westerns,"First Texan, The",1956,WESTERN ,1.36,CLASSIC,not in prior list,No,,2000913,1000706,No,,2000913,No
Movie,Westerns,"Naked Hills, The",1956,WESTERN,1.21,CLASSIC,not in prior list,No,,2001045,1000706,No,,2001045,No
Movie,Westerns,"Searchers, The",1956,WESTERN,1.98,C,not in prior list,No,,2000488,1000467,No,,2000488,No
Movie,Westerns,Wichita,1955,WESTERN,1.35,CLASSIC,not in prior list,No,,2001237,1000706,No,,2001237,No
Movie,Westerns,"Bounty Hunter, the",1955,WESTERN,1.31,CLASSIC,not in prior list,No,,2000454,1000433,No,,#N/A,#N/A
Movie,Westerns,Strange Lady in Town,1955,WESTERN ,1.88,CLASSIC,not in prior list,No,,2000462,1000441,No,,2000462,No
Movie,Westerns,Tall Man Riding,1955,WESTERN ,1.38,CLASSIC,not in prior list,No,,2000464,1000443,No,,2000464,No
Movie,Westerns,Desperado,1954,WESTERN,1.36,CLASSIC,not in prior list,No,,2032401,1023532,No,,2000887,Yes
Movie,Westerns,"Forty-Niners, The",1954,WESTERN,1.18,CLASSIC,not in prior list,No,,2000922,1000706,No,,2000922,No
Movie,Westerns,"Boy from Oklahoma, The",1954,WESTERN ,1.46,CLASSIC,not in prior list,No,,2000441,1000420,No,,2000441,No
Movie,Westerns,"Command, The",1954,WESTERN ,1.56,CLASSIC,not in prior list,No,,2000440,1000419,No,,2000440,No
Movie,Westerns,Riding Shotgun,1954,WESTERN,1.25,CLASSIC,not in prior list,No,,2000443,1000422,No,,2000443,No
Movie,Westerns,Thunder Over the Plains,1954,WESTERN ,1.36,CLASSIC,not in prior list,No,,2000436,1000415,No,,#N/A,#N/A
Movie,Westerns,"Fighting Lawman, The",1953,WESTERN ,1.18,CLASSIC,not in prior list,No,,2000912,1000706,No,,2000912,No
Movie,Westerns,Son of Belle Star,1953,WESTERN,1.21,CLASSIC,not in prior list,No,,2000776,1000706,No,,2000776,No
Movie,Westerns,Cow Country,1953,WESTERN,1.36,CLASSIC,not in prior list,No,,2000870,1000706,No,,2000870,No
Movie,Westerns,"Homesteaders, The",1953,WESTERN,1.03,CLASSIC,not in prior list,No,,2000962,1000706,No,,2000962,No
Movie,Westerns,Calamity Jane,1953,WESTERN ,1.68,CLASSIC,not in prior list,No,,2016538,1012864,No,,2000496,Yes
Movie,Westerns,Cattle Town,1953,WESTERN,0.86,CLASSIC,not in prior list,No,,2000405,1000387,No,,#N/A,#N/A
Movie,Westerns,"Moonlighter, The",1953,WESTERN ,1.28,CLASSIC,not in prior list,No,,2000430,1000409,No,,2000430,No
Movie,Westerns,"Ride, Vaquero",1953,WESTERN,1.5,CLASSIC,not in prior list,No,,2008419,1006394,No,,2008419,No
Movie,Westerns,Springfield Rifle,1953,WESTERN ,1.55,CLASSIC,not in prior list,No,,2000402,1000384,No,,#N/A,#N/A
Movie,Westerns,Wyoming Roundup,1952,WESTERN,0.88,CLASSIC,not in prior list,No,,2001245,1000706,No,,2001245,No
Movie,Westerns,"Gunman, The",1952,WESTERN,0.86,CLASSIC,not in prior list,No,,2067793,1038013,No,,2000949,Yes
Movie,Westerns,Carson City,1952,WESTERN,1.46,CLASSIC,not in prior list,No,,2000393,1000375,No,,2000393,No
Movie,Westerns,Desert Passage,1952,WESTERN,1.03,CLASSIC,not in prior list,No,,2004506,1003602,No,,2004506,No
Movie,Westerns,Fort Osage,1952,WESTERN,1.25,CLASSIC,not in prior list,No,,2000920,1000706,No,,2000920,No
Movie,Westerns,"Half-Breed, The",1952,WESTERN ,1.35,CLASSIC,not in prior list,No,,2005947,1004693,No,,2005947,No
Movie,Westerns,Pistol Harvest,1952,WESTERN,1,CLASSIC,not in prior list,No,,2009877,1007767,No,,#N/A,#N/A
Movie,Westerns,Rancho Notorious,1952,WESTERN ,1.48,CLASSIC,not in prior list,No,,2008298,1006283,No,,2008298,No
Movie,Westerns,Road Agent,1952,WESTERN ,1,CLASSIC,not in prior list,No,,2010782,1008539,No,,2010782,No
Movie,Westerns,Saddle Legion,1952,WESTERN,1.01,CLASSIC,not in prior list,No,,2010944,1008691,No,,#N/A,#N/A
Movie,Westerns,Target (1952),1952,WESTERN,1,CLASSIC,not in prior list,No,,2012459,1010059,No,,2012459,No
Movie,Westerns,Trail Guide,1952,WESTERN,1,CLASSIC,not in prior list,No,,2013558,1010947,No,,2013558,No
Movie,Sports,42 (2013),2013,DRAMA ,2.13,A,not in prior list,Yes,,2062442,1035784,No,,2062442,No
Movie,Sports,Space Jam,1996,COMEDY ,1.45,A,not in prior list,Yes,,2003431,1002554,No,,2003431,No
Movie,Sports,"Replacements, The",2000,COMEDY ,1.97,A,not in prior list,Yes,,2004598,1003689,No,,#N/A,#N/A
Movie,Sports,We Are Marshall,2006,DRAMA ,2.20,A,not in prior list,Yes,,2036909,1024674,Yes,,2036909,No
Movie,Sports,Any Given Sunday,1999,DRAMA ,2.63,A,not in prior list,Yes,,2003713,1002836,No,,2003713,No
Movie,Sports,Million Dollar Baby,2004,DRAMA ,2.22,B,not in prior list,Yes,,2008808,1006761,No,,2028163,Yes
Movie,Sports,Trouble With The Curve,2012,DRAMA ,1.85,B,not in prior list,Yes,,2059722,1034992,No,,2059722,No
Movie,Sports,Semi-Pro,2008,COMEDY ,1.53,A,not in prior list,Yes,,2046388,1028121,No,,2046388,No
Movie,Sports,Point Break,1991,ACTION ,2.00,B,not in prior list,Yes,,2041547,1023532,No,,2041547,No
Movie,Sports,Torque,2004,ACTION ,1.40,C,not in prior list,Yes,,2024153,1018481,Yes,,2024153,No
Movie,Sports,American Wrestler: The Wizard (2016),2017,DRAMA ,1.95,C,not in prior list,No,x,2077725,1043645,No,,2077725,No
Movie,Sports,Grudge Match,2013,COMEDY ,1.95,B,not in prior list,No,x,2054937,1033015,No,,2054937,No
Movie,Sports,Thunderstruck,2012,COMEDY ,1.56,C,not in prior list,No,x,2033128,1023532,No,,2057997,Yes
Movie,Sports,Speed Racer,2008,ACTION ,2.25,B,not in prior list,No,x,2002833,1002164,No,,2024975,Yes
Movie,Sports,"Year Of The Yao, The",2005,DOC ,1.5,C,not in prior list,No,x,2036674,1024593,No,,2036674,No
Movie,Sports,Racing Stripes,2005,COMEDY ,1.68,C,not in prior list,No,x,2025674,1019854,No,,2025674,No
Movie,Sports,"NASCAR, VOL. 1",2004,DOC ,0.81,C,not in prior list,No,x,2029452,1023249,No,,2029452,No
Movie,Sports,Ready to Rumble,2000,COMEDY ,1.66,C,not in prior list,No,x,2004588,1003679,No,,#N/A,#N/A
Movie,Sports,Price Of Glory,2000,DRAMA ,1.96,C,not in prior list,No,x,2017153,1013462,No,,2017153,No
Movie,Sports,My Giant,1998,COMEDY ,1.76,C,not in prior list,No,x,2015348,1011899,No,,2015348,No
