,Type,Channel,Title,Year,Genre,Runtime,Bucket,Tentpole,Co-Fi?,PRODUCT ID,imdb_id,title_id
210,Movie,Comedy,Cop Out,2010.0,COMEDY ,1.78,B,Yes,No,2049086.0,tt1385867,GXtleuwqRwLbDwgEAAAAN
211,Movie,Comedy,Observe And Report,2009.0,COMEDY ,1.43,B,Yes,No,2043643.0,tt1197628,GWl5fggl2a4bDRgEAAACE
212,Movie,Comedy,Observe And Report,2009.0,COMEDY ,1.43,B,Yes,No,2043643.0,tt1197628,GXjtShgn9Jo7CZgEAABBD
213,Movie,Comedy,"House, The",2017.0,COMEDY,1.46,B,Yes,No,,,
214,Movie,Comedy,Central Intelligence,2016.0,COMEDY ,1.78,A,Yes,Yes,2061711.0,tt1489889,GWGwmGAoKaKmywwEAAAB1
215,Movie,Comedy,Central Intelligence,2016.0,COMEDY ,1.78,A,Yes,Yes,2061711.0,tt1489889,GY6PrmQBKQwnCZwEAAAjb
216,Movie,Comedy,Caddyshack,1980.0,COMEDY ,1.67,B,Yes,Yes,2001961.0,tt0080487,GYGM9oAgwhazCwgEAAACX
217,Movie,Comedy,Fist Fight,2017.0,COMEDY ,1.51,B,Yes,Yes,2068424.0,tt3401882,GYJWd2Q2Tj8PCwgEAAAB3
218,Movie,Comedy,Fist Fight,2017.0,COMEDY ,1.51,B,Yes,Yes,2068424.0,tt3401882,GWqvX7Qlm-riWwwEAAAFq
219,Movie,Comedy,War Dogs (2016),2016.0,COMEDY ,1.9,B,No,No,2058075.0,tt2005151,GYPm-KQYuU2yAwgEAAAA0
220,Movie,Comedy,War Dogs (2016),2016.0,COMEDY ,1.9,B,No,No,2058075.0,tt2005151,GWKutcAsxdrnCwgEAAABl
221,Movie,Comedy,Our Brand Is Crisis,2015.0,COMEDY ,1.78,C,No,Yes,2046605.0,tt1018765,GVzo_bwMuScLCfgEAAAAt
222,Movie,Comedy,"Campaign, The",2012.0,COMEDY ,1.41,B,No,No,2056635.0,tt1790886,GYJnGmQy-uqyBmgEAAAAZ
223,Movie,Comedy,Arthur (2011),2011.0,COMEDY ,1.83,C,No,No,2051903.0,tt1334512,GYKa1OQEEOMNomgEAAAA0
224,Movie,Comedy,Arthur (2011),2011.0,COMEDY ,1.83,C,No,No,2051903.0,tt1334512,GW0-Q3gOpfsPDDgEAAAD6
225,Movie,Comedy,"Invention Of Lying, The",2009.0,COMEDY,1.75,C,No,No,2047946.0,tt1058017,GWv8Now1LLzWlqwEAAABp
226,Movie,Comedy,"Kiss Kiss, Bang Bang",2005.0,COMEDY ,1.71,C,No,No,2026982.0,tt0373469,GYIjckwFrtJGxLwEAAAAb
227,Movie,Comedy,Everything Is Illuminated,2005.0,COMEDY ,1.76,C,No,No,2026954.0,tt0404030,
228,Movie,Comedy,Criminal,2004.0,COMEDY ,1.45,C,No,Yes,2025612.0,tt0362526,
229,Movie,Comedy,Matchstick Men,2003.0,COMEDY ,1.93,C,No,No,2024151.0,tt0325805,GV-BKigrJWcJMwwEAAABi
230,Movie,Comedy,"In-Laws, The (2003)",2003.0,COMEDY,1.63,C,No,No,2024139.0,tt0314786,
231,Movie,Comedy,About Schmidt,2002.0,COMEDY ,2.08,C,No,No,2016904.0,tt0257360,GYGIJOw22xMNIbgEAAABE
232,Movie,Comedy,Real Women Have Curves,2002.0,COMEDY ,1.5,C,No,No,2025622.0,tt0296166,GVg8Q0wpwhZubaxsKAAAK
233,Movie,Comedy,Eight Legged Freaks,2002.0,COMEDY ,1.65,C,No,Yes,2004680.0,tt0271367,GXmmMIQbwxSLCHAEAACCv
234,Movie,Comedy,Hedwig and the Angry Inch,2001.0,COMEDY ,1.46,C,No,No,2016887.0,tt0248845,GYGMy5AHtr6zCwgEAAABN
235,Movie,Comedy,Hedwig and the Angry Inch,2001.0,COMEDY ,1.46,C,No,No,2016887.0,tt0248845,GXXAivAwjVqnCVgEAAAGb
236,Movie,Comedy,Sugar and Spice,2001.0,COMEDY ,1.35,C,No,No,,,
237,Movie,Comedy,Detroit Rock City,1999.0,COMEDY ,1.56,C,No,No,2017130.0,tt0165710,
238,Movie,Comedy,Drop Dead Gorgeous,1999.0,COMEDY ,1.63,C,No,No,2017128.0,tt0157503,GXsVD_gzfucJSwgEAAABS
239,Movie,Comedy,Almost Heroes,1998.0,COMEDY ,1.53,C,No,No,,,
240,Movie,Comedy,SubUrbia,1997.0,COMEDY ,2.01,C,No,No,2015337.0,tt0120238,
241,Movie,Comedy,DRACULA: DEAD & LOVING IT,1995.0,COMEDY,1.5,C,No,No,2015321.0,tt0112896,
242,Movie,Comedy,National Lampoon's Senior Trip,1995.0,COMEDY ,1.51,C,No,No,2016994.0,tt0113936,
243,Movie,Comedy,"Hudsucker Proxy, The",1994.0,COMEDY ,1.91,C,No,No,2003263.0,tt0110074,GXSycbgwZaJVLqQEAAA_r
244,Movie,Comedy,Hangin' With The Homeboys,1991.0,COMEDY ,1.46,C,No,No,2016725.0,tt0101998,
245,Movie,Comedy,Nothing But Trouble,1991.0,COMEDY ,1.55,C,No,No,2002488.0,tt0102558,GWNF5yAW63ZrCDwEAAADY
246,Movie,Comedy,Young Einstein,1989.0,COMEDY ,1.5,C,No,No,,,
247,Movie,Comedy,One Crazy Summer,1986.0,COMEDY ,1.55,C,No,No,2002198.0,tt0091680,
248,Movie,Comedy,Wise Guys (1986),1986.0,COMEDY ,1.51,C,No,No,2012803.0,tt0092226,
249,Movie,Comedy,Spies Like Us,1985.0,COMEDY,1.71,C,No,No,2002158.0,tt0090056,GXt_uRg5pG5uSkwEAAAoA
250,Movie,Comedy,"OH GOD, YOU DEVIL",1984.0,COMEDY ,1.6,C,No,No,2002114.0,tt0087835,
251,Movie,Comedy,Strange Brew,1983.0,COMEDY ,1.5,C,No,No,2012132.0,tt0086373,
252,Movie,Comedy,"Man With Two Brains, The",1983.0,COMEDY ,1.5,C,No,No,2002067.0,tt0085894,GYGQMjgbBJIW2XgEAAADn
253,Movie,Comedy,Smorgasbord,1983.0,COMEDY,1.51,CLASSIC,No,No,2002069.0,tt0085375,
254,Movie,Comedy,Creepshow,1982.0,COMEDY ,2.01,C,No,No,2002045.0,tt0083767,GXt_s1QSA6sPCwgEAAAsw
255,Movie,Comedy,"World According to Garp, The",1982.0,COMEDY ,2.28,CLASSIC,No,No,2002032.0,tt0084917,GX-EbXwv_rprDwwEAAACE
256,Movie,Comedy,"Victor, Victoria",1982.0,COMEDY ,2.21,CLASSIC,No,No,2011972.0,tt0084865,GYJBUyAASTJChwwEAAACB
257,Movie,Comedy,Whose Life Is It Anyway,1981.0,COMEDY ,1.96,CLASSIC,No,No,2011954.0,tt0083326,
258,Movie,Comedy,Under the Rainbow,1981.0,COMEDY ,1.65,CLASSIC,No,No,2001995.0,tt0083254,
259,Movie,Comedy,Arthur,1981.0,COMEDY ,1.65,C,No,No,2001997.0,tt0082031,GYGIgaQj1bK4twgEAAAA1
260,Movie,Comedy,Arthur,1981.0,COMEDY ,1.65,C,No,No,2001997.0,tt0082031,GV4j-0QxlWamOYQEAAAAE
261,Movie,Comedy,Polyester,1981.0,COMEDY ,1.43,CLASSIC,No,No,2016948.0,tt0082926,GXmZz8QSZiiLCHAEAABkA
262,Movie,Comedy,Going in Style (1979),1979.0,COMEDY ,1.65,CLASSIC,No,No,2001940.0,tt0079219,GYS6tIA08uot6qQEAAAC9
263,Movie,Comedy,Being There,1979.0,COMEDY ,2.16,C,No,No,2002365.0,tt0078841,GX9uU6g5B4ZN3GwEAAAGb
264,Movie,Comedy,"Frisco Kid, The",1979.0,COMEDY,1.98,CLASSIC,No,No,2001922.0,tt0079180,GYd3IuQqTyW-jkwEAAAYx
265,Movie,Comedy,"Oh, God!",1977.0,COMEDY ,1.73,C,No,No,2001837.0,tt0076489,
266,Movie,Comedy,Network,1976.0,COMEDY,2.01,C,No,No,2011172.0,tt0074958,GXjr8Rg2OfI7CZgEAAA-r
267,Movie,Comedy,Hearts of the West,1975.0,COMEDY,1.7,CLASSIC,No,No,2011098.0,tt0073096,
268,Movie,Comedy,"Sunshine Boys, The",1975.0,COMEDY ,1.85,C,No,No,2011099.0,tt0073766,
269,Movie,Comedy,Alice Doesn't Live Here Anymore,1974.0,COMEDY ,1.88,C,No,No,2001735.0,tt0071115,GYQhbPAdhs7vDwgEAAAAR
270,Movie,Comedy,Uptown Saturday Night,1974.0,COMEDY ,1.73,C,No,No,2001707.0,tt0072351,
271,Movie,Comedy,"Cheyenne Social Club, The",1970.0,COMEDY,1.61,CLASSIC,No,No,2003487.0,tt0065542,
272,Movie,Comedy,"Great Bank Robbery, The",1969.0,COMEDY ,1.63,CLASSIC,No,No,2001555.0,tt0064391,
273,Movie,Comedy,"Big Hand for a Little Lady, A",1966.0,COMEDY,1.58,CLASSIC,No,No,2001434.0,tt0060165,
274,Movie,Comedy,"Alphabet Murders, The",1966.0,COMEDY ,1.5,CLASSIC,No,No,2009814.0,tt0060094,
275,Movie,Comedy,Hotel Paradiso,1966.0,COMEDY ,1.6,CLASSIC,No,No,2009913.0,tt0060520,
276,Movie,Comedy,Girl Happy,1965.0,COMEDY ,1.6,C,No,No,2009747.0,tt0059224,GYuMHXwazJq-VqQEAAAAI
277,Movie,Comedy,Having a Wild Weekend,1965.0,COMEDY ,1.53,CLASSIC,No,No,2001383.0,tt0059258,
278,Movie,Comedy,Kisses for My President,1965.0,COMEDY ,1.88,CLASSIC,No,No,,,
279,Movie,Comedy,Honeymoon Hotel,1964.0,COMEDY,1.48,CLASSIC,No,No,2009665.0,tt0058204,
280,Movie,Comedy,Kissin' Cousins,1964.0,COMEDY ,1.6,C,No,No,2009635.0,tt0057227,
281,Movie,Comedy,Kissin' Cousins,1964.0,COMEDY ,1.6,C,No,No,2009635.0,tt0057227,
282,Movie,Comedy,Robin and the Seven Hoods,1964.0,COMEDY ,1.71,CLASSIC,No,No,2001368.0,tt0058529,
283,Movie,Comedy,Viva Las Vegas,1964.0,COMEDY ,1.43,C,No,No,2009657.0,tt0058725,GX-N6RQlY7JLCwwEAAAAh
284,Movie,Comedy,OCEAN'S 11 (1960),1960.0,COMEDY ,2.13,C,No,No,2000655.0,tt0054135,GXeOMzA7tWJuAuwEAADwe
285,Movie,Comedy,Bowery Boys: Master Minds,1959.0,COMEDY ,1.06,CLASSIC,No,No,,,
286,Movie,Comedy,Love in the Afternoon,1957.0,COMEDY ,2.1,CLASSIC,No,No,2000760.0,tt0050658,GYd3Iwgrigm6rwgEAAAYw
287,Movie,Comedy,Top Secret Affair,1957.0,COMEDY ,1.66,CLASSIC,No,No,2000536.0,tt0051097,
288,Movie,Comedy,High Society,1956.0,COMEDY ,1.78,CLASSIC,No,No,2008760.0,tt0049314,GX3UlYQelRyjDDgEAAAKV
289,Movie,Comedy,Great Diamond Robbery,1954.0,COMEDY ,1.15,CLASSIC,No,No,2008517.0,tt0045837,
290,Movie,Comedy,"Long, Long Trailer, The",1954.0,COMEDY ,1.71,CLASSIC,No,No,2008520.0,tt0047191,
291,Movie,Comedy,April in Paris,1953.0,COMEDY ,1.68,CLASSIC,No,No,2000407.0,tt0044370,
292,Movie,Comedy,Band Wagon,1953.0,COMEDY ,1.86,CLASSIC,No,No,2008421.0,tt0045537,
293,Movie,Comedy,Kiss Me Kate,1953.0,COMEDY ,1.81,CLASSIC,No,No,2008512.0,tt0045963,
294,Movie,Comedy,"Belle of New York, The",1952.0,COMEDY ,1.36,CLASSIC,No,No,2008317.0,tt0044408,
295,Movie,Comedy,Two Tickets to Broadway,1951.0,COMEDY ,1.76,CLASSIC,No,No,2013680.0,tt0044158,
296,Movie,Comedy,Gold Raiders (1951),1951.0,COMEDY,0.93,CLASSIC,No,No,2005928.0,tt0043591,
297,Movie,Comedy,"Goodbye, My Fancy",1951.0,COMEDY ,1.78,CLASSIC,No,No,2000364.0,tt0043595,
298,Movie,Comedy,On Moonlight Bay,1951.0,COMEDY ,1.58,CLASSIC,No,No,2000368.0,tt0043880,GX7VUEAeP-5mpBgEAAAA_
299,Movie,Family,Happy Feet,2006.0,COMEDY ,1.82,A,Yes,No,2025080.0,tt0366548,GXmf4DA8Y5iLCHAEAABwK
300,Movie,Family,Journey 2: The Mysterious Island,2012.0,ADVENTURE ,1.57,A,Yes,No,2053257.0,tt1397514,GYJ5XTwMdtZ6uswEAAAJz
301,Movie,Family,Journey 2: The Mysterious Island,2012.0,ADVENTURE ,1.57,A,Yes,No,2053257.0,tt1397514,GXx911AsCnq0MlAEAAADa
302,Movie,Family,"Goonies, The",1985.0,ACTION ,1.92,B,Yes,No,2002146.0,tt0089218,GXdu2RQwR0JuAuwEAADZ5
303,Movie,Family,Yogi Bear,2010.0,ADVENTURE ,1.38,B,Yes,No,,,
304,Movie,Family,Tim Burton's Corpse Bride,2005.0,FANTASY ,1.28,B,Yes,No,2025542.0,tt0121164,GXrHxGQ3L2YmBSgEAAADC
305,Movie,Family,Where The Wild Things Are,2009.0,ADVENTURE ,1.57,B,Yes,Yes,2041498.0,tt0386117,GX07gIgwyTnKJwwEAAAAC
306,Movie,Family,Where The Wild Things Are,2009.0,ADVENTURE ,1.57,B,Yes,Yes,2041498.0,tt0386117,GWl5jZAD_q4bDRgEAAAE7
307,Movie,Family,Dolphin Tale,2011.0,DRAMA ,1.88,B,Yes,No,,,
308,Movie,Family,"Golden Compass, The",2007.0,ADVENTURE ,1.88,B,Yes,No,2043529.0,tt0385752,GXmbKrgSSXJ4_wwEAACvn
309,Movie,Family,"Golden Compass, The",2007.0,ADVENTURE ,1.88,B,Yes,No,2043529.0,tt0385752,GWLc3iAEMq2CGAQEAAAAD
310,Movie,Family,Little Big League,1994.0,COMEDY ,1.98,B,Yes,No,2015308.0,tt0110363,GXmZuUQC_A54_wwEAACqc
311,Movie,Family,Lost In Space (1998),1998.0,SCIFI ,2.17,B,Yes,No,2017008.0,tt0120738,GXmZ2wgEPcDC3wwEAACw7
312,Movie,Family,"Ant Bully, The",2006.0,ADVENTURE ,1.48,B,Yes,Yes,2025709.0,tt0429589,GYRU8EQMkiJwkkgEAAAAO
313,Movie,Family,Nancy Drew,2007.0,COMEDY ,1.65,B,Yes,No,,,
314,Movie,Family,Free Willy,1993.0,ADVENTURE ,1.87,B,Yes,Yes,2003255.0,tt0106965,GXuOr5Qfh9MPCwgEAAA4T
315,Movie,Family,Smallfoot,2018.0,ADVENTURE ,1.6,B,Yes,No,2058073.0,tt6182908,GXJPDsQO4lYqlUQEAAAA1
316,Movie,Family,Paddington 2,2018.0,COMEDY ,1.73,A,Yes,No,,,
317,Movie,Family,Nancy Drew and the Hidden Staircase,2019.0,COMEDY ,1.48,B,No,No,2078912.0,tt8323104,GYfwXjw7YK8PCWgEAAACw
318,Movie,Family,Nancy Drew and the Hidden Staircase,2019.0,COMEDY ,1.48,B,No,No,2078912.0,tt8323104,GXTowEwrflJ5llQEAAGSU
319,Movie,Family,BORN TO BE WILD 3D - IMAX,2011.0,DOC ,0.66,C,No,No,2053366.0,tt1680059,GYJ5aXAfMKsLDwgEAAAIU
320,Movie,Family,Shorts,2009.0,COMEDY ,1.48,C,No,No,2048306.0,tt1100119,GWW-zaAFsCVLCKgEAAAAx
321,Movie,Family,Kit Kittredge: An American Girl,2008.0,DRAMA ,1.56,C,No,No,2048748.0,tt0846308,GXO057gctF4nCwwEAAACi
322,Movie,Family,Martian Child,2007.0,COMEDY ,1.8,C,No,No,2038764.0,tt0415965,GYGdylwnEScIVSQEAAAAb
323,Movie,Family,Martian Child,2007.0,COMEDY ,1.8,C,No,No,2038764.0,tt0415965,GWUFDtQ8NiarCfwEAAAAz
324,Movie,Family,"Last Mimzy, The",2007.0,SCIFI ,1.63,C,No,No,2042784.0,tt0768212,GV0Sw3gH3_oPCFQEAAAAG
325,Movie,Family,"Last Mimzy, The",2007.0,SCIFI ,1.63,C,No,No,2042784.0,tt0768212,GXrHrgQ5r462brQEAAAA5
326,Movie,Family,"Astronaut Farmer, The",2007.0,DRAMA ,1.73,C,No,No,2039618.0,tt0469263,GVw1KIgE3qcPDw5gJAAEl
327,Movie,Family,"Nativity Story, The",2006.0,DRAMA ,1.61,C,No,No,2043270.0,tt0762121,GVrAO1APdMsLCw6IIAAAJ
328,Movie,Family,"Nativity Story, The",2006.0,DRAMA ,1.61,C,No,No,2043270.0,tt0762121,GYIHuqwskIZ2TjQEAAAE5
329,Movie,Family,How To Eat Fried Worms,2006.0,COMEDY ,1.38,C,No,Yes,2039704.0,tt0462346,
330,Movie,Family,Hoot,2006.0,ADVENTURE ,1.5,C,No,No,2040161.0,tt0453494,GYGdGYQr-lZc2NAEAAALq
331,Movie,Family,Hoot,2006.0,ADVENTURE ,1.5,C,No,No,2040161.0,tt0453494,GVYSj6AhQlizCKRAJADuG
332,Movie,Family,Duma,2005.0,ADVENTURE ,1.68,C,No,Yes,2025983.0,tt0361715,
333,Movie,Family,Funky Monkey,2004.0,COMEDY ,1.56,C,No,No,2024156.0,tt0331509,
334,Movie,Family,Moto X Kids,2004.0,ACTION ,1.38,C,No,No,2034750.0,tt0386649,
335,Movie,Family,Kangaroo Jack,2003.0,ADVENTURE ,1.48,C,No,No,2004686.0,tt0257568,GYGP75QJGm4jDXAEAAAGQ
336,Movie,Family,Virginia's Run,2002.0,DRAMA ,1.75,C,No,No,2024466.0,tt0307639,
337,Movie,Family,Osmosis Jones,2001.0,ADVENTURE ,1.58,C,No,No,2004650.0,tt0181739,GXt53OgBzapuSkwEAAAi4
338,Movie,Family,"Little Vampire, The (2000)",2000.0,ADVENTURE ,1.56,C,No,No,,,
339,Movie,Family,Family Tree,2000.0,DRAMA ,1.48,C,No,Yes,2003034.0,tt0171311,
340,Movie,Family,Quest for Camelot,1998.0,ADVENTURE ,1.33,C,No,No,,,
341,Movie,Family,Alaska,1996.0,ADVENTURE ,1.83,C,No,No,2015329.0,tt0115493,
342,Movie,Family,"Adventures Of Pinocchio, The",1996.0,FANTASY ,1.6,C,No,No,2017041.0,tt0115472,GXtk_wA5uMcJHjQEAAAdk
343,Movie,Family,War of the Buttons,1995.0,ADVENTURE ,1.56,C,No,No,,,
344,Movie,Family,Summer Snow,1995.0,COMEDY ,1.68,CLASSIC,No,No,2002939.0,tt0111767,
345,Movie,Family,Widows' Peak,1994.0,COMEDY ,1.68,C,No,No,2016823.0,tt0111712,
346,Movie,Family,That's Entertainment III,1994.0,DOC ,1.8,CLASSIC,No,No,2013807.0,tt0111408,GYQhb-gvbqT_CwwEAAAAa
347,Movie,Family,Monkey Trouble,1994.0,COMEDY ,1.58,C,No,No,2016758.0,tt0110557,GXt_uRwLp45uSkwEAAAoC
348,Movie,Family,Mr. Nanny,1993.0,COMEDY ,1.4,C,No,No,2016760.0,tt0107612,GXuOr5QdMDpuSkwEAAAxB
349,Movie,Family,Airborne,1993.0,ADVENTURE ,1.45,C,No,No,,,
350,Movie,Family,Surf Ninjas,1993.0,COMEDY ,1.43,C,No,No,2016801.0,tt0108258,
351,Movie,Family,"Big Girls Don't Cry, They Get Even",1992.0,COMEDY ,1.6,C,No,No,2016676.0,tt0101444,
352,Movie,Family,Curly Sue,1991.0,COMEDY ,1.7,C,No,No,2002533.0,tt0101635,GYS6rhAomEqwHPgEAAADq
353,Movie,Family,Suburban Commando,1991.0,COMEDY ,1.5,C,No,No,2016799.0,tt0103003,
354,Movie,Family,Funny Farm,1988.0,COMEDY ,1.7,C,No,No,2002310.0,tt0095188,GXfuVlQsPHkytlAEAABPn
355,Movie,Family,Lionheart,1986.0,ADVENTURE ,1.73,CLASSIC,No,No,2002212.0,tt0093424,
356,Movie,Family,"Beniker Gang, The",1986.0,DRAMA ,1.45,CLASSIC,No,No,2012479.0,tt0088787,
357,Movie,Family,Rainbow Brite and the Star Stealer,1985.0,ADVENTURE ,1.41,CLASSIC,No,No,2002165.0,tt0089877,
358,Movie,Family,Follow That Bird,1985.0,ADVENTURE ,1.48,C,No,No,,,
359,Movie,Family,Twice Upon a Time,1983.0,FANTASY ,1.25,CLASSIC,No,No,2002040.0,tt0086489,
360,Movie,Family,Shipwreck,1978.0,ADVENTURE ,1.7,CLASSIC,No,No,,,
361,Movie,Family,From the Mixed Up Files of Mrs. Basil E. Frankweiler,1973.0,COMEDY ,1.75,CLASSIC,No,No,,,
362,Movie,Family,"Phantom Tollbooth, The",1969.0,ADVENTURE ,1.5,CLASSIC,No,No,2010479.0,tt0064806,
363,Movie,Family,How Sweet It Is!,1968.0,COMEDY ,1.63,CLASSIC,No,No,2003469.0,tt0063098,
364,Movie,Family,Zebra in the Kitchen,1965.0,COMEDY ,1.55,CLASSIC,No,No,2009753.0,tt0059944,
365,Movie,Family,Family Diary,1964.0,DRAMA ,1.91,CLASSIC,No,No,,,
366,Movie,Family,Spencer's Mountain,1963.0,DRAMA ,1.98,CLASSIC,No,No,2001340.0,tt0057523,
367,Movie,Family,Days of Wine and Roses,1962.0,DRAMA ,1.95,CLASSIC,No,No,2000724.0,tt0055895,GYS6rjgfgUiyjUgEAAACR
368,Movie,Family,"Wonderful World of the Brothers Grimm, The",1962.0,ADVENTURE ,2.15,CLASSIC,No,No,2009571.0,tt0056700,
369,Movie,Family,Home from the Hill,1960.0,DRAMA ,2.5,CLASSIC,No,No,2009199.0,tt0053917,
370,Movie,Family,Magic Boy,1960.0,ADVENTURE ,1.38,CLASSIC,No,No,,,
371,Movie,Family,Please Don't Eat the Daisies,1960.0,COMEDY ,1.85,CLASSIC,No,No,2009201.0,tt0054188,
372,Movie,Family,Andy Hardy Comes Home,1958.0,COMEDY ,1.35,CLASSIC,No,No,2006827.0,tt0051360,GYuMHrwnPBK-VqQEAAAAR
373,Movie,Family,Escapade in Japan,1957.0,ADVENTURE ,1.55,CLASSIC,No,No,2008838.0,tt0050363,
374,Movie,Family,"Happy Road, The",1957.0,COMEDY ,1.66,CLASSIC,No,No,2008880.0,tt0050483,
375,Movie,Family,"Invisible Boy, The",1957.0,DRAMA ,1.41,CLASSIC,No,No,2008974.0,tt0050546,
376,Movie,Family,Man on Fire (1957),1957.0,DRAMA ,1.58,CLASSIC,No,No,2008873.0,tt0050682,
377,Movie,Family,"Young Stranger, The",1957.0,DRAMA ,1.4,CLASSIC,No,No,2008846.0,tt0051214,
378,Movie,Family,It's a Dog's Life,1955.0,COMEDY ,1.45,CLASSIC,No,No,2004298.0,tt0048217,
379,Movie,Family,Her Twelve Men,1954.0,COMEDY ,1.51,CLASSIC,No,No,2008531.0,tt0047076,
380,Movie,Family,Bright Road,1953.0,DRAMA ,1.15,CLASSIC,No,No,2008400.0,tt0045578,
381,Movie,Family,Room for One More,1952.0,COMEDY ,1.63,CLASSIC,No,No,2000384.0,tt0045102,GX6IHQghqLMMDUgEAAACT
382,Movie,Family,Young Man with Ideas,1952.0,COMEDY ,1.4,CLASSIC,No,No,2008324.0,tt0045347,
383,Movie,Family,Gunplay,1951.0,ACTION ,1.0,CLASSIC,No,No,2005931.0,tt0043608,
384,Movie,Family,"Happy Years, The",1950.0,COMEDY ,1.43,CLASSIC,No,No,2008158.0,tt0042542,
385,Movie,Family,"Secret Garden, The (1949)",1949.0,DRAMA ,1.53,CLASSIC,No,No,2008121.0,tt0041855,
386,Movie,Family,"Story of Seabiscuit, The",1949.0,DRAMA ,1.63,CLASSIC,No,No,2012131.0,tt0041923,
387,Movie,Family,"Boy with Green Hair, The",1948.0,DRAMA ,1.36,CLASSIC,No,No,2003551.0,tt0040185,
388,Movie,Family,I Remember Mama,1948.0,COMEDY ,2.23,CLASSIC,No,No,2007622.0,tt0040458,
389,Movie,Family,Tenth Avenue Angel,1948.0,DRAMA ,1.23,CLASSIC,No,No,2008023.0,tt0040865,
390,Movie,Family,High school Hero,1946.0,COMEDY ,1.15,CLASSIC,No,No,2000960.0,tt0038601,
391,Movie,Family,Freddie Steps Out,1946.0,COMEDY ,1.25,CLASSIC,No,No,2000925.0,tt0038535,
392,Movie,Family,My Brother Talks to Horses,1946.0,COMEDY ,1.55,CLASSIC,No,No,,,
393,Movie,Family,"Yearling, The",1946.0,DRAMA ,2.23,CLASSIC,No,No,2007965.0,tt0039111,
394,Movie,Family,"My Pal, Wolf",1944.0,DRAMA ,1.25,CLASSIC,No,No,2009177.0,tt0037111,
395,Movie,Family,"Canterville Ghost, The",1944.0,COMEDY ,1.58,CLASSIC,No,No,2007803.0,tt0036696,
396,Movie,Family,"Human Comedy, The",1943.0,COMEDY ,1.95,CLASSIC,No,No,2007979.0,tt0036022,
397,Movie,Crime/Noir,"Departed, The",2006.0,DRAMA ,2.51,A,Yes,No,2025893.0,tt0407887,GXtlhUA0zrsJHjQEAAAfz
398,Movie,Crime/Noir,"Town, The",2010.0,THRILLER,2.08,A,Yes,No,2044344.0,tt0840361,GYEZp7wv3PFNciwEAAAAZ
399,Movie,Crime/Noir,"Town, The",2010.0,THRILLER,2.08,A,Yes,No,2044344.0,tt0840361,GXSyckgqV05VLqQEAABI_
400,Movie,Crime/Noir,Training Day,2001.0,DRAMA ,2.03,A,Yes,Yes,2004652.0,tt0139654,GX07gpQFBrLCttQEAAAH-
401,Movie,Crime/Noir,Seven,1995.0,THRILLER ,2.17,A,Yes,Yes,2017015.0,tt0114369,GX0_KAgpf77CttQEAAAJc
402,Movie,Crime/Noir,"Dead Pool, The",1988.0,THRILLER ,1.53,B,Yes,No,2002311.0,tt0094963,GXmZvQQEZgJ4_wwEAACqt
403,Movie,Crime/Noir,Sudden Impact,1983.0,THRILLER ,1.95,B,Yes,No,2002091.0,tt0086383,GXt65UQ0qq6UJwwEAAAAC
404,Movie,Crime/Noir,"Brave One, The",2007.0,THRILLER ,2.03,B,Yes,No,2024997.0,tt0476964,GYJo4vwcDsRO9MAEAAAAC
405,Movie,Crime/Noir,Ricochet,1991.0,DRAMA ,1.62,B,Yes,Yes,2002550.0,tt0102789,GVYDrzgn3goqLlS8JAAF8
406,Movie,Crime/Noir,"Perfect World, A",1993.0,DRAMA ,2.3,C,Yes,No,2003266.0,tt0107808,GXrHuSAvp-sPCwwEAAACI
407,Movie,Crime/Noir,Insomnia,2002.0,THRILLER ,1.97,C,Yes,No,2004689.0,tt0278504,GWPUl_wQfbphdqgEAAABB
408,Movie,Crime/Noir,City By the Sea,2002.0,DRAMA ,1.8,C,Yes,No,2004649.0,tt0269095,GYTmtEgJCcoAfkQEAAAAs
409,Movie,Crime/Noir,City By the Sea,2002.0,DRAMA ,1.8,C,Yes,No,2004649.0,tt0269095,GVYEpggHfwJewhCwJACAf
410,Movie,Crime/Noir,Dog Day Afternoon,1975.0,DRAMA ,2.08,C,Yes,No,2001744.0,tt0072890,GXyIOOw8kzMJ6pQEAAAAs
411,Movie,Crime/Noir,"Public Enemy, The",1931.0,DRAMA ,1.4,C,Yes,No,2010273.0,tt0022286,GX9q8CwVZ8r1XwwEAAAAC
412,Movie,Crime/Noir,"Big Sleep, The",1946.0,DRAMA ,1.9,C,Yes,No,2010684.0,tt0038355,GYk8bsAzNR8LDMgEAAAAC
413,Movie,Crime/Noir,"Postman Always Rings Twice, The",1946.0,DRAMA ,1.88,C,Yes,No,2007906.0,tt0038854,GYQmrbwujObmpwwEAAAAG
414,Movie,Crime/Noir,Cast a Dark Shadow,1955.0,DRAMA ,1.36,CLASSIC,No,No,2008633.0,tt0050233,
415,Movie,Crime/Noir,Death of a Scoundrel,1955.0,DRAMA ,1.98,CLASSIC,No,No,,,
416,Movie,Crime/Noir,Postmark for Danger,1955.0,DRAMA ,1.4,CLASSIC,No,No,2008637.0,tt0048507,
417,Movie,Crime/Noir,Betrayed (1954),1954.0,DRAMA ,1.8,CLASSIC,No,No,2008624.0,tt0046770,
418,Movie,Crime/Noir,Crime Wave,1954.0,DRAMA ,1.23,CLASSIC,No,No,2000434.0,tt0046878,
