,Type,Channel,Title_x,Year,Genre,Runtime,Bucket,MPM from Prior List,Tentpole,Additional Titles to Pull,PRODUCT ID_x,Product ID,Co-Fi?,Unnamed: 13,UPDATED PRODUCT ID,Different than Original?,Title_y,imdb_id,PRODUCT ID_y,page_views
142,Movie,Rom-Coms,Crossing Delancey,1988.0,COMEDY ,1.6,C,not in prior list,No,,2002325.0,1001666.0,No,,2002325.0,No,Crossing Delancey,tt0094921,2002325.0,2336.9858434393755
143,Movie,Rom-Coms,In the Mood,1987.0,COMEDY ,1.63,C,not in prior list,No,,2002292.0,1001635.0,No,,2002292.0,No,In the Mood,tt0093253,2002292.0,1474.771174083165
144,Movie,Rom-Coms,Who's That Girl,1987.0,COMEDY ,1.53,C,not in prior list,No,,2002233.0,1001577.0,No,,2002233.0,No,Who's That Girl,tt0094321,2002233.0,4080.6196563540475
145,Movie,Rom-Coms,My Demon Lover,1987.0,COMEDY ,1.45,C,not in prior list,No,,2016761.0,1013087.0,No,,2016761.0,No,My Demon Lover,tt0093589,2016761.0,678.778829562301
146,Movie,Rom-Coms,Club Paradise,1986.0,COMEDY ,1.6,C,not in prior list,No,,2002193.0,1001538.0,No,,2002193.0,No,Club Paradise,tt0090856,2002193.0,3499.1876442997054
147,Movie,Rom-Coms,Mr. Love,1986.0,COMEDY ,1.53,C,not in prior list,No,,2002190.0,1001535.0,Yes,,2002190.0,No,Mr. Love,tt0089633,2002190.0,88.07569203101076
148,Movie,Rom-Coms,French Lessons,1986.0,COMEDY ,1.51,C,not in prior list,No,,2002189.0,1001534.0,No,,,,,,,
149,Movie,Rom-Coms,Lost in America,1985.0,COMEDY ,1.53,C,not in prior list,No,,2002122.0,1001467.0,No,,2002122.0,No,Lost in America,tt0089504,2002122.0,1916.474080734926
150,Movie,Rom-Coms,Local Hero,1983.0,COMEDY ,1.9,C,not in prior list,No,,2002072.0,1001417.0,No,,2002072.0,No,Local Hero,tt0085859,2002072.0,7616.891802561547
151,Movie,Rom-Coms,Lovesick,1983.0,COMEDY ,1.6,CLASSIC,not in prior list,No,,2002038.0,1001386.0,No,,2002038.0,No,Lovesick,tt0085873,2002038.0,773.4767540768463
152,Movie,Rom-Coms,Best Friends,1982.0,COMEDY ,1.81,CLASSIC,not in prior list,No,,2002035.0,1001383.0,No,,2002035.0,No,Best Friends,tt0083641,2002035.0,1373.4510170850851
153,Movie,Rom-Coms,My Favorite Year,1982.0,COMEDY ,1.53,CLASSIC,2012126,No,,2012126.0,1009779.0,No,,2012126.0,No,My Favorite Year,tt0084370,2012126.0,2929.0134274673733
154,Movie,Rom-Coms,Night Shift,1982.0,COMEDY ,1.78,CLASSIC,not in prior list,No,,2002039.0,1001387.0,No,,2002039.0,No,Night Shift,tt0084412,2002039.0,12155.107723527837
155,Movie,Rom-Coms,Soup for One,1982.0,COMEDY ,1.41,CLASSIC,not in prior list,No,,2002000.0,1001350.0,No,,,,,,,
156,Movie,Rom-Coms,So Fine,1981.0,COMEDY ,1.53,CLASSIC,not in prior list,No,,2002001.0,1001351.0,No,,2002001.0,No,So Fine,tt0083099,2002001.0,741.0278149075267
157,Movie,Rom-Coms,Second Hand Hearts,1981.0,COMEDY ,1.61,CLASSIC,not in prior list,No,,2011636.0,1009328.0,No,,2011636.0,No,Second Hand Hearts,tt0083041,2011636.0,368.8583493328796
158,Movie,Rom-Coms,Just Tell Me What You Want,1980.0,COMEDY ,1.86,CLASSIC,not in prior list,No,,2001929.0,1001280.0,No,,2001929.0,No,Just Tell Me What You Want,tt0080975,2001929.0,966.8459425960581
159,Movie,Rom-Coms,"""10""",1979.0,COMEDY ,2.03,C,2001931,No,,2001931.0,1001282.0,No,,2001931.0,No,"""10""",tt0078721,2001931.0,48202.568024400316
160,Movie,Rom-Coms,"Little Romance, A",1979.0,COMEDY ,1.81,C,not in prior list,No,,2001919.0,1001271.0,No,,2001919.0,No,"Little Romance, A",tt0079477,2001919.0,2125.7366272146205
161,Movie,Rom-Coms,"Goodbye Girl, The",1977.0,COMEDY ,1.83,CLASSIC,2001841,No,,2001841.0,1001198.0,No,,2001841.0,No,"Goodbye Girl, The",tt0076095,2001841.0,17595.271708751545
162,Movie,Rom-Coms,Blume in Love,1973.0,COMEDY ,2.0,CLASSIC,not in prior list,No,,2001647.0,1001011.0,No,,2001647.0,No,Blume in Love,tt0069808,2001647.0,809.8990327362869
163,Movie,Rom-Coms,"THIEF  WHO CAME TO DINNER, THE",1973.0,COMEDY ,1.75,CLASSIC,not in prior list,No,,2001639.0,1001003.0,No,,2001639.0,No,"THIEF  WHO CAME TO DINNER, THE",tt0070794,2001639.0,642.3565509028604
164,Movie,Rom-Coms,"What's Up, Doc?",1972.0,COMEDY ,1.56,C,not in prior list,No,,2021029.0,1016162.0,No,,,,,,,
165,Movie,Rom-Coms,Summer of '42,1971.0,COMEDY ,1.75,CLASSIC,not in prior list,No,,2001596.0,1000961.0,No,,2001596.0,No,Summer of '42,tt0067803,2001596.0,7500.340510851335
166,Movie,Rom-Coms,"I Love You, Alice B. Toklas",1968.0,COMEDY ,1.56,CLASSIC,2001534,No,,2001534.0,1000899.0,No,,2001534.0,No,"I Love You, Alice B. Toklas",tt0063115,2001534.0,1070.8149925875518
167,Movie,Rom-Coms,"Live a Little, Love a Little",1968.0,COMEDY ,1.5,C,not in prior list,No,,2010301.0,1008158.0,No,,2010301.0,No,"Live a Little, Love a Little",tt0063231,2010301.0,1833.696174690743
168,Movie,Rom-Coms,Speedway,1968.0,COMEDY ,1.56,C,not in prior list,No,,2007044.0,1005562.0,No,,2010017.0,Yes,Speedway,tt0063634,2010017.0,1809.193914501664
169,Movie,Rom-Coms,Sweet November (1968),1968.0,COMEDY ,1.9,CLASSIC,not in prior list,No,,2001508.0,1000874.0,Yes,,2001508.0,No,Sweet November (1968),tt0063661,2001508.0,903.934734002479
170,Movie,Rom-Coms,"Cool Ones, The",1967.0,COMEDY ,1.58,CLASSIC,not in prior list,No,,2001467.0,1000834.0,No,,2001467.0,No,"Cool Ones, The",tt0061514,2001467.0,273.4982015699808
171,Movie,Rom-Coms,Don't Make Waves,1967.0,COMEDY ,1.61,CLASSIC,not in prior list,No,,2009932.0,1007821.0,No,,2009932.0,No,Don't Make Waves,tt0061590,2009932.0,1165.5129171020967
172,Movie,Rom-Coms,Kaleidoscope,1967.0,COMEDY ,1.71,CLASSIC,not in prior list,No,,2001462.0,1000829.0,No,,,,,,,
173,Movie,Rom-Coms,Not With My Wife You Don't,1967.0,COMEDY ,1.98,CLASSIC,not in prior list,No,,2001463.0,1000830.0,No,,,,,,,
174,Movie,Rom-Coms,Three Bites of the Apple,1967.0,COMEDY ,1.75,CLASSIC,not in prior list,No,,2009921.0,1007810.0,No,,2009921.0,No,Three Bites of the Apple,tt0062364,2009921.0,88.07569203101076
175,Movie,Rom-Coms,You're a Big Boy Now,1967.0,COMEDY ,1.6,CLASSIC,not in prior list,No,,2001478.0,1000844.0,No,,,,,,,
176,Movie,Rom-Coms,Any Wednesday,1966.0,COMEDY ,1.81,CLASSIC,not in prior list,No,,2001464.0,1000831.0,No,,2001464.0,No,Any Wednesday,tt0060112,2001464.0,527.7919289377111
177,Movie,Rom-Coms,"Family Way, The",1966.0,COMEDY ,1.91,CLASSIC,not in prior list,No,,2001473.0,1000840.0,No,,,,,,,
178,Movie,Rom-Coms,"Glass Bottom Boat, The",1966.0,COMEDY ,1.83,CLASSIC,2009844,No,,2009844.0,1007734.0,No,,2009844.0,No,"Glass Bottom Boat, The",tt0060463,2009844.0,1170.1484798405716
179,Movie,Rom-Coms,Made in Paris,1966.0,COMEDY ,1.68,CLASSIC,not in prior list,No,,2009827.0,1007717.0,No,,2009827.0,No,Made in Paris,tt0060646,2009827.0,584.7431282961089
180,Movie,Comedy,"Hangover, The",2009.0,COMEDY ,1.66,A,not in prior list,Yes,,2047417.0,1028917.0,Yes,,2047417.0,No,"Hangover, The",tt1119646,2047417.0,41336.63738547161
181,Movie,Comedy,We're The Millers,2013.0,COMEDY ,1.82,A,not in prior list,Yes,,2054437.0,1032738.0,No,,2054437.0,No,We're The Millers,tt1723121,2054437.0,39724.78599897927
182,Movie,Comedy,Horrible Bosses 2011,2011.0,COMEDY ,1.55,A,not in prior list,Yes,,2050818.0,1030888.0,No,,,,,,,
183,Movie,Comedy,Austin Powers: The Spy Who Shagged Me,1999.0,COMEDY ,1.58,A,not in prior list,Yes,,2017127.0,1013436.0,No,,,,,,,
184,Movie,Comedy,Friday,1995.0,COMEDY ,1.48,A,not in prior list,Yes,,2012700.0,1010269.0,No,,2012700.0,No,Friday,tt0113118,2012700.0,30435.780494325223
185,Movie,Comedy,Miss Congeniality,2000.0,COMEDY ,1.83,A,not in prior list,Yes,,2004597.0,1003688.0,Yes,,2004597.0,No,Miss Congeniality,tt0212346,2004597.0,17627.058424672516
186,Movie,Comedy,Tammy,2014.0,COMEDY ,1.62,A,not in prior list,Yes,,2060911.0,1035405.0,No,,2060911.0,No,Tammy,tt2103254,2060911.0,9347.943373757504
187,Movie,Comedy,"Mask, The (1994)",1994.0,COMEDY ,1.68,A,not in prior list,Yes,,2016956.0,1013270.0,No,,2016956.0,No,"Mask, The (1994)",tt0110475,2016956.0,33613.78986317349
188,Movie,Comedy,Analyze This,1999.0,COMEDY ,1.77,B,not in prior list,Yes,,2003583.0,1002706.0,Yes,,2003583.0,No,Analyze This,tt0122933,2003583.0,11331.302002576127
189,Movie,Comedy,Cop Out,2010.0,COMEDY ,1.78,B,not in prior list,Yes,,2049086.0,1029786.0,No,,2049086.0,No,Cop Out,tt1385867,2049086.0,6508.992308066201
190,Movie,Comedy,Observe And Report,2009.0,COMEDY ,1.43,B,not in prior list,Yes,,2043643.0,1026905.0,No,,2043643.0,No,Observe And Report,tt1197628,2043643.0,3492.565411816171
191,Movie,Comedy,"House, The",2017.0,COMEDY,1.46,B,not in prior list,Yes,,2027664.0,1021524.0,No,,,,,,,
192,Movie,Comedy,Central Intelligence,2016.0,COMEDY ,1.78,A,not in prior list,Yes,,2061711.0,1035543.0,Yes,,2061711.0,No,Central Intelligence,tt1489889,2061711.0,30722.52316086227
193,Movie,Comedy,Caddyshack,1980.0,COMEDY ,1.67,B,not in prior list,Yes,,2001961.0,1001311.0,Yes,,2001961.0,No,Caddyshack,tt0080487,2001961.0,27638.549493280185
194,Movie,Comedy,Fist Fight,2017.0,COMEDY ,1.51,B,not in prior list,Yes,,2068424.0,1038423.0,Yes,,2068424.0,No,Fist Fight,tt3401882,2068424.0,9498.930274382092
195,Movie,Comedy,War Dogs (2016),2016.0,COMEDY ,1.9,B,not in prior list,No,x,2058075.0,1034622.0,No,,2058075.0,No,War Dogs (2016),tt2005151,2058075.0,34455.47561183074
196,Movie,Comedy,Our Brand Is Crisis,2015.0,COMEDY ,1.78,C,not in prior list,No,x,2046605.0,1028494.0,Yes,,2046605.0,No,Our Brand Is Crisis,tt1018765,2046605.0,2548.897282912484
197,Movie,Comedy,"Campaign, The",2012.0,COMEDY ,1.41,B,not in prior list,No,x,2056635.0,1033985.0,No,,2056635.0,No,"Campaign, The",tt1790886,2056635.0,15273.5170000243
198,Movie,Comedy,Arthur (2011),2011.0,COMEDY ,1.83,C,2051903,No,,2051903.0,1031375.0,No,,2051903.0,No,Arthur (2011),tt1334512,2051903.0,4361.402313655916
199,Movie,Comedy,"Invention Of Lying, The",2009.0,COMEDY,1.75,C,not in prior list,No,,2047946.0,1029180.0,No,,2047946.0,No,"Invention Of Lying, The",tt1058017,2047946.0,11362.426495248741
200,Movie,Comedy,"Kiss Kiss, Bang Bang",2005.0,COMEDY ,1.71,C,not in prior list,No,,2026982.0,1020902.0,No,,2026982.0,No,"Kiss Kiss, Bang Bang",tt0373469,2026982.0,16703.919216467784
201,Movie,Comedy,Everything Is Illuminated,2005.0,COMEDY ,1.76,C,not in prior list,No,,2026954.0,1020874.0,No,,2026954.0,No,Everything Is Illuminated,tt0404030,2026954.0,3602.4944710428463
202,Movie,Comedy,Criminal,2004.0,COMEDY ,1.45,C,not in prior list,No,,2025612.0,1019782.0,Yes,,2025612.0,No,Criminal,tt0362526,2025612.0,1615.8247259824525
203,Movie,Comedy,Matchstick Men,2003.0,COMEDY ,1.93,C,not in prior list,No,,2024151.0,1018479.0,No,,2024151.0,No,Matchstick Men,tt0325805,2024151.0,10593.58530391037
204,Movie,Comedy,"In-Laws, The (2003)",2003.0,COMEDY,1.63,C,not in prior list,No,,2024139.0,1018467.0,No,,2024139.0,No,"In-Laws, The (2003)",tt0314786,2024139.0,2532.341701703648
205,Movie,Comedy,About Schmidt,2002.0,COMEDY ,2.08,C,not in prior list,No,,2016904.0,1013226.0,No,,2016904.0,No,About Schmidt,tt0257360,2016904.0,8398.97745886699
206,Movie,Comedy,Real Women Have Curves,2002.0,COMEDY ,1.5,C,not in prior list,No,,2025622.0,1019802.0,No,,2025622.0,No,Real Women Have Curves,tt0296166,2025622.0,3989.8950713296226
207,Movie,Comedy,Eight Legged Freaks,2002.0,COMEDY ,1.65,C,2004680,No,,2004680.0,1003771.0,Yes,,2004680.0,No,Eight Legged Freaks,tt0271367,2004680.0,6921.557391790411
208,Movie,Comedy,Hedwig and the Angry Inch,2001.0,COMEDY ,1.46,C,2016887,No,,2016887.0,1013209.0,No,,2016887.0,No,Hedwig and the Angry Inch,tt0248845,2016887.0,8391.030779886747
209,Movie,Comedy,Sugar and Spice,2001.0,COMEDY ,1.35,C,not in prior list,No,,2016845.0,1013170.0,No,,,,,,,
210,Movie,Comedy,Detroit Rock City,1999.0,COMEDY ,1.56,C,not in prior list,No,,2017130.0,1013439.0,No,,2017130.0,No,Detroit Rock City,tt0165710,2017130.0,7319.553564050841
211,Movie,Comedy,Drop Dead Gorgeous,1999.0,COMEDY ,1.63,C,not in prior list,No,,2017128.0,1013437.0,No,,2017128.0,No,Drop Dead Gorgeous,tt0157503,2017128.0,11361.102048752033
212,Movie,Comedy,Almost Heroes,1998.0,COMEDY ,1.53,C,not in prior list,No,,2016424.0,1012750.0,No,,,,,,,
213,Movie,Comedy,SubUrbia,1997.0,COMEDY ,2.01,C,not in prior list,No,,2015337.0,1011888.0,No,,2015337.0,No,SubUrbia,tt0120238,2015337.0,4359.415643910856
214,Movie,Comedy,DRACULA: DEAD & LOVING IT,1995.0,COMEDY,1.5,C,not in prior list,No,,2015321.0,1011874.0,No,,2015321.0,No,DRACULA: DEAD & LOVING IT,tt0112896,2015321.0,7775.163158918023
215,Movie,Comedy,National Lampoon's Senior Trip,1995.0,COMEDY ,1.51,C,not in prior list,No,,2016994.0,1013304.0,No,,2016994.0,No,National Lampoon's Senior Trip,tt0113936,2016994.0,3705.1390745376334
216,Movie,Comedy,"Hudsucker Proxy, The",1994.0,COMEDY ,1.91,C,not in prior list,No,,2003263.0,1002386.0,No,,2003263.0,No,"Hudsucker Proxy, The",tt0110074,2003263.0,8785.053612657059
217,Movie,Comedy,Hangin' With The Homeboys,1991.0,COMEDY ,1.46,C,not in prior list,No,,2016725.0,1013051.0,No,,2016725.0,No,Hangin' With The Homeboys,tt0101998,2016725.0,834.4012929253653
218,Movie,Comedy,Nothing But Trouble,1991.0,COMEDY ,1.55,C,not in prior list,No,,2002488.0,1001826.0,No,,2002488.0,No,Nothing But Trouble,tt0102558,2002488.0,10350.549371764646
219,Movie,Comedy,Young Einstein,1989.0,COMEDY ,1.5,C,not in prior list,No,,2002326.0,1001667.0,No,,,,,,,
220,Movie,Comedy,One Crazy Summer,1986.0,COMEDY ,1.55,C,not in prior list,No,,2002198.0,1001543.0,No,,2002198.0,No,One Crazy Summer,tt0091680,2002198.0,4762.047378909762
221,Movie,Comedy,Wise Guys (1986),1986.0,COMEDY ,1.51,C,not in prior list,No,,2012803.0,1010350.0,No,,2012803.0,No,Wise Guys (1986),tt0092226,2012803.0,3497.863197802999
222,Movie,Comedy,Spies Like Us,1985.0,COMEDY,1.71,C,not in prior list,No,,2002158.0,1001503.0,No,,2002158.0,No,Spies Like Us,tt0090056,2002158.0,6777.192723649354
223,Movie,Comedy,"OH GOD, YOU DEVIL",1984.0,COMEDY ,1.6,C,not in prior list,No,,2002114.0,1001459.0,No,,2002114.0,No,"OH GOD, YOU DEVIL",tt0087835,2002114.0,1733.7004641893693
224,Movie,Comedy,Strange Brew,1983.0,COMEDY ,1.5,C,2012132,No,,2012132.0,1009785.0,No,,2012132.0,No,Strange Brew,tt0086373,2012132.0,5871.271319901815
225,Movie,Comedy,"Man With Two Brains, The",1983.0,COMEDY ,1.5,C,not in prior list,No,,2002067.0,1001413.0,No,,2002067.0,No,"Man With Two Brains, The",tt0085894,2002067.0,5779.884511629037
226,Movie,Comedy,Smorgasbord,1983.0,COMEDY,1.51,CLASSIC,not in prior list,No,,2002069.0,1001415.0,No,,2002069.0,No,Smorgasbord,tt0085375,2002069.0,478.1251853112012
227,Movie,Comedy,Creepshow,1982.0,COMEDY ,2.01,C,not in prior list,No,,2002045.0,1001393.0,No,,2002045.0,No,Creepshow,tt0083767,2002045.0,11934.587381826133
228,Movie,Comedy,"World According to Garp, The",1982.0,COMEDY ,2.28,CLASSIC,2002032,No,,2002032.0,1001380.0,No,,2002032.0,No,"World According to Garp, The",tt0084917,2002032.0,9873.0864097018
229,Movie,Comedy,"Victor, Victoria",1982.0,COMEDY ,2.21,CLASSIC,not in prior list,No,,2011972.0,1009627.0,No,,2011972.0,No,"Victor, Victoria",tt0084865,2011972.0,6350.720951709722
230,Movie,Comedy,Whose Life Is It Anyway,1981.0,COMEDY ,1.96,CLASSIC,not in prior list,No,,2011954.0,1009609.0,No,,2011954.0,No,Whose Life Is It Anyway,tt0083326,2011954.0,886.716929545289
231,Movie,Comedy,Under the Rainbow,1981.0,COMEDY ,1.65,CLASSIC,not in prior list,No,,2001995.0,1001345.0,No,,2001995.0,No,Under the Rainbow,tt0083254,2001995.0,1523.7756944613213
232,Movie,Comedy,Arthur,1981.0,COMEDY ,1.65,C,2001997,No,,2001997.0,1001347.0,No,,2001997.0,No,Arthur,tt0082031,2001997.0,23457.271903176406
233,Movie,Comedy,Polyester,1981.0,COMEDY ,1.43,CLASSIC,2016948,No,,2016948.0,1013262.0,No,,2016948.0,No,Polyester,tt0082926,2016948.0,3831.6237149731455
234,Movie,Comedy,Going in Style (1979),1979.0,COMEDY ,1.65,CLASSIC,not in prior list,No,,2001940.0,1001291.0,No,,2001940.0,No,Going in Style (1979),tt0079219,2001940.0,4889.194242593626
235,Movie,Comedy,Being There,1979.0,COMEDY ,2.16,C,2002365,No,,2002365.0,1001706.0,No,,2002365.0,No,Being There,tt0078841,2002365.0,21926.2117529832
236,Movie,Comedy,"Frisco Kid, The",1979.0,COMEDY,1.98,CLASSIC,not in prior list,No,,2001922.0,1001274.0,No,,2001922.0,No,"Frisco Kid, The",tt0079180,2001922.0,3408.4630592752815
237,Movie,Comedy,"Oh, God!",1977.0,COMEDY ,1.73,C,2001837,No,,2001837.0,1001194.0,No,,2001837.0,No,"Oh, God!",tt0076489,2001837.0,3956.121685663596
238,Movie,Comedy,Network,1976.0,COMEDY,2.01,C,2011172,No,,2011172.0,1008911.0,No,,2011172.0,No,Network,tt0074958,2011172.0,16856.23056358908
239,Movie,Comedy,Hearts of the West,1975.0,COMEDY,1.7,CLASSIC,not in prior list,No,,2011098.0,1008838.0,No,,2011098.0,No,Hearts of the West,tt0073096,2011098.0,304.62269424259364
240,Movie,Comedy,"Sunshine Boys, The",1975.0,COMEDY ,1.85,C,not in prior list,No,,2011099.0,1008839.0,No,,2011099.0,No,"Sunshine Boys, The",tt0073766,2011099.0,2135.6699759399226
241,Movie,Comedy,Alice Doesn't Live Here Anymore,1974.0,COMEDY ,1.88,C,not in prior list,No,,2001735.0,1001095.0,No,,2001735.0,No,Alice Doesn't Live Here Anymore,tt0071115,2001735.0,11822.009429606047
242,Movie,Comedy,Uptown Saturday Night,1974.0,COMEDY ,1.73,C,not in prior list,No,,2001707.0,1001069.0,No,,2001707.0,No,Uptown Saturday Night,tt0072351,2001707.0,2307.8480205118235
243,Movie,Comedy,"Cheyenne Social Club, The",1970.0,COMEDY,1.61,CLASSIC,not in prior list,No,,2003487.0,1002610.0,No,,2003487.0,No,"Cheyenne Social Club, The",tt0065542,2003487.0,927.1125476948503
244,Movie,Comedy,"Great Bank Robbery, The",1969.0,COMEDY ,1.63,CLASSIC,not in prior list,No,,2001555.0,1000920.0,No,,2001555.0,No,"Great Bank Robbery, The",tt0064391,2001555.0,503.2896687486329
245,Movie,Comedy,"Big Hand for a Little Lady, A",1966.0,COMEDY,1.58,CLASSIC,not in prior list,No,,2001434.0,1000801.0,No,,2001434.0,No,"Big Hand for a Little Lady, A",tt0060165,2001434.0,1584.70023330984
246,Movie,Comedy,"Alphabet Murders, The",1966.0,COMEDY ,1.5,CLASSIC,not in prior list,No,,2009814.0,1007706.0,No,,2009814.0,No,"Alphabet Murders, The",tt0060094,2009814.0,1347.6243103992997
247,Movie,Comedy,Hotel Paradiso,1966.0,COMEDY ,1.6,CLASSIC,not in prior list,No,,2009913.0,1007802.0,No,,2009913.0,No,Hotel Paradiso,tt0060520,2009913.0,433.7562276715192
248,Movie,Comedy,Girl Happy,1965.0,COMEDY ,1.6,C,2009747,No,,2009747.0,1007644.0,No,,2009747.0,No,Girl Happy,tt0059224,2009747.0,1919.1229737283393
249,Movie,Comedy,Having a Wild Weekend,1965.0,COMEDY ,1.53,CLASSIC,not in prior list,No,,2001383.0,1000751.0,No,,2001383.0,No,Having a Wild Weekend,tt0059258,2001383.0,911.8814129827203
250,Movie,Comedy,Kisses for My President,1965.0,COMEDY ,1.88,CLASSIC,not in prior list,No,,2001372.0,1000740.0,No,,,,,,,
251,Movie,Comedy,Honeymoon Hotel,1964.0,COMEDY,1.48,CLASSIC,not in prior list,No,,2009665.0,1007566.0,No,,2009665.0,No,Honeymoon Hotel,tt0058204,2009665.0,211.24921622475514
252,Movie,Comedy,Kissin' Cousins,1964.0,COMEDY ,1.6,C,not in prior list,No,,2009635.0,1007538.0,No,,2009635.0,No,Kissin' Cousins,tt0057227,2009635.0,1437.6866721753715
253,Movie,Comedy,Robin and the Seven Hoods,1964.0,COMEDY ,1.71,CLASSIC,2001368,No,,2001368.0,1000736.0,No,,2001368.0,No,Robin and the Seven Hoods,tt0058529,2001368.0,2438.968223685809
254,Movie,Comedy,Viva Las Vegas,1964.0,COMEDY ,1.43,C,not in prior list,No,,2009657.0,1007559.0,No,,2009657.0,No,Viva Las Vegas,tt0058725,2009657.0,7350.6780567234555
255,Movie,Comedy,OCEAN'S 11 (1960),1960.0,COMEDY ,2.13,C,not in prior list,No,,2000655.0,1000634.0,No,,2000655.0,No,OCEAN'S 11 (1960),tt0054135,2000655.0,14131.181896614577
256,Movie,Comedy,Bowery Boys: Master Minds,1959.0,COMEDY ,1.06,CLASSIC,not in prior list,No,,2056578.0,1015558.0,No,,,,,,,
257,Movie,Comedy,Love in the Afternoon,1957.0,COMEDY ,2.1,CLASSIC,not in prior list,No,,2111945.0,1057107.0,No,,2000760.0,Yes,Love in the Afternoon,tt0050658,2000760.0,2987.9512965708313
258,Movie,Comedy,Top Secret Affair,1957.0,COMEDY ,1.66,CLASSIC,not in prior list,No,,2000536.0,1000515.0,No,,2000536.0,No,Top Secret Affair,tt0051097,2000536.0,180.1247235521423
259,Movie,Comedy,High Society,1956.0,COMEDY ,1.78,CLASSIC,not in prior list,No,,2021799.0,1016630.0,No,,2008760.0,Yes,High Society,tt0049314,2008760.0,6210.3296230587885
260,Movie,Comedy,Great Diamond Robbery,1954.0,COMEDY ,1.15,CLASSIC,not in prior list,No,,2008517.0,1006488.0,No,,2008517.0,No,Great Diamond Robbery,tt0045837,2008517.0,80.79123629912266
261,Movie,Comedy,"Long, Long Trailer, The",1954.0,COMEDY ,1.71,CLASSIC,not in prior list,No,,2008520.0,1006491.0,No,,2008520.0,No,"Long, Long Trailer, The",tt0047191,2008520.0,1448.9444673973799
262,Movie,Comedy,April in Paris,1953.0,COMEDY ,1.68,CLASSIC,not in prior list,No,,2000407.0,1000389.0,No,,2000407.0,No,April in Paris,tt0044370,2000407.0,576.7964493158676
263,Movie,Comedy,Band Wagon,1953.0,COMEDY ,1.86,CLASSIC,not in prior list,No,,2008421.0,1006396.0,No,,2008421.0,No,Band Wagon,tt0045537,2008421.0,6451.378885459449
264,Movie,Comedy,Kiss Me Kate,1953.0,COMEDY ,1.81,CLASSIC,2008512,No,,2008512.0,1006483.0,No,,2008512.0,No,Kiss Me Kate,tt0045963,2008512.0,5867.297980411693
265,Movie,Comedy,"Belle of New York, The",1952.0,COMEDY ,1.36,CLASSIC,not in prior list,No,,2008317.0,1006300.0,No,,2008317.0,No,"Belle of New York, The",tt0044408,2008317.0,315.21826621624905
266,Movie,Comedy,Two Tickets to Broadway,1951.0,COMEDY ,1.76,CLASSIC,not in prior list,No,,2013680.0,1011057.0,No,,2013680.0,No,Two Tickets to Broadway,tt0044158,2013680.0,176.81360731037503
267,Movie,Comedy,Gold Raiders (1951),1951.0,COMEDY,0.93,CLASSIC,not in prior list,No,,2005928.0,1004680.0,No,,2005928.0,No,Gold Raiders (1951),tt0043591,2005928.0,240.38703915230758
268,Movie,Comedy,"Goodbye, My Fancy",1951.0,COMEDY ,1.78,CLASSIC,not in prior list,No,,2000364.0,1000346.0,No,,2000364.0,No,"Goodbye, My Fancy",tt0043595,2000364.0,254.29372736773033
269,Movie,Comedy,On Moonlight Bay,1951.0,COMEDY ,1.58,CLASSIC,2000368,No,,2000368.0,1000350.0,No,,2000368.0,No,On Moonlight Bay,tt0043880,2000368.0,707.2544292414999
270,Movie,Family,Happy Feet,2006.0,COMEDY ,1.82,A,not in prior list,Yes,,2025080.0,1019250.0,No,,2025080.0,No,Happy Feet,tt0366548,2025080.0,21636.15797020439
271,Movie,Family,Journey 2: The Mysterious Island,2012.0,ADVENTURE ,1.57,A,not in prior list,Yes,,2053257.0,1032074.0,No,,2053257.0,No,Journey 2: The Mysterious Island,tt1397514,2053257.0,20582.56078207403
272,Movie,Family,"Goonies, The",1985.0,ACTION ,1.92,B,not in prior list,Yes,,2002146.0,1001491.0,No,,2002146.0,No,"Goonies, The",tt0089218,2002146.0,58202.139074537634
273,Movie,Family,Yogi Bear,2010.0,ADVENTURE ,1.38,B,1012148,Yes,,2066931.0,1037554.0,No,,,,,,,
274,Movie,Family,Tim Burton's Corpse Bride,2005.0,FANTASY ,1.28,B,not in prior list,Yes,,2025542.0,1019722.0,No,,2025542.0,No,Tim Burton's Corpse Bride,tt0121164,2025542.0,22865.244319148416
275,Movie,Family,Where The Wild Things Are,2009.0,ADVENTURE ,1.57,B,not in prior list,Yes,,2041498.0,1026086.0,Yes,,2041498.0,No,Where The Wild Things Are,tt0386117,2041498.0,21535.50003645466
276,Movie,Family,Dolphin Tale,2011.0,DRAMA ,1.88,B,not in prior list,Yes,,2054982.0,1033046.0,No,,,,,,,
277,Movie,Family,"Golden Compass, The",2007.0,ADVENTURE ,1.88,B,2043529,Yes,,2043529.0,1026797.0,No,,2043529.0,No,"Golden Compass, The",tt0385752,2043529.0,26441.249860257125
278,Movie,Family,Little Big League,1994.0,COMEDY ,1.98,B,not in prior list,Yes,,2015308.0,1011861.0,No,,2015308.0,No,Little Big League,tt0110363,2015308.0,3023.049128733565
279,Movie,Family,Lost In Space (1998),1998.0,SCIFI ,2.17,B,not in prior list,Yes,,2017008.0,1013318.0,No,,2017008.0,No,Lost In Space (1998),tt0120738,2017008.0,9484.361362918315
280,Movie,Family,"Ant Bully, The",2006.0,ADVENTURE ,1.48,B,2025709,Yes,,2025709.0,1019890.0,Yes,,2025709.0,No,"Ant Bully, The",tt0429589,2025709.0,9094.97409288648
