Type,Channel,Title,Year,Genre,PRODUCT ID,imdb_id
Movie,Sports,"Crowd Roars, The (1932)",1932,ACTION ,2004505,tt0022792
Movie,Westerns,Desert Passage,1952,WESTERN,2004506,tt0044540
Movie,Crime/Noir,Cry Wolf (1947),1947,DRAMA ,2004507,tt0039288
Movie,Crime/Noir,Desperate,1947,DRAMA ,2004508,tt0039313
Movie,Crime/Noir,Destination Murder,1950,DRAMA ,2004511,tt0042394
Movie,Crime/Noir,Deception,1946,DRAMA ,2004567,tt0038461 
Movie,War,Desperate Journey,1942,ACTION ,2004735,tt0034646
Movie,Crime/Noir,Double Deal,1950,DRAMA ,2004745,tt0042412
Movie,Sports,Easy Living (1949),1949,DRAMA ,2005573,tt0041328
Movie,Sports,Elmer the Great,1933,COMEDY ,2005632,tt0023982
Movie,Crime/Noir,"Falcon's Adventure, The",1946,DRAMA ,2005673,tt0038518
Movie,Crime/Noir,"Falcon's Alibi, The",1946,DRAMA ,2005675,tt0038519
Movie,War,First Yank into Tokyo,1945,ACTION ,2005729,tt0037701
Movie,Sports,Fireman Save My Child,1932,COMEDY ,2005737,tt0022890
Movie,Sports,Gentleman Jim,1942,DRAMA ,2005871,tt0034778
Movie,War,Gunga Din,1939,ACTION ,2005926,tt0031398
Movie,Comedy,Gold Raiders (1951),1951,COMEDY,2005928,tt0043591
Movie,Family,Gunplay,1951,ACTION ,2005931,tt0043608
Movie,Westerns,"Half-Breed, The",1952,WESTERN ,2005947,tt0044681
Movie,Crime/Noir,Her Kind of Man,1946,DRAMA ,2006764,tt0038597
Movie,Crime/Noir,Hotel Reserve,1946,DRAMA ,2006781,tt0036929
Movie,Sports,Sporting Blood (1931),1931,DRAMA ,2007120,tt0022425
Movie,Sports,"Champ, The (1931)",1931,DRAMA ,2007135,tt0021730
Movie,Sports,Flesh,1932,DRAMA ,2007181,tt0022897
Movie,Sports,"Band Plays On, The",1934,DRAMA ,2007285,tt0024862
Movie,Sports,Thoroughbreds Don't Cry,1937,COMEDY ,2007387,tt0029664
Movie,Sports,Stablemates,1938,DRAMA ,2007421,tt0030786
Movie,Sports,Burn 'em Up O'Connor,1939,ACTION ,2007433,tt0031127
Movie,War,"Man from Dakota, The",1940,ACTION ,2007514,tt0031617
Movie,Family,I Remember Mama,1948,COMEDY ,2007622,tt0040458
Movie,Sports,"Iron Major, The",1943,DRAMA ,2007626,tt0036044
Movie,War,Mrs. Miniver,1942,DRAMA ,2007693,tt0035093 
Movie,Sports,Harrigan's Kid,1943,DRAMA ,2007745,tt0035971
Movie,War,Pilot No. 5,1943,ACTION ,2007748,tt0036265
Movie,War,Adventures of Tartu,1943,ADVENTURE ,2007779,tt0035612
Movie,War,"See Here, Private Hargrove",1944,COMEDY ,2007793,tt0037256
Movie,Family,"Canterville Ghost, The",1944,COMEDY ,2007803,tt0036696
Movie,War,This Man's Navy,1945,ADVENTURE ,2007849,tt0038163
Movie,War,"What Next, Corporal Hargrove?",1945,COMEDY ,2007890,tt0038243
Movie,Crime/Noir,"Hoodlum Saint, The",1946,DRAMA ,2007904,tt0038615
Movie,Sports,"Kid Comes Back, The",1938,DRAMA ,2007921, tt0028798
Movie,Sports,Kid Galahad,1937,DRAMA ,2007925,tt0029080 
Movie,Sports,King of Hockey,1936,DRAMA ,2007932, tt0027848
Movie,Family,"Yearling, The",1946,DRAMA ,2007965,tt0039111
Movie,Family,"Human Comedy, The",1943,COMEDY ,2007979,tt0036022
Movie,Sports,Knockout,1941,DRAMA ,2007982,tt0033795
Movie,Sports,KNUTE ROCKNE ALL AMERICAN,1940,DRAMA ,2007983, tt0032676
Movie,Sports,Killer McCoy,1947,DRAMA ,2008015,tt0039531
Movie,Crime/Noir,High Wall,1947,DRAMA ,2008021,tt0039464
Movie,Family,Tenth Avenue Angel,1948,DRAMA ,2008023,tt0040865
Movie,Crime/Noir,"Bribe, The",1949,DRAMA ,2008078,tt0041207
Movie,Sports,"Stratton Story, The",1949,DRAMA ,2008090,tt0041928
Movie,Crime/Noir,"Locket, The",1946,DRAMA ,2008101,tt0038700
Movie,Crime/Noir,Los Que Volvieron,1947,DRAMA ,2008115,tt0179948
Movie,Family,"Secret Garden, The (1949)",1949,DRAMA ,2008121,tt0041855
Movie,War,Malaya,1949,ACTION ,2008134,tt0041622
Movie,Crime/Noir,Shadow on the Wall,1950,DRAMA ,2008151,tt0042952
Movie,Family,"Happy Years, The",1950,COMEDY ,2008158,tt0042542
Movie,Crime/Noir,Mystery Street,1950,DRAMA ,2008160,tt0042771
Movie,Crime/Noir,Outrage,1950,DRAMA ,2008171,tt0042824
Movie,Crime/Noir,"Secret Fury, The",1950,DRAMA ,2008172,tt0042935
Movie,Sports,Little Miss Thoroughbred,1938,DRAMA ,2008176, tt0030374
Movie,Romance (drama),"Life of Her Own, A",1950,DRAMA ,2008202,tt0042677
Movie,War,Devil's Doorway,1950,WESTERN ,2008204,tt0042395
Movie,Sports,To Please a Lady,1950,ACTION ,2008211,tt0043052
Movie,Romance (drama),"Miniver Story, The",1950,DRAMA ,2008213,tt0042735
Movie,Crime/Noir,No Questions Asked,1951,DRAMA ,2008241,tt0043861
Movie,War,Teresa,1951,DRAMA ,2008246,tt0044112
Movie,Crime/Noir,"Tall Target, The",1951,DRAMA ,2008248,tt0044105
Movie,Crime/Noir,"Strip, The",1951,DRAMA ,2008250,tt0044083
Movie,War,"Red Badge of Courage, The",1951,DRAMA ,2008285,tt0043961
Movie,Crime/Noir,"Man with a Cloak, The",1951,DRAMA ,2008294,tt0043782
Movie,Sports,"Lusty Men, The",1952,DRAMA ,2008295,tt0044860
Movie,Crime/Noir,"Unknown Man, The",1951,DRAMA ,2008301,tt0044166
Movie,Crime/Noir,"Light Touch, The",1951,DRAMA ,2008304,tt0043743
Movie,Crime/Noir,"Sellout, The (1951)",1951,DRAMA ,2008312,tt0045135
Movie,Comedy,"Belle of New York, The",1952,COMEDY ,2008317,tt0044408
Movie,Family,Young Man with Ideas,1952,COMEDY ,2008324,tt0045347
Movie,Sports,Glory Alley,1952,DRAMA ,2008329,tt0044665
Movie,Crime/Noir,"Hour of 13, The",1952,DRAMA ,2008377,tt0044725
Movie,War,Rogue's March,1953,ADVENTURE ,2008392,tt0045097
Movie,Family,Bright Road,1953,DRAMA ,2008400,tt0045578
Movie,Crime/Noir,Code Two,1953,DRAMA ,2008403,tt0045636
Movie,Sports,Arena,1953,DRAMA ,2008414,tt0045515
Movie,Sports,Dangerous When Wet,1953,COMEDY ,2008416,tt0045670 
Movie,Westerns,"Ride, Vaquero",1953,WESTERN,2008419,tt0046239
Movie,Comedy,Band Wagon,1953,COMEDY ,2008421,tt0045537
Movie,Sports,"BIG LEAGUER, THE",1953,DRAMA ,2008423,tt0045556
Movie,Comedy,Kiss Me Kate,1953,COMEDY ,2008512,tt0045963
Movie,Comedy,Great Diamond Robbery,1954,COMEDY ,2008517,tt0045837
Movie,Comedy,"Long, Long Trailer, The",1954,COMEDY ,2008520,tt0047191
Movie,War,Men of the Fighting Lady,1954,ACTION ,2008528,tt0047230
Movie,War,Prisoner of War,1954,DRAMA ,2008530,tt0047369
Movie,Family,Her Twelve Men,1954,COMEDY ,2008531,tt0047076
Movie,Crime/Noir,Betrayed (1954),1954,DRAMA ,2008624,tt0046770
Movie,Crime/Noir,Cast a Dark Shadow,1955,DRAMA ,2008633,tt0050233
Movie,Crime/Noir,Postmark for Danger,1955,DRAMA ,2008637,tt0048507
Movie,Family,Escapade in Japan,1957,ADVENTURE ,2008838,tt0050363
Movie,War,"Rack, The",1956,DRAMA ,2008842,tt0049652
Movie,Westerns,Run of the Arrow,1957,WESTERN ,2008844,tt0050915
Movie,War,Run of the Arrow,1957,WESTERN ,2008844,tt0050915
Movie,Family,"Young Stranger, The",1957,DRAMA ,2008846,tt0051214
Movie,War,Something of Value,1957,DRAMA ,2008871,tt0050993
Movie,Family,Man on Fire (1957),1957,DRAMA ,2008873,tt0050682
Movie,Family,"Happy Road, The",1957,COMEDY ,2008880,tt0050483
Movie,Sports,Mr. Doodle Kicks Off,1938,COMEDY ,2008958,tt0030468
Movie,Westerns,"Hired Gun, The",1957,WESTERN ,2008969,tt0050510
Movie,War,"Naked and the Dead, The",1958,DRAMA ,2008973,tt0051978
Movie,Family,"Invisible Boy, The",1957,DRAMA ,2008974,tt0050546
Movie,War,Underwater Warrior,1958,ADVENTURE ,2008984,tt0052336
Movie,Westerns,Saddle the Wind,1958,WESTERN,2008991,tt0050923
Movie,War,Imitation General,1958,COMEDY ,2009008,tt0051767
Movie,War,"Angry Hills, The",1959,ACTION ,2009111,tt0052563
Movie,War,Frontier Rangers,1959,DRAMA ,2009134,tt0052828
Movie,Family,"My Pal, Wolf",1944,DRAMA ,2009177,tt0037111
Movie,Crime/Noir,Mystery in Mexico,1948,DRAMA ,2009184,tt0040631
Movie,Romance (drama),For the First Time,1959,DRAMA ,2009188,tt0052817
Movie,Family,Home from the Hill,1960,DRAMA ,2009199,tt0053917 
Movie,Family,Please Don't Eat the Daisies,1960,COMEDY ,2009201,tt0054188
Movie,Romance (drama),Two Weeks in Another Town,1962,DRAMA ,2009422,tt0056625
Movie,Crime/Noir,Nobody Lives Forever,1946,DRAMA ,2009430,tt0038780
Movie,War,"Four Days of Naples, The",1963,DRAMA ,2009536,tt0056389
Movie,Romance (drama),In the Cool of the Day,1963,DRAMA ,2009544,tt0057178
Movie,Westerns,Cattle King,1963,WESTERN,2009550,tt0056914
Movie,Family,"Wonderful World of the Brothers Grimm, The",1962,ADVENTURE ,2009571,tt0056700
Movie,Comedy,Kissin' Cousins,1964,COMEDY ,2009635,tt0057227
Movie,War,Kissin' Cousins,1964,COMEDY ,2009635,tt0057227
Movie,Comedy,Honeymoon Hotel,1964,COMEDY,2009665,tt0058204
Movie,War,Passport to Destiny,1944,COMEDY ,2009711,tt0037167
Movie,Romance (drama),"Young Lovers, The",1964,DRAMA ,2009727,tt0058763
Movie,Westerns,"Outrage, The",1964,WESTERN,2009731,tt0058437
Movie,War,36 Hours,1965,DRAMA ,2009741,tt0057809
Movie,War,"Hercules, Samson and Ulysses",1965,ACTION ,2009749,tt0057036
Movie,Family,Zebra in the Kitchen,1965,COMEDY ,2009753,tt0059944
Movie,War,To Kill a Man,1964,DRAMA ,2009775,tt0631554
Movie,War,Passage to Marseille,1944,ADVENTURE ,2009803, tt0037166
Movie,Comedy,"Alphabet Murders, The",1966,COMEDY ,2009814,tt0060094
Movie,Rom-Coms,Made in Paris,1966,COMEDY ,2009827,tt0060646
Movie,Rom-Coms,"Glass Bottom Boat, The",1966,COMEDY ,2009844,tt0060463
Movie,Sports,"Personality Kid, The",1934,DRAMA ,2009885,tt0025645
Movie,Comedy,Hotel Paradiso,1966,COMEDY ,2009913,tt0060520
Movie,War,"Twenty-Fifth Hour, The",1967,DRAMA ,2009919,tt0062445
Movie,Rom-Coms,Three Bites of the Apple,1967,COMEDY ,2009921,tt0062364
Movie,Romance (drama),More Than a Miracle,1967,DRAMA ,2009925,tt0061433
Movie,Rom-Coms,Don't Make Waves,1967,COMEDY ,2009932,tt0061590
Movie,Westerns,Return of the Gunfighter,1967,WESTERN,2009945,tt0062194
Movie,Westerns,White Comanche,1968,WESTERN,2009994,tt0061497
Movie,Westerns,"Last Challenge, The",1967,WESTERN ,2010000,tt0061893
Movie,Westerns,Guns for San Sebastian,1968,WESTERN,2010013,tt0062713 
Movie,War,Dark of the Sun,1968,ACTION ,2010020,tt0062863
Movie,Crime/Noir,Possessed (1947),1947,DRAMA ,2010074,tt0039725
Movie,Crime/Noir,Race Street,1948,DRAMA ,2010290,tt0040719
Movie,Rom-Coms,"Live a Little, Love a Little",1968,COMEDY ,2010301,tt0063231
Movie,Sports,Racing Lady,1937,DRAMA ,2010332,tt0028153
Movie,Action,Alfred the Great,1969,ACTION ,2010466,tt0064000
Movie,Westerns,"Five Man Army, The",1969,WESTERN ,2010478,tt0064300
Movie,War,"Five Man Army, The",1969,WESTERN ,2010478,tt0064300
Movie,Family,"Phantom Tollbooth, The",1969,ADVENTURE ,2010479,tt0064806
Movie,War,Kelly's Heroes,1970,ACTION ,2010487, tt0065938 
Movie,Romance (drama),House of Dark Shadows,1970,DRAMA ,2010590,tt0065856
Movie,Action,"Last Run, The",1971,ACTION ,2010622,tt0067329
Movie,War,Zeppelin,1971,ADVENTURE ,2010635,tt0068014
Movie,Action,Sitting Target,1972,ACTION ,2010731,tt0069273
Movie,Action,Skyjacked,1972,ACTION,2010739,tt0069278
Movie,Sports,Kansas City Bomber,1972,DRAMA ,2010744,tt0068795 
Movie,Action,Melinda,1972,ACTION ,2010745,tt0068934
Movie,Westerns,Road Agent,1952,WESTERN ,2010782,tt0045093
Movie,Westerns,Pat Garrett & Billy The Kid,1973,WESTERN,2010839,tt0070518
Movie,Action,"Super Cops, The",1974,ACTION ,2010932,tt0072228
Movie,Action,Mr. Ricco,1975,ACTION ,2011021,tt0073411
Movie,Comedy,Hearts of the West,1975,COMEDY,2011098,tt0073096
Movie,Comedy,"Sunshine Boys, The",1975,COMEDY ,2011099,tt0073766
Movie,Crime/Noir,Shadow of a Woman,1946,DRAMA ,2011127,tt0038927
Movie,Action,Avalanche Express,1979,ACTION ,2011347,tt0078812
Movie,Action,Doberman Gang,1972,ACTION ,2011349,tt0068491
Movie,Crime/Noir,Smart Girls Don't Talk,1948,DRAMA ,2011431, tt0040802
Movie,War,"Big Red One, The",1980,ACTION ,2011494,tt0080437
Movie,Romance (drama),Love and Money,1982,DRAMA ,2011635,tt0084274
Movie,Rom-Coms,Second Hand Hearts,1981,COMEDY ,2011636,tt0083041
Movie,Sports,"Sport Parade, The",1932,DRAMA ,2011694,tt0022918
Movie,Sports,All the Marbles,1981,COMEDY ,2011951,tt0081964
Movie,Comedy,Whose Life Is It Anyway,1981,COMEDY ,2011954,tt0083326
Movie,Action,Forced Vengeance,1982,ACTION ,2011974,tt0083960 
Movie,Crime/Noir,Step by Step,1946,DRAMA ,2011980,tt0038982
Movie,Family,"Story of Seabiscuit, The",1949,DRAMA ,2012131, tt0041923
Movie,Comedy,Strange Brew,1983,COMEDY ,2012132,tt0086373
Movie,Sports,Sweepstakes,1931,COMEDY ,2012388,tt0022456
Movie,Sports,Sweepstakes Winner,1939,COMEDY ,2012420, tt0031997
Movie,Sports,Swing Your Lady,1938,COMEDY ,2012440, tt0030820
Movie,Westerns,Target (1952),1952,WESTERN,2012459,tt0045218
Movie,Family,"Beniker Gang, The",1986,DRAMA ,2012479,tt0088787
Movie,Action,Gymkata,1985,ACTION ,2012570,tt0089243 
Movie,Comedy,Friday,1995,COMEDY ,2012700,tt0113118
Movie,War,Code Name: Emerald,1985,ACTION ,2012760,tt0088934
Movie,Comedy,Wise Guys (1986),1986,COMEDY ,2012803,tt0092226
Movie,Crime/Noir,They Won't Believe Me,1947,DRAMA ,2012823,tt0039896
Movie,Crime/Noir,"Unfaithful, The",1947,DRAMA ,2012880,tt0039937
Movie,Action,Malibu Express,1984,ACTION ,2012890,tt0089539
Movie,Action,Hard Ticket to Hawaii,1987,ACTION ,2012892,tt0093146
Movie,Action,Street Justice,1987,ACTION ,2012965,tt0098395
Movie,Westerns,Trail Guide,1952,WESTERN,2013558,tt0045253
Movie,Comedy,Two Tickets to Broadway,1951,COMEDY ,2013680,tt0044158
Movie,Crime/Noir,"Unsuspected, The",1947,DRAMA ,2013786,tt0039941
Movie,Sports,Whiplash (1948),1948,DRAMA ,2014174,tt0040963
Movie,Crime/Noir,White Heat,1949,DRAMA ,2014183, tt0042041
Movie,Crime/Noir,"Woman on the Beach, The",1947,DRAMA ,2014238,tt0040000
Movie,Crime/Noir,"Woman's Secret, A",1949,DRAMA ,2014246,tt0042053
Movie,Rom-Coms,Sibling Rivalry,1990,COMEDY ,2015277,tt0100611
Movie,War,Beyond Rangoon,1995,DRAMA ,2015313, tt0112495
Movie,Rom-Coms,For Better or Worse,1995,COMEDY ,2015315,tt0116332
Movie,Romance (drama),"Run of the Country, The",1995,DRAMA ,2015317,tt0114307
Movie,Romance (drama),Othello (1995),1995,DRAMA ,2015320, tt0114057
Movie,Comedy,DRACULA: DEAD & LOVING IT,1995,COMEDY,2015321,tt0112896 
Movie,Family,Alaska,1996,ADVENTURE ,2015329, tt0115493 
Movie,Comedy,SubUrbia,1997,COMEDY ,2015337, tt0120238
Movie,Sports,My Giant,1998,COMEDY ,2015348,tt0120765
Movie,Sports,8 Seconds,1994,DRAMA ,2016661,tt0109021 
Movie,Romance (drama),Bed Of Roses (1996),1996,DRAMA ,2016669, tt0115644 
Movie,Family,"Big Girls Don't Cry, They Get Even",1992,COMEDY ,2016676,tt0101444 
Movie,Romance (drama),Damage,1992,DRAMA ,2016694,tt0104237 
Movie,Rom-Coms,Even Cowgirls Get The Blues,1994,COMEDY ,2016709,tt0106834
Movie,Comedy,Hangin' With The Homeboys,1991,COMEDY ,2016725,tt0101998 
Movie,Rom-Coms,My Demon Lover,1987,COMEDY ,2016761,tt0093589
Movie,Rom-Coms,Naked In New York,1994,COMEDY ,2016764, tt0110623 
Movie,Action,Quiet Cool,1986,ACTION ,2016780, tt0091815
Movie,Romance (drama),Simple Men,1992,DRAMA ,2016791,tt0105411
Movie,Family,Suburban Commando,1991,COMEDY ,2016799,tt0103003
Movie,Family,Surf Ninjas,1993,COMEDY ,2016801,tt0108258
Movie,Rom-Coms,Three Of Hearts,1993,COMEDY ,2016809,tt0108334
Movie,Romance (drama),Where Angels Fear To Tread,1992,DRAMA ,2016819,tt0103243
Movie,Family,Widows' Peak,1994,COMEDY ,2016823,tt0111712
Movie,Action,Fighting Black Kings,1976,ACTION ,2016929,tt0186105
Movie,Action,"Street Fighter, The",1974,ACTION ,2016973,tt0073756
Movie,Comedy,National Lampoon's Senior Trip,1995,COMEDY ,2016994, tt0113936 
Movie,Romance (drama),Frankie Starlight,1995,DRAMA ,2017018, tt0113107 
Movie,Romance (drama),Carried Away,1996,DRAMA ,2017025,tt0115837 
Movie,Rom-Coms,Feeling Minnesota,1996,COMEDY ,2017030, tt0116289 
Movie,Rom-Coms,Twelfth Night,1996,COMEDY ,2017054,tt0117991
Movie,Romance (drama),Julian Po,1997,DRAMA ,2017066,tt0119429 
Movie,Romance (drama),One Night Stand,1997,DRAMA ,2017088, tt0119832
Movie,Romance (drama),For Roseanna,1997,DRAMA ,2017091, tt0120034
Movie,Sports,Thunderbolt,1995,ACTION ,2017095,tt0114126
Movie,Rom-Coms,Theory Of Flight,1998,COMEDY ,2017112,tt0120861
Movie,Rom-Coms,Town & Country,2001,COMEDY ,2017123, tt0141907
Movie,Sports,Price Of Glory,2000,DRAMA ,2017153,tt0188160
Movie,Rom-Coms,Man Of The Century,1999,COMEDY ,2017159,tt0138537 
Movie,War,Guns of Darkness,1962,DRAMA ,2018130,tt0056044
Movie,Family,Funky Monkey,2004,COMEDY ,2024156,tt0331509 
Movie,Family,Virginia's Run,2002,DRAMA ,2024466,tt0307639
Movie,Action,Highwaymen,2004,ACTION ,2025304,tt0339147 
Movie,Family,Tim Burton's Corpse Bride,2005,FANTASY ,2025542, tt0121164
Movie,Family,Duma,2005,ADVENTURE ,2025983,tt0361715 
Movie,Romance (drama),Twice In a Lifetime,1985,DRAMA ,2026852,tt0090223
Movie,Romance (drama),We Don't Live Here Anymore,2004,DRAMA ,2027316,tt0361309
Movie,Sports,"NASCAR, VOL. 1",2004,DOC ,2029452,0
Movie,Family,Moto X Kids,2004,ACTION ,2034750,tt0386649
Movie,Rom-Coms,Used People,1992,COMEDY ,2042180,tt0105706
Movie,War,Bowery Boys: Looking for Danger,1957,COMEDY ,2056575,tt0050654
Movie,Action,Jackie Chan's First Strike,1997,ACTION ,,
Movie,Action,"Hitman, The",1992,ACTION ,,
Movie,Action,Born to Ride,1991,ACTION ,,
Movie,Action,Cobra,1986,ACTION ,,
Movie,Action,Logan's Run,1976,ACTION ,,
Movie,Action,"Four Musketeers, The",1975,ACTION,,
Movie,Action,"Outfit, The",1974,ACTION ,,
Movie,Action,"Green Berets, The",1969,ACTION ,,
Movie,Rom-Coms,"CRAZY, STUPID, LOVE 2011",2011,COMEDY ,,
Movie,Rom-Coms,Something Borrowed 2011,2011,COMEDY ,,
Movie,Rom-Coms,Over Her Dead Body,2008,COMEDY ,,
Movie,Rom-Coms,In the Land of Women,2007,COMEDY ,,
Movie,Rom-Coms,Human Nature,2002,COMEDY ,,
Movie,Rom-Coms,Storytelling,2002,COMEDY ,,
Movie,Rom-Coms,Father's Day,1997,COMEDY ,,
Movie,Rom-Coms,French Lessons,1986,COMEDY ,,
Movie,Rom-Coms,Soup for One,1982,COMEDY ,,
Movie,Rom-Coms,"What's Up, Doc?",1972,COMEDY ,,
Movie,Rom-Coms,Kaleidoscope,1967,COMEDY ,,
Movie,Rom-Coms,Not With My Wife You Don't,1967,COMEDY ,,
Movie,Rom-Coms,You're a Big Boy Now,1967,COMEDY ,,
Movie,Rom-Coms,"Family Way, The",1966,COMEDY ,,
Movie,Comedy,Horrible Bosses 2011,2011,COMEDY ,,
Movie,Comedy,Austin Powers: The Spy Who Shagged Me,1999,COMEDY ,,
Movie,Comedy,"House, The",2017,COMEDY,,
Movie,Comedy,Sugar and Spice,2001,COMEDY ,,
Movie,Comedy,Almost Heroes,1998,COMEDY ,,
Movie,Comedy,Young Einstein,1989,COMEDY ,,
Movie,Comedy,Kisses for My President,1965,COMEDY ,,
Movie,Comedy,Bowery Boys: Master Minds,1959,COMEDY ,,
Movie,Family,Yogi Bear,2010,ADVENTURE ,,
Movie,Family,Dolphin Tale,2011,DRAMA ,,
Movie,Family,Nancy Drew,2007,COMEDY ,,
Movie,Family,Paddington 2,2018,COMEDY ,,
Movie,Family,"Little Vampire, The (2000)",2000,ADVENTURE ,,
Movie,Family,Quest for Camelot,1998,ADVENTURE ,,
Movie,Family,War of the Buttons,1995,ADVENTURE ,,
Movie,Family,Airborne,1993,ADVENTURE ,,
Movie,Family,Follow That Bird,1985,ADVENTURE ,,
Movie,Family,Shipwreck,1978,ADVENTURE ,,
Movie,Family,From the Mixed Up Files of Mrs. Basil E. Frankweiler,1973,COMEDY ,,
Movie,Family,Family Diary,1964,DRAMA ,,
Movie,Family,Magic Boy,1960,ADVENTURE ,,
Movie,Family,My Brother Talks to Horses,1946,COMEDY ,,
Movie,Crime/Noir,Death of a Scoundrel,1955,DRAMA ,,
Movie,Crime/Noir,On Dangerous Ground,1952,DRAMA ,,
Movie,Crime/Noir,"Devil Makes Three, The",1952,DRAMA ,,
Movie,Crime/Noir,"Dangerous Profession, A",1950,DRAMA ,,
Movie,Crime/Noir,Scene of the Crime,1950,DRAMA ,,
Movie,Crime/Noir,"Woman on Pier 13, The",1950,DRAMA ,,
Movie,Crime/Noir,"Threat, The",1949,DRAMA ,,
Movie,Crime/Noir,"Velvet Touch, The",1949,DRAMA ,,
Movie,Crime/Noir,Decoy,1946,DRAMA ,,
Movie,Crime/Noir,Johnny Angel,1946,DRAMA ,,
Movie,Crime/Noir,Lady in the Lake,1946,DRAMA ,,
Movie,Crime/Noir,"Mighty McGurk, The",1946,DRAMA ,,
Movie,Romance (drama),Snow Angels,2008,DRAMA ,,
Movie,Romance (drama),Eros,2005,DRAMA ,,
Movie,Romance (drama),A Very Long Engagement,2004,DRAMA ,,
Movie,Romance (drama),Sweet November,2001,DRAMA ,,
Movie,Romance (drama),Proof of Life,2000,DRAMA ,,
Movie,Romance (drama),Addicted to Love,1997,DRAMA ,,
Movie,Romance (drama),"Last Ride, The",1995,DRAMA ,,
Movie,Romance (drama),Arizona Dream,1994,DRAMA ,,
Movie,Romance (drama),Fearless,1993,DRAMA ,,
Movie,Westerns,Wild Wild West,1999,ADVENTURE ,,
Movie,Westerns,"Silent Stranger, The",1975,WESTERN ,,
Movie,Westerns,Pocket Money,1974,WESTERN,,
Movie,Westerns,There Was a Crooked Man,1971,WESTERN,,
Movie,Westerns,Hate for Hate,1967,WESTERN,,
Movie,Westerns,Son of a Gunfighter,1966,WESTERN,,
Movie,Westerns,Born Reckless,1959,WESTERN ,,
Movie,Westerns,Black Patch,1958,WESTERN,,
Movie,Westerns,"Burning Hills, The",1957,WESTERN ,,
Movie,Westerns,Young Guns,1956,WESTERN,,
Movie,Westerns,"Bounty Hunter, the",1955,WESTERN,,
Movie,Westerns,Thunder Over the Plains,1954,WESTERN ,,
Movie,Westerns,Cattle Town,1953,WESTERN,,
Movie,Westerns,Springfield Rifle,1953,WESTERN ,,
Movie,Westerns,Pistol Harvest,1952,WESTERN,,
Movie,Westerns,Saddle Legion,1952,WESTERN,,
Movie,Sports,"Replacements, The",2000,COMEDY ,,
Movie,Sports,Ready to Rumble,2000,COMEDY ,,
Movie,Sports,Personal Best,1985,DRAMA ,,
Movie,Sports,Jim Thorpe: All American,1957,DRAMA ,,
Movie,Sports,White Lightning,1953,DRAMA ,,
Movie,Sports,Right Cross,1951,DRAMA ,,
Movie,Sports,"Crowd Roars, The (1932)",1938,ACTION ,,
Movie,Sports,Saturday's Heroes,1938,DRAMA ,,
Movie,Sports,"Gridiron Flash, The",1935,COMEDY ,,
Movie,Sports,Night Parade,1930,DRAMA ,,
Movie,War,Collateral Damage,2002,ACTION ,,
Movie,War,Fifty/Fifty,1993,ACTION ,,
Movie,War,"Human Shield, The",1992,ACTION ,,
Movie,War,Victory,1981,ACTION ,,
Movie,War,"Castilian, The",1964,ADVENTURE ,,
Movie,War,Mission of Danger,1959,ADVENTURE ,,
Movie,War,Thunder Over the Plains,1954,WESTERN ,,
Movie,War,Above and Beyond,1953,DRAMA ,,
Movie,War,Springfield Rifle,1953,WESTERN ,,
Movie,War,Rocky Mountain,1951,WESTERN ,,
Movie,War,To Have and Have Not,1944,ADVENTURE ,,
Movie,CNN Films,List of Films TBD,,DOC ,,
