Region,Country,Company,Business Line,Business model,Distribution/Technology,Digital/Analogue,Year,Quarter,Value
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2014,Q1,37
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2013,Q4,30
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2013,Q3,25
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2013,Q2,20
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2012,Q1,19
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2013,Q1,16
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2012,Q4,12
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2012,Q3,10
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2012,Q2,7
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2028,Q1,"-12,665"
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2009,Q1,284
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2013,Q3,265
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2008,Q4,264
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2009,Q4,248
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2009,Q2,248
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2010,Q4,246
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2009,Q3,240
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2010,Q3,236
North America,USA,AT+T,Pay TV,Subscription,IPTV,Digital,2013,Q2,233
