Region,Country,Company,Business Line,Business model,Distribution/Technology,Digital/Analogue,Year,Quarter,Value
North America,USA,Comcast,Pay TV,Subscription,Cable,,2008,Q2,"4,693,922"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2023,Q3,"4,659,400"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2008,Q1,"4,580,644"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2023,Q4,"4,556,884"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2024,Q1,"4,462,257"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2007,Q4,"4,456,928"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2007,Q3,"4,403,301"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2024,Q2,"4,367,346"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2007,Q2,"4,351,358"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2007,Q1,"4,288,489"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2024,Q3,"4,245,187"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2006,Q4,"4,202,956"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2024,Q4,"4,149,457"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2025,Q1,"4,064,320"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2025,Q2,"3,971,333"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2006,Q3,"3,923,538"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2025,Q3,"3,868,488"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2025,Q4,"3,776,490"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2026,Q1,"3,694,305"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2006,Q2,"3,652,897"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2026,Q2,"3,605,905"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2006,Q1,"3,580,736"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2005,Q4,"3,529,296"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2026,Q3,"3,513,334"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2005,Q3,"3,491,875"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2005,Q2,"3,437,987"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2026,Q4,"3,428,955"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2005,Q1,"3,379,272"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2027,Q1,"3,351,802"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2027,Q2,"3,270,666"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2027,Q3,"3,186,821"
North America,USA,Comcast,Pay TV,Subscription,Cable,,2027,Q4,"3,109,084"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2005,Q4,"3,802,693"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2006,Q4,"3,800,175"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2007,Q4,"3,681,351"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2005,Q1,"3,656,435"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2005,Q3,"3,656,435"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2006,Q1,"3,654,014"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2006,Q3,"3,654,014"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2007,Q1,"3,539,761"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2007,Q3,"3,539,761"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2005,Q2,"3,510,178"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2006,Q2,"3,507,854"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2008,Q4,"3,405,347"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2007,Q2,"3,398,170"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2008,Q1,"3,274,372"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2008,Q3,"3,274,372"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2008,Q2,"3,143,397"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2009,Q4,"2,984,134"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2009,Q1,"2,869,360"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2009,Q3,"2,869,360"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2009,Q2,"2,754,585"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2010,Q4,"2,681,898"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2010,Q1,"2,578,748"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2010,Q3,"2,578,748"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2010,Q2,"2,475,598"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2011,Q4,"2,326,036"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2011,Q1,"2,236,573"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2011,Q3,"2,236,573"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2006,Q4,"2,236,260"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2005,Q4,"2,230,748"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2007,Q4,"2,217,800"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2012,Q4,"2,198,675"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2008,Q4,"2,169,934"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2006,Q1,"2,150,250"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2006,Q3,"2,150,250"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2011,Q2,"2,147,110"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2005,Q1,"2,144,950"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2005,Q3,"2,144,950"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2007,Q1,"2,132,500"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2007,Q3,"2,132,500"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2012,Q1,"2,114,110"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2012,Q3,"2,114,110"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2008,Q1,"2,086,475"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2008,Q3,"2,086,475"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2006,Q2,"2,064,240"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2005,Q2,"2,059,152"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2007,Q2,"2,047,200"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2012,Q2,"2,029,546"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2013,Q4,"2,021,784"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2008,Q2,"2,003,016"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2013,Q1,"1,944,023"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2013,Q3,"1,944,023"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2009,Q4,"1,890,928"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2013,Q2,"1,866,262"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2009,Q1,"1,818,200"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2009,Q3,"1,818,200"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2014,Q4,"1,802,377"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2009,Q2,"1,745,472"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2014,Q1,"1,733,055"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2014,Q3,"1,733,055"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2014,Q2,"1,663,732"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2010,Q4,"1,607,216"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2015,Q4,"1,577,654"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2010,Q1,"1,545,400"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2010,Q3,"1,545,400"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2015,Q1,"1,516,975"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2015,Q3,"1,516,975"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2010,Q2,"1,483,584"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2015,Q2,"1,456,296"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2016,Q4,"1,427,015"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2011,Q4,"1,378,156"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2016,Q1,"1,372,129"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2016,Q3,"1,372,129"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2011,Q1,"1,325,150"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2011,Q3,"1,325,150"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2016,Q2,"1,317,244"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2011,Q2,"1,272,144"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2017,Q4,"1,225,798"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2012,Q4,"1,211,886"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2017,Q1,"1,178,652"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2017,Q3,"1,178,652"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2012,Q1,"1,165,275"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2012,Q3,"1,165,275"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2017,Q2,"1,131,506"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2012,Q2,"1,118,664"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2013,Q4,"1,062,152"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2018,Q4,"1,047,375"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2013,Q1,"1,021,300"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2013,Q3,"1,021,300"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2018,Q1,"1,007,091"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2018,Q3,"1,007,091"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2013,Q2,"980,448"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2018,Q2,"966,807"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2014,Q4,"912,912"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2014,Q1,"877,800"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2014,Q3,"877,800"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2014,Q2,"842,688"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2015,Q4,"826,332"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2019,Q4,"809,770"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2015,Q1,"794,550"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2015,Q3,"794,550"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2019,Q1,"778,625"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2019,Q3,"778,625"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2015,Q2,"762,768"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2019,Q2,"747,480"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2016,Q4,"700,804"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2016,Q1,"673,850"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2016,Q3,"673,850"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2016,Q2,"646,896"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2020,Q4,"602,894"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2017,Q4,"581,714"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2020,Q1,"579,706"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2020,Q3,"579,706"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2017,Q1,"559,340"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2017,Q3,"559,340"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2020,Q2,"556,518"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2017,Q2,"536,967"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2018,Q4,"490,697"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2021,Q4,"485,173"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2018,Q1,"471,824"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2018,Q3,"471,824"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2021,Q1,"466,513"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2021,Q3,"466,513"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2018,Q2,"452,951"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2021,Q2,"447,852"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2022,Q4,"394,966"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2022,Q1,"379,775"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2022,Q3,"379,775"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2019,Q4,"373,326"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2022,Q2,"364,584"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2019,Q1,"358,968"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2019,Q3,"358,968"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2019,Q2,"344,609"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2023,Q4,"313,415"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2023,Q1,"301,361"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2023,Q3,"301,361"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2023,Q2,"289,306"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2020,Q4,"271,370"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2020,Q1,"260,933"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2020,Q3,"260,933"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2020,Q2,"250,495"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2024,Q4,"246,798"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2024,Q1,"237,306"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2024,Q3,"237,306"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2024,Q2,"227,814"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2021,Q4,"213,907"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2021,Q1,"205,680"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2021,Q3,"205,680"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2021,Q2,"197,453"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2025,Q4,"190,781"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2025,Q1,"183,444"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2025,Q3,"183,444"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2025,Q2,"176,106"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2022,Q4,"162,137"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2022,Q1,"155,901"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2022,Q3,"155,901"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2022,Q2,"149,665"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2026,Q4,"145,361"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2026,Q1,"139,770"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2026,Q3,"139,770"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2026,Q2,"134,179"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2023,Q4,"125,412"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2023,Q1,"120,588"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2023,Q3,"120,588"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2023,Q2,"115,765"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2027,Q4,"108,744"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2027,Q1,"104,562"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2027,Q3,"104,562"
North America,USA,Country Total,Physical Video,Retail,Physical video,,2027,Q2,"100,379"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2024,Q4,"96,081"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2024,Q1,"92,386"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2024,Q3,"92,386"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2024,Q2,"88,690"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2025,Q4,"74,001"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2025,Q1,"71,155"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2025,Q3,"71,155"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2025,Q2,"68,308"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2026,Q4,"56,873"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2026,Q1,"54,686"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2026,Q3,"54,686"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2026,Q2,"52,498"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2027,Q4,"43,778"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2027,Q1,"42,094"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2027,Q3,"42,094"
North America,USA,Country Total,Physical Video,Rental,Physical video,,2027,Q2,"40,411"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2013,Q2,"3,005,771"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2018,Q2,"2,885,071"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2014,Q2,"2,881,016"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2019,Q2,"2,876,822"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2013,Q3,"2,823,152"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2011,Q3,"2,739,809"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2015,Q2,"2,732,648"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2012,Q2,"2,728,796"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2016,Q3,"2,705,501"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2013,Q4,"2,701,449"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2017,Q1,"2,696,772"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2011,Q2,"2,686,902"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2017,Q4,"2,676,755"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2009,Q2,"2,673,648"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2014,Q4,"2,667,122"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2012,Q4,"2,632,515"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2007,Q3,"2,611,001"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2012,Q3,"2,607,095"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2009,Q4,"2,599,067"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2010,Q3,"2,589,689"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2010,Q2,"2,578,005"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2015,Q4,"2,560,003"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2016,Q4,"2,550,803"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2019,Q4,"2,548,202"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2016,Q2,"2,547,291"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2018,Q4,"2,543,768"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2014,Q3,"2,543,002"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2016,Q1,"2,529,454"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2017,Q2,"2,506,179"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2012,Q1,"2,504,447"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2010,Q1,"2,502,905"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2019,Q3,"2,481,026"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2008,Q3,"2,479,956"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2009,Q3,"2,466,689"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2018,Q1,"2,465,138"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2023,Q2,"2,436,475"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2014,Q1,"2,436,103"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2024,Q2,"2,397,867"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2006,Q3,"2,395,718"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2017,Q3,"2,371,524"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2008,Q2,"2,364,968"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2025,Q2,"2,357,818"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2018,Q3,"2,357,689"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2006,Q2,"2,350,626"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2010,Q4,"2,336,654"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2007,Q2,"2,334,628"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2015,Q3,"2,330,466"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2026,Q2,"2,314,959"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2009,Q1,"2,296,713"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2027,Q2,"2,270,334"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2006,Q4,"2,256,907"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2013,Q1,"2,231,735"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2011,Q4,"2,224,451"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2005,Q4,"2,221,892"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2005,Q3,"2,186,339"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2015,Q1,"2,177,299"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2008,Q4,"2,175,057"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2023,Q4,"2,158,188"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2005,Q2,"2,152,278"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2007,Q4,"2,131,320"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2024,Q4,"2,123,991"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2019,Q1,"2,116,920"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2023,Q3,"2,101,241"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2008,Q1,"2,093,598"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2025,Q4,"2,088,516"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2024,Q3,"2,067,946"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2026,Q4,"2,050,552"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2007,Q1,"2,034,382"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2025,Q3,"2,033,407"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2027,Q4,"2,011,024"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2026,Q3,"1,996,445"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2011,Q1,"1,983,832"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2006,Q1,"1,971,399"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2027,Q3,"1,957,960"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2005,Q1,"1,944,031"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2022,Q2,"1,887,645"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2023,Q1,"1,792,895"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2024,Q1,"1,764,486"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2021,Q4,"1,743,449"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2025,Q1,"1,735,015"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2026,Q1,"1,703,477"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2027,Q1,"1,670,639"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2022,Q3,"1,559,099"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2022,Q4,"1,439,628"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2021,Q3,"1,153,398"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2022,Q1,"1,087,188"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2020,Q1,"1,047,838"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2021,Q2,"673,732"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2020,Q4,"563,354"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2021,Q1,"199,781"
North America,USA,Country Total,Theatrical,Retail,Theatrical,,2020,Q3,"187,785"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2027,Q4,"15,933"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2026,Q4,"15,779"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2025,Q4,"15,588"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2024,Q4,"15,257"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2023,Q4,"14,780"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2022,Q4,"14,073"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2027,Q3,"13,433"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2026,Q3,"13,303"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2025,Q3,"13,144"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2021,Q4,"12,982"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2024,Q3,"12,862"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2027,Q2,"12,711"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2026,Q2,"12,588"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2023,Q3,"12,465"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2025,Q2,"12,437"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2024,Q2,"12,171"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2022,Q3,"11,859"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2023,Q2,"11,793"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2027,Q1,"11,715"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2026,Q1,"11,603"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2025,Q1,"11,462"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2022,Q2,"11,225"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2024,Q1,"11,220"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2021,Q3,"10,957"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2023,Q1,"10,865"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2021,Q2,"10,362"
North America,USA,Crackle,Online Video Advertising,Advertising,-,-,2022,Q1,"10,354"
