Region,Country,Company,Business Line,Business model,Distribution/Technology,Digital/Analogue,Year,Quarter,Value
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2019,Q2,"4,186"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2019,Q1,"3,849"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2018,Q4,"3,527"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2018,Q3,"3,245"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2018,Q2,"2,899"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2018,Q1,"2,610"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2017,Q4,"2,343"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2017,Q3,"2,058"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2017,Q2,"1,799"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2017,Q1,"1,572"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2016,Q4,"1,367"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2016,Q3,"1,175"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2016,Q2,"1,003"
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2016,Q1,859
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2015,Q4,731
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2015,Q3,611
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2015,Q2,506
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2015,Q1,420
North America,USA,AT+T,Fixed-line Broadband,Subscription,FTTP,,2014,Q4,345
