Date,Service,Distributor,Sign-ups (Indexed),Subscribers (Indexed),Net Subscriber Adds (Indexed),Gross Subscriber Adds (Indexed),Cancels (Indexed),Sign-ups,Subscribers,Net Subscriber Adds,Gross Subscriber Adds,Cancels
2023-03-01,Paramount+,Amazon Fire TV,0.14,1.43,-0.01,0.10,0.108,"60,684","623,545","-4,010","43,174","47,184"
2019-01-01,Paramount+,Direct,0.42,6.82,0.01,0.09,0.083,"184,591","2,985,398","2,272","38,763","36,490"
2019-02-01,Paramount+,Direct,0.63,6.94,0.12,0.22,0.099,"277,087","3,037,661","52,263","95,437","43,174"
2019-03-01,Paramount+,Direct,0.24,7.21,0.27,0.34,0.069,"104,659","3,154,885","117,224","147,432","30,208"
2019-04-01,Paramount+,Direct,0.34,7.26,0.05,0.14,0.095,"146,764","3,174,935","20,050","61,753","41,703"
2019-05-01,Paramount+,Direct,0.16,7.34,0.08,0.19,0.108,"70,174","3,210,890","35,956","83,006","47,050"
2019-06-01,Paramount+,Direct,0.23,7.30,-0.04,0.08,0.118,"100,917","3,192,846","-18,045","33,550","51,595"
2019-07-01,Paramount+,Direct,0.29,7.33,0.04,0.14,0.102,"124,709","3,208,618","15,772","60,550","44,778"
2019-08-01,Paramount+,Direct,0.22,7.41,0.08,0.18,0.100,"95,036","3,241,767","33,149","76,991","43,842"
2019-09-01,Paramount+,Direct,0.39,7.40,0.00,0.11,0.115,"170,422","3,239,896","-1,871","48,520","50,392"
2019-10-01,Paramount+,Direct,0.26,7.50,0.09,0.22,0.125,"112,679","3,279,861","39,966","94,768","54,802"
2019-11-01,Paramount+,Direct,0.37,7.52,0.02,0.14,0.116,"162,536","3,289,619","9,758","60,550","50,793"
2019-12-01,Paramount+,Direct,0.31,7.64,0.12,0.22,0.101,"136,873","3,342,817","53,199","97,308","44,109"
2020-01-01,Paramount+,Direct,0.93,7.64,0.00,0.13,0.135,"405,271","3,341,213","-1,604","57,342","58,946"
2020-02-01,Paramount+,Direct,0.29,8.01,0.37,0.50,0.127,"128,986","3,504,819","163,605","219,076","55,471"
2020-03-01,Paramount+,Direct,0.58,8.04,0.03,0.17,0.140,"253,695","3,519,522","14,703","75,921","61,218"
2020-04-01,Paramount+,Direct,0.59,8.24,0.20,0.34,0.144,"256,369","3,607,340","87,818","150,774","62,956"
2020-05-01,Paramount+,Direct,0.32,8.45,0.20,0.40,0.199,"139,546","3,695,558","88,219","175,101","86,882"
2020-06-01,Paramount+,Direct,0.36,8.43,-0.02,0.19,0.210,"155,719","3,687,004","-8,555","83,407","91,961"
2020-07-01,Paramount+,Direct,0.30,8.45,0.03,0.21,0.188,"132,595","3,698,900","11,896","93,966","82,070"
2020-08-01,Paramount+,Direct,1.14,9.07,0.62,0.80,0.176,"497,099","3,970,105","271,205","348,196","76,991"
2020-09-01,Paramount+,Direct,0.74,9.10,0.03,0.43,0.399,"325,072","3,981,600","11,495","186,195","174,700"
2020-10-01,Paramount+,Direct,0.73,9.28,0.18,0.41,0.233,"319,057","4,058,458","76,857","178,843","101,986"
2020-11-01,Paramount+,Direct,0.62,9.43,0.16,0.40,0.239,"272,275","4,127,963","69,506","174,031","104,526"
2020-12-01,Paramount+,Direct,0.71,9.76,0.33,0.51,0.178,"309,166","4,272,054","144,090","221,883","77,793"
2021-01-01,Paramount+,Direct,0.73,9.91,0.15,0.42,0.271,"318,656","4,336,480","64,426","182,987","118,560"
2021-02-01,Paramount+,Direct,1.36,10.24,0.33,0.68,0.344,"593,203","4,481,506","145,026","295,532","150,506"
2021-03-01,Paramount+,Direct,2.32,10.85,0.61,0.87,0.258,"1,013,178","4,748,568","267,062","379,875","112,813"
2021-04-01,Paramount+,Direct,1.06,12.18,1.33,1.59,0.264,"465,420","5,330,944","582,377","697,729","115,353"
2021-05-01,Paramount+,Direct,0.72,12.40,0.21,0.52,0.309,"313,042","5,423,574","92,630","228,032","135,402"
2021-06-01,Paramount+,Direct,1.85,12.65,0.25,0.59,0.338,"807,869","5,534,783","111,209","259,309","148,100"
2021-07-01,Paramount+,Direct,1.28,14.13,1.48,1.79,0.312,"558,852","6,181,586","646,803","783,274","136,472"
2021-08-01,Paramount+,Direct,1.32,14.69,0.57,0.95,0.381,"575,426","6,429,534","247,948","414,761","166,813"
2021-09-01,Paramount+,Direct,1.62,15.45,0.75,1.31,0.560,"706,818","6,758,215","328,681","573,688","245,007"
2021-10-01,Paramount+,Direct,1.03,15.81,0.37,0.88,0.516,"451,519","6,918,078","159,863","385,489","225,626"
2021-11-01,Paramount+,Direct,2.61,16.63,0.82,1.47,0.651,"1,141,095","7,276,031","357,954","642,793","284,839"
2021-12-01,Paramount+,Direct,2.24,17.34,0.71,1.29,0.575,"981,766","7,588,806","312,775","564,466","251,690"
2022-01-01,Paramount+,Direct,2.37,19.14,1.79,2.51,0.716,"1,036,970","8,373,685","784,878","1,098,188","313,310"
2022-02-01,Paramount+,Direct,1.08,19.68,0.54,1.23,0.685,"473,574","8,610,137","236,453","536,396","299,943"
2022-03-01,Paramount+,Direct,1.50,19.83,0.16,1.00,0.843,"657,897","8,678,173","68,035","436,682","368,647"
2022-04-01,Paramount+,Direct,1.34,20.48,0.64,1.34,0.699,"586,787","8,959,403","281,230","587,055","305,825"
2022-05-01,Paramount+,Direct,1.35,20.78,0.30,1.00,0.693,"589,995","9,092,266","132,863","436,281","303,419"
2022-06-01,Paramount+,Direct,1.22,20.84,0.06,0.77,0.713,"533,054","9,119,266","27,000","338,973","311,973"
2022-07-01,Paramount+,Direct,1.15,21.32,0.47,1.22,0.741,"501,242","9,326,713","207,447","531,851","324,404"
2022-08-01,Paramount+,Direct,1.08,21.38,0.06,0.87,0.809,"472,103","9,353,580","26,867","380,810","353,944"
2022-09-01,Paramount+,Direct,1.48,21.73,0.35,1.30,0.954,"646,135","9,506,759","153,180","570,748","417,568"
2022-10-01,Paramount+,Direct,1.31,21.96,0.23,1.13,0.893,"574,357","9,608,746","101,986","492,688","390,702"
2022-11-01,Paramount+,Direct,2.05,22.28,0.32,1.56,1.234,"896,756","9,750,163","141,417","681,556","540,139"
2022-12-01,Paramount+,Direct,1.58,22.64,0.36,1.37,1.008,"689,576","9,907,887","157,724","598,684","440,959"
2023-01-01,Paramount+,Direct,2.26,23.35,0.71,1.81,1.102,"989,920","10,216,786","308,899","791,161","482,262"
2023-02-01,Paramount+,Direct,1.55,23.98,0.63,1.56,0.935,"676,075","10,492,268","275,483","684,496","409,014"
2023-03-01,Paramount+,Direct,1.49,24.16,0.18,1.29,1.111,"652,951","10,571,932","79,664","565,802","486,138"
2019-01-01,Paramount+,Google Play,0.05,0.22,0.03,0.04,0.015,"20,763","94,736","12,493","19,005","6,512"
2019-02-01,Paramount+,Google Play,0.08,0.24,0.02,0.04,0.015,"33,804","104,772","10,036","16,581","6,545"
2019-03-01,Paramount+,Google Play,0.03,0.25,0.01,0.04,0.026,"12,963","109,825","5,053","16,308","11,255"
2019-04-01,Paramount+,Google Play,0.04,0.25,0.00,0.03,0.029,"18,983","109,056",-768,"11,734","12,503"
2019-05-01,Paramount+,Google Play,0.02,0.25,0.00,0.01,0.009,"9,037","110,452","1,396","5,376","3,980"
2019-06-01,Paramount+,Google Play,0.02,0.26,0.00,0.02,0.011,"9,010","112,123","1,672","6,587","4,916"
2019-07-01,Paramount+,Google Play,0.01,0.26,0.00,0.02,0.013,"6,004","113,865","1,742","7,509","5,767"
2019-08-01,Paramount+,Google Play,0.02,0.27,0.01,0.02,0.011,"10,366","116,168","2,303","7,147","4,843"
2019-09-01,Paramount+,Google Play,0.05,0.27,0.01,0.02,0.017,"21,761","118,524","2,356","9,578","7,223"
2019-10-01,Paramount+,Google Play,0.05,0.29,0.01,0.04,0.026,"23,730","124,845","6,321","17,597","11,276"
2019-11-01,Paramount+,Google Play,0.04,0.28,0.00,0.02,0.022,"18,666","123,167","-1,678","7,772","9,450"
2019-12-01,Paramount+,Google Play,0.05,0.30,0.02,0.03,0.013,"21,744","131,012","7,846","13,670","5,825"
2020-01-01,Paramount+,Google Play,0.10,0.32,0.02,0.05,0.033,"42,739","139,365","8,353","22,802","14,450"
2020-02-01,Paramount+,Google Play,0.04,0.36,0.04,0.04,0.005,"18,767","155,695","16,329","18,456","2,127"
2020-03-01,Paramount+,Google Play,0.08,0.34,-0.01,0.04,0.050,"34,870","150,702","-4,993","16,713","21,705"
2020-04-01,Paramount+,Google Play,0.05,0.36,0.01,0.03,0.017,"20,050","156,385","5,683","13,264","7,581"
2020-05-01,Paramount+,Google Play,0.04,0.39,0.04,0.04,0.008,"16,505","172,425","16,039","19,673","3,634"
2020-06-01,Paramount+,Google Play,0.03,0.38,-0.01,0.02,0.030,"11,329","168,252","-4,173","9,021","13,194"
2020-07-01,Paramount+,Google Play,0.05,0.40,0.02,0.03,0.011,"20,087","175,193","6,941","11,761","4,820"
2020-08-01,Paramount+,Google Play,0.10,0.43,0.03,0.04,0.014,"42,341","187,850","12,657","18,958","6,301"
2020-09-01,Paramount+,Google Play,0.07,0.47,0.04,0.06,0.016,"30,051","205,723","17,873","24,669","6,796"
2020-10-01,Paramount+,Google Play,0.07,0.50,0.03,0.05,0.023,"32,389","218,587","12,864","22,809","9,945"
2020-11-01,Paramount+,Google Play,0.06,0.50,0.00,0.04,0.036,"28,023","219,989","1,402","17,246","15,844"
2020-12-01,Paramount+,Google Play,0.09,0.53,0.02,0.05,0.029,"38,251","230,128","10,139","22,705","12,566"
2021-01-01,Paramount+,Google Play,0.08,0.52,-0.01,0.04,0.050,"37,102","227,207","-2,921","18,979","21,900"
2021-02-01,Paramount+,Google Play,0.14,0.53,0.01,0.05,0.042,"62,477","230,372","3,164","21,460","18,295"
2021-03-01,Paramount+,Google Play,0.23,0.55,0.02,0.04,0.020,"101,709","239,566","9,194","17,827","8,633"
2021-04-01,Paramount+,Google Play,0.09,0.66,0.11,0.14,0.031,"37,652","288,121","48,555","62,179","13,624"
2021-05-01,Paramount+,Google Play,0.08,0.66,0.00,0.05,0.055,"37,110","286,913","-1,208","22,651","23,859"
2021-06-01,Paramount+,Google Play,0.19,0.69,0.03,0.06,0.034,"83,458","300,130","13,217","28,166","14,948"
2021-07-01,Paramount+,Google Play,0.13,0.81,0.12,0.17,0.049,"56,181","353,296","53,165","74,573","21,407"
2021-08-01,Paramount+,Google Play,0.13,0.84,0.04,0.10,0.065,"55,939","368,679","15,383","43,722","28,339"
2021-09-01,Paramount+,Google Play,0.14,0.88,0.04,0.11,0.068,"61,832","386,587","17,909","47,515","29,606"
2021-10-01,Paramount+,Google Play,0.13,0.93,0.04,0.10,0.059,"54,897","405,417","18,829","44,712","25,883"
2021-11-01,Paramount+,Google Play,0.25,0.99,0.07,0.14,0.071,"111,007","435,334","29,917","60,784","30,867"
2021-12-01,Paramount+,Google Play,0.21,1.03,0.04,0.11,0.069,"90,274","451,782","16,448","46,619","30,171"
2022-01-01,Paramount+,Google Play,0.22,1.19,0.16,0.24,0.082,"97,185","519,905","68,124","104,118","35,994"
2022-02-01,Paramount+,Google Play,0.13,1.24,0.06,0.11,0.057,"58,621","544,309","24,404","49,143","24,740"
2022-03-01,Paramount+,Google Play,0.18,1.30,0.05,0.13,0.082,"77,422","567,378","23,069","58,939","35,870"
2022-04-01,Paramount+,Google Play,0.11,1.33,0.04,0.11,0.074,"49,947","583,707","16,329","48,780","32,450"
2022-05-01,Paramount+,Google Play,0.20,1.40,0.06,0.14,0.078,"87,437","611,093","27,386","61,487","34,101"
2022-06-01,Paramount+,Google Play,0.11,1.43,0.03,0.10,0.068,"48,007","625,850","14,757","44,689","29,932"
2022-07-01,Paramount+,Google Play,0.16,1.50,0.07,0.15,0.078,"68,491","655,789","29,939","64,230","34,291"
2022-08-01,Paramount+,Google Play,0.13,1.45,-0.05,0.07,0.117,"57,818","634,769","-21,020","30,141","51,162"
2022-09-01,Paramount+,Google Play,0.12,1.44,-0.01,0.11,0.123,"51,948","628,595","-6,174","47,794","53,968"
2022-10-01,Paramount+,Google Play,0.13,1.44,0.00,0.09,0.088,"58,660","629,660","1,064","39,550","38,485"
2022-11-01,Paramount+,Google Play,0.20,1.48,0.04,0.13,0.095,"87,347","646,402","16,742","58,458","41,715"
2022-12-01,Paramount+,Google Play,0.20,1.55,0.07,0.17,0.102,"86,172","676,097","29,695","74,289","44,594"
2023-01-01,Paramount+,Google Play,0.20,1.61,0.07,0.17,0.100,"86,445","706,474","30,377","74,258","43,881"
2023-02-01,Paramount+,Google Play,0.15,1.67,0.05,0.14,0.087,"63,560","730,246","23,773","62,056","38,283"
2023-03-01,Paramount+,Google Play,0.13,1.73,0.06,0.14,0.085,"55,906","756,270","26,024","63,047","37,024"
2019-01-01,Paramount+,Roku Apps,0.13,1.45,0.06,0.09,0.034,"55,604","635,040","24,728","39,698","14,970"
2019-02-01,Paramount+,Roku Apps,0.17,1.51,0.06,0.10,0.043,"74,451","660,303","25,263","43,976","18,713"
2019-03-01,Paramount+,Roku Apps,0.10,1.53,0.02,0.06,0.039,"45,312","670,194","9,891","27,134","17,243"
2019-04-01,Paramount+,Roku Apps,0.13,1.59,0.05,0.10,0.049,"55,738","693,986","23,792","45,179","21,386"
2019-05-01,Paramount+,Roku Apps,0.06,1.60,0.01,0.06,0.044,"26,466","699,467","5,480","24,728","19,248"
2019-06-01,Paramount+,Roku Apps,0.05,1.61,0.01,0.05,0.041,"22,990","702,541","3,074","20,852","17,777"
2019-07-01,Paramount+,Roku Apps,0.07,1.62,0.02,0.06,0.041,"29,273","710,160","7,619","25,664","18,045"
2019-08-01,Paramount+,Roku Apps,0.06,1.63,0.01,0.04,0.036,"24,327","712,432","2,272","18,045","15,772"
2019-09-01,Paramount+,Roku Apps,0.08,1.62,-0.01,0.06,0.064,"35,688","708,690","-3,743","24,193","27,936"
2019-10-01,Paramount+,Roku Apps,0.09,1.66,0.04,0.08,0.038,"39,832","724,997","16,307","33,149","16,842"
2019-11-01,Paramount+,Roku Apps,0.13,1.68,0.03,0.07,0.049,"57,877","735,957","10,960","32,480","21,520"
2019-12-01,Paramount+,Roku Apps,0.09,1.72,0.03,0.08,0.045,"37,426","750,794","14,837","34,619","19,782"
2020-01-01,Paramount+,Roku Apps,0.21,1.77,0.05,0.11,0.056,"91,694","773,651","22,857","47,184","24,327"
2020-02-01,Paramount+,Roku Apps,0.10,1.82,0.05,0.10,0.048,"42,372","796,240","22,589","43,441","20,852"
2020-03-01,Paramount+,Roku Apps,0.13,1.84,0.02,0.08,0.055,"57,743","805,730","9,490","33,550","24,060"
2020-04-01,Paramount+,Roku Apps,0.14,1.87,0.03,0.09,0.065,"63,090","816,691","10,960","39,297","28,337"
2020-05-01,Paramount+,Roku Apps,0.08,1.92,0.06,0.11,0.057,"34,886","841,820","25,129","49,991","24,862"
2020-06-01,Paramount+,Roku Apps,0.06,1.92,0.00,0.07,0.067,"26,065","842,221",401,"29,540","29,139"
2020-07-01,Paramount+,Roku Apps,0.07,1.91,-0.01,0.05,0.063,"28,471","836,607","-5,614","21,787","27,401"
2020-08-01,Paramount+,Roku Apps,0.17,1.92,0.00,0.07,0.062,"75,119","838,612","2,005","29,139","27,134"
2020-09-01,Paramount+,Roku Apps,0.15,2.02,0.10,0.16,0.060,"67,501","884,325","45,713","72,045","26,332"
2020-10-01,Paramount+,Roku Apps,0.16,2.09,0.07,0.13,0.067,"71,511","913,464","29,139","58,411","29,273"
2020-11-01,Paramount+,Roku Apps,0.14,2.13,0.04,0.11,0.068,"62,555","931,776","18,312","47,986","29,674"
2020-12-01,Paramount+,Roku Apps,0.17,2.19,0.06,0.13,0.067,"76,189","959,845","28,070","57,476","29,406"
2021-01-01,Paramount+,Roku Apps,0.18,2.26,0.06,0.14,0.082,"80,600","987,247","27,401","63,357","35,956"
2021-02-01,Paramount+,Roku Apps,0.28,2.37,0.12,0.21,0.089,"123,907","1,038,574","51,327","90,357","39,030"
2021-03-01,Paramount+,Roku Apps,0.42,2.35,-0.02,0.10,0.117,"184,190","1,030,420","-8,154","43,174","51,327"
2021-04-01,Paramount+,Roku Apps,0.20,2.69,0.34,0.39,0.057,"89,689","1,177,318","146,897","171,625","24,728"
2021-05-01,Paramount+,Roku Apps,0.15,2.76,0.06,0.13,0.069,"67,367","1,205,521","28,203","58,278","30,075"
2021-06-01,Paramount+,Roku Apps,0.36,2.81,0.06,0.13,0.069,"156,789","1,230,249","24,728","54,936","30,208"
2021-07-01,Paramount+,Roku Apps,0.30,3.19,0.38,0.44,0.060,"132,328","1,395,592","165,343","191,675","26,332"
2021-08-01,Paramount+,Roku Apps,0.38,3.44,0.25,0.32,0.069,"165,343","1,503,860","108,268","138,477","30,208"
2021-09-01,Paramount+,Roku Apps,0.30,3.61,0.17,0.26,0.089,"129,120","1,579,648","75,788","114,551","38,763"
2021-10-01,Paramount+,Roku Apps,0.22,3.68,0.07,0.18,0.111,"96,506","1,611,995","32,347","80,867","48,520"
2021-11-01,Paramount+,Roku Apps,0.63,3.92,0.24,0.39,0.160,"274,012","1,714,917","102,922","172,828","69,907"
2021-12-01,Paramount+,Roku Apps,0.36,4.00,0.08,0.22,0.140,"159,328","1,748,199","33,282","94,501","61,218"
2022-01-01,Paramount+,Roku Apps,0.60,4.39,0.39,0.56,0.164,"263,052","1,919,423","171,224","243,002","71,778"
2022-02-01,Paramount+,Roku Apps,0.30,4.52,0.13,0.27,0.143,"130,724","1,976,899","57,476","119,897","62,421"
2022-03-01,Paramount+,Roku Apps,0.41,4.71,0.20,0.35,0.152,"177,239","2,062,311","85,412","151,843","66,431"
2022-04-01,Paramount+,Roku Apps,0.28,4.89,0.17,0.32,0.152,"121,635","2,137,965","75,654","142,085","66,431"
2022-05-01,Paramount+,Roku Apps,0.33,4.98,0.10,0.26,0.161,"143,155","2,181,005","43,040","113,481","70,441"
2022-06-01,Paramount+,Roku Apps,0.27,5.07,0.08,0.19,0.103,"119,897","2,218,030","37,025","81,936","44,911"
2022-07-01,Paramount+,Roku Apps,0.24,5.17,0.11,0.26,0.156,"103,590","2,264,011","45,981","114,150","68,169"
2022-08-01,Paramount+,Roku Apps,0.27,5.19,0.01,0.20,0.188,"116,288","2,269,625","5,614","87,951","82,337"
2022-09-01,Paramount+,Roku Apps,0.33,5.24,0.05,0.25,0.204,"145,962","2,291,679","22,055","111,343","89,288"
2022-10-01,Paramount+,Roku Apps,0.34,5.29,0.05,0.27,0.216,"147,031","2,313,199","21,520","116,155","94,635"
2022-11-01,Paramount+,Roku Apps,0.69,5.51,0.22,0.51,0.281,"304,087","2,411,576","98,377","221,215","122,838"
2022-12-01,Paramount+,Roku Apps,0.54,5.74,0.23,0.47,0.238,"236,453","2,511,023","99,446","203,705","104,258"
2023-01-01,Paramount+,Roku Apps,0.58,5.91,0.17,0.43,0.260,"253,428","2,586,276","75,253","189,002","113,749"
2023-02-01,Paramount+,Roku Apps,0.40,6.07,0.16,0.36,0.203,"176,170","2,654,579","68,303","156,922","88,620"
2023-03-01,Paramount+,Roku Apps,0.40,6.18,0.12,0.34,0.229,"174,299","2,705,104","50,525","150,640","100,115"
2022-08-01,Paramount+,The Roku Channel,0.05,0.01,0.01,0.01,0.000,"20,317","5,881","5,881","5,881",0
2022-09-01,Paramount+,The Roku Channel,0.20,0.13,0.12,0.12,0.001,"87,951","58,545","52,664","52,931",267
2022-10-01,Paramount+,The Roku Channel,0.17,0.24,0.11,0.11,0.008,"75,788","104,659","46,114","49,590","3,475"
2022-11-01,Paramount+,The Roku Channel,0.29,0.48,0.24,0.26,0.021,"126,580","211,190","106,531","115,754","9,223"
2022-12-01,Paramount+,The Roku Channel,0.32,0.52,0.03,0.05,0.019,"140,882","226,160","14,970","23,258","8,287"
2023-01-01,Paramount+,The Roku Channel,0.28,0.75,0.23,0.28,0.049,"122,838","327,345","101,184","122,570","21,386"
2023-02-01,Paramount+,The Roku Channel,0.17,0.82,0.07,0.14,0.068,"75,520","359,023","31,679","61,619","29,941"
2023-03-01,Paramount+,The Roku Channel,0.21,0.88,0.06,0.14,0.085,"91,427","384,152","25,129","62,288","37,159"
2019-01-01,Paramount+,iTunes,0.27,1.16,0.09,0.21,0.111,"116,288","505,519","41,302","90,090","48,788"
2019-02-01,Paramount+,iTunes,0.31,1.22,0.06,0.20,0.142,"134,333","531,851","26,332","88,620","62,288"
2019-03-01,Paramount+,iTunes,0.15,1.21,0.00,0.14,0.148,"67,768","530,247","-1,604","63,357","64,961"
2019-04-01,Paramount+,iTunes,0.18,1.24,0.03,0.16,0.135,"78,595","542,946","12,698","71,912","59,213"
2019-05-01,Paramount+,iTunes,0.09,1.16,-0.08,0.07,0.152,"39,966","509,128","-33,817","32,480","66,298"
2019-06-01,Paramount+,iTunes,0.11,1.04,-0.13,0.09,0.216,"48,654","453,390","-55,738","38,629","94,367"
2019-07-01,Paramount+,iTunes,0.16,1.19,0.15,0.21,0.056,"68,169","519,822","66,431","90,892","24,461"
2019-08-01,Paramount+,iTunes,0.14,1.23,0.04,0.15,0.108,"59,882","536,663","16,842","64,025","47,184"
2019-09-01,Paramount+,iTunes,0.24,1.29,0.07,0.20,0.133,"106,397","566,203","29,540","87,550","58,010"
2019-10-01,Paramount+,iTunes,0.17,1.31,0.01,0.13,0.119,"74,585","572,619","6,416","58,411","51,996"
2019-11-01,Paramount+,iTunes,0.23,1.27,-0.04,0.09,0.133,"99,446","553,772","-18,847","39,297","58,144"
2019-12-01,Paramount+,iTunes,0.18,1.26,-0.01,0.10,0.111,"79,263","550,030","-3,743","44,778","48,520"
2020-01-01,Paramount+,iTunes,0.46,1.39,0.14,0.27,0.131,"201,299","609,377","59,347","116,556","57,208"
2020-02-01,Paramount+,iTunes,0.19,1.49,0.10,0.28,0.185,"81,535","651,615","42,238","122,971","80,733"
2020-03-01,Paramount+,iTunes,0.24,1.50,0.01,0.17,0.157,"102,922","655,491","3,876","72,446","68,570"
2020-04-01,Paramount+,iTunes,0.30,1.47,-0.03,0.14,0.167,"129,788","643,862","-11,629","61,352","72,981"
2020-05-01,Paramount+,iTunes,0.19,1.52,0.04,0.21,0.164,"81,402","663,377","19,515","91,159","71,644"
2020-06-01,Paramount+,iTunes,0.18,1.49,-0.02,0.16,0.185,"78,728","653,486","-9,891","70,976","80,867"
2020-07-01,Paramount+,iTunes,0.19,1.50,0.01,0.17,0.166,"84,610","656,560","3,074","75,520","72,446"
2020-08-01,Paramount+,iTunes,0.63,1.62,0.12,0.30,0.179,"276,552","710,561","54,000","132,328","78,327"
2020-09-01,Paramount+,iTunes,0.53,1.93,0.31,0.49,0.183,"232,844","846,097","135,536","215,735","80,199"
2020-10-01,Paramount+,iTunes,0.60,2.10,0.17,0.41,0.237,"264,255","920,281","74,184","177,774","103,590"
2020-11-01,Paramount+,iTunes,0.49,2.18,0.07,0.35,0.277,"216,537","952,093","31,812","153,180","121,367"
2020-12-01,Paramount+,iTunes,0.56,2.35,0.18,0.43,0.255,"243,938","1,030,019","77,926","189,536","111,610"
2021-01-01,Paramount+,iTunes,0.55,2.54,0.19,0.49,0.298,"241,131","1,113,159","83,139","213,596","130,457"
2021-02-01,Paramount+,iTunes,0.46,2.56,0.01,0.34,0.323,"202,235","1,118,639","5,480","146,630","141,150"
2021-03-01,Paramount+,iTunes,1.21,2.58,0.02,0.34,0.320,"529,178","1,128,129","9,490","149,571","140,080"
2021-04-01,Paramount+,iTunes,0.55,3.07,0.50,0.81,0.311,"238,725","1,344,933","216,804","353,008","136,204"
2021-05-01,Paramount+,iTunes,0.40,3.03,-0.04,0.33,0.378,"175,368","1,325,418","-19,515","145,962","165,477"
2021-06-01,Paramount+,iTunes,1.09,3.15,0.13,0.47,0.341,"478,653","1,380,220","54,802","203,972","149,170"
2021-07-01,Paramount+,iTunes,0.81,3.71,0.56,0.90,0.344,"354,345","1,623,089","242,869","393,509","150,640"
2021-08-01,Paramount+,iTunes,0.71,3.90,0.19,0.60,0.416,"312,508","1,705,426","82,337","264,389","182,051"
