,date_month,sub_month,is_cancel,subscriber_count
807,2022-11-01,3,False,515862
808,2022-05-01,3,True,69903
809,2022-12-01,3,False,372246
810,2022-09-01,2,True,58376
811,2022-03-01,2,True,104496
812,2022-11-01,2,False,433039
813,2023-06-01,2,True,18
814,2022-01-01,2,False,495093
815,2023-03-01,2,False,471544
816,2022-05-01,2,False,390844
817,2023-04-01,2,False,344550
818,2022-07-01,2,True,69544
819,2023-05-01,2,False,246695
820,2023-04-01,2,True,73125
821,2022-08-01,2,False,309568
822,2022-07-01,2,False,355888
823,2022-05-01,2,True,74280
824,2023-03-01,2,True,84256
825,2023-06-01,2,False,4
826,2022-04-01,2,True,114458
827,2022-03-01,2,False,547700
828,2022-09-01,2,False,331649
829,2022-02-01,2,False,830475
830,2022-02-01,2,True,141656
831,2022-04-01,2,False,532841
832,2022-12-01,2,False,339162
833,2023-02-01,2,False,398391
834,2023-01-01,2,False,336470
835,2023-05-01,2,True,142670
836,2023-01-01,2,True,68844
837,2022-08-01,2,True,61314
838,2022-10-01,2,True,87590
839,2022-06-01,2,False,425658
840,2022-11-01,2,True,89590
841,2022-10-01,2,False,616661
842,2023-02-01,2,True,74388
843,2022-01-01,2,True,91248
844,2022-12-01,2,True,72145
845,2022-06-01,2,True,85085
846,2023-01-01,1,False,491871
847,2022-11-01,1,True,144809
848,2022-10-01,1,True,145824
849,2022-06-01,1,False,424783
850,2022-03-01,1,True,213973
851,2022-11-01,1,False,407951
852,2022-02-01,1,False,635448
853,2022-08-01,1,True,125785
854,2023-03-01,1,False,423121
855,2022-07-01,1,True,122065
856,2022-12-01,1,True,129104
857,2022-06-01,1,True,136688
858,2023-03-01,1,True,119012
859,2022-12-01,1,False,409957
860,2022-03-01,1,False,652546
861,2022-09-01,1,True,160509
862,2023-04-01,1,False,391315
863,2022-02-01,1,True,179529
864,2022-10-01,1,False,525957
865,2022-01-01,1,False,1000221
866,2022-01-01,1,True,330175
867,2022-09-01,1,False,702802
868,2022-04-01,1,False,466657
869,2023-02-01,1,False,546557
870,2023-01-01,1,True,173772
