lfm.fact.date_str,lfm.brand_view.id,lfm.brand.name,lfm.brand.title_category,lfm.brand_view.name,lfm.brand_view.set_ids,lfm.brand_view.set_names,lfm.brand_view.type,lfm.brand.broadcast_dayparts,lfm.brand.genres,lfm.brand.primary_genre,lfm.brand.programmers,lfm.brand.programmer_types,facebook.page_insight.fbpai_impressions_organic_unique,facebook.page_insight.fbpai_impressions_organic_unique_authorized,facebook.page_insight.fbpai_impressions_unique,facebook.page_insight.fbpai_impressions_unique_authorized,facebook.page_insight.fbpai_impressions_paid_unique,facebook.page_insight.fbpai_impressions_paid_unique_authorized,facebook.page_insight.fbpai_impressions_viral_unique,facebook.page_insight.fbpai_impressions_viral_unique_authorized,lfm.post_engagement_score.post_engagement_rate_fb,lfm.post_engagement_score.post_engagement_fb,lfm.audience_ratings.facebook_fan_acquisition_score,facebook.post_insight.fbpoi_video_views_organic,facebook.post_insight.fbpoi_video_views_organic_authorized,facebook.post_insight.fbpoi_video_views_organic_unique,facebook.post_insight.fbpoi_video_views_organic_unique_authorized,facebook.page_insight.fbpai_fan_removes_unique,facebook.page_insight.fbpai_fan_removes_unique_authorized,facebook.page_insight.fbpai_impressions,facebook.page_insight.fbpai_impressions_authorized,facebook.page_insight.fbpai_fan_adds_unique,facebook.page_insight.fbpai_fan_adds_unique_authorized,facebook.page_insight.fbpai_impressions_organic,facebook.page_insight.fbpai_impressions_organic_authorized,facebook.page_insight.fbpai_video_views_organic,facebook.page_insight.fbpai_video_views_organic_authorized,facebook.page_insight.fbpai_impressions_paid,facebook.page_insight.fbpai_impressions_paid_authorized,facebook.page_insight.fbpai_video_views_paid,facebook.page_insight.fbpai_video_views_paid_authorized,facebook.page.talking_about,facebook.page_insight.fbpai_video_views,facebook.page_insight.fbpai_video_views_authorized,facebook.page_insight.fbpai_impressions_viral,facebook.page_insight.fbpai_impressions_viral_authorized,facebook.post_insight.fbpoi_video_complete_views_paid,facebook.post_insight.fbpoi_video_complete_views_paid_authorized,facebook.post_insight.fbpoi_video_views_paid,facebook.post_insight.fbpoi_video_views_paid_authorized,facebook.post_insight.fbpoi_video_views_paid_unique,facebook.post_insight.fbpoi_video_views_paid_unique_authorized,facebook.page.total_post_angry_count_c,facebook.page.total_post_comments_c,facebook.page.total_post_haha_count_c,facebook.post.interactions_views,facebook.post.interactions_views_authorized,facebook.page.total_post_likes_c,facebook.page.total_post_love_count_c,facebook.page.total_post_reactions_count_c,facebook.page.total_post_sad_count_c,facebook.post.other,facebook.page.total_post_wow_count_c,facebook.post_video.views_c,facebook.page.likes,lfm.audience_ratings.facebook_audience_footprint,lfm.engagement_score.facebook,lfm.social_engagement_score.facebook_score,lfm.audience_ratings.private_facebook_audience_footprint,lfm.audience_ratings.private_facebook_audience_footprint_authorized
2022-01-19,9365,20/20,TV Shows,20/20 (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Documentary"", ""News""]",News,"[""ABC""]","[""Broadcast""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,0.0876730435271702,6235,223,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,36218,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,153,1343,72,,unauthorized,2691,122,3973,529,96,406,1922751,1422330,1422330,6458,6458,,unauthorized
2022-01-19,9471,2 Broke Girls,TV Shows,2 Broke Girls (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Comedy""]",Comedy,"[""CBS""]","[""Broadcast""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,1,-85,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,676,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-5,-1,,unauthorized,9,0,8,0,12,0,142,2148544,2148544,-84,-84,,unauthorized
2022-01-19,9472,48 Hours,TV Shows,48 Hours (Standard View),"[757, 1700, 5431]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe"", ""HBO Max Impact Comps""]",STANDARD,"[""Prime Time""]","[""Crime"", ""Documentary""]",News,"[""CBS""]","[""Broadcast""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,0.0179391145683281,6538,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,25291,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,475,378,433,,unauthorized,1372,196,5071,2134,186,461,69044,1214850,1214850,6540,6540,,unauthorized
2022-01-19,9643,4th and Loud,TV Shows,4th and Loud (Standard View),"[1700, 756, 757]","[""LF // TV Universe"", ""LF // TV Universe // Episodic"", ""LF // TV Universe // Episodic Plus""]",STANDARD,"[""Prime Time""]","[""Reality-Tv""]",Reality,"[""AMC""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,33,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,81069,81069,0,0,,unauthorized
2022-01-19,10033,30 for 30,TV Shows,30 for 30 (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Biography"", ""Documentary"", ""History"", ""Sport""]",Documentary,"[""ESPN""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,75,23,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1331,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,1,-1,,unauthorized,61,9,70,1,0,0,7384,472655,472655,98,98,,unauthorized
2022-01-19,10127,19 Kids and Counting,TV Shows,19 Kids and Counting (Standard View),[1700],"[""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Documentary"", ""Reality-Tv""]",Documentary,"[""TLC""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4806,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,138,0,,2409489,2409489,0,0,,unauthorized
2022-01-19,10417,106 & Park,TV Shows,106 & Park (Standard View),[1700],"[""LF // TV Universe""]",STANDARD,"[""Prime Time"", ""Early News""]","[""Music""]",Talk Show,"[""BET""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,0.000919967862456005,759,-204,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,13864,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,10,93,109,,unauthorized,362,96,616,25,487,14,5062,3750131,3750131,555,555,,unauthorized
2022-01-19,10552,22 Jump Street,Movies,22 Jump Street (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Comedy"", ""Crime""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,7,122,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,385,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,2,,unauthorized,8,0,10,0,0,0,12,3461906,3461906,129,129,,unauthorized
2022-01-19,12503,23 Blast,Movies,23 Blast (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama"", ""Family"", ""Sport""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-2,-3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,24,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,12,44587,44587,-5,-5,,unauthorized
2022-01-19,13837,12 Monkeys,TV Shows,12 Monkeys (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Adventure"", ""Drama"", ""Mystery"", ""Sci-Fi"", ""Thriller""]",Drama,"[""Syfy""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-1,-3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,57,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,91,0,30,149339,149339,-4,-4,,unauthorized
2022-01-19,13842,500 Questions,TV Shows,500 Questions (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Game-Show""]",Game Show,"[""ABC""]","[""Broadcast""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-1,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,0,6107,6107,-1,-1,,unauthorized
2022-01-19,13850,11.22.63,TV Shows,11.22.63 (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Other""]","[""Drama"", ""Mystery"", ""Romance"", ""Sci-Fi"", ""Thriller""]",Drama,"[""Hulu""]","[""Streaming""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-11,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,86,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-1,0,,unauthorized,3,0,3,0,6,0,92,211932,211932,-11,-11,,unauthorized
2022-01-19,14272,5 Flights Up,Movies,5 Flights Up (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,3,6714,6714,0,0,,unauthorized
2022-01-19,14276,3 Nights in the Desert,Movies,3 Nights in the Desert (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,1920,1920,0,0,,unauthorized
2022-01-19,15171,10 Days in a Madhouse,Movies,10 Days in a Madhouse (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,2,18330,18330,0,0,,unauthorized
2022-01-19,15454,300,Movies,300 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-24,-1495,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1522,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-7,0,,unauthorized,-5,-9,-14,0,0,0,188,9793430,9793430,-1519,-1519,,unauthorized
2022-01-19,16608,30 for 30 Shorts,TV Shows,30 for 30 Shorts (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Documentary"", ""Short""]",Sport,"[""ESPN""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,75,23,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1331,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,1,-1,,unauthorized,61,9,70,1,0,0,7384,472655,472655,98,98,,unauthorized
2022-01-19,19366,13 Hours: The Secret Soldiers of Benghazi,Movies,13 Hours: The Secret Soldiers of Benghazi (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""History"", ""Thriller"", ""War""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-4,-42,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,161,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,0,,unauthorized,1,0,1,0,1,0,147,416097,416097,-46,-46,,unauthorized
2022-01-19,22688,10 Cloverfield Lane,Movies,10 Cloverfield Lane (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""Horror"", ""Sci-Fi"", ""Thriller""]",Thriller,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-1,7,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,43,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,29,312076,312076,6,6,,unauthorized
2022-01-19,23065,45 Years,Movies,45 Years (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,10,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,1,9614,9614,0,0,,unauthorized
2022-01-19,24409,5 Seconds of Summer,Talent,5 Seconds of Summer (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,792,-476,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,17451,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,31,20,,unauthorized,213,563,796,0,6385,0,5516,10309296,10309296,316,316,,unauthorized
2022-01-19,24653,25 Days of Christmas,TV Shows,25 Days of Christmas (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]",[],Family,"[""Freeform""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-30,-232,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1141,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,0,1,,unauthorized,21,3,26,0,0,0,23405,5984262,5984262,-262,-262,,unauthorized
2022-01-19,25652,31 Nights of Halloween,TV Shows,31 Nights of Halloween (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]",[],Drama,"[""Freeform""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-3,-71,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,346,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,1,,unauthorized,-5,3,-1,0,0,0,66,2211839,2211839,-74,-74,,unauthorized
2022-01-19,25943,31,Movies,31 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Horror"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,16,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,36479,36479,-2,-2,,unauthorized
2022-01-19,27693,400 Days,Movies,400 Days (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Mystery"", ""Sci-Fi"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,5721,5721,0,0,,unauthorized
2022-01-19,29379,60 Days In,TV Shows,60 Days In (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Reality-Tv""]",Reality,"[""A&E""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,3082,132,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,18920,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,33,98,394,,unauthorized,2134,110,2779,18,14,90,388337,355770,355770,3214,3214,,unauthorized
2022-01-19,30438,23.5 Degrees with Sam Champion,TV Shows,23.5 Degrees with Sam Champion (Standard View),[1700],"[""LF // TV Universe""]",STANDARD,"[""Late News""]",[],Talk Show,"[""The Weather Channel""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,1,0,,3860,3860,-1,-1,,unauthorized
2022-01-19,32517,24: Legacy,TV Shows,24: Legacy (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Action"", ""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",Drama,"[""FOX""]","[""Broadcast""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-4,-196,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,573,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-3,0,,unauthorized,0,0,0,0,0,0,74,4170854,4170854,-200,-200,,unauthorized
2022-01-19,33680,13 Reasons Why,TV Shows,13 Reasons Why (Standard View),"[1700, 757, 756]","[""LF // TV Universe"", ""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic""]",STANDARD,"[""Other""]","[""Drama"", ""Mystery"", ""Thriller""]",Drama,"[""Netflix""]","[""Streaming""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-232,-706,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1133,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-16,-2,,unauthorized,-111,-23,-144,-6,824,-2,1054,4613196,4613196,-938,-938,,unauthorized
2022-01-19,38408,2 Lava 2 Lantula!,TV Shows,2 Lava 2 Lantula! (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]",[],Drama,"[""Syfy""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,1288,1288,0,0,,unauthorized
2022-01-19,42040,20th Century Women,Movies,20th Century Women (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-4,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,23,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,3,0,139,41928,41928,-4,-4,,unauthorized
2022-01-19,43668,13th,,13th (Standard View),"[3, 757, 1700]","[""LF // Film - Majors + Independents"", ""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-23,-5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,111,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,-1,-4,0,,unauthorized,0,0,-2,-1,0,0,134,135700,135700,-28,-28,,unauthorized
2022-01-19,43960,3%,TV Shows,3% (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Other""]","[""Action"", ""Drama"", ""Sci-Fi"", ""Thriller""]",Drama,"[""Netflix""]","[""Streaming""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-36,24,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,156,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-19,0,,unauthorized,-1,-6,-7,0,0,0,23,356694,356694,-12,-12,,unauthorized
2022-01-19,43998,300: Rise of an Empire,Movies,300: Rise of an Empire (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-24,-1495,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1522,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-7,0,,unauthorized,-5,-9,-14,0,0,0,188,9793430,9793430,-1519,-1519,,unauthorized
2022-01-19,53635,3 Idiotas,Movies,3 Idiotas (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-2,-2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-1,0,,unauthorized,-1,0,-1,0,34,0,5,16077,16077,-4,-4,,unauthorized
2022-01-19,53706,47 Meters Down,Movies,47 Meters Down (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Adventure"", ""Drama"", ""Horror"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-11,-5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,42,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,0,,unauthorized,0,0,0,0,3,0,67,149110,149110,-16,-16,,unauthorized
2022-01-19,55115,247Sports,Publishers,247Sports (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0.00282150166664126,3824,551,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,41936,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,57,739,480,,unauthorized,2063,57,2864,66,195,141,37890,3305626,3305626,4375,4375,,unauthorized
2022-01-19,58769,`,Talent,` (Custom View),[2069],"[""Talent Universe""]",CUSTOM,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,87,-13,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,24284,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,2,40,,unauthorized,35,12,87,0,128,0,38,530485,530485,74,74,,unauthorized
2022-01-19,59212,12 Strong,Movies,12 Strong (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""History"", ""War""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-3,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,118,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-1,0,,unauthorized,1,0,1,0,0,0,87,176659,176659,-2,-2,,unauthorized
2022-01-19,59637,20th Century Fox Home Entertainment,Studio,20th Century Fox Home Entertainment (Standard View),[4243],"[""HBO Max - Requested Brands""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,3,39,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,473,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,3,0,3,0,14,0,121,2945702,2945702,42,42,,unauthorized
2022-01-19,59671,27 Dresses*,Movies,27 Dresses* (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,1,-61,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,204,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,33,1077320,1077320,-60,-60,,unauthorized
2022-01-19,59672,500 Days of Summer*,Movies,500 Days of Summer* (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Drama"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-37,-77,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,966,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-13,2,,unauthorized,-1,-4,-2,1,0,0,114,2730954,2730954,-114,-114,,unauthorized
