lfm.fact.date_str,lfm.brand_view.id,lfm.brand.name,lfm.brand.title_category,lfm.brand_view.name,lfm.brand_view.set_ids,lfm.brand_view.set_names,lfm.brand_view.type,lfm.brand.broadcast_dayparts,lfm.brand.genres,lfm.brand.primary_genre,lfm.brand.programmers,lfm.brand.programmer_types,facebook.page_insight.fbpai_impressions_organic_unique,facebook.page_insight.fbpai_impressions_organic_unique_authorized,facebook.page_insight.fbpai_impressions_unique,facebook.page_insight.fbpai_impressions_unique_authorized,facebook.page_insight.fbpai_impressions_paid_unique,facebook.page_insight.fbpai_impressions_paid_unique_authorized,facebook.page_insight.fbpai_impressions_viral_unique,facebook.page_insight.fbpai_impressions_viral_unique_authorized,lfm.post_engagement_score.post_engagement_rate_fb,lfm.post_engagement_score.post_engagement_fb,lfm.audience_ratings.facebook_fan_acquisition_score,facebook.post_insight.fbpoi_video_views_organic,facebook.post_insight.fbpoi_video_views_organic_authorized,facebook.post_insight.fbpoi_video_views_organic_unique,facebook.post_insight.fbpoi_video_views_organic_unique_authorized,facebook.page_insight.fbpai_fan_removes_unique,facebook.page_insight.fbpai_fan_removes_unique_authorized,facebook.page_insight.fbpai_impressions,facebook.page_insight.fbpai_impressions_authorized,facebook.page_insight.fbpai_fan_adds_unique,facebook.page_insight.fbpai_fan_adds_unique_authorized,facebook.page_insight.fbpai_impressions_organic,facebook.page_insight.fbpai_impressions_organic_authorized,facebook.page_insight.fbpai_video_views_organic,facebook.page_insight.fbpai_video_views_organic_authorized,facebook.page_insight.fbpai_impressions_paid,facebook.page_insight.fbpai_impressions_paid_authorized,facebook.page_insight.fbpai_video_views_paid,facebook.page_insight.fbpai_video_views_paid_authorized,facebook.page.talking_about,facebook.page_insight.fbpai_video_views,facebook.page_insight.fbpai_video_views_authorized,facebook.page_insight.fbpai_impressions_viral,facebook.page_insight.fbpai_impressions_viral_authorized,facebook.post_insight.fbpoi_video_complete_views_paid,facebook.post_insight.fbpoi_video_complete_views_paid_authorized,facebook.post_insight.fbpoi_video_views_paid,facebook.post_insight.fbpoi_video_views_paid_authorized,facebook.post_insight.fbpoi_video_views_paid_unique,facebook.post_insight.fbpoi_video_views_paid_unique_authorized,facebook.page.total_post_angry_count_c,facebook.page.total_post_comments_c,facebook.page.total_post_haha_count_c,facebook.post.interactions_views,facebook.post.interactions_views_authorized,facebook.page.total_post_likes_c,facebook.page.total_post_love_count_c,facebook.page.total_post_reactions_count_c,facebook.page.total_post_sad_count_c,facebook.post.other,facebook.page.total_post_wow_count_c,facebook.post_video.views_c,facebook.page.likes,lfm.audience_ratings.facebook_audience_footprint,lfm.engagement_score.facebook,lfm.social_engagement_score.facebook_score,lfm.audience_ratings.private_facebook_audience_footprint,lfm.audience_ratings.private_facebook_audience_footprint_authorized
2022-02-19,60810,21 and Over,Movies,21 and Over (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-1,-25,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,90,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,1,468502,468502,-26,-26,,unauthorized
2022-02-19,60848,42,Movies,42 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Biography"", ""Drama"", ""Sport""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,23,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,112,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,11,438536,438536,23,23,,unauthorized
2022-02-19,60919,100 Bloody Acres,Movies,100 Bloody Acres (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Horror""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,1384,1384,0,0,,unauthorized
2022-02-19,60946,2 Guns,Movies,2 Guns (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Comedy"", ""Crime"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-2,-8,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,81,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-3,0,,unauthorized,0,0,0,0,0,0,1,333405,333405,-10,-10,,unauthorized
2022-02-19,60991,12 Years a Slave,Movies,12 Years a Slave (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Biography"", ""Drama"", ""History""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,55,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,213,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,1,0,1,0,0,0,10,788826,788826,55,55,,unauthorized
2022-02-19,61027,47 Ronin,Movies,47 Ronin (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""Fantasy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,1,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,111,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-1,0,,unauthorized,4,0,4,0,0,0,42,473518,473518,2,2,,unauthorized
2022-02-19,61082,3 Days to Kill,Movies,3 Days to Kill (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,1,-7,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,20,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,1,0,1,0,0,0,,127096,127096,-6,-6,,unauthorized
2022-02-19,61144,50 to 1,Movies,50 to 1 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,13,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,2,59511,59511,-2,-2,,unauthorized
2022-02-19,61207,"10,000 KM",Movies,"10,000 KM (Standard View)",[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Drama"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,7,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,10,11374,11374,0,0,,unauthorized
2022-02-19,61209,10 Rules for Sleeping Around,Movies,10 Rules for Sleeping Around (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,17386,17386,-3,-3,,unauthorized
2022-02-19,61213,"20,000 Days on Earth",Movies,"20,000 Days on Earth (Standard View)",[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary"", ""Drama"", ""Music""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,0,35532,35532,-1,-1,,unauthorized
2022-02-19,61215,200 Cartas,Movies,200 Cartas (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,19656,19656,0,0,,unauthorized
2022-02-19,61217,52 Tuesdays,Movies,52 Tuesdays (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,3398,3398,0,0,,unauthorized
2022-02-19,64325,30 Years of Garbage: The Garbage Pail Kids Story,Movies,30 Years of Garbage: The Garbage Pail Kids Story (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,9426,9426,0,0,,unauthorized
2022-02-19,64890,10 Years,Talent,10 Years (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,54,21,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1941,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,5,0,,unauthorized,42,5,47,0,90,0,58,436524,436524,75,75,,unauthorized
2022-02-19,64892,21 Savage,Talent,21 Savage (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,13,-116,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,4349,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,12,15,27,0,33,0,268,5593698,5593698,-103,-103,,unauthorized
2022-02-19,64895,2CELLOS,Talent,2CELLOS (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,3609,510,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,39146,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,140,2,,unauthorized,2067,692,2815,1,394,53,50387,2037847,2037847,4119,4119,,unauthorized
2022-02-19,64897,3 Doors Down,Talent,3 Doors Down (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,252,8,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,22310,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,11,2,,unauthorized,173,53,228,0,106,0,111,5827809,5827809,260,260,,unauthorized
2022-02-19,64899,36 Crazy Fists,Talent,36 Crazy Fists (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-1,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,33,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,0,,unauthorized,1,0,1,0,0,0,2,113034,113034,-1,-1,,unauthorized
2022-02-19,64901,3OH!3,Talent,3OH!3 (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-24,-150,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2088,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,2,0,,unauthorized,6,2,8,0,3,0,105,3760365,3760365,-174,-174,,unauthorized
2022-02-19,64903,3TEETH,Talent,3TEETH (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-2,-11,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,51,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,-1,-1,-2,0,32,0,10,82298,82298,-13,-13,,unauthorized
2022-02-19,64905,54-40,Talent,54-40 (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,9,3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,116,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,2,0,,unauthorized,4,2,6,0,1,0,,14692,14692,12,12,,unauthorized
2022-02-19,66343,50 Central BET,TV Shows,50 Central BET (Standard View),"[1700, 756, 757]","[""LF // TV Universe"", ""LF // TV Universe // Episodic"", ""LF // TV Universe // Episodic Plus""]",STANDARD,"[""Prime Time""]","[""Comedy""]",Reality,"[""BET""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,73,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,23399,23399,0,0,,unauthorized
2022-02-19,68665,2307: Winter's Dream,Movies,2307: Winter's Dream (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Sci-Fi""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,717,717,0,0,,unauthorized
2022-02-19,71122,11/8/16,Movies,11/8/16 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,3465,3465,0,0,,unauthorized
2022-02-19,73796,32 Pills: My Sister's Suicide,TV Shows,32 Pills: My Sister's Suicide (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]",[],Documentary,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,4535,4535,-1,-1,,unauthorized
2022-02-19,76074,2 Dope Queens,TV Shows,2 Dope Queens (Standard View),"[6761, 757, 756, 1700, 5899]","[""HBO + Max Mega Brand"", ""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe"", ""HBO + Originals Brand Set""]",STANDARD,"[""Late News""]","[""Comedy"", ""Talk-Show""]",Comedy,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-2,-5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,31,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,-1,0,-2,-1,3,0,3,97160,97160,-7,-7,,unauthorized
2022-02-19,76075,2 Dope Queens,TV Shows,2 Dope Queens (Custom View),[],[],CUSTOM,"[""Late News""]",[],,"[""HBO""]","[""Premium Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-2,-5,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,31,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,-1,0,-2,-1,3,0,3,97160,97160,-7,-7,,unauthorized
2022-02-19,81670,100 Code,TV Shows,100 Code (Standard View),"[757, 756, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe // Episodic"", ""LF // TV Universe""]",STANDARD,"[""Prime Time""]","[""Crime"", ""Thriller""]",Drama,"[""WGN America""]","[""Ad Supported Cable""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,4807,4807,0,0,,unauthorized
2022-02-19,90301,20 Feet from Stardom,Movies,20 Feet from Stardom (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Biography"", ""Documentary"", ""History"", ""Music""]",Documentary,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,15935,15935,0,0,,unauthorized
2022-02-19,100123,18 UNDA PAR,Talent,18 UNDA PAR (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,760,760,0,0,,unauthorized
2022-02-19,103517,40 Years in the Making: The Magic Music Movie,Movies,40 Years in the Making: The Magic Music Movie (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,3,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,915,915,0,0,,unauthorized
2022-02-19,105549,47 Meters Down: Uncaged,Movies,47 Meters Down: Uncaged (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Adventure"", ""Drama"", ""Horror"", ""Thriller""]",Horror,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-5,-12,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,70,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-1,0,,unauthorized,0,0,0,0,3,0,72,148947,148947,-17,-17,,unauthorized
2022-02-19,108628,2 Chainz,Talent,2 Chainz (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,248,615,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,36292,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,4,0,,unauthorized,179,50,230,0,144,1,1565,8853769,8853769,863,863,,unauthorized
2022-02-19,109436,21 Bridges,Movies,21 Bridges (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-13,-1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,25,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-2,0,,unauthorized,0,0,0,0,0,0,25,21120,21120,-14,-14,,unauthorized
2022-02-19,119782,1917,Movies,1917 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Action"", ""Drama"", ""War""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-25,25,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,139,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,-1,0,,unauthorized,-6,0,-6,0,0,0,79,140370,140370,0,0,,unauthorized
2022-02-19,131316,070Shake,Talent,070Shake (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,1,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,83,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,1,0,1,0,0,0,18,57018,57018,2,2,,unauthorized
2022-02-19,137038,5B,Movies,5B (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,4,2586,2586,0,0,,unauthorized
2022-02-19,138866,4 Latas,TV Shows,4 Latas (Standard View),"[757, 1700]","[""LF // TV Universe // Episodic Plus"", ""LF // TV Universe""]",STANDARD,"[""Other""]",[],Comedy,"[""Netflix""]","[""Streaming""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,1,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,10,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,5,9531,9531,1,1,,unauthorized
2022-02-19,146606,25 Words or Less,TV Shows,25 Words or Less (Standard View),"[1700, 756, 757]","[""LF // TV Universe"", ""LF // TV Universe // Episodic"", ""LF // TV Universe // Episodic Plus""]",STANDARD,"[""Prime Time""]","[""Game-Show"", ""Reality-Tv""]",Game Show,"[""FOX""]","[""Broadcast""]",,unauthorized,,unauthorized,,unauthorized,,unauthorized,,92,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1335,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,3,0,,unauthorized,76,12,88,0,0,0,12460,16819,16819,92,92,,unauthorized
2022-02-19,168089,24KGoldn,Talent,24KGoldn (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,38,-60,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,1086,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,1,0,,unauthorized,32,2,37,0,0,3,159,599493,599493,-22,-22,,unauthorized
2022-02-19,169969,5IVE,Talent,5IVE (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,26,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,293,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,4,0,,unauthorized,22,1,23,0,9,0,54,70832,70832,26,26,,unauthorized
2022-02-19,173603,42 Dugg,Talent,42 Dugg (Standard View),[2069],"[""Talent Universe""]",STANDARD,,,,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,216,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,,4750,4750,0,0,,unauthorized
2022-02-19,184404,2040,Movies,2040 (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Documentary""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,100,14,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,2514,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,10,0,,unauthorized,41,12,53,0,0,0,32,61083,61083,114,114,,unauthorized
2022-02-19,194006,2 Hearts,Movies,2 Hearts (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Drama"", ""Romance""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,-1,2,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,41,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,-1,0,-1,0,0,0,44,64080,64080,1,1,,unauthorized
2022-02-19,208055,12 Hour Shift,Movies,12 Hour Shift (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Comedy"", ""Horror"", ""Thriller""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,6,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,0,788,788,0,0,,unauthorized
2022-02-19,211231,100% Wolf,Movies,100% Wolf (Standard View),[3],"[""LF // Film - Majors + Independents""]",STANDARD,,"[""Adventure"", ""Animation"", ""Comedy"", ""Family"", ""Fantasy""]",,,,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,0,0,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,50,,unauthorized,,unauthorized,,unauthorized,,unauthorized,,unauthorized,0,0,0,,unauthorized,0,0,0,0,0,0,6,841,841,0,0,,unauthorized
