,expiration_month,level,title_viewed_lower_bound,title_viewed_upper_bound,title_viewed_bin,churn,vol_churn,invol_churn,user_dist,user_id,is_cancel
16,2023-12,monthly_new_titles_viewed,7.5,8.0,7.75,0.03615819209039548,0.01694915254237288,0.0192090395480226,0.00012227046724726487,885,32
17,2023-12,monthly_new_titles_viewed,8.0,8.5,8.25,0.03522205206738132,0.010719754977029096,0.02450229709035222,9.021764419487453e-05,653,23
18,2023-12,monthly_new_titles_viewed,8.5,9.0,8.75,0.041501976284584984,0.01383399209486166,0.02766798418972332,6.990831234702376e-05,506,21
19,2023-12,monthly_new_titles_viewed,9.0,9.5,9.25,0.020527859237536656,0.002932551319648094,0.017595307917888565,4.711212353821166e-05,341,7
20,2023-12,monthly_new_titles_viewed,9.5,10.0,9.75,0.022026431718061675,0.00881057268722467,0.013215859030837005,3.1362029452123305e-05,227,5
21,2023-12,monthly_new_titles_viewed,10.0,10.5,10.25,0.0410958904109589,0.00684931506849315,0.03424657534246575,2.017117312779737e-05,146,6
22,2023-12,monthly_new_titles_viewed,10.5,11.0,10.75,0.03333333333333333,0.016666666666666666,0.016666666666666666,1.6579046406408798e-05,120,4
23,2023-12,monthly_new_titles_viewed,11.0,11.5,11.25,0.034482758620689655,0.022988505747126436,0.011494252873563218,1.2019808644646378e-05,87,3
24,2023-12,monthly_new_titles_viewed,11.5,12.0,11.75,0.015873015873015872,0.0,0.015873015873015872,8.703999363364618e-06,63,1
25,2023-12,monthly_new_titles_viewed,12.0,13.0,12.5,0.029411764705882353,0.014705882352941176,0.014705882352941176,9.39479296363165e-06,68,2
26,2023-12,monthly_new_titles_viewed,13.0,14.0,13.5,0.08695652173913043,0.043478260869565216,0.043478260869565216,6.355301122456705e-06,46,4
27,2023-12,monthly_new_titles_viewed,14.0,15.0,14.5,0.0,0.0,0.0,2.4868569609613193e-06,18,0
28,2023-12,monthly_new_titles_viewed,15.0,16.0,15.5,0.0,0.0,0.0,1.7960633606942863e-06,13,0
29,2023-12,monthly_new_titles_viewed,16.0,19.0,17.5,0.0,0.0,0.0,6.907936002670332e-07,5,0
30,2023-12,monthly_new_titles_viewed,19.0,32.0,25.5,0.0,0.0,0.0,5.526348802136265e-07,4,0
31,2024-04,monthly_library_titles_viewed,-0.011,0.0,-0.0055,0.03110337520811261,0.020281519600423792,0.010821855607688814,0.001811086193942195,13214,411
32,2024-04,monthly_library_titles_viewed,0.0,0.5,0.25,0.0636625381023065,0.04659800159156345,0.017064536510743054,0.10867764392680328,792931,50480
33,2024-04,monthly_library_titles_viewed,0.5,1.0,0.75,0.05603255119411169,0.040023250852936926,0.01600930034117477,0.09573085839235741,698469,39137
34,2024-04,monthly_library_titles_viewed,1.0,1.5,1.25,0.05147718469197603,0.03554810373069062,0.015929080961285407,0.08509624359287483,620877,31961
35,2024-04,monthly_library_titles_viewed,1.5,2.0,1.75,0.0483179961607125,0.03263939210675907,0.01567860405395343,0.0754673613869406,550623,26605
36,2024-04,monthly_library_titles_viewed,2.0,2.5,2.25,0.0457427489660477,0.030129092363663287,0.015613656602384415,0.06664328454886081,486241,22242
37,2024-04,monthly_library_titles_viewed,2.5,3.0,2.75,0.043642287775644384,0.027732588584395184,0.0159096991912492,0.0588904540927889,429675,18752
38,2024-04,monthly_library_titles_viewed,3.0,3.5,3.25,0.04234695893875723,0.026433586700214725,0.015913372238542504,0.05202110037397683,379555,16073
39,2024-04,monthly_library_titles_viewed,3.5,4.0,3.75,0.041499689900291015,0.025001789036782598,0.01649790086350842,0.04596600903432402,335376,13918
40,2024-04,monthly_library_titles_viewed,4.0,4.5,4.25,0.04054835024527922,0.02368456420939453,0.016863786035884686,0.04079124209482943,297620,12068
41,2024-04,monthly_library_titles_viewed,4.5,5.0,4.75,0.03939376781231716,0.022920559424721137,0.01647320838759602,0.036308755794475296,264915,10436
42,2024-04,monthly_library_titles_viewed,5.0,5.5,5.25,0.03852814949986483,0.021504967558799677,0.01702318194106515,0.03244659461246401,236736,9121
43,2024-04,monthly_library_titles_viewed,5.5,6.0,5.75,0.03808436771769629,0.020682931469063585,0.01740143624863271,0.028819214015455223,210270,8008
44,2024-04,monthly_library_titles_viewed,6.0,6.5,6.25,0.03796802636027498,0.02036588834448672,0.01760213801578826,0.02553954990656747,186341,7075
45,2024-04,monthly_library_titles_viewed,6.5,7.0,6.75,0.037857237165868474,0.01963679137709601,0.01822044578877246,0.022837448777948553,166626,6308
46,2024-04,monthly_library_titles_viewed,7.0,7.5,7.25,0.03704397383242585,0.018789549024067213,0.01825442480835864,0.020489917044193298,149498,5538
47,2024-04,monthly_library_titles_viewed,7.5,8.0,7.75,0.03806094512558029,0.01909742887751458,0.018963516248065707,0.018422806254346457,134416,5116
48,2024-04,monthly_library_titles_viewed,8.0,8.5,8.25,0.03739500345479217,0.0181314152993182,0.019263588155473972,0.01646383433289831,120123,4492
49,2024-04,monthly_library_titles_viewed,8.5,9.0,8.75,0.03696669419212772,0.017662170841361593,0.019304523350766125,0.014937966117584366,108990,4029
50,2024-04,monthly_library_titles_viewed,9.0,9.5,9.25,0.037540181404967135,0.017638868983026555,0.019901312421940584,0.01338811272867122,97682,3667
51,2024-04,monthly_library_titles_viewed,9.5,10.0,9.75,0.03657752563133734,0.01696349014786659,0.019614035483470748,0.012151711294165956,88661,3243
52,2024-04,monthly_library_titles_viewed,10.0,10.5,10.25,0.03684677590710813,0.016586048720736934,0.020260727186371192,0.010965610195151595,80007,2948
53,2024-04,monthly_library_titles_viewed,10.5,11.0,10.75,0.036966220522625874,0.01664034139717904,0.02032587912544684,0.009892033824851217,72174,2668
54,2024-04,monthly_library_titles_viewed,11.0,11.5,11.25,0.03648052167761185,0.01656387936205226,0.019916642315559587,0.008911656986250602,65021,2372
55,2024-04,monthly_library_titles_viewed,11.5,12.0,11.75,0.03662498106475014,0.015653139885210308,0.020971841179539832,0.008143034965997248,59413,2176
56,2024-04,monthly_library_titles_viewed,12.0,13.0,12.5,0.03720640604020316,0.01577185779057775,0.021434548249625405,0.014086560983880045,102778,3824
57,2024-04,monthly_library_titles_viewed,13.0,14.0,13.5,0.0376705042433985,0.015046925604595637,0.022623578638802867,0.011595392324799272,84602,3187
58,2024-04,monthly_library_titles_viewed,14.0,15.0,14.5,0.037250014163503486,0.015282420259475384,0.0219675939040281,0.009676852553132642,70604,2630
59,2024-04,monthly_library_titles_viewed,15.0,16.0,15.5,0.037804299179494134,0.01463009425645894,0.023174204923035194,0.008084785258684894,58988,2230
60,2024-04,monthly_library_titles_viewed,16.0,19.0,17.5,0.03816100743147984,0.013803595466239734,0.02435741196524011,0.01720723765633879,125547,4791
61,2024-04,monthly_library_titles_viewed,19.0,231.0,125.0,0.0417577245066066,0.01274249403220926,0.029015230474397337,0.028535640734445204,208201,8694
62,2023-10,monthly_library_titles_viewed,-0.011,0.0,-0.0055,0.06023614011398785,0.045516635003375674,0.014719505110612175,0.0174587393337933,127382,7673
63,2023-10,monthly_library_titles_viewed,0.0,0.5,0.25,0.0614283334208202,0.04479517802816773,0.016633155392652473,0.12010705885029606,876322,53831
64,2023-10,monthly_library_titles_viewed,0.5,1.0,0.75,0.05407174618211428,0.038234738435910874,0.0158370077462034,0.10301207180640155,751594,40640
65,2023-10,monthly_library_titles_viewed,1.0,1.5,1.25,0.04954223522067122,0.03381031900531112,0.015731916215360107,0.08913356507122774,650334,32219
66,2023-10,monthly_library_titles_viewed,1.5,2.0,1.75,0.04714460202574045,0.03145106949637397,0.01569353252936648,0.07708985558732563,562461,26517
67,2023-10,monthly_library_titles_viewed,2.0,2.5,2.25,0.0444104134762634,0.028625754134248744,0.015784659342014656,0.06667672673376485,486485,21605
68,2023-10,monthly_library_titles_viewed,2.5,3.0,2.75,0.04273477990381954,0.026729935398713652,0.016004844505105892,0.05794091533453013,422747,18066
69,2023-10,monthly_library_titles_viewed,3.0,3.5,3.25,0.041648106904231624,0.025620620348742462,0.016027486555489162,0.050462064090028555,368180,15334
70,2023-10,monthly_library_titles_viewed,3.5,4.0,3.75,0.040685638147183074,0.024045900149119448,0.016639737998063626,0.04402567701921582,321219,13069
71,2023-10,monthly_library_titles_viewed,4.0,4.5,4.25,0.04001184700440032,0.022950045131445336,0.01706180187295498,0.03887187997435368,283616,11348
72,2023-10,monthly_library_titles_viewed,4.5,5.0,4.75,0.039441977933272324,0.022234565878493134,0.017207412054779193,0.03429756472364831,250241,9870
73,2023-10,monthly_library_titles_viewed,5.0,5.5,5.25,0.038135631580376785,0.02052308054426449,0.017612551036112294,0.03027915726790507,220922,8425
74,2023-10,monthly_library_titles_viewed,5.5,6.0,5.75,0.038439475112936765,0.020415689247190665,0.0180237858657461,0.02675950436489042,195242,7505
75,2023-10,monthly_library_titles_viewed,6.0,6.5,6.25,0.03771544870571774,0.01983197747364891,0.017883471232068827,0.023704615597160923,172953,6523
76,2023-10,monthly_library_titles_viewed,6.5,7.0,6.75,0.03795047964739435,0.019276639875550946,0.018673839771843403,0.02114532904505841,154280,5855
77,2023-10,monthly_library_titles_viewed,7.0,7.5,7.25,0.03878474939478823,0.0188475012616197,0.01993724813316853,0.018739821720260508,136729,5303
78,2023-10,monthly_library_titles_viewed,7.5,8.0,7.75,0.037865593903565795,0.01848717508442286,0.019378418819142935,0.016762346950607264,122301,4631
79,2023-10,monthly_library_titles_viewed,8.0,8.5,8.25,0.03704410055216507,0.017382301656495205,0.019661798895669862,0.015091745344888979,110112,4079
80,2023-10,monthly_library_titles_viewed,8.5,9.0,8.75,0.0372581120793972,0.01789690973246154,0.01936120234693566,0.01347843403953908,98341,3664
81,2023-10,monthly_library_titles_viewed,9.0,9.5,9.25,0.03751534053165498,0.017834423590078478,0.0196809169415765,0.01217309236320296,88817,3332
82,2023-10,monthly_library_titles_viewed,9.5,10.0,9.75,0.036469529570564416,0.016460030995350698,0.020009498575213717,0.01096629548582586,80012,2918
83,2023-10,monthly_library_titles_viewed,10.0,10.5,10.25,0.03773294101162954,0.016771752837326608,0.02096118817430293,0.00978183908442973,71370,2693
84,2023-10,monthly_library_titles_viewed,10.5,11.0,10.75,0.03617967193009351,0.015529664264908784,0.02065000766518473,0.008940302136434795,65230,2360
85,2023-10,monthly_library_titles_viewed,11.0,11.5,11.25,0.0381730259897818,0.016079148369017308,0.022093877620764486,0.008021053225978438,58523,2234
86,2023-10,monthly_library_titles_viewed,11.5,12.0,11.75,0.03768853766954143,0.01616579917176399,0.02152273849777744,0.007215014334910324,52642,1984
87,2023-10,monthly_library_titles_viewed,12.0,13.0,12.5,0.03786888666791139,0.01552975804768756,0.02233912862022383,0.012479280236463658,91051,3448
88,2023-10,monthly_library_titles_viewed,13.0,14.0,13.5,0.03781820117366831,0.015342852200295413,0.0224753489733729,0.010299781776037688,75149,2842
89,2023-10,monthly_library_titles_viewed,14.0,15.0,14.5,0.03935573326454276,0.015123178124596931,0.02423255513994583,0.008500893756097375,62024,2441
90,2023-10,monthly_library_titles_viewed,15.0,16.0,15.5,0.03719135802469136,0.014544753086419754,0.022646604938271604,0.007105093710758543,51840,1928
91,2023-10,monthly_library_titles_viewed,16.0,19.0,17.5,0.03840307297403082,0.013653616843101738,0.024749456130929083,0.015057343753040978,109861,4219
92,2023-10,monthly_library_titles_viewed,19.0,219.5,119.25,0.04289706724132126,0.01272770126940301,0.030169365971918247,0.024422937281923376,178194,7644
93,2023-12,monthly_library_titles_viewed,-0.011,0.0,-0.0055,0.04914687774846086,0.037361477572559365,0.011785400175901494,0.01963580808759042,142125,6985
94,2023-12,monthly_library_titles_viewed,0.0,0.5,0.25,0.05831535917761646,0.042403523353010744,0.01591183582460572,0.11004535474461913,796514,46449
95,2023-12,monthly_library_titles_viewed,0.5,1.0,0.75,0.05144004951525949,0.036565225942293896,0.014874823572965594,0.0955373075518109,691504,35571
96,2023-12,monthly_library_titles_viewed,1.0,1.5,1.25,0.04754510147111318,0.03272869040823679,0.014816411062876393,0.08398765303150627,607907,28903
97,2023-12,monthly_library_titles_viewed,1.5,2.0,1.75,0.04454769573789136,0.029712804282684083,0.014834891455207269,0.07386213859751214,534618,23816
98,2023-12,monthly_library_titles_viewed,2.0,2.5,2.25,0.04252884807601516,0.027478510150524646,0.015050337925490513,0.06496526966095298,470222,19998
99,2023-12,monthly_library_titles_viewed,2.5,3.0,2.75,0.04103906389595839,0.02595003646092403,0.01508902743503436,0.05721732864035793,414142,16996
100,2023-12,monthly_library_titles_viewed,3.0,3.5,3.25,0.04021659289437683,0.024794042876218197,0.015422550018158633,0.05059607198179842,366217,14728
101,2023-12,monthly_library_titles_viewed,3.5,4.0,3.75,0.03893820595547275,0.023201297940198515,0.015736908015274238,0.044791885993634754,324206,12624
102,2023-12,monthly_library_titles_viewed,4.0,4.5,4.25,0.038436174569788345,0.022383500975308383,0.01605267359447996,0.0398054614694672,288114,11074
103,2023-12,monthly_library_titles_viewed,4.5,5.0,4.75,0.03830616100820039,0.02218975827343735,0.016116402734763044,0.03546465264410922,256695,9833
104,2023-12,monthly_library_titles_viewed,5.0,5.5,5.25,0.03737355750229106,0.020582601859774237,0.01679095564251682,0.0318100781812565,230243,8605
105,2023-12,monthly_library_titles_viewed,5.5,6.0,5.75,0.03682226308165763,0.020654607172294052,0.016167655909363584,0.028327925801030444,205039,7550
106,2023-12,monthly_library_titles_viewed,6.0,6.5,6.25,0.03657650868541909,0.019686221829043865,0.01689028685637522,0.025300039292339982,183123,6698
107,2023-12,monthly_library_titles_viewed,6.5,7.0,6.75,0.036671873955249734,0.019001537872386984,0.017670336082862753,0.022728905512146087,164513,6033
108,2023-12,monthly_library_titles_viewed,7.0,7.5,7.25,0.036449379259732406,0.018877027513709288,0.017572351746023118,0.02033185171921948,147163,5364
109,2023-12,monthly_library_titles_viewed,7.5,8.0,7.75,0.03680328492129876,0.018378830507185764,0.018424454414112994,0.01816925327422351,131510,4840
110,2023-12,monthly_library_titles_viewed,8.0,8.5,8.25,0.03633328837334772,0.017559684380900997,0.018773603992446722,0.01638894000761531,118624,4310
111,2023-12,monthly_library_titles_viewed,8.5,9.0,8.75,0.036523953048654925,0.017962446412190875,0.018561506636464047,0.014760048698185644,106834,3902
112,2023-12,monthly_library_titles_viewed,9.0,9.5,9.25,0.03615148797731017,0.017841129486350648,0.018310358490959522,0.013249697570561804,95902,3467
113,2023-12,monthly_library_titles_viewed,9.5,10.0,9.75,0.03572840827149869,0.01701518922565188,0.018713219045846805,0.01187916306763201,85982,3072
114,2023-12,monthly_library_titles_viewed,10.0,10.5,10.25,0.03651598620192555,0.017260464397878802,0.019255521804046747,0.010733827278389268,77692,2837
115,2023-12,monthly_library_titles_viewed,10.5,11.0,10.75,0.03642594237847443,0.016231614277051516,0.02019432810142291,0.009796972997707118,70911,2583
116,2023-12,monthly_library_titles_viewed,11.0,11.5,11.25,0.03556445762230704,0.015613664321988456,0.01995079330031858,0.0087600918037063,63406,2255
117,2023-12,monthly_library_titles_viewed,11.5,12.0,11.75,0.03772466572529331,0.016439168104875966,0.021285497620417343,0.007925198658423565,57363,2164
118,2023-12,monthly_library_titles_viewed,12.0,13.0,12.5,0.03720986241984526,0.015704809786153677,0.021505052633691582,0.013767654612042025,99651,3708
119,2023-12,monthly_library_titles_viewed,13.0,14.0,13.5,0.0372312404287902,0.014921898928024502,0.022309341500765696,0.011277205524359317,81625,3039
120,2023-12,monthly_library_titles_viewed,14.0,15.0,14.5,0.0380482180603391,0.01566865234808059,0.022379565712258503,0.009346575570333013,67651,2574
121,2023-12,monthly_library_titles_viewed,15.0,16.0,15.5,0.03738772860080078,0.015203982253002922,0.022183746347797857,0.007660348392081184,55446,2073
122,2023-12,monthly_library_titles_viewed,16.0,19.0,17.5,0.03896919642478207,0.014659072582356486,0.02431012384242558,0.01627661696821189,117811,4591
123,2023-12,monthly_library_titles_viewed,19.0,211.0,115.0,0.04378329078948078,0.013891062552954954,0.02989222823652583,0.025600672667176198,185299,8113
124,2024-02,monthly_library_titles_viewed,-0.011,0.0,-0.0055,0.013245369840725062,0.011020859550776037,0.002224510289949027,0.011918384314982646,78669,1042
125,2024-02,monthly_library_titles_viewed,0.0,0.5,0.25,0.01924620893066914,0.016378433653821776,0.0028677752768473627,0.10755891509357497,709958,13664
126,2024-02,monthly_library_titles_viewed,0.5,1.0,0.75,0.016977009103860994,0.014278131799572278,0.0026988773042887163,0.09761806539150807,644342,10939
127,2024-02,monthly_library_titles_viewed,1.0,1.5,1.25,0.015798187566728388,0.013047387685700483,0.002750799881027905,0.08812005133439273,581649,9189
128,2024-02,monthly_library_titles_viewed,1.5,2.0,1.75,0.01433812106931893,0.01173873357532531,0.00259938749399362,0.07850735148075726,518199,7430
129,2024-02,monthly_library_titles_viewed,2.0,2.5,2.25,0.013657178989561295,0.011001008644587341,0.0026561703449739524,0.06924310252804158,457049,6242
130,2024-02,monthly_library_titles_viewed,2.5,3.0,2.75,0.013306031254742823,0.01067119821458339,0.0026348330401594336,0.0608914919349524,401923,5348
131,2024-02,monthly_library_titles_viewed,3.0,3.5,3.25,0.01304390697412348,0.01042103928667014,0.002622867687453339,0.05377582153738659,354955,4630
132,2024-02,monthly_library_titles_viewed,3.5,4.0,3.75,0.01232701738170428,0.009676114919510129,0.002650902462194151,0.04720631005191464,311592,3841
133,2024-02,monthly_library_titles_viewed,4.0,4.5,4.25,0.012230255130843333,0.00948409301986779,0.0027461621109755433,0.041596705048280905,274565,3358
134,2024-02,monthly_library_titles_viewed,4.5,5.0,4.75,0.011860588664077654,0.009064290156123235,0.002796298507954419,0.036787476614020785,242821,2880
135,2024-02,monthly_library_titles_viewed,5.0,5.5,5.25,0.012326390508259568,0.009621393726272982,0.002704996781986587,0.03248441098844461,214418,2643
136,2024-02,monthly_library_titles_viewed,5.5,6.0,5.75,0.01180086112962434,0.008812297015667481,0.0029885641139568587,0.02864175505325769,189054,2231
137,2024-02,monthly_library_titles_viewed,6.0,6.5,6.25,0.01110189269364148,0.008368200836820083,0.0027336918568213967,0.025382224125740475,167539,1860
138,2024-02,monthly_library_titles_viewed,6.5,7.0,6.75,0.011296766182583814,0.008300491281109972,0.002996274901473843,0.02244993404430447,148184,1674
139,2024-02,monthly_library_titles_viewed,7.0,7.5,7.25,0.01110186166187377,0.008158014227334646,0.002943847434539125,0.02001926175980128,132140,1467
140,2024-02,monthly_library_titles_viewed,7.5,8.0,7.75,0.010509151755224697,0.0077260620133861495,0.0027830897418385466,0.017746149882670523,117136,1231
141,2024-02,monthly_library_titles_viewed,8.0,8.5,8.25,0.011083084919361002,0.008197661086906673,0.00288542383245433,0.015856636997334958,104664,1160
142,2024-02,monthly_library_titles_viewed,8.5,9.0,8.75,0.010732802394569458,0.007760970655834091,0.002971831738735368,0.01417210414197526,93545,1004
143,2024-02,monthly_library_titles_viewed,9.0,9.5,9.25,0.010425058618409186,0.007334816328984549,0.003090242289424638,0.012599530076085011,83165,867
144,2024-02,monthly_library_titles_viewed,9.5,10.0,9.75,0.011120501160341799,0.007954713133996002,0.0031657880263457954,0.011293899700377676,74547,829
145,2024-02,monthly_library_titles_viewed,10.0,10.5,10.25,0.01013862096810372,0.007162831037937583,0.002975789930166136,0.010131285694439163,66873,678
146,2024-02,monthly_library_titles_viewed,10.5,11.0,10.75,0.00999360678353915,0.007083010868467983,0.0029105959150711666,0.00900488028211797,59438,594
147,2024-02,monthly_library_titles_viewed,11.0,11.5,11.25,0.010642667762052355,0.007431196086485679,0.0032114716755666755,0.008114057978896904,53558,570
148,2024-02,monthly_library_titles_viewed,11.5,12.0,11.75,0.010345476205404727,0.007105983656237591,0.0032394925491671367,0.0072488392418738595,47847,495
