,ckg_series_id,season_number,title_name,medal,content_sub_pillar,content_cost
909,d7cbfe38-7576-4955-acd0-81e5ff5d66d4,0,The Crazies,Bronze,Supporter: Broad Library,250000.0
910,7207af80-5caa-4c29-bcd6-a06a963fd4a0,0,The Delta Force,Bronze,Supporter: Broad Library,225000.0
911,dad979fb-c4c6-4cc5-9a03-7f85717d5d8f,0,Click,Bronze,Supporter: Broad Library,1254657.3251
912,24c5ef0c-3c76-437b-b755-b35d07d1997c,1,My Strange Addiction: Still Addicted?,Bronze,Supporter: New Content,
913,83dc8ded-d67b-4edd-830c-23da3ef0bd2e,14,7 Little Johnstons,Bronze,Supporter: Segment-Specific Library,
916,dc3552e4-32ed-4719-b3fb-7938b59b4658,4,Harley Quinn,Silver,Supporter: New Content,13265000.0
918,d8da0110-568f-4ab2-94fd-fd72c705c44f,2,The Curious Case of Natalia Grace,Bronze,Supporter: New Content,
919,6e04063b-47b7-4c44-92cf-d4354406c565,1,90 Day: The Last Resort,Bronze,Supporter: New Content,
920,9c2861d2-fa50-400a-9e2c-13a46b0cb8fb,1,Kim vs Kanye: The Divorce,Bronze,Supporter: New Content,
922,7e57f3c4-ea63-4a3a-be19-ebfd020536cb,0,This Is the End,Bronze,Supporter: Broad Library,232343.949
923,69cf2552-e159-43c7-ad8e-34f7f3393514,0,The Flash,Platinum,Engagement Anchor,37846659.55
925,dd0eadff-8dc6-4b37-86bd-43bc098d1722,47,"Diners, Drive-Ins, and Dives",Bronze,Supporter: Segment-Specific Library,
926,e2b211f8-8390-4a39-a645-5375b5a8dfdb,0,Sabrina,Bronze,Supporter: Broad Library,200000.0
932,fc304e4d-7703-44c7-9a30-19aad5cd8322,1,Crack Addicts,Bronze,Supporter: New Content,
933,6a82c24c-5638-463c-8fa3-529610cf3537,0,The Zone of Interest,Silver,Supporter: New Content,3675000.0
934,23468c06-692e-4566-a356-4e33c6d26653,1,Expedition From Hell: The Lost Tapes,Bronze,NaN,
938,77828632-de67-4a9b-8765-118f9a349f5f,0,Straight Outta Compton,Bronze,Supporter: Broad Library,3600000.0
939,6f8b08c6-88a6-4ce0-a35b-969bd0387658,1,Lethally Blonde,Bronze,Supporter: New Content,
940,1ac61f1c-2d04-49da-bb24-6229fa12fd06,1,Space Shuttle Columbia: The Final Flight,Bronze,NaN,
941,3d510db4-d741-417d-9f7d-c79d2294e118,0,American Pain,Bronze,Supporter: New Content,1000000.0
942,d953ea91-212d-4a9e-8b89-ad3fc6b4d336,2,My Strange Addiction,Bronze,Supporter: Segment-Specific Library,
944,GZQyR3g57BJtJswEAAAAC,0,The Whole Ten Yards,Bronze,NaN,
945,5556f34b-2a5f-4605-b4c5-ea6d6548498b,0,Species II,Bronze,Supporter: Broad Library,180000.0
946,48cd05b2-3963-4e3f-a6da-e04bb1365fed,0,Jurassic Ghost Town: A Mass Murder Mystery,Bronze,NaN,
947,459e05db-0585-4577-88b2-4b866633e696,8,Dirt Every Day,Bronze,Supporter: Segment-Specific Library,
948,e15a9d57-a3e6-4da1-9048-b70ff66e3f10,55,Chopped: Volume 3,Bronze,Supporter: Segment-Specific Library,
949,9a17f94f-885c-40e4-851c-e3f43672ff9f,1,Angel City,Bronze,Supporter: New Content,4600000.0
950,bf3c05ab-23d6-48ae-922c-25e11b2348b5,3,Iron Resurrection,Bronze,Supporter: Segment-Specific Library,
951,2291b29c-9bbe-4e6f-8e3b-781f16ef6350,0,Thunderball,Bronze,Supporter: Broad Library,252000.0
954,472f91c5-a441-40fb-800b-d26ea304e268,0,The Venture Bros: Radiant Is the Blood of the Baboon Heart,Bronze,Supporter: New Content,
955,9fab087a-73f8-4e08-b778-bd502697295e,2,Julia,Silver,Supporter: New Content,74400000.0
958,34737423-1246-4a5e-b681-e68547ae4559,6,Expedition X,Bronze,Supporter: Segment-Specific Library,
959,a3271d09-ff24-4f96-b17c-8a4fbb701a19,0,The Age of Adaline,Bronze,Supporter: Broad Library,117500.0
962,91fbd7bc-86a0-40f9-a300-aee659469195,0,Necessary Roughness,Bronze,Supporter: Broad Library,200000.0
964,94f786c8-a9ac-4e3c-8588-6ddf7dbd0102,0,The Expendables 3,Bronze,Supporter: Broad Library,100500.0
966,240573f0-ca09-4f29-981a-1c4dee756a47,0,Aniara,Bronze,Supporter: Broad Library,60000.0
967,108b15fe-62b0-40b3-a521-90ee18515caa,0,Ghost Adventures: Horror at Joe Exotic Zoo,Bronze,NaN,
969,c706d141-342d-4fe5-8d60-638e42a908fa,5,Craig of the Creek,Bronze,Supporter: Segment-Specific Library,3345490.0
970,35bda21c-9624-4bc8-95b1-89ab2d6a7d37,2,Mary Makes It Easy,Bronze,Supporter: Segment-Specific Library,
971,722798a6-0d48-47c4-9ec6-5b6d20ee7e0a,4,Nancy Drew,Bronze,Supporter: Segment-Specific Library,13351883.0
973,a00c620c-6cd2-4a08-8231-6375e3493101,0,Tracers,Bronze,Supporter: Broad Library,100000.0
974,8ccfb7ce-b6c6-4601-bda8-d4810ed26395,0,RoboCop,Bronze,Supporter: Broad Library,720000.0
977,dcb14a92-a71b-4515-ae5f-4c8f528ed273,7,Texas Metal,Bronze,Supporter: Segment-Specific Library,
978,8478baac-c150-419d-9350-71fa6f7f5318,1,The Man Who Played With Fire,Bronze,Supporter: Segment-Specific Library,140800.0
979,1b1b0af9-0bfd-4e57-bc52-4431703f6b96,5,Welcome to Plathville,Bronze,Supporter: Segment-Specific Library,
980,fee8ffd0-21f5-47db-8480-068d85116223,0,Bleed for This,Bronze,Supporter: Broad Library,175000.0
981,93472ca1-5b9a-4ca0-afd5-95ca5ce028b9,0,The Bourne Ultimatum,Bronze,Supporter: Broad Library,
982,GY-U2Xw8DjEG9tAEAAA9e,0,Canada vs. Japan Women's Soccer,Bronze,News & Sports,
983,4d1ba324-839c-4f64-8c07-d30c3cfd28bf,0,Children of the Corn VII: Revelation,Bronze,Supporter: Broad Library,81000.0
987,volta_limburg_classic_cycling_men,0,Volta Limburg Classic: Cycling (Men),Bronze,News & Sports,
988,8b8caa6f-5259-4eff-a2ab-95fcabfd7a66,0,Critters III,Bronze,Supporter: Broad Library,
989,3b65c971-18c9-4cbc-b940-63bc7db85a95,17,Bering Sea Gold,Bronze,Supporter: Segment-Specific Library,
990,9a98aebe-3f73-4d1c-ab7b-2a5f9cd47745,0,The Thomas Crown Affair,Bronze,Supporter: Broad Library,
991,4b7ab6de-dfa5-4fa7-830b-223ad1f14e0d,1,Fired On Mars,Bronze,Supporter: New Content,14308887.0
992,316b1520-4f7b-4db3-948a-d336e9b6378e,1,Symon's Dinners Cooking Out,Bronze,Supporter: Segment-Specific Library,
995,5ca35e16-2dc0-4838-9ab5-fc626eac1936,4,Yellowstone Wardens,Bronze,Supporter: New Content,
996,9327503f-cc49-4202-97c6-59e7ff9ca91f,0,Hail Satan?,Bronze,Supporter: Broad Library,60000.0
998,5a11b420-5f6c-4957-af21-d85c905a96b5,1,Time Zone,Bronze,Supporter: New Content,105779.37
1000,9ff631ce-812f-4f15-bec1-ac1d1a961726,0,City by the Sea (Movie),Bronze,Supporter: Broad Library,175000.0
1001,1d880976-4646-4d48-bffd-ba299eb02b49,0,Alien Sharks: Strange New Worlds,Bronze,Supporter: New Content,
1002,0b8c7185-7ca0-4065-a43f-7b69a2888056,0,A View to a Kill,Bronze,Supporter: Broad Library,252000.0
1005,1f9fece3-1f52-4acc-9d0e-10548434a24f,0,The Biggest Little Farm,Bronze,Supporter: Broad Library,180819.0
1006,2d2cd49a-26db-4e62-b698-ecf43a1d313f,0,Elektra,Bronze,Supporter: Broad Library,270000.0
1008,7217f238-b813-4c0d-86be-12d1b26b8b95,0,Low Tide,Bronze,Supporter: Broad Library,100000.0
1009,almeria_classic_cycling_men,0,ALMERIA CLASSIC: Cycling (Men),Bronze,News & Sports,
1010,a792b17e-2801-4827-813a-f81fb1c8a49e,0,Air Jaws: Top Guns,Bronze,Supporter: New Content,
1011,ba04ae75-08d6-42ca-81ad-d29580f62d93,0,Priscilla,Gold,Supporter: New Content,9660000.0
1013,92edc119-4ad2-4285-a2a5-bee475617058,4,FLCL,Bronze,NaN,1567500.0
1016,brugge_de_panne_cycling_women,0,BRUGGE DE PANNE: Cycling (Women),Bronze,News & Sports,
1017,3c53e8c4-775d-4930-8b05-b12cb7a73d94,7,Guy's Ranch Kitchen,Bronze,Supporter: Segment-Specific Library,
1018,8e815b42-5541-4888-a53a-96b10bc9007e,0,Girl With A Pearl Earring,Bronze,Supporter: Broad Library,175000.0
1019,4a041899-7187-465c-b766-43e30eea2c1d,0,The Blackcoat's Daughter,Bronze,Supporter: Broad Library,40000.0
1020,dff9abce-0c75-482e-8307-1e9837c0f662,26,Worst Cooks in America,Bronze,Supporter: Segment-Specific Library,
1022,47a6b658-c505-43ee-aa06-483ad649c4be,0,Men In Black 3,Bronze,Supporter: Broad Library,510857.5421
1023,48f428e3-ded2-4183-8512-e6b668d38596,0,Air Jaws: Going for Gold,Bronze,NaN,
1024,ca48b672-9876-4adc-bd69-ea2802f9dd1c,2,Roadkill,Bronze,Supporter: Segment-Specific Library,
1025,2a2fa749-c668-41d1-8a7d-0c7ace039767,0,The Saint,Bronze,Supporter: Broad Library,215000.0
1026,16ef1c41-6458-4f61-b29d-e44ee76457c6,0,Inside Job,Bronze,Supporter: Broad Library,45000.0
1027,16ef1c41-6458-4f61-b29d-e44ee76457c6,0,Inside Job,Bronze,Supporter: Broad Library,92600.0
1028,fb03758b-83f4-465f-b25a-f58508be62ab,0,Stranger Sharks,Bronze,Supporter: New Content,
1031,e3542405-afcc-49ea-87f2-c842c9d92089,1,Take My Tumor,Bronze,Supporter: New Content,
1033,9d10a610-5011-4a05-89ac-1177591e6bef,5,Holiday Wars,Bronze,Supporter: Segment-Specific Library,
1034,0016010d-5220-4bfc-89b0-511b48b5b77a,0,Kusama: Inifinity,Bronze,Buzz/Prestige/Brand Support,60000.0
1035,e93e8268-90cc-4ea0-8d9e-35770bc803df,0,This One's for the Ladies,Bronze,Supporter: Broad Library,90000.0
1036,2fc22e61-608b-4ceb-a13f-bf2a71015b3c,0,Mother's Day,Bronze,Supporter: Broad Library,175000.0
1037,2fc22e61-608b-4ceb-a13f-bf2a71015b3c,0,Mother's Day,Bronze,Supporter: Broad Library,70000.0
1038,b021ad5c-20bb-4f3f-b8f4-33fb35869a8c,0,Step Brothers,Bronze,Supporter: Broad Library,726552.9487
1039,858168a2-1172-40ae-a16e-62f628e5ec66,1,Desert Car Kings,Bronze,Supporter: Segment-Specific Library,
1041,59719cfb-58d6-471d-bb13-7618e5b03c7b,204,House Hunters: Volume 8,Bronze,Supporter: New Content,
1043,2706cb44-9311-431e-8c7b-f4a34c3f4aa0,0,Aliens in the Attic,Bronze,Supporter: Broad Library,
1045,fd984538-fc20-4996-8613-db3778e04913,0,Doomsday,Bronze,Supporter: Broad Library,
1047,GY6Os0A0CKMPCLwEAAAi2,0,I Am a Fugitive from a Chain Gang,Bronze,Supporter: Broad Library,5000.0
1049,25271af6-140c-4515-ba1f-adbb8d66a8d6,0,Leatherheads,Bronze,Supporter: Broad Library,
1051,ede9ff39-02aa-4f4a-9d1c-08a414804fcf,0,Megasharks of Dangerous Reef,Bronze,Supporter: New Content,
1053,italy_motogp,0,ITALY: Motogp,Bronze,NaN,
1054,f9fe18ed-93a0-45ac-8c00-9ca27dc12f0f,5,90 Day Fiance Pillow Talk: The Other Way,Bronze,Supporter: Segment-Specific Library,
1055,a2022962-e002-4fc8-82ff-4785422380fb,2,Breaking Amish,Bronze,Supporter: Segment-Specific Library,
1056,a70cb4c9-f600-4c5a-b1b7-f70c2320d375,2,Pretty Little Liars: Original Sin,Silver,Supporter: New Content,57500000.0
1057,a9f12636-1bba-43f8-9f49-23c648a4d43a,0,From Russia With Love,Bronze,Supporter: Broad Library,252000.0
1058,22faa96d-89fa-4ec4-a29d-f3094ad6b509,0,Comeback: A March Madness Story,Bronze,Supporter: New Content,
1059,8f8cfe8d-ec80-4f27-b075-c84fe9593d31,1,Naked And Afraid: Last One Standing,Bronze,Supporter: New Content,
1061,0fa8d081-5d5e-45b8-b44e-46b5d85c01aa,0,Sidney Poitier: One Bright Light,Bronze,Supporter: Broad Library,
1062,3818ade2-955c-4a3f-9d68-41b6eb4d544f,0,The Green Knight,Bronze,NaN,
1064,665f83ec-a03a-483c-af70-d5adc1d5afb5,1,Mud Madness,Bronze,Supporter: New Content,
1065,mairipora_mountain_bike,0,Mairipora: Mountain Bike,Bronze,NaN,
1066,5924529b-e2d0-4652-9438-0112f242db75,0,The Jacket,Bronze,Supporter: Broad Library,140000.0
1067,6a3ca6c9-8bbf-4b49-9622-56f590240b18,0,Monster Mako,Bronze,NaN,
1068,veenendaal_veenendaal_classic_cycling_men,0,Veenendaal veenendaal classic: Cycling (Men),Bronze,NaN,
1069,e15a9d57-a3e6-4da1-9048-b70ff66e3f10,58,Chopped: Volume 3,Bronze,Supporter: Segment-Specific Library,
1070,a1dd50be-ff70-4063-9efd-b54f85a21a4c,3,Ghost Adventures: Screaming Room,Bronze,Supporter: Segment-Specific Library,
1071,c49f8c33-090e-4ac6-9f29-ea6bef4ab3f9,0,Chasing Greatness: Coach K x LeBron,Bronze,NaN,
1073,bfdd24ea-26fb-4cb2-b1ed-e768515533c1,1,Two Sides of the Abyss,Bronze,Supporter: New Content,557612.9
1075,296ab1e4-d191-4eb5-ac56-70c9f6a9c7e4,0,Marmaduke,Bronze,NaN,
1077,b4aecca5-6559-4755-942b-e95d7d6fce27,0,Mamma Mia!,Bronze,NaN,
1079,47e48a9f-fbf2-44f5-9062-4b3bec9f4701,35,The Pioneer Woman,Bronze,Supporter: Segment-Specific Library,
1080,03c63c14-d8f5-48a1-bd69-6d016636af88,0,Black Butterfly,Bronze,Supporter: Broad Library,125000.0
1081,80424474-f89b-4737-add2-2126cfd8d6cf,0,The Expendables 2,Bronze,Supporter: Broad Library,100500.0
1083,3d1d8419-deed-410b-a4c8-9815cb21af8b,6,Signs of a Psychopath,Bronze,Supporter: Segment-Specific Library,
1085,1cd631b4-4f4b-4f71-8d76-f7b0ac0adc99,0,Skate Kitchen,Bronze,Supporter: Broad Library,60000.0
1086,95d5a33e-6881-456b-8d4a-9dc8f4a2ed87,0,Overlord,Bronze,NaN,
1087,c1325d2a-e7fc-4e04-8288-444e71a39ebf,6,Fear The Walking Dead,Bronze,Supporter: Segment-Specific Library,101000.0
1089,6f26f217-2cb6-408e-b21b-64ba6ba079e6,0,Gulliver's Travels,Bronze,Supporter: Broad Library,
1090,f8908e46-def6-49a6-bf3f-7d09e7c5a0d3,5,Adult Swim SMALLS,Bronze,Supporter: New Content,30000.0
1091,8053696e-92ab-4caa-81cb-4fa6860e41e3,0,Norma Rae,Bronze,Supporter: Broad Library,230000.0
1092,0aa0fa37-1857-423f-8f52-be54e8d82541,1,First-Time Buyer's Club,Bronze,Supporter: Segment-Specific Library,
1093,4dd131cb-d4d6-497f-8027-ba03b1fd9482,1,Control,Bronze,NaN,
1094,041ccde6-4e62-42c9-bf08-fd1078dc4a2b,2,Wipeout,Bronze,Supporter: New Content,
1097,5ee4ffb5-e199-43ae-b3c8-6f5200cd672b,1,Hostage 911,Bronze,Supporter: Segment-Specific Library,
1098,af87fb60-8915-4840-813d-7893e7c84c5e,1,Top Gear America: Behind The Adventure,Bronze,Supporter: Segment-Specific Library,
1100,f3ca0597-6ada-406d-b2b7-541528bba3be,0,Extortion,Bronze,Supporter: Broad Library,125000.0
1102,f0687355-a562-4725-84ba-bc8094dce6b0,1,God Save Texas,Bronze,Supporter: New Content,
1103,d71ad8c5-d847-4dd3-838c-842ad84fa53e,0,The Green Knight,Bronze,NaN,200000.0
1104,tour_of_andalusia_cycling_men,0,TOUR OF ANDALUSIA: Cycling (Men),Bronze,News & Sports,
1105,9b7a537c-7512-49d3-92b6-d8e91ef7ae2d,0,Being Mary Tyler Moore,Bronze,Supporter: New Content,3000000.0
1108,4049c933-28a3-4151-80f8-5e8171524139,0,Live Free or Die Hard,Bronze,Supporter: Broad Library,
1109,d97e92c2-9294-4835-b494-1fc86d0cee50,0,Joe Dirt,Bronze,Supporter: Broad Library,46468.78981
1110,2dc19297-6179-4f9b-ac3e-64c9ae66e492,0,The Weeknd: Live at Sofi Stadium,Gold,Experimentation,5700000.0
1111,c1325d2a-e7fc-4e04-8288-444e71a39ebf,3,Fear The Walking Dead,Bronze,Supporter: Segment-Specific Library,101000.0
1112,GYp20fwP1-7VijAEAAAAF,0,John Wick,Bronze,Supporter: Broad Library,2408856.0
1113,GYp20fwP1-7VijAEAAAAF,0,John Wick,Bronze,Supporter: Broad Library,1050000.0
1115,2a73975c-0315-4741-888f-d9779fb3adb5,3,How to With John Wilson,Bronze,Buzz/Prestige/Brand Support,6800000.0
1116,c392c149-67c7-403d-b08b-696f95c49ffb,1,The Garden: Commune or Cult,Bronze,Supporter: New Content,
1119,fa4c9e50-2533-448d-a7fe-b89d1c3f8ef5,1,Unicorn: Warriors Eternal,Bronze,Supporter: New Content,4850433.76
1122,45ab01e3-5cf6-45cf-8bd4-b1a6465467ab,0,Exodus: Gods and Kings,Bronze,Supporter: Broad Library,13958011.29
1123,49218005-2cd1-4884-a8bf-b38c00cbaf81,3,Diary of an Old Home,Bronze,Supporter: New Content,
1129,dd81fcb3-4d2c-4abb-9c97-88355f4978e1,1,Hard Knocks: In Season with the Miami Dolphins,Bronze,Supporter: New Content,
1132,d6c7febe-e870-4f64-96cc-1919f3a01988,1,Downey's Dream Cars,Silver,Supporter: New Content,5936130.0
1136,438c0b47-c263-4f3e-b5da-88799d8cf1c7,0,The Mummy: Tomb of the Dragon Emperor,Bronze,NaN,
1139,b1b17005-42fa-42d7-8ef0-c02eb9703bc6,0,Dream Scenario,Silver,Supporter: New Content,3675000.0
1141,f1fcff61-fdcb-413a-be01-1eb47ecfda7a,0,What Happened at Fells Acres?,Bronze,Supporter: New Content,
1142,e8042796-7a15-4cb7-b784-d237e81626fb,0,After Earth,Bronze,Supporter: Broad Library,654306.0
1147,5953c410-621e-4f54-b30d-1719a313f2ac,0,Impractical Jokers: Shark Week Spectacular,Bronze,Supporter: New Content,
1149,1c9990f7-11c6-47fb-90c3-3d051ef6c45a,0,Monster Hammerheads: Killer Instinct,Bronze,Supporter: New Content,
1151,70c767a0-71fd-4a5b-aa53-6092b85ba07a,4,A Black Lady Sketch Show,Bronze,Supporter: New Content,18400000.0
1152,f0b32bd7-dff9-4732-bdc6-f25bcf0a6cc7,0,Never Grow Old,Bronze,Supporter: Broad Library,139091.0
1153,1d1ae3a0-8615-4d6b-ba25-a6b3cb5e5f9e,0,Legion of Super-Heroes,Bronze,Supporter: New Content,540000.0
1155,dcb14a92-a71b-4515-ae5f-4c8f528ed273,1,Texas Metal,Bronze,Supporter: Segment-Specific Library,
1156,283535b8-42d8-4e65-8034-cfb21dcbfb93,0,Robin Hood: Men In Tights,Bronze,Supporter: Broad Library,230000.0
1157,0f5e15f6-252a-4452-898a-c488e4abd5e1,0,Radio,Bronze,Supporter: Broad Library,192000.0
1158,284e1079-13b6-4ae2-bccc-08b05dd4cbe7,2,Outchef'd,Bronze,Supporter: New Content,
1159,3c53e8c4-775d-4930-8b05-b12cb7a73d94,6,Guy's Ranch Kitchen,Bronze,Supporter: Segment-Specific Library,
1163,a38aafec-ce88-4ef7-b2fa-0c05c225b0ef,0,Good Boy!,Bronze,Supporter: Broad Library,225000.0
1164,GZCuIKgez7QnCZwEAABT0,0,A Christmas Story,Bronze,NaN,
1166,6f1dcc79-e76d-492a-ac9d-05f63bbb522b,0,Sunset Strip,Bronze,Supporter: Broad Library,230000.0
1167,593e837f-69e3-4ae5-99b1-5ca858d6abb9,0,The Lodge,Bronze,Supporter: Broad Library,183300.0
1168,4e023327-9cd9-4492-8004-7d61f5d18922,0,Goldeneye,Bronze,Supporter: Broad Library,288000.0
1169,b8eb69ef-60c7-482f-9818-049bd61cf3d8,0,One Missed Call,Bronze,Supporter: Broad Library,
1170,b462ef9c-bf78-45c2-bd54-d1671b2e433c,0,The Edge,Bronze,Supporter: Broad Library,230000.0
1173,59110f75-1423-4d3e-ab9f-55d57d816dfb,2011,Shark Week,Bronze,Supporter: Segment-Specific Library,
1175,59110f75-1423-4d3e-ab9f-55d57d816dfb,2001,Shark Week,Bronze,Supporter: Segment-Specific Library,
1178,219397dd-c443-499d-b14a-b6713aabc7fa,0,Live and Let Die,Bronze,Supporter: Broad Library,252000.0
1180,23ad4f5f-20eb-4321-a226-8ed903717de4,0,Cooties,Bronze,Supporter: Broad Library,173864.0
1181,9f3fc94a-7f2e-46e6-bdb3-377c3560811a,0,Mortal Kombat Legends: Snow Blind,Bronze,Supporter: New Content,315000.0
1183,shebelieves_cup_soccer_women,0,SHEBELIEVES CUP: Soccer (Women),Bronze,News & Sports,
1184,89e5534e-03b8-45a1-8005-33d9ad30ecb1,27,On the Case with Paula Zahn,Bronze,Supporter: Segment-Specific Library,
1185,7d861f64-d2c7-4939-a24a-66e6dd5d372d,0,Friday the 13th Part VII: The New Blood,Bronze,Supporter: Broad Library,225000.0
1186,426c01e9-369f-402b-a221-45cbcd5eb5ac,0,Moonraker,Bronze,Supporter: Broad Library,252000.0
1187,7549590f-327e-4115-928b-e310849cc037,0,RoboCop 3,Bronze,Supporter: Broad Library,216000.0
1188,0f8cdfa4-4bb4-4d57-943e-135bdedc8e6c,0,Die Another Day,Bronze,Supporter: Broad Library,288000.0
1189,national_collegiate_athletic_association_basketball,0,National collegiate athletic association: Basketball,Bronze,News & Sports,
1190,37271848-c78e-4e58-bed8-c17c42a5013f,0,The Kill Team,Bronze,Supporter: Broad Library,100000.0
1191,3bd94f1c-cabb-4f96-b3a1-07a504bde0c2,0,American Renegades,Bronze,Supporter: Broad Library,
1193,d9350fef-e39c-493e-956f-7abdd404da79,0,From Here to Eternity,Bronze,Supporter: Broad Library,51546.1097
1194,9685cded-9626-4d84-b8d5-ab8e2965ead8,0,The Mad Miss Manton,Bronze,Supporter: Broad Library,
1195,3903ff2f-cabe-4ec3-8b02-ed14adaa8787,178,House Hunters International: Volume 8,Bronze,Supporter: New Content,
1196,4413f3fb-79b5-4485-a661-650aa7a7dd93,0,Tom & Jerry: Snowman's Land,Bronze,Supporter: New Content,
1197,9855b344-0295-4c68-8c8a-cb2494615831,0,The Wash,Bronze,Supporter: Broad Library,208636.0
1201,87d7ccf9-ab08-4d22-b216-4ea000fa2eb4,7,People Magazine Investigates,Bronze,Supporter: Segment-Specific Library,
1203,067b1cf8-6ef9-4261-ba2d-b571d502848b,0,Think Like a Man Too,Bronze,Supporter: Broad Library,69703.18471
1207,f54582ad-df6e-4dd3-b98c-0828e07aea10,16,Naked and Afraid,Bronze,Supporter: Segment-Specific Library,
1209,4c529552-85a4-4861-ba9d-b5625466d579,1,Dallas Car Sharks,Bronze,Supporter: Segment-Specific Library,
1211,b9a9408c-cc07-4b01-b4b1-0da76229a6d7,0,Hotel for Dogs,Bronze,Supporter: Broad Library,
1213,ca905418-1032-4ee5-a66d-dfb3e2f000da,0,Lakeview Terrace (Movie),Bronze,Supporter: Broad Library,
1214,70a5e5ba-6503-405b-b591-5ce257ce6483,0,The Strawberry Blonde,Bronze,Supporter: Broad Library,5000.0
1215,59b6d78a-0549-4c0b-91e1-e79a641ec0eb,18,Wheeler Dealers,Bronze,Supporter: Segment-Specific Library,
1216,famenne_ardenne_classic_cycling_men,0,FAMENNE ARDENNE CLASSIC: Cycling (Men),Bronze,News & Sports,
1217,fd71554d-85f6-40c5-83da-30e79af76a68,1,Hard Knocks '23: Training Camp With the New York Jets,Bronze,Supporter: New Content,
1220,c63e2d43-8a09-4b80-bece-6f1b3241f032,2,BBQ USA,Bronze,Supporter: Segment-Specific Library,
1221,cfad0209-ac6d-46d5-ba24-0e6ca22ced30,2,Velma,Silver,Experimentation,17905500.0
1222,f00f5486-4bf3-461f-8272-a5598cc7865d,10,90 Day Fiance,Bronze,Supporter: New Content,
1224,march_madness_basketball_men,0,March Madness: Basketball (Men),Bronze,News & Sports,
1228,8ccb1cc2-4a3f-4929-8a90-900b1ed9d44d,2,Perry Mason,Silver,Engagement Anchor,118800000.0
1232,78e0228e-bde7-4981-b9dc-f5d8994182dd,1,"Burgers, Brew & 'Que",Bronze,Supporter: Segment-Specific Library,
1233,cca33af2-bc79-40d5-be87-c0bfe45a89ef,0,The Wife,Bronze,Supporter: Broad Library,92600.0
1235,3ad01f2f-a001-4108-8c65-5428b8926203,1,Fixer Upper: The Hotel,Bronze,Supporter: New Content,
1237,aca1ce8b-d0c6-4125-af40-4c6a17cf6398,0,Hustle & Flow,Bronze,Supporter: Broad Library,300000.0
1246,f8a5ed8e-a5d6-418a-90a0-8c41f55ac208,1,"Mother, May I Murder?",Bronze,Supporter: New Content,
1247,824a6b0a-0a4d-4457-8da6-0fe930093bc1,0,The Killing of a Sacred Deer,Bronze,Supporter: Broad Library,475000.0
1248,fc7a1614-e220-4e13-83b5-ec418dc2aa0f,0,The Other Guys,Bronze,NaN,375527.5871
1249,989542c1-2c24-40d9-9a54-aa06f00dca26,1,Best Bite in Town,Bronze,Supporter: New Content,
1250,e0783f0c-7cc8-481b-bb42-a4fcde169578,0,Tequila Sunrise (1988),Bronze,Supporter: Broad Library,
1251,GZDR8Dg1ahKaHgQEAABTg,0,U.S. Men's Soccer vs. Mexico,Bronze,News & Sports,
1253,araxa_mountain_bike,0,ARAXA: Mountain Bike,Bronze,NaN,
1255,66d806fd-238a-4283-a35a-b11ab6861cb8,0,Children of the Corn V: Fields of Terror,Bronze,Supporter: Broad Library,81000.0
1257,b88f46fe-2bb3-43e9-bf7f-36b133af1990,0,Her,Bronze,Supporter: Broad Library,
1258,b9ab662a-c8d8-4998-8a0f-d53bad6e9886,0,Come and Find Me,Bronze,Supporter: Broad Library,175000.0
1259,e6f88e86-2b8c-40e4-890a-92bf8047dfb8,0,Friday The 13th: Part II,Bronze,Supporter: Broad Library,225000.0
1262,a27b5e0a-68eb-48e2-baa6-2b0f01d5b8be,1,The Synanon Fix: Did The Cure Become a Cult?,Silver,Supporter: New Content,
1263,d649a5ab-c791-4e3e-b2c9-29074312032a,1,Buying Back The Block,Bronze,Supporter: New Content,
1264,59768144-e300-4269-acd3-c6b660ec08bf,3,Farmhouse Fixer,Bronze,Supporter: Segment-Specific Library,
1268,d0055972-2ffe-4c20-ab77-ff6042cfc682,0,Edward Scissorhands,Bronze,Supporter: Broad Library,270000.0
1269,b7139048-d94d-4a24-a84f-5c002b147463,0,The Hurt Locker,Bronze,Supporter: Broad Library,108000.0
1272,719a71b2-9b60-4792-92c8-145472b89800,0,Friday The 13th: Part III,Bronze,Supporter: Broad Library,225000.0
1273,9f149c7d-2f39-4ab5-affd-c8649a36fd8e,2,Summer Baking Championship,Bronze,Supporter: New Content,
1275,ce186bcb-540a-40b8-b7d7-21837dc480d7,0,Another Me,Bronze,Supporter: Broad Library,30998.0
1276,0c3f3213-a8d0-4abf-a8cc-10c7d09aff25,12,Kids Baking Championship,Bronze,Supporter: Segment-Specific Library,
1278,c6418523-e626-4c40-acce-fae367f1f272,0,Sharkbite Beach,Bronze,NaN,
1280,7fbd9141-b38f-4419-a135-42f31b487be4,1,See It Loud: The History Of Black Television,Bronze,Supporter: New Content,9024041.09589
1288,126dd5e4-19f8-46ee-bb9b-f00b5fb094d5,0,Fever Pitch,Bronze,Supporter: Broad Library,285000.0
1289,172c906c-a6f5-43e0-8ab9-00c5fa84b43c,0,Krampus,Bronze,NaN,2164198.0
1294,c4cd7c3c-d075-4b26-a760-85187509538e,0,Sharkadelic Summer,Bronze,NaN,
1296,a97128b6-b455-4200-b9ba-bbed0d5f4f5e,0,Southside With You,Bronze,Supporter: Broad Library,270000.0
